level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std
13,66.8721411875,0.00252696026454214,1.2938769919901255e-06,0.0,0.0,0.0,0.0,66.8744389875,0.0025289342978503555,1.8173622040078292e-06,0.0,0.0,0.0,0.0,66.87743333,0.00253347459633369,2.276067664200583e-06,0.0,0.0,0.0,0.0
14,64.78431696,0.0025269837450468914,1.3098065435080979e-06,0.0,0.0,0.0,0.0,64.7865466775,0.0025289259200217203,1.767639358594951e-06,0.0,0.0,0.0,0.0,64.7897326375,0.0025334410801297054,2.2763820524138497e-06,0.0,0.0,0.0,0.0
15,62.743468405,0.002526996142230928,1.3303882309247574e-06,0.0,0.0,0.0,0.0,62.745628845,0.0025289335267152636,1.7623074967055962e-06,0.0,0.0,0.0,0.0,62.748998462500005,0.0025333745111711325,2.246961147866328e-06,0.0,0.0,0.0,0.0
16,60.7489559825,0.002527003626921214,1.3521737239349664e-06,0.0,0.0,0.0,0.0,60.751050105,0.0025289432138670236,1.758717072164396e-06,0.0,0.0,0.0,0.0,60.754591392500004,0.0025333255958976224,2.2137166462994944e-06,0.0,0.0,0.0,0.0
17,58.800143875,0.002527020095498301,1.3595292040375391e-06,0.0,0.0,0.0,0.0,58.80217365,0.0025289443721994757,1.7431843208464487e-06,0.0,0.0,0.0,0.0,58.8058761125,0.0025333076369715856,2.204370127229948e-06,0.0,0.0,0.0,0.0
18,56.896396515,0.002527046481962316,1.375360040554148e-06,0.0,0.0,0.0,0.0,56.898365735,0.002528936344198883,1.7245409123637699e-06,0.0,0.0,0.0,0.0,56.90221861,0.0025333021838450805,2.2112313099931238e-06,0.0,0.0,0.0,0.0
19,55.0370845225,0.002527064384892583,1.4121431628094716e-06,0.0,0.0,0.0,0.0,55.038994814999995,0.002528925167862326,1.7059699414531702e-06,0.0,0.0,0.0,0.0,55.0429914275,0.0025333033273927867,2.230440418011437e-06,0.0,0.0,0.0,0.0
20,53.2215810875,0.0025270750472554935,1.4460180138407073e-06,0.0,0.0,0.0,0.0,53.223432107499995,0.0025289175010984764,1.7044017638105481e-06,0.0,0.0,0.0,0.0,53.227564725,0.0025333054473157973,2.2246291770831805e-06,0.0,0.0,0.0,0.0
21,51.44925911,0.002527086279122159,1.4514031217567324e-06,0.0,0.0,0.0,0.0,51.451052897500006,0.002528911656932905,1.7257669088653982e-06,0.0,0.0,0.0,0.0,51.4553132075,0.002533297697547823,2.221381871687759e-06,0.0,0.0,0.0,0.0
22,49.719499667499996,0.0025270932416897266,1.4401700900349464e-06,0.0,0.0,0.0,0.0,49.72123419,0.002528909057728015,1.7634458589427263e-06,0.0,0.0,0.0,0.0,49.725615530000006,0.002533304647775367,2.214985379989564e-06,0.0,0.0,0.0,0.0
23,48.0316799375,0.002527104147593491,1.4333835524830578e-06,0.0,0.0,0.0,0.0,48.033357672499996,0.0025289012698922306,1.8125697706575208e-06,0.0,0.0,0.0,0.0,48.037853705,0.0025333393269684167,2.2035103958114096e-06,0.0,0.0,0.0,0.0
24,46.385184872500005,0.002527122381958179,1.4467449584869701e-06,0.0,0.0,0.0,0.0,46.386807995,0.002528883132152259,1.854920271679468e-06,0.0,0.0,0.0,0.0,46.3914100325,0.002533375833183527,2.1845604911531827e-06,0.0,0.0,0.0,0.0
25,44.7794022325,0.0025271377096651123,1.4770238813065799e-06,0.0,0.0,0.0,0.0,44.7809729175,0.002528876223717816,1.8602437597224065e-06,0.0,0.0,0.0,0.0,44.785672555,0.002533383924048394,2.144844412240833e-06,0.0,0.0,0.0,0.0
26,43.213721477499995,0.002527153863222338,1.509885870128625e-06,0.0,0.0,0.0,0.0,43.2152443425,0.0025288925799541177,1.8516178666133812e-06,0.0,0.0,0.0,0.0,43.220030072499995,0.002533359623863362,2.1224252226415216e-06,0.0,0.0,0.0,0.0
