level,-kappa-0.01_pressure_bar,-kappa-0.01_H2O_mean,-kappa-0.01_H2O_std,-kappa-0.01_H2O_l__mean,-kappa-0.01_H2O_l__std,-kappa-0.01_H2O_l_p__mean,-kappa-0.01_H2O_l_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_H2O_mean,-kappa-0.1_H2O_std,-kappa-0.1_H2O_l__mean,-kappa-0.1_H2O_l__std,-kappa-0.1_H2O_l_p__mean,-kappa-0.1_H2O_l_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_H2O_mean,-kappa-1.0_H2O_std,-kappa-1.0_H2O_l__mean,-kappa-1.0_H2O_l__std,-kappa-1.0_H2O_l_p__mean,-kappa-1.0_H2O_l_p__std
11,71.186393772275,0.02497680784831755,4.624878884605487e-05,0.0,0.0,0.0,0.0,71.18668452985,0.02497162175237201,4.886382057721028e-05,0.0,0.0,0.0,0.0,71.1886971422,0.024989162281407042,4.3762523665572214e-05,0.0,0.0,0.0,0.0
12,69.00312503295,0.02497648652682081,4.570279732782207e-05,0.0,0.0,0.0,0.0,69.00343178074999,0.024971144784260543,4.814178747884685e-05,0.0,0.0,0.0,0.0,69.00563098147501,0.024988781965281814,4.31456463688697e-05,0.0,0.0,0.0,0.0
13,66.86810146147499,0.024976207717936485,4.52359424121847e-05,0.0,0.0,0.0,0.0,66.868423113525,0.024970719993440433,4.7427560215675544e-05,0.0,0.0,0.0,0.0,66.87079965630001,0.024988481531301513,4.268110149699044e-05,0.0,0.0,0.0,0.0
14,64.78067909777499,0.024975960108479484,4.4958374729952565e-05,0.0,0.0,0.0,0.0,64.78101454765,0.02497031625278294,4.685219797532854e-05,0.0,0.0,0.0,0.0,64.78355921582501,0.024988252158472314,4.2289076041122226e-05,0.0,0.0,0.0,0.0
15,62.740216300374996,0.024975719625698403,4.494838912862185e-05,0.0,0.0,1.0509738482436127e-49,2.3237668465714306e-47,62.74056457895001,0.024969942042911426,4.6378804982517346e-05,0.0,0.0,1.4012984643248172e-50,4.4312726724330885e-48,62.743268326425,0.024988077461579813,4.2015857654447966e-05,0.0,0.0,3.503246160812043e-50,1.2919285992141995e-47
16,60.746074390425,0.024975472445543854,4.489994348889339e-05,0.0,0.0,1.4643568952194337e-48,2.7879820944261392e-46,60.746434729575,0.02496959884511307,4.605148409178186e-05,0.0,0.0,3.643376007244524e-49,4.689500112555793e-47,60.7492883688,0.0249879301347211,4.189398766990359e-05,0.0,0.0,6.866362475191603e-49,1.6532804040888324e-46
17,58.797617355575,0.02497522629342973,4.4782773862414375e-05,0.0,0.0,1.9162756499641873e-47,3.484828967200232e-45,58.797988820825,0.02496926457409747,4.576856492575907e-05,0.0,0.0,5.324934164434305e-48,5.590558506970313e-46,58.8009836574,0.024987781527722255,4.180730984536382e-05,0.0,0.0,9.479784111157388e-48,2.115189935538831e-45
18,56.894212043075,0.0249749921355024,4.466349543149685e-05,0.0,0.0,2.3896342712131104e-46,4.3023942848034737e-44,56.894593849900005,0.024968943242337553,4.5592863906732894e-05,0.0,0.0,6.864260527495117e-47,6.731850871506596e-45,56.897721197974995,0.024987620731666684,4.148432743144098e-05,0.0,0.0,1.2287986233664321e-46,2.6659844166894613e-44
19,55.035228210075005,0.024974763308940454,4.4595508527177205e-05,0.0,0.0,2.934907529651183e-45,5.271672084533181e-43,55.035619414050004,0.024968646538089962,4.552557240569988e-05,0.0,0.0,8.534818491739947e-46,8.054979181718106e-44,55.03887083572501,0.024987471284298225,4.0980167779131534e-05,0.0,0.0,1.5479793810780174e-45,3.328100935533671e-43
20,53.22003825615,0.024974530022041874,4.440328614997679e-05,0.0,0.0,3.569008397093574e-44,6.405875615324545e-42,53.220438153975,0.024968380268048495,4.558638258705813e-05,0.0,0.0,1.0480304208192986e-44,9.577318452618024e-43,53.22380531095,0.024987339872010052,4.055791142715667e-05,0.0,0.0,1.9285342089301009e-44,4.109553109061122e-42
21,51.4480177904,0.02497428871780634,4.4153735822157446e-05,0.0,0.0,4.3034015268612334e-43,7.712675046805929e-41,51.448425603275,0.02496812313036062,4.5813448852777005e-05,0.0,0.0,1.2803237373153467e-43,1.1318355015112425e-41,51.4519004217,0.024987220088662578,4.041223207681933e-05,0.0,0.0,2.3822616196027585e-43,5.017401064699449e-41
22,49.718545078125,0.024974042394282296,4.40275277052014e-05,0.0,0.0,5.1407504650361954e-42,9.194730165203333e-40,49.718960093724995,0.024967856804132462,4.60074219621868e-05,0.0,0.0,1.5531959808581747e-42,1.3298799251762773e-40,49.72253473124999,0.024987103002686053,4.0479697599530486e-05,0.0,0.0,2.914725174375914e-42,6.054759830303575e-40
23,48.03100147215,0.02497381005003117,4.411348521307148e-05,0.0,0.0,6.087831181934913e-41,1.0848948023255798e-38,48.031423112199995,0.024967581886481495,4.61084717745909e-05,0.0,0.0,1.8760430657439024e-41,1.554250776142556e-39,48.035089755075,0.02498698367527686,4.057735153628063e-05,0.0,0.0,3.5356209772059617e-41,7.220223345783104e-39
24,46.38477144709999,0.024973593521416187,4.437668381981616e-05,0.0,0.0,7.147208323356923e-40,1.2663444144323296e-37,46.3851990862,0.024967301543317735,4.617547678475227e-05,0.0,0.0,2.257382093707655e-40,1.8071122309833803e-38,46.388950088449995,0.024986872890768574,4.0612331954728574e-05,0.0,0.0,4.252969087721303e-40,8.507279738249078e-38
25,44.779242325225,0.024973386670248583,4.4657481480872936e-05,0.0,0.0,8.317966730884613e-39,1.461561027874003e-36,44.779675319525005,0.024967030552299693,4.6378609028529345e-05,0.0,0.0,2.706412365954894e-39,2.090362591672539e-37,44.783503279550004,0.024986778701068833,4.0737613070213966e-05,0.0,0.0,5.07304353851331e-39,9.900603303296626e-37
26,43.213804515575006,0.02497319256003946,4.4912827319768214e-05,0.0,0.0,9.594773173041134e-38,1.666987453891459e-35,43.21424231895,0.02496677099405788,4.670755755542185e-05,0.0,0.0,3.2331698145324533e-38,2.405468501174198e-36,43.218139988050005,0.02498670084979385,4.1023786111543967e-05,0.0,0.0,5.999675084530086e-38,1.1373602442124644e-35
27,41.687851451774996,0.024973005924597384,4.5202353183545e-05,0.0,0.0,1.0967400284220922e-36,1.8776657359717507e-34,41.688293587925,0.02496652515853755,4.703790252511929e-05,0.0,0.0,3.848807750423951e-37,2.7536369206666696e-35,41.6922538222,0.024986633326550947,4.136469944635101e-05,0.0,0.0,7.034839856034873e-37,1.2891041694302382e-34
28,40.200779614425,0.02497281575945206,4.551214700922864e-05,0.0,0.0,1.2421305725092962e-35,2.0875041507778187e-33,40.201225590037495,0.02496629809389822,4.7501023325803194e-05,0.0,0.0,4.565431549088908e-36,3.1355798277740793e-34,40.2052413676,0.024986566372737287,4.1515739728221485e-05,0.0,0.0,8.178636426204634e-36,1.4411474213382481e-33
29,38.7519886813875,0.024972625841815026,4.5755869407038026e-05,0.0,0.0,1.3940254633659385e-34,2.2899006454592488e-32,38.752437949925,0.024966089994106443,4.808085613816337e-05,0.0,0.0,5.396153826966008e-35,3.5519539787366554e-33,38.7565026034875,0.024986497685536742,4.154213536735261e-05,0.0,0.0,9.429740677189848e-35,1.5890119561267037e-32
30,37.340881346749995,0.02497245046469383,4.6074825903143754e-05,0.0,0.0,1.550998309615225e-33,2.479319910332948e-31,37.34133343655,0.024965896466216074,4.8659069099653424e-05,0.0,0.0,6.354126455288159e-34,4.0024967430142836e-32,37.345440300675,0.024986426005680115,4.168702936118663e-05,0.0,0.0,1.0785829088315845e-33,1.7282752922796678e-31
31,35.9668633526125,0.024972296537663786,4.651274228148569e-05,0.0,0.0,1.7112766959452414e-32,2.649360707798247e-30,35.9673177030625,0.024965707035250962,4.9232560975078875e-05,0.0,0.0,7.452225956465096e-33,4.485950112697876e-31,35.9714604904125,0.024986357055399568,4.2103544093296615e-05,0.0,0.0,1.22418665089357e-32,1.854562315710811e-30
32,34.6293437971375,0.024972153478981927,4.7075929524970326e-05,0.0,0.0,1.8725069771364322e-31,2.7920508226854405e-29,34.62979980985,0.024965511481538416,4.966099144760933e-05,0.0,0.0,8.702331252120222e-32,5.0001934254417075e-30,34.6339722800875,0.024986286624921486,4.273624971386471e-05,0.0,0.0,1.3789659885825666e-31,1.9641774443693973e-29
33,33.327734661025,0.024972006970923395,4.7701669539998906e-05,0.0,0.0,2.032188081153112e-30,2.8998354792898365e-28,33.328191869337495,0.024965316758742556,4.996796541123506e-05,0.0,0.0,1.011310982721153e-30,5.54049005251168e-29,33.332388063525,0.024986214995691553,4.325584930907059e-05,0.0,0.0,1.541245508608593e-30,2.0520764581570823e-28
34,32.061451303925004,0.024971854927996175,4.837378261250391e-05,0.0,0.0,2.187755346779819e-29,2.9662239546321624e-27,32.0619091948125,0.024965128198936582,5.0399211711787813e-05,0.0,0.0,1.168893304095064e-29,6.0993300939539435e-28,32.066123278237505,0.024986156943142414,4.36963863946916e-05,0.0,0.0,1.7089703837251396e-29,2.1140434014985536e-27
35,30.8299122105875,0.024971700389161706,4.9128365013056254e-05,0.0,0.0,2.336625160407135e-28,2.986171808039035e-26,30.83037030565,0.024964940635021776,5.1051871821323504e-05,0.0,0.0,1.3427830653806918e-28,6.666138131973046e-27,30.8345965994,0.024986121361954137,4.4396429871312456e-05,0.0,0.0,1.879537034077752e-28,2.1469813858595004e-26
36,29.6325390444875,0.024971541580185296,4.993110329227746e-05,0.0,0.0,2.4761654667450774e-27,2.95621884257139e-25,29.632996927100002,0.024964742132965477,5.185747659243441e-05,0.0,0.0,1.5317592498055737e-27,7.225836011156805e-26,29.6372299934125,0.024986101806554945,4.528304733897483e-05,0.0,0.0,2.049547498798327e-27,2.1487764020896034e-25
37,28.4687568378625,0.024971370060117914,5.085903146225427e-05,0.0,0.0,2.603877526096105e-26,2.8753115870262326e-24,28.469214093937502,0.024964536863630638,5.282619722842555e-05,0.0,0.0,1.7331750273902465e-26,7.757569246285732e-25,28.4734484773125,0.024986097390418873,4.611839753701766e-05,0.0,0.0,2.2144396581558627e-26,2.118072093024219e-24
38,27.3379937690625,0.02497117871900089,5.197733067922991e-05,0.0,0.0,2.7174602010041432e-25,2.745517824940961e-23,27.3384499089,0.02496434869387187,5.3910633168705736e-05,0.0,0.0,1.9425877551832338e-25,8.234242083117484e-24,27.342680566949998,0.024986097089964895,4.6926277015456795e-05,0.0,0.0,2.3688264129495586e-25,2.055018876592047e-23
39,26.239681340512497,0.024970971590774133,5.3205488623433086e-05,0.0,0.0,2.8145542586146606e-24,2.5720012594257337e-22,26.240135974225,0.0249641823613178,5.520805106582332e-05,0.0,0.0,2.153417119654615e-24,8.623376186765093e-23,26.2443578939125,0.024986090988973156,4.770723435978463e-05,0.0,0.0,2.5065557940460382e-24,1.9617440029953035e-22
40,25.173254375637498,0.024970765443081036,5.467788786924917e-05,0.0,0.0,2.8921439414119514e-23,2.362397075499032e-21,25.173707028775002,0.024964025655547156,5.6665918196910805e-05,0.0,0.0,2.3566290231624735e-23,8.888627512200116e-22,25.177915483074997,0.024986080776453017,4.868053521299738e-05,0.0,0.0,2.6207562466490514e-23,1.841786111734121e-21
41,24.138150958637503,0.024970573365828024,5.630888960580552e-05,0.0,0.0,2.9459180249070356e-22,2.1258705433303274e-20,24.1386011825375,0.024963876385604964,5.799548539602679e-05,0.0,0.0,2.540579641043166e-22,8.992412051936766e-21,24.1427915392125,0.02498605899053626,4.992694254968287e-05,0.0,0.0,2.7034379244458302e-22,1.6984611759484834e-20
42,23.133812513375,0.02497038851968944,5.802163376063837e-05,0.0,0.0,2.9695505767380047e-21,1.871650645681634e-19,23.1342599319375,0.024963736754218115,5.947957609846084e-05,0.0,0.0,2.6911618805801666e-21,8.899960670062641e-20,23.138427771125,0.024986019498417153,5.142360905463377e-05,0.0,0.0,2.7458167201425105e-21,1.5349759776388918e-19
43,22.15968382125,0.024970204248363152,5.978965001258418e-05,0.0,0.0,2.954982427576959e-20,1.6090952338094783e-18,22.16012806705,0.024963611544268207,6.125918140880623e-05,0.0,0.0,2.7926552393679525e-20,8.586057911512914e-19,22.1642690463125,0.024985968808606266,5.322374750160408e-05,0.0,0.0,2.739256872531834e-20,1.3557544889624002e-18
44,21.21521310345,0.024970011510364713,6.166126051810979e-05,0.0,0.0,2.8931525623790927e-19,1.3477902349087283e-17,21.215653728225,0.024963514260919764,6.352321294171902e-05,0.0,0.0,2.82922700834661e-19,8.042921219463912e-18,21.219763827050002,0.024985912895556538,5.517158734300783e-05,0.0,0.0,2.676272843733023e-19,1.1668917266417085e-17
45,20.29985180775,0.02496980975243263,6.363684855078519e-05,0.0,0.0,2.7753700398520283e-18,1.0969549783150145e-16,20.300288481468748,0.024963455596836284,6.601998418572123e-05,0.0,0.0,2.787155706670041e-18,7.285810607431932e-17,20.3043638329375,0.024985848820591346,5.715739891065474e-05,0.0,0.0,2.5515747085794507e-18,9.755035983168234e-17
46,19.4130549291125,0.02496961401720531,6.584551934682628e-05,0.0,0.0,2.5952776877786716e-17,8.64894215744091e-16,19.413487278525,0.02496341800552793,6.855479259935878e-05,0.0,0.0,2.657643398411959e-17,6.354203350616597e-16,19.41752422496875,0.024985786195509136,5.9404635500602916e-05,0.0,0.0,2.3636170153252402e-17,7.892895527658151e-16
47,18.55428088000625,0.024969424639195204,6.840992491460553e-05,0.0,0.0,2.3515109969554765e-16,6.584910105865445e-15,18.5547085990375,0.02496338058640249,7.118071088788631e-05,0.0,0.0,2.439897103892161e-16,5.309543002948443e-15,18.5587036442375,0.024985742767974734,6.210594160240073e-05,0.0,0.0,2.1163119007611288e-16,6.156745398077559e-15
48,17.72299149900625,0.024969236647477373,7.134096639822767e-05,0.0,0.0,2.050243611943474e-15,4.825660044837544e-14,17.72341425279375,0.024963355786185713,7.396429749207084e-05,0.0,0.0,2.1435815432819352e-15,4.227736669517375e-14,17.7273641544875,0.024985713789686562,6.513224096585695e-05,0.0,0.0,1.8203568837596855e-15,4.609030313903712e-14
49,16.91865216633125,0.024969065547036005,7.476450991307149e-05,0.0,0.0,1.706728963368832e-14,3.392119533541778e-13,16.919069731875,0.024963371683964505,7.714586039887376e-05,0.0,0.0,1.7898543649683758e-14,3.189260965935438e-13,16.922971273281252,0.024985697087245063,6.838623389327537e-05,0.0,0.0,1.4935374967786685e-14,3.2936331443241404e-13
50,16.140731694956248,0.024968942825626582,7.89226365055173e-05,0.0,0.0,1.344679716542507e-13,2.2760734370752932e-12,16.1411437815625,0.024963428934030234,8.071835339315783e-05,0.0,0.0,1.409407246320483e-13,2.264293958764048e-12,16.144994017600002,0.024985710577527062,7.201692560206148e-05,0.0,0.0,1.1593740865030318e-13,2.2322396358832064e-12
51,15.38870253059375,0.02496888414456509,8.393445105226586e-05,0.0,0.0,9.930473318370872e-13,1.4474602835702108e-11,15.389108719887501,0.024963536851108074,8.471024414424317e-05,0.0,0.0,1.0376367933677906e-12,1.5018911117493485e-11,15.392904926993749,0.02498577735221945,7.617612824487088e-05,0.0,0.0,8.438101052146346e-13,1.4242632806581054e-11
52,14.66204050586875,0.024968889583367855,8.963388479410574e-05,0.0,0.0,6.803000294478564e-12,8.646214949065013e-11,14.662440496168749,0.024963694222075866,8.945093154592942e-05,0.0,0.0,7.074819629139884e-12,9.23188768896579e-11,14.6661800635375,0.02498591114031151,8.106062769381054e-05,0.0,0.0,5.7012630154911736e-12,8.483912206551322e-11
53,13.960225006531251,0.02496897144163959,9.623735550885782e-05,0.0,0.0,4.275876741773703e-11,4.799192270492243e-10,13.960618569237498,0.02496390345749445,9.517594479775464e-05,0.0,0.0,4.4217275312708775e-11,5.213580093358479e-10,13.964299144456248,0.024986125379242004,8.658145777901842e-05,0.0,0.0,3.538080503340134e-11,4.674192134184027e-10
54,13.2827390376125,0.024969172238567844,0.0001037866845161577,0.0,0.0,2.43757550902151e-10,2.445680824998843e-09,13.283125888381251,0.024964226201269774,0.00010215858246341957,0.0,0.0,2.505704445514059e-10,2.6800529886451885e-09,13.2867452312375,0.024986482181241734,9.271448786251937e-05,0.0,0.0,1.994001936971301e-10,2.3576135701968016e-09
55,12.62906906195,0.024969621082134547,0.00011261515482387345,0.0,0.0,1.245541032432406e-09,1.1296066695686115e-08,12.629449200706249,0.024964718440836295,0.00011096888890455639,0.0,0.0,1.2727585733816704e-09,1.2414633603335222e-08,12.633005067456251,0.024987080057105048,0.00010001287399341404,0.0,0.0,1.0086388618462589e-09,1.0766433813982053e-08
56,11.9987050782875,0.024970512366015465,0.00012367820484689236,0.0,0.0,5.636478637821411e-09,4.665919152266901e-08,11.999078206518751,0.02496549809277989,0.00012226861137491207,0.0,0.0,5.7269421741964965e-09,5.125989011582974e-08,12.0025688157875,0.02498808958755806,0.00010922987371947587,0.0,0.0,4.5244301977428155e-09,4.39890583016707e-08
57,11.39114036186875,0.024972135058008136,0.0001379726026818365,0.0,0.0,2.2321311014996664e-08,1.7006540295494832e-07,11.391506401387499,0.02496689659293741,0.00013712026816157263,0.0,0.0,2.255783492541445e-08,1.8648717345794692e-07,11.394930070081251,0.024989804639900103,0.00012148463916790856,0.0,0.0,1.7781383862838514e-08,1.5882342730949086e-07
58,10.805871435418752,0.024974889567075297,0.00015722108507306044,0.0,0.0,7.646805917336421e-08,5.401384897065789e-07,10.8062301805375,0.024969360948698595,0.00015664091065045583,0.0,0.0,7.688635954532203e-08,5.908590854730087e-07,10.80958557115,0.02499265913825482,0.00013840578899832392,0.0,0.0,6.051563539545714e-08,5.005778729562026e-07
59,10.242398262771875,0.02497887705584988,0.0001843862351308937,9.801690394382085e-45,3.284458857896072e-43,2.2424273102785352e-07,1.4796193997998267e-06,10.242749476190625,0.02497315397551283,0.00018204472794919397,7.359864761865196e-45,3.210699610380478e-43,2.2438123865209236e-07,1.6136299572125973e-06,10.24603529431875,0.024996747026480734,0.00016219177745784445,4.1083618701691067e-45,1.7091761883751275e-43,1.7647257358713183e-07,1.3627531465280723e-06
60,9.700223151031249,0.024982595527442173,0.000224403306116162,5.227522901686765e-45,3.2113727978580307e-43,5.579619527492748e-07,3.4692891778829162e-06,9.70056663438125,0.024977098375130444,0.00021716510812469728,6.610681557390897e-45,3.893134115437074e-43,5.557543512187463e-07,3.769241523080152e-06,9.703782197809375,0.025000554909864442,0.0001968258221211639,6.702683808066144e-45,7.314210769728604e-43,4.3714874887251146e-07,3.17974639029621e-06
61,9.17885387644375,0.02497895394498948,0.0002893725479965297,3.706751238682207e-28,8.820259957705024e-27,1.170630711297872e-06,6.935098001433589e-06,9.17918905103125,0.024975306172128765,0.00027319142051117134,2.7482226345517873e-28,7.990365973059149e-27,1.1611642197522645e-06,7.505317812357478e-06,9.182333377571876,0.02499725659329444,0.000252317517666977,1.7701545744932846e-28,4.715015051406328e-27,9.144863703016579e-07,6.337458853714746e-06
62,8.677801979275,0.024942612268431114,0.0004203071893843353,4.460593316072775e-26,1.0677230683894767e-24,2.067694668780552e-06,1.1852616848188213e-05,8.67812745851875,0.024946326983063483,0.0003840729128739011,3.1366600846570105e-26,8.61014528889195e-25,2.0435693984198848e-06,1.277555616872976e-05,8.681201443075,0.024965027901045978,0.00036091427283773645,2.033047136717612e-26,6.479563876380858e-25,1.6135356958574636e-06,1.0820820620183132e-05
63,8.1966290767,0.02475697394109797,0.0007548773850889936,6.234841809219856e-13,3.519451748770291e-11,3.087466339141131e-06,1.7492153865190284e-05,8.19693892679375,0.024785587469357998,0.0006729850491984367,5.128739129706696e-13,1.7646526741762982e-11,3.041356622462958e-06,1.876217863203174e-05,8.199941599946875,0.024802761013451965,0.000630812099236954,3.9701099741258855e-13,1.609287267128584e-11,2.411606197156873e-06,1.5974674248207467e-05
64,7.735084595315625,0.02363533051897073,0.0016993091590139623,2.571686584389507e-09,4.04776099435966e-08,3.956269911319203e-06,2.2722425172051548e-05,7.7353745357250006,0.0237331182099157,0.001550664620658521,2.416468936541793e-09,3.041723246311428e-08,3.881927513913617e-06,2.418527499487145e-05,7.7383043931531255,0.023796630389490165,0.0014137082593308058,2.1127771536795386e-09,2.778592177433899e-08,3.097897125871632e-06,2.0758634604102313e-05
65,7.293456153825,0.018415240921271035,0.0026436614208206768,8.467590833785636e-05,0.00028847442026485985,4.504107244317586e-06,2.6825892958681243e-05,7.293745138259375,0.0185319560138206,0.002594422208706623,7.93749233842421e-05,0.00026430781188059246,4.394520266979126e-06,2.82160221569064e-05,7.2965922528,0.018817128242623295,0.0024088102855296303,5.27241105275115e-05,0.00020177684770998129,3.5430865124167116e-06,2.4497926924900025e-05
66,6.871553521178125,0.010326699216754642,0.00273216753545634,2.7024225123131224e-05,0.00019857671086081835,3.6326872373832076e-06,2.9582142176378552e-05,6.871862889859375,0.010458535443036817,0.002715089163417736,2.3563718707243785e-05,0.00018320896572766908,3.572643550187518e-06,3.09295995151952e-05,6.874638347403125,0.010745560802216642,0.002708424032483201,1.899550412534586e-05,0.0001584108693035118,3.091105004373751e-06,2.7164176785884613e-05
67,6.468133067040625,0.005015162970643778,0.0020267478896597484,1.9454460347672736e-05,0.00022086521350935865,3.633092686780055e-06,3.167576845437462e-05,6.4684668536593755,0.00510676406235551,0.0020144497154793084,1.7075576547749692e-05,0.00020233434624259498,3.606572934535765e-06,3.298659132145972e-05,6.4712084179,0.005346990773874786,0.0020294414501129975,1.2102369831938762e-05,0.00016758339993884375,3.167517267481601e-06,2.9243366986398286e-05
68,6.082149672278125,0.002511077356992346,0.0012695877259716146,1.6223235902544542e-05,0.00023395898862147273,3.757032875776198e-06,3.322015302296205e-05,6.082501211603126,0.002560400099091439,0.0012741694971210573,1.4499557230070139e-05,0.0002159400971364032,3.7600077737960235e-06,3.4574729722504907e-05,6.085219128790625,0.0027214901295652214,0.0013059491327671708,1.0349101410680123e-05,0.00017864052175732166,3.3643332985363667e-06,3.087342593771397e-05
69,5.713005908175,0.0013504814786793123,0.0007747814068114277,1.5223498701128722e-05,0.0002457995132974428,3.914737109758581e-06,3.4329980353106484e-05,5.713362967687499,0.0013592333949618114,0.0007770925290938819,1.4330308178776015e-05,0.0002358829063720726,3.944504598270755e-06,3.576618842130449e-05,5.716052059668749,0.0014728964656039556,0.0008333512538419653,1.069079327269932e-05,0.00019749908819344608,3.5805462200593967e-06,3.2121102267734686e-05
70,5.360224373259376,0.0007772224649974578,0.000487186917801553,1.3982757142504625e-05,0.000244980998264386,4.05557686184285e-06,3.494209002180375e-05,5.3605802189125,0.0007721621031795258,0.000492250913467706,1.4113749924085882e-05,0.00024723121880056625,4.10356313722975e-06,3.643172218908176e-05,5.3632278106593745,0.0008436812868435357,0.0005405624392785776,1.0749953365714639e-05,0.00020761978242762484,3.765873490909211e-06,3.2902821369915934e-05
71,5.023342270734375,0.0004776987386630162,0.00032179963926056104,1.3275883819420667e-05,0.00024125961666667797,4.184796130096717e-06,3.5220110202711667e-05,5.023694923190625,0.00047465738595695256,0.000327365088205567,1.3879150924678918e-05,0.0002496383685122296,4.23682412062858e-06,3.669794083903179e-05,5.026287507517187,0.0005153914197669758,0.0003603691447435483,1.0801443598267987e-05,0.00021138497007050427,3.92534498556695e-06,3.334566148560636e-05
72,4.701905851226562,0.0003135529812043569,0.00022113488242498492,1.3059879972305792e-05,0.000236461872529779,4.300002572783432e-06,3.528047787330409e-05,4.702255738595313,0.0003146702875935898,0.00022561862274725052,1.37588441494096e-05,0.00024618207364190443,4.349491991585395e-06,3.671295997599801e-05,4.704781094760937,0.0003371565955145763,0.00024744942887724487,1.0927865047567222e-05,0.00021124120257007354,4.063228047153453e-06,3.355255497948211e-05
73,4.395469979665625,0.00021886776640044444,0.00015556032173305953,1.2940722284546014e-05,0.00023010432020665052,4.399907161492576e-06,3.5196995377437334e-05,4.395819430545313,0.00022213185025684196,0.00015898343573088726,1.3584981896252146e-05,0.00023984569713740388,4.445125678061392e-06,3.656787108579173e-05,4.398266055482813,0.00023409389040902168,0.00017285521114864956,1.1150270693233958e-05,0.00020868477252670905,4.183766225242262e-06,3.3598449856363544e-05
