level,-kappa-0.01_pressure_bar,-kappa-0.01_H2O_mean,-kappa-0.01_H2O_std,-kappa-0.01_H2O_l__mean,-kappa-0.01_H2O_l__std,-kappa-0.01_H2O_l_p__mean,-kappa-0.01_H2O_l_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_H2O_mean,-kappa-0.1_H2O_std,-kappa-0.1_H2O_l__mean,-kappa-0.1_H2O_l__std,-kappa-0.1_H2O_l_p__mean,-kappa-0.1_H2O_l_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_H2O_mean,-kappa-1.0_H2O_std,-kappa-1.0_H2O_l__mean,-kappa-1.0_H2O_l__std,-kappa-1.0_H2O_l_p__mean,-kappa-1.0_H2O_l_p__std
74,4.103597777798438,0.00016067051689800337,0.00010966619279108802,1.2825364089961298e-05,0.0002211340944334731,4.488457755869728e-06,3.503450196753252e-05,4.103950498367188,0.00016450121364754977,0.00011261537087757367,1.3482768769581295e-05,0.0002318347419017377,4.529939993436448e-06,3.632539593462338e-05,4.106307241859375,0.00017065472483210215,0.00012091543658023617,1.1414653458748007e-05,0.00020336126323581457,4.290815330043386e-06,3.3547753805425167e-05
75,3.8258598350078126,0.00012201705373583082,7.648685725252462e-05,1.2702204645599354e-05,0.0002102124066258531,4.570521190799985e-06,3.485899650453777e-05,3.8262197841109375,0.00012547875454438668,7.887134268039735e-05,1.3490216721856247e-05,0.00022283027405888296,4.6078604807657205e-06,3.604584482338355e-05,3.8284765424859373,0.0001287662593753555,8.351782686971169e-05,1.1681072873878517e-05,0.000196227553736762,4.38795639902732e-06,3.3459337855163625e-05
76,3.5618332829015626,9.416223372187232e-05,5.184476174344258e-05,1.262421933487639e-05,0.00019915042029446572,4.650688209807794e-06,3.4717827911248204e-05,3.5622035121734377,9.677825400000958e-05,5.347248137471837e-05,1.357249982655916e-05,0.00021285989883861766,4.681037471762044e-06,3.577533252224207e-05,3.5643522310234372,9.897502132732427e-05,5.628180108688212e-05,1.1894230491043718e-05,0.00018839675130930296,4.4790347170543374e-06,3.338082854023306e-05
77,3.3111007479500003,7.253218955183684e-05,3.3578322664067315e-05,1.2548391077439972e-05,0.0001880381395347694,4.731067236328966e-06,3.463342376361378e-05,3.3114837559828127,7.430197786445887e-05,3.4791195809506914e-05,1.3639424643046398e-05,0.000202981632551245,4.751267045754525e-06,3.554002566439407e-05,3.3135180772296873,7.628300069757927e-05,3.6884220255383107e-05,1.2049797161099027e-05,0.00018034084502293124,4.567733382295444e-06,3.3347435541093816e-05
78,3.0732499930796875,5.4809830318356487e-05,2.0720145261045083e-05,1.2519956117070021e-05,0.00017841828326305823,4.813886545810814e-06,3.461525558188153e-05,3.0736479194671875,5.602331818842003e-05,2.1761038020128418e-05,1.3731948857433513e-05,0.00019461198983104693,4.820532826423256e-06,3.535047335835121e-05,3.07556299604375,5.775022987359194e-05,2.3221362514521775e-05,1.2235348419448016e-05,0.0001719782964854096,4.656958601496964e-06,3.337992412213447e-05
79,2.8478736840187504,4.023747488138042e-05,1.2312870933158664e-05,1.2529510081194728e-05,0.0001704943402452475,4.900441464489094e-06,3.4665516062428116e-05,2.84828804611875,4.0966864832296326e-05,1.2929438192443976e-05,1.3886757004109993e-05,0.00018670999854376,4.889698803154619e-06,3.520885379860488e-05,2.8500806728562496,4.210238323860949e-05,1.3687815441795743e-05,1.2488598656755966e-05,0.00016409071168048934,4.747778036416903e-06,3.349174564265947e-05
80,2.6345691612,2.8018166437173022e-05,6.949748464086959e-06,1.278017973662252e-05,0.000163952609630743,4.991868768282927e-06,3.4788447921761645e-05,2.6350009232812504,2.8325607405245137e-05,6.9971543630022415e-06,1.4237091895442366e-05,0.00017908081296024708,4.958950878445685e-06,3.511759502983403e-05,2.63666922910625,2.877213604667418e-05,7.24330884640577e-06,1.2908645702513692e-05,0.00015629393314297706,4.840448980855277e-06,3.36840333253909e-05
81,2.4329385144921876,1.772404984471905e-05,3.218189242072038e-06,1.3429434575266919e-05,0.0001588259651655611,5.0854885444133536e-06,3.4978962479166194e-05,2.433387866900781,1.792851499379026e-05,3.182535223118995e-06,1.4821270271618756e-05,0.00017247863261667188,5.026127755961189e-06,3.5074558203858845e-05,2.4349314763234373,1.8020329191407996e-05,3.2260751552273636e-06,1.341016088092038e-05,0.00015015721534896576,4.9326764201520964e-06,3.39397344822177e-05
82,2.2425882644234374,1.0322398252662878e-05,1.2064936703770924e-06,1.3887828395608963e-05,0.00015537701321785736,5.1755661321381e-06,3.522726713874029e-05,2.2430548021,1.0443404300109477e-05,1.1888121781340115e-06,1.5249197932264358e-05,0.00016830313009435542,5.08751857131733e-06,3.506380235313026e-05,2.2444745210335935,1.0437647476684901e-05,1.1969357895761207e-06,1.3659622989651048e-05,0.00014700676052813977,5.023302088247937e-06,3.423638397709765e-05
83,2.0631299232359375,5.634162111444425e-06,3.825950253981459e-07,1.4287311660927049e-05,0.00015341447992598293,5.265200587167087e-06,3.55217797236064e-05,2.0636126021,5.6968555767588215e-06,3.8985795646464794e-07,1.5616792839232157e-05,0.0001662846634273913,5.144913538639006e-06,3.505790331067821e-05,2.0649100659921875,5.680214807955224e-06,3.782004311182688e-07,1.38048019363776e-05,0.00014589050881096168,5.116143240677622e-06,3.454675715936457e-05
84,1.89418077488125,2.9071687852783156e-06,1.2139162908933856e-07,1.4972474396862762e-05,0.00015313398656822543,5.3556212158183766e-06,3.584795256847904e-05,1.8946778097617187,2.939447664815873e-06,1.385585041892683e-07,1.626992086698104e-05,0.00016483296011727058,5.198567305092376e-06,3.50274115086397e-05,1.895854723709375,2.9269173418961714e-06,1.1945416142157733e-07,1.4191804863370469e-05,0.00014604941648958215,5.2129609117180045e-06,3.4848656848251255e-05
85,1.7353651833968748,1.4282743146011966e-06,5.1049325723825285e-08,1.6140046740261826e-05,0.00015466970339555084,5.442223691856402e-06,3.617823550327711e-05,1.735873708865625,1.4452661044654747e-06,6.257270946762068e-08,1.745127659270175e-05,0.00016458997894039032,5.2432523192416125e-06,3.493874397631975e-05,1.7369317636250001,1.4370479892401278e-06,4.906248325039032e-08,1.5034239787738772e-05,0.00014718906353189515,5.3098280200467265e-06,3.511795610389561e-05
86,1.586315132446875,6.71550427086629e-07,2.442656623534017e-08,1.7733948880249884e-05,0.00015737582493560191,5.515991404532328e-06,3.646476900925998e-05,1.5868311511054687,6.801134800863906e-07,3.052769948805151e-08,1.915849652604886e-05,0.00016652203726304904,5.269524271851727e-06,3.474105698297235e-05,1.5877725364875,6.752061184894842e-07,2.3301248142858642e-08,1.6311479306106964e-05,0.00014981045436940175,5.398080102718293e-06,3.531188693070015e-05
87,1.4466695438062498,3.023099844975619e-07,1.1842988659478434e-08,1.954548612974834e-05,0.00016209795398828576,5.568296641776493e-06,3.66521980308742e-05,1.4471875679007813,3.0638770851943774e-07,1.463037877619128e-08,2.117073082190766e-05,0.00017226098893961147,5.267034220897169e-06,3.4369465644886794e-05,1.4480168157203126,3.037968463642216e-07,1.1187156565130618e-08,1.784321215947691e-05,0.00015469833813139754,5.4682472974264315e-06,3.536303241158551e-05
88,1.316071282384375,1.300748749058478e-07,5.4854555657633365e-09,2.1283604030268185e-05,0.00016937270723405153,5.59314759911654e-06,3.666553542521972e-05,1.316584432478125,1.3180907931801045e-07,6.737597416857974e-09,2.3019128855132847e-05,0.0001801843679451924,5.229162481044142e-06,3.3767311335484144e-05,1.3173097533484375,1.3059627274643936e-07,5.330505226629608e-09,1.9496392010063185e-05,0.0001624089389529922,5.513092714232909e-06,3.5192883263449906e-05
89,1.1941637953070312,5.328352483565446e-08,2.4407458986488693e-09,2.264922848703019e-05,0.00017767320484175168,5.589089085744674e-06,3.641254515094659e-05,1.1946644205589845,5.394705482153484e-08,2.945188543762325e-09,2.4256021720559555e-05,0.0001884139986315357,5.157076334323164e-06,3.288712257840958e-05,1.1952971973824218,5.3445058795655864e-08,2.4392801786019108e-09,2.126910466912947e-05,0.0001729185226642345,5.52770081102613e-06,3.472064244290548e-05
90,1.0805891302875,2.0671161702610076e-08,1.027874484822847e-09,2.3509801189603076e-05,0.0001855929277648802,5.560496552270304e-06,3.581283927255553e-05,1.0810696094246093,2.08957001940302e-08,1.2190167379736126e-09,2.477435646889197e-05,0.0001959298483341278,5.060456597279389e-06,3.169947006883251e-05,1.0816218616265625,2.0705562327088257e-08,1.0733309975662359e-09,2.3073539505048723e-05,0.00018569130316933402,5.5079384674517e-06,3.387686513708308e-05
91,0.9749880693835937,7.544754918491492e-09,4.0664770782148934e-10,2.370582202765685e-05,0.00019224665904077695,5.514674351571367e-06,3.4787527678938804e-05,0.9754420359449218,7.613421240690866e-09,4.72682161408039e-10,2.4605424318973447e-05,0.00020121592787601938,4.951873810540371e-06,3.0186550893826252e-05,0.9759242717183594,7.547681989642993e-09,4.400364477567694e-10,2.4488433155751755e-05,0.00019873380218038287,5.4532246162203125e-06,3.260663040188552e-05
92,0.8770027875773437,2.574437407952823e-09,1.501221760535134e-10,2.3359036796867207e-05,0.00019870580395237023,5.462958997040565e-06,3.329159495781394e-05,0.8774260012996093,2.592592215617251e-09,1.7041558985187477e-10,2.3968085589271617e-05,0.00020496539170923068,4.8452657848269434e-06,2.836956049740787e-05,0.8778465312484375,2.5726257584191004e-09,1.6449582427721707e-10,2.5048670896699813e-05,0.00020844381124540296,5.3712291825002125e-06,3.0893263968626516e-05
93,0.786280774909375,8.158221658970121e-10,5.2152775666468675e-11,2.3156167622817366e-05,0.00020540928394357328,5.415168397740775e-06,3.125271243242493e-05,0.7866710557191405,8.198232825872009e-10,5.7151457562653195e-11,2.333412446404154e-05,0.00020798829233806385,4.752255906051859e-06,2.627752210223443e-05,0.7870374153621094,8.147572362190644e-10,5.6585522648454814e-11,2.50748408572719e-05,0.00021413799444957926,5.2788146941934025e-06,2.8750705483692828e-05
94,0.702480089171875,2.389793212214525e-10,1.788974800871433e-11,2.458760936882666e-05,0.00021480152047418267,5.37063804492256e-06,2.8663219529967663e-05,0.7028363075679688,2.3972806263931196e-10,1.8766138477496875e-11,2.405536042237341e-05,0.00021277705263336957,4.676824181714315e-06,2.399828584140919e-05,0.703156154865625,2.38835131388046e-10,1.873993729377084e-11,2.6278796897005932e-05,0.00022010062977112415,5.1882672531451125e-06,2.626470623179633e-05
95,0.6252635016537109,6.373796022151463e-11,5.811726152617845e-12,2.9405535190238942e-05,0.00022983040325781504,5.294981361622274e-06,2.545662777163222e-05,0.6255837644322266,6.372047811364391e-11,5.804091692347254e-12,2.7683271698854007e-05,0.0002214331952879115,4.58955049343081e-06,2.1481522345957974e-05,0.6258655098166016,6.37252332723933e-11,5.912714338338932e-12,3.0624439081727944e-05,0.00023025008495890082,5.07299354056956e-06,2.3399233478664612e-05
96,0.5543257769507812,1.5898813480910537e-11,1.7241450814389052e-12,4.117258129666718e-05,0.0002546970576834893,5.129673526868378e-06,2.172717601471473e-05,0.554607263863086,1.582073367438399e-11,1.705500268996301e-12,3.684784511291031e-05,0.00023846178651058694,4.434828431170506e-06,1.86084763957098e-05,0.55485651643125,1.5838324786657428e-11,1.7906558919725658e-12,4.1561937672403275e-05,0.00025103084042259823,4.8760687407093785e-06,2.0100838748947684e-05
97,0.489384041015625,3.6726951925319335e-12,4.586657505563233e-13,6.815625875605435e-05,0.0003042923769995541,4.757320046446466e-06,1.760697366635368e-05,0.48962429884375,3.6355203173474642e-12,4.5297305958017864e-13,5.776244784854534e-05,0.00027379635711522837,4.111074822130637e-06,1.5213573153098097e-05,0.48984068771972655,3.62704991580475e-12,5.099438652534736e-13,6.670844759125896e-05,0.0002940547020755224,4.482402834549035e-06,1.6287200448874457e-05
98,0.430166621994336,8.100085284684731e-13,1.199568820176531e-13,0.00011892556468975767,0.00039263743947568044,3.922650437649226e-06,1.290397434476441e-05,0.43036394886855467,7.957908108028504e-13,1.170648447355622e-13,9.92124005444346e-05,0.0003380752894860415,3.4174059561318133e-06,1.1152342123213925e-05,0.4305458007285156,7.938954346177474e-13,1.406104768414464e-13,0.00011073914132747397,0.0003691700228719672,3.653632844245292e-06,1.1803146051168494e-05
99,0.3765404282517578,2.202456262661921e-13,4.295404182701054e-14,0.0001442489609713559,0.000447254273253037,2.22086970626249e-06,7.019345825272884e-06,0.3766899749982422,2.1363449875518498e-13,4.0747405646425875e-14,0.0001303573599723156,0.00039267533596623675,2.0083725802399803e-06,6.1806762032714064e-06,0.3768478665183594,2.16359251809289e-13,4.9499751037373735e-14,0.00013449007329565917,0.00040658426353063187,2.0698560115018e-06,6.362356591902229e-06
