pressure_bar,temperature_K,H2O_D1mm_timescale_s,H2O_D2mm_timescale_s,H2O_D5mm_timescale_s,H2O_D10mm_timescale_s,NH3_D1mm_timescale_s,NH3_D2mm_timescale_s,NH3_D5mm_timescale_s,NH3_D10mm_timescale_s
1.30582239e+00,1.76608259e+02,1.26603480e+08,5.06413918e+08,3.16508699e+09,1.26603480e+10,3.14201861e+02,1.25680745e+03,7.85504654e+03,3.14201861e+04
1.32916796e+00,1.77504675e+02,1.06618721e+08,4.26474884e+08,2.66546803e+09,1.06618721e+10,2.83443721e+02,1.13377489e+03,7.08609303e+03,2.83443721e+04
1.35293090e+00,1.78405641e+02,8.98700477e+07,3.59480191e+08,2.24675119e+09,8.98700477e+09,2.55845547e+02,1.02338219e+03,6.39613868e+03,2.55845547e+04
1.37711868e+00,1.79311180e+02,7.58207655e+07,3.03283062e+08,1.89551914e+09,7.58207655e+09,2.31068391e+02,9.24273566e+02,5.77670979e+03,2.31068391e+04
1.40173889e+00,1.80221316e+02,6.40252183e+07,2.56100873e+08,1.60063046e+09,6.40252183e+09,2.08811111e+02,8.35244446e+02,5.22027779e+03,2.08811111e+04
1.42679926e+00,1.81136070e+02,5.41130127e+07,2.16452051e+08,1.35282532e+09,5.41130127e+09,1.88805999e+02,7.55223998e+02,4.72014999e+03,1.88805999e+04
1.45230766e+00,1.82055468e+02,4.57760321e+07,1.83104128e+08,1.14440080e+09,4.57760321e+09,1.70814934e+02,6.83259738e+02,4.27037336e+03,1.70814934e+04
1.47827210e+00,1.82979533e+02,3.87577370e+07,1.55030948e+08,9.68943425e+08,3.87577370e+09,1.54625992e+02,6.18503968e+02,3.86564980e+03,1.54625992e+04
1.50470073e+00,1.83908288e+02,3.28443428e+07,1.31377371e+08,8.21108570e+08,3.28443428e+09,1.40050455e+02,5.60201821e+02,3.50126138e+03,1.40050455e+04
1.53160186e+00,1.84841757e+02,2.78575367e+07,1.11430147e+08,6.96438417e+08,2.78575367e+09,1.26920179e+02,5.07680718e+02,3.17300449e+03,1.26920179e+04
1.55898392e+00,1.85779964e+02,2.36484617e+07,9.45938467e+07,5.91211542e+08,2.36484617e+09,1.15085266e+02,4.60341062e+02,2.87713164e+03,1.15085266e+04
1.58685553e+00,1.86722933e+02,2.00927426e+07,8.03709705e+07,5.02318566e+08,2.00927426e+09,1.04412006e+02,4.17648023e+02,2.61030014e+03,1.04412006e+04
1.61522542e+00,1.87670688e+02,1.70863693e+07,6.83454772e+07,4.27159233e+08,1.70863693e+09,9.47810684e+01,3.79124274e+02,2.36952671e+03,9.47810684e+03
1.64410252e+00,1.88623254e+02,1.45422869e+07,5.81691476e+07,3.63557173e+08,1.45422869e+09,8.60858940e+01,3.44343576e+02,2.15214735e+03,8.60858940e+03
1.67349588e+00,1.89580655e+02,1.23875694e+07,4.95502774e+07,3.09689234e+08,1.23875694e+09,7.82312757e+01,3.12925103e+02,1.95578189e+03,7.82312757e+03
1.70341473e+00,1.90542916e+02,1.05610741e+07,4.22442965e+07,2.64026853e+08,1.05610741e+09,7.11321037e+01,2.84528415e+02,1.77830259e+03,7.11321037e+03
1.73386848e+00,1.91510060e+02,9.01149447e+06,3.60459779e+07,2.25287362e+08,9.01149447e+08,6.47122531e+01,2.58849012e+02,1.61780633e+03,6.47122531e+03
1.76486668e+00,1.92482114e+02,7.69574090e+06,3.07829636e+07,1.92393522e+08,7.69574090e+08,5.89035982e+01,2.35614393e+02,1.47258995e+03,5.89035982e+03
1.79641907e+00,1.93459101e+02,6.57759453e+06,2.63103781e+07,1.64439863e+08,6.57759453e+08,5.36451398e+01,2.14580559e+02,1.34112850e+03,5.36451398e+03
1.82853555e+00,1.94441047e+02,5.62658612e+06,2.25063445e+07,1.40664653e+08,5.62658612e+08,4.88822303e+01,1.95528921e+02,1.22205576e+03,4.88822303e+03
1.86122622e+00,1.95427978e+02,4.81706192e+06,1.92682477e+07,1.20426548e+08,4.81706192e+08,4.45962041e+01,1.78384816e+02,1.11490510e+03,4.45962041e+03
1.89450133e+00,1.96419918e+02,4.12740475e+06,1.65096190e+07,1.03185119e+08,4.12740475e+08,4.16696750e+01,1.66678700e+02,1.04174187e+03,4.16696750e+03
1.92837133e+00,1.97416892e+02,3.53938377e+06,1.41575351e+07,8.84845943e+07,3.53938377e+08,3.89551343e+01,1.55820537e+02,9.73878359e+02,3.89551343e+03
1.96284687e+00,1.98418927e+02,3.03761145e+06,1.21504458e+07,7.59402861e+07,3.03761145e+08,3.64359881e+01,1.45743952e+02,9.10899703e+02,3.64359881e+03
1.99793876e+00,1.99426048e+02,2.60908944e+06,1.04363578e+07,6.52272361e+07,2.60908944e+08,3.40970284e+01,1.36388114e+02,8.52425710e+02,3.40970284e+03
2.03365802e+00,2.00438281e+02,2.24282877e+06,8.97131506e+06,5.60707191e+07,2.24282877e+08,3.19243110e+01,1.27697244e+02,7.98107776e+02,3.19243110e+03
2.07001588e+00,2.01455652e+02,1.92953163e+06,7.71812650e+06,4.82382906e+07,1.92953163e+08,2.99050444e+01,1.19620178e+02,7.47626111e+02,2.99050444e+03
2.10702374e+00,2.02478187e+02,1.66132484e+06,6.64529935e+06,4.15331209e+07,1.66132484e+08,2.80274888e+01,1.12109955e+02,7.00687219e+02,2.80274888e+03
2.14469323e+00,2.03505912e+02,1.43153620e+06,5.72614481e+06,3.57884051e+07,1.43153620e+08,2.62808643e+01,1.05123457e+02,6.57021606e+02,2.62808643e+03
2.18303618e+00,2.04538853e+02,1.23450681e+06,4.93802726e+06,3.08626704e+07,1.23450681e+08,2.46552682e+01,9.86210727e+01,6.16381705e+02,2.46552682e+03
2.22206463e+00,2.05577037e+02,1.06543336e+06,4.26173345e+06,2.66358340e+07,1.06543336e+08,2.31415991e+01,9.25663966e+01,5.78539978e+02,2.31415991e+03
2.26179083e+00,2.06620491e+02,9.20235558e+05,3.68094223e+06,2.30058890e+07,9.20235558e+07,2.17314884e+01,8.69259534e+01,5.43287209e+02,2.17314884e+03
2.30222726e+00,2.07669241e+02,7.95444589e+05,3.18177836e+06,1.98861147e+07,7.95444589e+07,2.04172371e+01,8.16689485e+01,5.10430928e+02,2.04172371e+03
2.34338661e+00,2.08723314e+02,6.88109173e+05,2.75243669e+06,1.72027293e+07,6.88109173e+07,1.91917600e+01,7.67670398e+01,4.79793999e+02,1.91917600e+03
2.38528181e+00,2.09782737e+02,5.95716402e+05,2.38286561e+06,1.48929100e+07,5.95716402e+07,1.80485327e+01,7.21941307e+01,4.51213317e+02,1.80485327e+03
2.42792602e+00,2.10847538e+02,5.16124972e+05,2.06449989e+06,1.29031243e+07,5.16124972e+07,1.69815452e+01,6.79261810e+01,4.24538631e+02,1.69815452e+03
2.47133262e+00,2.11917744e+02,4.47508830e+05,1.79003532e+06,1.11877207e+07,4.47508830e+07,1.59852588e+01,6.39410352e+01,3.99631470e+02,1.59852588e+03
2.51551525e+00,2.12993381e+02,3.88309570e+05,1.55323828e+06,9.70773924e+06,3.88309570e+07,1.50545663e+01,6.02182652e+01,3.76364158e+02,1.50545663e+03
2.56048777e+00,2.14074478e+02,3.37196192e+05,1.34878477e+06,8.42990480e+06,3.37196192e+07,1.41847569e+01,5.67390276e+01,3.54618923e+02,1.41847569e+03
2.60626432e+00,2.15161063e+02,2.93031060e+05,1.17212424e+06,7.32577649e+06,2.93031060e+07,1.33714832e+01,5.34859326e+01,3.34287079e+02,1.33714832e+03
2.65285927e+00,2.16253162e+02,2.54841074e+05,1.01936430e+06,6.37102686e+06,2.54841074e+07,1.26107313e+01,5.04429251e+01,3.15268282e+02,1.26107313e+03
2.70028724e+00,2.17350805e+02,2.21793256e+05,8.87173024e+05,5.54483140e+06,2.21793256e+07,1.18987939e+01,4.75951754e+01,2.97469847e+02,1.18987939e+03
2.74856313e+00,2.18454019e+02,1.93174035e+05,7.72696140e+05,4.82935087e+06,1.93174035e+07,1.12322451e+01,4.49289803e+01,2.80806127e+02,1.12322451e+03
2.79770210e+00,2.19562833e+02,1.68371681e+05,6.73486724e+05,4.20929203e+06,1.68371681e+07,1.06079178e+01,4.24316711e+01,2.65197945e+02,1.06079178e+03
2.84771958e+00,2.20677275e+02,1.46861382e+05,5.87445529e+05,3.67153456e+06,1.46861382e+07,1.00228829e+01,4.00915315e+01,2.50572072e+02,1.00228829e+03
2.89863128e+00,2.21797373e+02,1.28192564e+05,5.12770256e+05,3.20481410e+06,1.28192564e+07,9.47443011e+00,3.78977204e+01,2.36860753e+02,9.47443011e+02
2.95045317e+00,2.22923157e+02,1.11978106e+05,4.47912423e+05,2.79945264e+06,1.11978106e+07,8.96005073e+00,3.58402029e+01,2.24001268e+02,8.96005073e+02
3.00320155e+00,2.24054655e+02,9.78851630e+04,3.91540652e+05,2.44712908e+06,9.78851630e+06,8.47742151e+00,3.39096860e+01,2.11935538e+02,8.47742151e+02
3.05689296e+00,2.25191896e+02,8.56273505e+04,3.42509402e+05,2.14068376e+06,8.56273505e+06,8.02439010e+00,3.20975604e+01,2.00609753e+02,8.02439010e+02
3.11154427e+00,2.26334910e+02,7.49580802e+04,2.99832321e+05,1.87395201e+06,7.49580802e+06,7.59896164e+00,3.03958466e+01,1.89974041e+02,7.59896164e+02
3.16717263e+00,2.27483725e+02,6.56648789e+04,2.62659516e+05,1.64162197e+06,6.56648789e+06,7.19928646e+00,2.87971458e+01,1.79982161e+02,7.19928646e+02
3.22379553e+00,2.28638371e+02,5.75645382e+04,2.30258153e+05,1.43911345e+06,5.75645382e+06,6.82364878e+00,2.72945951e+01,1.70591219e+02,6.82364878e+02
3.28143073e+00,2.29798878e+02,5.04989718e+04,2.01995887e+05,1.26247429e+06,5.04989718e+06,6.47045639e+00,2.58818256e+01,1.61761410e+02,6.47045639e+02
3.34009634e+00,2.30965275e+02,4.43316745e+04,1.77326698e+05,1.10829186e+06,4.43316745e+06,6.13823114e+00,2.45529246e+01,1.53455778e+02,6.13823114e+02
3.39981078e+00,2.32137593e+02,3.89446935e+04,1.55778774e+05,9.73617338e+05,3.89446935e+06,5.82560019e+00,2.33024008e+01,1.45640005e+02,5.82560019e+02
3.46059279e+00,2.33315861e+02,3.42360358e+04,1.36944143e+05,8.55900894e+05,3.42360358e+06,5.53128802e+00,2.21251521e+01,1.38282200e+02,5.53128802e+02
3.52246147e+00,2.34500109e+02,3.01174472e+04,1.20469789e+05,7.52936181e+05,3.01174472e+06,5.25410901e+00,2.10164360e+01,1.31352725e+02,5.25410901e+02
3.58543624e+00,2.35690369e+02,2.65125096e+04,1.06050038e+05,6.62812740e+05,2.65125096e+06,4.99296072e+00,1.99718429e+01,1.24824018e+02,4.99296072e+02
3.64953688e+00,2.36886670e+02,2.33550073e+04,9.34200292e+04,5.83875183e+05,2.33550073e+06,4.74681757e+00,1.89872703e+01,1.18670439e+02,4.74681757e+02
3.71478351e+00,2.38089043e+02,2.05875263e+04,8.23501054e+04,5.14688158e+05,2.05875263e+06,4.51472520e+00,1.80589008e+01,1.12868130e+02,4.51472520e+02
3.78119662e+00,2.39297519e+02,1.81602503e+04,7.26410011e+04,4.54006257e+05,1.81602503e+06,4.29579509e+00,1.71831803e+01,1.07394877e+02,4.29579509e+02
3.84879707e+00,2.40512129e+02,1.60299258e+04,6.41197030e+04,4.00748144e+05,1.60299258e+06,4.08919971e+00,1.63567989e+01,1.02229993e+02,4.08919971e+02
3.91760609e+00,2.41732903e+02,1.41589724e+04,5.66358898e+04,3.53974311e+05,1.41589724e+06,3.89416809e+00,1.55766724e+01,9.73542024e+01,3.89416809e+02
3.98764528e+00,2.42959875e+02,1.25147172e+04,5.00588688e+04,3.12867930e+05,1.25147172e+06,3.70998161e+00,1.48399264e+01,9.27495403e+01,3.70998161e+02
4.05893663e+00,2.44193073e+02,1.10687343e+04,4.42749370e+04,2.76718356e+05,1.10687343e+06,3.53597021e+00,1.41438809e+01,8.83992554e+01,3.53597021e+02
4.13150254e+00,2.45432532e+02,9.79627676e+03,3.91851071e+04,2.44906919e+05,9.79627676e+05,3.37150889e+00,1.34860356e+01,8.42877222e+01,3.37150889e+02
4.20536578e+00,2.46678281e+02,8.67578641e+03,3.47031457e+04,2.16894660e+05,8.67578641e+05,3.21601441e+00,1.28640577e+01,8.04003604e+01,3.21601441e+02
4.28054955e+00,2.47930354e+02,7.68847027e+03,3.07538811e+04,1.92211757e+05,7.68847027e+05,3.06894236e+00,1.22757695e+01,7.67235591e+01,3.06894236e+02
4.35707746e+00,2.49188782e+02,6.81793534e+03,2.72717414e+04,1.70448383e+05,6.81793534e+05,2.92978433e+00,1.17191373e+01,7.32446082e+01,2.92978433e+02
4.43497355e+00,2.50453597e+02,6.04987282e+03,2.41994913e+04,1.51246820e+05,6.04987282e+05,2.79806536e+00,1.11922615e+01,6.99516341e+01,2.79806536e+02
4.51426226e+00,2.51724832e+02,5.37178502e+03,2.14871401e+04,1.34294625e+05,5.37178502e+05,2.67334161e+00,1.06933664e+01,6.68335402e+01,2.67334161e+02
4.59496850e+00,2.53002519e+02,4.77274911e+03,1.90909964e+04,1.19318728e+05,4.77274911e+05,2.55519811e+00,1.02207925e+01,6.38799529e+01,2.55519811e+02
4.67711761e+00,2.54286692e+02,4.24321255e+03,1.69728502e+04,1.06080314e+05,4.24321255e+05,2.44324681e+00,9.77298725e+00,6.10811703e+01,2.44324681e+02
4.76073539e+00,2.55577383e+02,3.77481590e+03,1.50992636e+04,9.43703974e+04,3.77481590e+05,2.33712464e+00,9.34849854e+00,5.84281159e+01,2.33712464e+02
4.84584810e+00,2.56874625e+02,3.36023911e+03,1.34409564e+04,8.40059776e+04,3.36023911e+05,2.23649179e+00,8.94596716e+00,5.59122948e+01,2.23649179e+02
4.93248245e+00,2.58178452e+02,2.99306829e+03,1.19722732e+04,7.48267072e+04,2.99306829e+05,2.14103015e+00,8.56412060e+00,5.35257537e+01,2.14103015e+02
5.02066566e+00,2.59488896e+02,2.66768000e+03,1.06707200e+04,6.66920000e+04,2.66768000e+05,2.05044176e+00,8.20176704e+00,5.12610440e+01,2.05044176e+02
5.11042541e+00,2.60805992e+02,2.37914076e+03,9.51656303e+03,5.94785189e+04,2.37914076e+05,1.96444747e+00,7.85778987e+00,4.91111867e+01,1.96444747e+02
5.20178989e+00,2.62129773e+02,2.12311969e+03,8.49247876e+03,5.30779922e+04,2.12311969e+05,1.88278564e+00,7.53114257e+00,4.70696411e+01,1.88278564e+02
5.29478779e+00,2.63460273e+02,1.89581259e+03,7.58325035e+03,4.73953147e+04,1.89581259e+05,1.80521098e+00,7.22084392e+00,4.51302745e+01,1.80521098e+02
5.38944831e+00,2.64797526e+02,1.69387580e+03,6.77550322e+03,4.23468951e+04,1.69387580e+05,1.73149341e+00,6.92597366e+00,4.32873353e+01,1.73149341e+02
5.48580118e+00,2.66141567e+02,1.51436870e+03,6.05747479e+03,3.78592174e+04,1.51436870e+05,1.66141709e+00,6.64566836e+00,4.15354272e+01,1.66141709e+02
5.58387665e+00,2.67492430e+02,1.35470349e+03,5.41881395e+03,3.38675872e+04,1.35470349e+05,1.59477942e+00,6.37911766e+00,3.98694854e+01,1.59477942e+02
5.68370552e+00,2.68850150e+02,1.21260153e+03,4.85040614e+03,3.03150383e+04,1.21260153e+05,1.53139019e+00,6.12556074e+00,3.82847547e+01,1.53139019e+02
5.78531914e+00,2.70214761e+02,1.08605519e+03,4.34422078e+03,2.71513799e+04,1.08605519e+05,1.47107076e+00,5.88428304e+00,3.67767690e+01,1.47107076e+02
5.88874941e+00,2.71586298e+02,9.73294544e+02,3.89317817e+03,2.43323636e+04,9.73294544e+04,1.41365330e+00,5.65461320e+00,3.53413325e+01,1.41365330e+02
5.99402881e+00,2.72964797e+02,8.72758287e+02,3.49103315e+03,2.18189572e+04,8.72758287e+04,1.35898007e+00,5.43592029e+00,3.39745018e+01,1.35898007e+02
6.10119040e+00,2.74350293e+02,7.91988492e+02,3.16795397e+03,1.97997123e+04,7.91988492e+04,1.30690278e+00,5.22761112e+00,3.26725695e+01,1.30690278e+02
6.21026784e+00,2.75742822e+02,7.20487495e+02,2.88194998e+03,1.80121874e+04,7.20487495e+04,1.25728196e+00,5.02912782e+00,3.14320489e+01,1.25728196e+02
6.32129537e+00,2.77142418e+02,6.55855272e+02,2.62342109e+03,1.63963818e+04,6.55855272e+04,1.20998640e+00,4.83994559e+00,3.02496600e+01,1.20998640e+02
6.43430785e+00,2.78549118e+02,5.97395830e+02,2.38958332e+03,1.49348958e+04,5.97395830e+04,1.16489263e+00,4.65957053e+00,2.91223158e+01,1.16489263e+02
6.54934078e+00,2.79962959e+02,5.44487093e+02,2.17794837e+03,1.36121773e+04,5.44487093e+04,1.12188442e+00,4.48753768e+00,2.80471105e+01,1.12188442e+02
6.66643027e+00,2.81383975e+02,4.96572714e+02,1.98629085e+03,1.24143178e+04,4.96572714e+04,1.08085230e+00,4.32340920e+00,2.70213075e+01,1.08085230e+02
6.78561310e+00,2.82812205e+02,4.53154828e+02,1.81261931e+03,1.13288707e+04,4.53154828e+04,1.04169317e+00,4.16677266e+00,2.60423291e+01,1.04169317e+02
6.90692668e+00,2.84247683e+02,4.13787637e+02,1.65515055e+03,1.03446909e+04,4.13787637e+04,1.00430985e+00,4.01723941e+00,2.51077463e+01,1.00430985e+02
7.03040912e+00,2.85690448e+02,3.78071729e+02,1.51228692e+03,9.45179323e+03,3.78071729e+04,9.68610774e-01,3.87444309e+00,2.42152693e+01,9.68610774e+01
7.15609918e+00,2.87140536e+02,3.45649033e+02,1.38259613e+03,8.64122581e+03,3.45649033e+04,9.34509577e-01,3.73803831e+00,2.33627394e+01,9.34509577e+01
7.28403633e+00,2.88597984e+02,3.16198352e+02,1.26479341e+03,7.90495880e+03,3.16198352e+04,9.01924812e-01,3.60769925e+00,2.25481203e+01,9.01924812e+01
7.41426076e+00,2.90062830e+02,2.89431399e+02,1.15772560e+03,7.23578497e+03,2.89431399e+04,8.70779629e-01,3.48311852e+00,2.17694907e+01,8.70779629e+01
7.54681334e+00,2.91535111e+02,2.65089270e+02,1.06035708e+03,6.62723174e+03,2.65089270e+04,8.41001501e-01,3.36400600e+00,2.10250375e+01,8.41001501e+01
7.68173571e+00,2.93014864e+02,2.42939315e+02,9.71757258e+02,6.07348287e+03,2.42939315e+04,8.12521954e-01,3.25008782e+00,2.03130489e+01,8.12521954e+01
7.81907022e+00,2.94502129e+02,2.22772354e+02,8.91089417e+02,5.56930886e+03,2.22772354e+04,7.85276327e-01,3.14110531e+00,1.96319082e+01,7.85276327e+01
7.95886001e+00,2.95996943e+02,2.04400204e+02,8.17600815e+02,5.11000509e+03,2.04400204e+04,7.59203532e-01,3.03681413e+00,1.89800883e+01,7.59203532e+01
8.10114897e+00,2.97499344e+02,1.87653468e+02,7.50613873e+02,4.69133671e+03,1.87653468e+04,7.34245849e-01,2.93698340e+00,1.83561462e+01,7.34245849e+01
8.24598178e+00,2.99009370e+02,1.72379581e+02,6.89518322e+02,4.30948951e+03,1.72379581e+04,7.10348716e-01,2.84139486e+00,1.77587179e+01,7.10348716e+01
8.39340392e+00,3.00527061e+02,1.58441051e+02,6.33764203e+02,3.96102627e+03,1.58441051e+04,6.87460545e-01,2.74984218e+00,1.71865136e+01,6.87460545e+01
8.54346168e+00,3.02052456e+02,1.45713907e+02,5.82855627e+02,3.64284767e+03,1.45713907e+04,6.65532544e-01,2.66213018e+00,1.66383136e+01,6.65532544e+01
8.69620218e+00,3.03585593e+02,1.34086303e+02,5.36345211e+02,3.35215757e+03,1.34086303e+04,6.44518553e-01,2.57807421e+00,1.61129638e+01,6.44518553e+01
8.85167339e+00,3.05126512e+02,1.23457276e+02,4.93829104e+02,3.08643190e+03,1.23457276e+04,6.24374885e-01,2.49749954e+00,1.56093721e+01,6.24374885e+01
9.00992412e+00,3.06675252e+02,1.13735638e+02,4.54942553e+02,2.84339096e+03,1.13735638e+04,6.05060187e-01,2.42024075e+00,1.51265047e+01,6.05060187e+01
9.17100406e+00,3.08231853e+02,1.04838984e+02,4.19355935e+02,2.62097460e+03,1.04838984e+04,5.86535303e-01,2.34614121e+00,1.46633826e+01,5.86535303e+01
9.33496381e+00,3.09796355e+02,9.66928022e+01,3.86771209e+02,2.41732005e+03,9.66928022e+03,5.68763141e-01,2.27505256e+00,1.42190785e+01,5.68763141e+01
9.50185483e+00,3.11368798e+02,8.92296855e+01,3.56918742e+02,2.23074214e+03,8.92296855e+03,5.51708561e-01,2.20683424e+00,1.37927140e+01,5.51708561e+01
9.67172954e+00,3.12949222e+02,8.23886182e+01,3.29554473e+02,2.05971546e+03,8.23886182e+03,5.35338258e-01,2.14135303e+00,1.33834565e+01,5.35338258e+01
9.84464128e+00,3.14537668e+02,7.61143409e+01,3.04457364e+02,1.90285852e+03,7.61143409e+03,5.19620663e-01,2.07848265e+00,1.29905166e+01,5.19620663e+01
1.00206443e+01,3.16134176e+02,7.03567807e+01,2.81427123e+02,1.75891952e+03,7.03567807e+03,5.04525835e-01,2.01810334e+00,1.26131459e+01,5.04525835e+01
1.01997940e+01,3.17738788e+02,6.50705400e+01,2.60282160e+02,1.62676350e+03,6.50705400e+03,4.90025378e-01,1.96010151e+00,1.22506345e+01,4.90025378e+01
1.03821465e+01,3.19351545e+02,6.02144382e+01,2.40857753e+02,1.50536096e+03,6.02144382e+03,4.76092350e-01,1.90436940e+00,1.19023088e+01,4.76092350e+01
1.05677591e+01,3.20972488e+02,5.57511002e+01,2.23004401e+02,1.39377751e+03,5.57511002e+03,4.62701180e-01,1.85080472e+00,1.15675295e+01,4.62701180e+01
1.07566901e+01,3.22601658e+02,5.16465869e+01,2.06586348e+02,1.29116467e+03,5.16465869e+03,4.49827595e-01,1.79931038e+00,1.12456899e+01,4.49827595e+01
1.09489989e+01,3.24239097e+02,4.78700634e+01,1.91480254e+02,1.19675158e+03,4.78700634e+03,4.37448545e-01,1.74979418e+00,1.09362136e+01,4.37448545e+01
1.11447457e+01,3.25884847e+02,4.43935002e+01,1.77574001e+02,1.10983751e+03,4.43935002e+03,4.25542138e-01,1.70216855e+00,1.06385534e+01,4.25542138e+01
1.13439921e+01,3.27538951e+02,4.11914051e+01,1.64765620e+02,1.02978513e+03,4.11914051e+03,4.14087572e-01,1.65635029e+00,1.03521893e+01,4.14087572e+01
1.15468007e+01,3.29201451e+02,3.82405814e+01,1.52962326e+02,9.56014535e+02,3.82405814e+03,4.03065082e-01,1.61226033e+00,1.00766271e+01,4.03065082e+01
1.17532350e+01,3.30872389e+02,3.55199106e+01,1.42079642e+02,8.87997765e+02,3.55199106e+03,3.92455878e-01,1.56982351e+00,9.81139695e+00,3.92455878e+01
1.19633600e+01,3.32551808e+02,3.30101562e+01,1.32040625e+02,8.25253905e+02,3.30101562e+03,3.82242093e-01,1.52896837e+00,9.55605233e+00,3.82242093e+01
1.21772417e+01,3.34239751e+02,3.06937873e+01,1.22775149e+02,7.67344683e+02,3.06937873e+03,3.72406736e-01,1.48962694e+00,9.31016840e+00,3.72406736e+01
1.23949471e+01,3.35936262e+02,2.85548194e+01,1.14219277e+02,7.13870484e+02,2.85548194e+03,3.62933641e-01,1.45173456e+00,9.07334103e+00,3.62933641e+01
1.26165447e+01,3.37641384e+02,2.65786704e+01,1.06314682e+02,6.64466759e+02,2.65786704e+03,3.53807427e-01,1.41522971e+00,8.84518567e+00,3.53807427e+01
1.28421040e+01,3.39355161e+02,2.47520313e+01,9.90081252e+01,6.18800782e+02,2.47520313e+03,3.45013452e-01,1.38005381e+00,8.62533631e+00,3.45013452e+01
1.30716959e+01,3.41077637e+02,2.30627489e+01,9.22509955e+01,5.76568722e+02,2.30627489e+03,3.36537779e-01,1.34615112e+00,8.41344447e+00,3.36537779e+01
1.33053924e+01,3.42808855e+02,2.14997198e+01,8.59988794e+01,5.37492996e+02,2.14997198e+03,3.28367132e-01,1.31346853e+00,8.20917831e+00,3.28367132e+01
1.35432670e+01,3.44548861e+02,2.00527952e+01,8.02111809e+01,5.01319881e+02,2.00527952e+03,3.20488870e-01,1.28195548e+00,8.01222174e+00,3.20488870e+01
1.37853943e+01,3.46297698e+02,1.87126938e+01,7.48507752e+01,4.67817345e+02,1.87126938e+03,3.12890944e-01,1.25156377e+00,7.82227359e+00,3.12890944e+01
1.40318504e+01,3.48055412e+02,1.74709239e+01,6.98836954e+01,4.36773096e+02,1.74709239e+03,3.05561875e-01,1.22224750e+00,7.63904687e+00,3.05561875e+01
1.42827126e+01,3.49822048e+02,1.63197122e+01,6.52788488e+01,4.07992805e+02,1.63197122e+03,2.98490719e-01,1.19396288e+00,7.46226798e+00,2.98490719e+01
1.45380598e+01,3.51597650e+02,1.52519401e+01,6.10077602e+01,3.81298501e+02,1.52519401e+03,2.91667044e-01,1.16666817e+00,7.29167609e+00,2.91667044e+01
1.47979721e+01,3.53382265e+02,1.42610848e+01,5.70443392e+01,3.56527120e+02,1.42610848e+03,2.85080897e-01,1.14032359e+00,7.12702241e+00,2.85080897e+01
1.50625311e+01,3.55175938e+02,1.33411672e+01,5.33646689e+01,3.33529181e+02,1.33411672e+03,2.78722786e-01,1.11489114e+00,6.96806965e+00,2.78722786e+01
1.53318199e+01,3.56978716e+02,1.24867037e+01,4.99468149e+01,3.12167593e+02,1.24867037e+03,2.72583655e-01,1.09033462e+00,6.81459138e+00,2.72583655e+01
1.56059230e+01,3.58790644e+02,1.16926628e+01,4.67706513e+01,2.92316570e+02,1.16926628e+03,2.66654861e-01,1.06661944e+00,6.66637152e+00,2.66654861e+01
1.58849266e+01,3.60611769e+02,1.09544257e+01,4.38177029e+01,2.73860643e+02,1.09544257e+03,2.60928151e-01,1.04371261e+00,6.52320378e+00,2.60928151e+01
1.61689183e+01,3.62442137e+02,1.02677506e+01,4.10710025e+01,2.56693765e+02,1.02677506e+03,2.55395649e-01,1.02158260e+00,6.38489122e+00,2.55395649e+01
1.64579871e+01,3.64281796e+02,9.62873995e+00,3.85149598e+01,2.40718499e+02,9.62873995e+02,2.50049830e-01,1.00019932e+00,6.25124575e+00,2.50049830e+01
1.67522240e+01,3.66130792e+02,9.03381099e+00,3.61352439e+01,2.25845275e+02,9.03381099e+02,2.44883507e-01,9.79534030e-01,6.12208769e+00,2.44883507e+01
1.70517212e+01,3.67989174e+02,8.47966882e+00,3.39186753e+01,2.11991720e+02,8.47966882e+02,2.39889815e-01,9.59559258e-01,5.99724536e+00,2.39889815e+01
1.73565729e+01,3.69856988e+02,7.96328188e+00,3.18531275e+01,1.99082047e+02,7.96328188e+02,2.35062189e-01,9.40248757e-01,5.87655473e+00,2.35062189e+01
1.76668747e+01,3.71734282e+02,7.48185966e+00,2.99274386e+01,1.87046491e+02,7.48185966e+02,2.30394359e-01,9.21577434e-01,5.75985897e+00,2.30394359e+01
1.79827241e+01,3.73621105e+02,7.03283235e+00,2.81313294e+01,1.75820809e+02,7.03283235e+02,2.25880326e-01,9.03521303e-01,5.64700814e+00,2.25880326e+01
1.83042203e+01,3.75517506e+02,6.61383238e+00,2.64553295e+01,1.65345809e+02,6.61383238e+02,2.21514355e-01,8.86057422e-01,5.53785889e+00,2.21514355e+01
1.86314642e+01,3.77423531e+02,6.22267751e+00,2.48907100e+01,1.55566938e+02,6.22267751e+02,2.17290963e-01,8.69163851e-01,5.43227407e+00,2.17290963e+01
1.89645586e+01,3.79339232e+02,5.85735544e+00,2.34294218e+01,1.46433886e+02,5.85735544e+02,2.13204899e-01,8.52819598e-01,5.33012248e+00,2.13204899e+01
1.93036080e+01,3.81264656e+02,5.51600979e+00,2.20640392e+01,1.37900245e+02,5.51600979e+02,2.09251144e-01,8.37004577e-01,5.23127861e+00,2.09251144e+01
1.96487191e+01,3.83199852e+02,5.19692724e+00,2.07877090e+01,1.29923181e+02,5.19692724e+02,2.05424891e-01,8.21699564e-01,5.13562228e+00,2.05424891e+01
