level,-kappa-0.01_pressure_bar,-kappa-0.01_H2O_mean,-kappa-0.01_H2O_std,-kappa-0.01_H2O_l__mean,-kappa-0.01_H2O_l__std,-kappa-0.01_H2O_l_p__mean,-kappa-0.01_H2O_l_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_H2O_mean,-kappa-0.1_H2O_std,-kappa-0.1_H2O_l__mean,-kappa-0.1_H2O_l__std,-kappa-0.1_H2O_l_p__mean,-kappa-0.1_H2O_l_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_H2O_mean,-kappa-1.0_H2O_std,-kappa-1.0_H2O_l__mean,-kappa-1.0_H2O_l__std,-kappa-1.0_H2O_l_p__mean,-kappa-1.0_H2O_l_p__std
48,17.719896005,0.02496412047930062,9.132545865259659e-05,0.0,0.0,1.8371380313017058e-15,1.4168197284165535e-14,17.720881060625,0.02493663727119565,9.987625216063519e-05,0.0,0.0,8.020078951215399e-16,3.5278402878330493e-15,17.72564463375,0.02494111226592213,7.804830064966228e-05,0.0,0.0,1.8620182710417726e-15,1.8434606830943748e-14
49,16.915515674375,0.024963966470211745,9.587866317394361e-05,0.0,0.0,1.5831922290614018e-14,1.115082335291168e-13,16.916485330625,0.02493460073042661,0.00010445955395838862,0.0,0.0,7.163943278471593e-15,3.105935064835556e-14,16.921181653125,0.024941069507971404,8.130322029620378e-05,0.0,0.0,1.5570489706640676e-14,1.4100830207158958e-13
50,16.137562045,0.02496348695270717,0.00010117563050245784,0.0,0.0,1.288028860289722e-13,8.396459934927746e-13,16.13851607875,0.024933863759972155,0.00010647285380558948,0.0,0.0,6.005060866741315e-14,2.570269831623271e-13,16.143140110625,0.024941211573779584,8.385028870211566e-05,0.0,0.0,1.2305712408272192e-13,1.0157533126520696e-12
51,15.38550788125,0.024962411398999393,0.00010817190580765586,0.0,0.0,9.799703120384963e-13,5.995879113090642e-12,15.386445362499998,0.024934029057621956,0.00010762626699857187,0.0,0.0,4.682463995954904e-13,1.9814795447701884e-12,15.3909932575,0.02494107978697866,8.708261556786136e-05,0.0,0.0,9.109994096339554e-13,6.83810179526048e-12
52,14.658829013125,0.02496088544651866,0.00011295712649971643,0.0,0.0,6.902252813091009e-12,4.016314533977653e-11,14.659749726249999,0.02493449325207621,0.00010965523594315751,0.0,0.0,3.364136234018201e-12,1.4092253418284104e-11,14.664216096875,0.024940270160324872,9.342157198878775e-05,0.0,0.0,6.257129846581211e-12,4.2704102929345646e-11
53,13.957003506875001,0.024958433671854435,0.0001179852920125591,0.0,0.0,4.451805753687821e-11,2.491574147349034e-10,13.957907534375,0.024935157714411616,0.00011515730918617935,0.0,0.0,2.2041045297139443e-11,9.148371192028532e-11,13.962290786250001,0.024939191371202468,0.0001032114266343494,0.0,0.0,3.9461485797632845e-11,2.4546634826982173e-10
54,13.27951369125,0.024954790712334217,0.00012726307359609164,0.0,0.0,2.5994702266021107e-10,1.411872677976471e-09,13.280401188125,0.024935415299609305,0.0001255663273340192,0.0,0.0,1.3025905429868348e-10,5.3608446834623e-10,13.284698986875,0.02493889696896076,0.00011541637230857642,0.0,0.0,2.2597711333028364e-10,1.2876010954142318e-09
55,12.625848433125,0.024950752430595458,0.00014548310013237856,0.0,0.0,1.3580595796212832e-09,7.20580577035005e-09,12.626716355000001,0.02493491676915437,0.0001387274719223826,0.0,0.0,6.865614205138211e-10,2.8033685620174106e-09,12.63092763,0.024939876828342675,0.00012777927542647604,0.0,0.0,1.1612786062131655e-09,6.1044549790193304e-09
56,11.995497151250001,0.024946257433854042,0.00016899733361705344,0.0,0.0,6.2729052577987164e-09,3.266851316105432e-08,11.996342355625,0.02493415619339794,0.00015405818546686997,0.0,0.0,3.190068356025162e-09,1.2929066229591155e-08,12.000467167499998,0.02494118238147348,0.00014056308044054964,0.0,0.0,5.290912278511334e-09,2.5880783973709152e-08
57,11.387952885625,0.02494145643990487,0.00019466552231223782,0.0,0.0,2.531327826571739e-08,1.2979432448196631e-07,11.38877309875,0.02493408044334501,0.00017391486010690942,0.0,0.0,1.2916288344900987e-08,5.197380673265464e-08,11.392809436875,0.024941830339841545,0.00015383337853818715,0.0,0.0,2.111566940997385e-08,9.704081604168165e-08
58,10.802711681875,0.024939089968800544,0.00021836293544870943,0.0,0.0,8.819581276742617e-08,4.460154606168335e-07,10.803503271875,0.024935156354680656,0.00020077041258127648,0.0,0.0,4.5063121853356267e-08,1.8007101066314448e-07,10.807449284999999,0.02494327086955309,0.00017468932842024926,0.0,0.0,7.295586011174914e-08,3.1815454920354743e-07
59,10.239274669999999,0.024939047041349114,0.0002554322762237112,1.5477341538467605e-45,3.1808505320365575e-44,2.6241972704228807e-07,1.3100258090367041e-06,10.24003365125,0.024936497072689235,0.00023933910127662696,6.1166677967778265e-46,2.1918250708003315e-44,1.340208176276315e-07,5.31713738108059e-07,10.243887358125,0.02494867677986622,0.00020869091765238665,2.946230021242928e-45,5.479277678113459e-44,2.158805425798502e-07,9.025583264779605e-07
60,9.697145138125,0.024934282291680574,0.00032220247314770667,9.319335436992196e-45,3.1967103626233574e-43,6.606834102388063e-07,3.260352315562293e-06,9.6978648878125,0.024937200335785746,0.00029677233910480245,1.1476634422820251e-45,2.194990975761667e-44,3.3656455636100137e-07,1.3246830291755028e-06,9.7016280209375,0.024956967854872347,0.00026147304557194435,1.715189320333576e-45,4.911008007314037e-44,5.420879579420462e-07,2.195716589780122e-06
61,9.1758330415625,0.024903384489938618,0.0004306356134419044,9.279299892141753e-29,1.1886840397265487e-27,1.3974039099718941e-06,6.828341224919227e-06,9.176507735,0.02492153514921665,0.00037934609758843454,3.580747842426712e-29,6.2248692277853e-28,7.084451535143802e-07,2.761501400203836e-06,9.1801786296875,0.02495479003805667,0.000348226317305032,3.648873048847005e-28,4.117630160688507e-27,1.1472348637341539e-06,4.54936276788078e-06
62,8.674864765625,0.024765980274416507,0.0006378962055429372,1.7431115187901544e-26,3.924952849857402e-25,2.476897416018573e-06,1.2030793811957985e-05,8.6754832040625,0.024831899722106754,0.0005195651398498464,3.087865587258065e-27,9.370854174923748e-26,1.246107143796709e-06,4.800508753119586e-06,8.679060430625,0.02489394477196038,0.0005222629112127721,1.3229782788145574e-26,2.3527760586930736e-25,2.0403580844161443e-06,8.016030396024425e-06
63,8.193832593125,0.024227075450122357,0.001100198406195471,2.1452606975215396e-12,4.0880460460259325e-11,3.696411694067855e-06,1.798043844945284e-05,8.1943761678125,0.024452345271594823,0.0008556782503751996,1.862003502327897e-13,2.4138283023477093e-12,1.8398532560298185e-06,7.011632927879341e-06,8.1978497965625,0.024556941756047307,0.0009508384855139957,1.833097636950045e-12,2.156873729758894e-11,3.061285292407069e-06,1.2123168992063065e-05
64,7.7325215421874995,0.022279433390591293,0.001988654973146412,9.047027586499902e-09,1.2836770253906718e-07,4.725393087622854e-06,2.3194053379707357e-05,7.733002511874999,0.02281368264229968,0.0015385533289015785,1.7656095137516036e-09,1.6225046768051095e-08,2.3221613024314553e-06,8.841070733683083e-06,7.736375518125,0.02297748091444373,0.0018532930626145912,7.737388520749038e-09,5.694388620578668e-08,3.928126885670747e-06,1.603587674274215e-05
65,7.290971664375,0.017349998831748963,0.0023866779367608107,7.771688412866583e-05,0.00033741014434762317,5.371492214106862e-06,2.6666407933431706e-05,7.2915527840625005,0.01786632340843789,0.002024488910439758,4.104118475600976e-05,0.00021376134853012433,2.627761262142708e-06,1.0234703376991685e-05,7.2948011690625005,0.018122600714908912,0.0026351111080208703,9.268217866366109e-05,0.0002948938271524174,4.476149692283644e-06,1.9169378516761672e-05
66,6.868877485625,0.01099432382453233,0.0025973116008525996,4.104950129174847e-05,0.00025289811382638407,4.689585893145519e-06,2.8141104464834587e-05,6.869820211875,0.01095016927307006,0.0023767574302674096,1.0881721032191853e-05,0.0001024440237536515,2.262422893032365e-06,1.1147058844491629e-05,6.87290767125,0.011340632414270658,0.0027934501222002233,3.171195445709795e-05,0.00016895407679938954,3.451527979903672e-06,2.118718729482576e-05
67,6.4652883415625,0.0059944164379267025,0.0023466302162840004,2.2782552529078324e-05,0.00022586762353807508,4.523950270072127e-06,2.9889057612560144e-05,6.4667641753125,0.005662536996649578,0.002009678712095963,1.009122175923148e-05,0.00012968445878055172,2.3884058699221e-06,1.2340346341177778e-05,6.469629814687501,0.0060094620178279,0.0024444365374383234,1.9353758357424908e-05,0.00014650696971838255,3.309400654082055e-06,2.2868365991144406e-05
68,6.0792663090625,0.0031060913243563847,0.0017674228942837103,2.2179731337121602e-05,0.0002443130611376083,4.652945159712142e-06,3.1423300896340505e-05,6.0813048775,0.0027582154902338514,0.0014399181101078394,7.793951194671356e-06,0.00012373531505084835,2.5626012587098415e-06,1.3569607310154145e-05,6.083899338125,0.003017040483900928,0.0017350603509311646,1.2507437392251643e-05,0.00014902744132311687,3.366537744859593e-06,2.399597557901313e-05
69,5.7101466846874995,0.0016501762201027077,0.0012422066966314258,2.5865792088584722e-05,0.0002745342801112527,4.772000290759342e-06,3.239543191033222e-05,5.7127039203125,0.0013930165083293105,0.000962972606469766,9.009624544825832e-06,0.0001339970931050453,2.756397292794334e-06,1.4541785124324312e-05,5.7150106796875,0.0015236039962692302,0.0010699832872941688,1.1556106974896673e-05,0.00016596544392447906,3.520406912893895e-06,2.4851748185805367e-05
70,5.357404240625,0.0009127160673854178,0.0008321943908659443,2.4127343022271044e-05,0.00028067209475651127,4.796964127552597e-06,3.262843392705965e-05,5.360431231875,0.0007588623297060622,0.0006334465906026659,8.151305790152625e-06,0.00012381917292724625,2.8964387461288355e-06,1.5163910833402112e-05,5.3624546596875,0.0008116030667588347,0.0006339426576105579,9.891449726460522e-06,0.00016095635997552006,3.6624934423342013e-06,2.5342770805031672e-05
71,5.0205661309375005,0.000533606588985549,0.0005397333432398966,2.3606420478007268e-05,0.0002796633216312375,4.813685432594917e-06,3.236580332766604e-05,5.0240143934375,0.00045380298742793456,0.00042290425813950043,6.936412920964574e-06,0.00010312744557366559,3.0191485394833746e-06,1.5803808522907602e-05,5.02576979046875,0.00047443904667488824,0.00040613480079255184,7.933804150549318e-06,0.00014892071233345324,3.7979100683567887e-06,2.5531330434477117e-05
72,4.69917306890625,0.00034112486375897786,0.0003640576332061669,2.405995762074285e-05,0.0002752014384346015,4.802450678746186e-06,3.1787175402167216e-05,4.70299934375,0.00029561992602793907,0.00029277852759692215,6.018839253049939e-06,9.053681032918696e-05,3.1401471223697543e-06,1.6524877677216054e-05,4.7045084946875,0.0003056677672011574,0.0002800810734245301,7.333862112429903e-06,0.00013675229753924842,3.936953455353932e-06,2.5541093066559913e-05
73,4.39277917046875,0.0002381825267334534,0.00024799764462513123,2.4182941756337437e-05,0.0002609642386862606,4.750301948765444e-06,3.0876467412353573e-05,4.396944838125,0.00020302275068343078,0.0002020580109131362,6.389589140923423e-06,8.976061518063475e-05,3.2566959899227935e-06,1.7169325093166072e-05,4.39822959953125,0.00021132449846936652,0.00019717850717369646,7.2399434674180744e-06,0.0001297911699684348,4.061832975306292e-06,2.5438376390116905e-05
74,4.1009490446875,0.00017347934661665932,0.00017159421441497456,2.412483900642199e-05,0.0002487533024247788,4.6655880258384634e-06,2.9857170694888084e-05,4.105415735625,0.00014623383932530488,0.00013689582940710094,7.427498621656281e-06,9.288243498058669e-05,3.3542252303679916e-06,1.763477641684381e-05,4.106499880625,0.00015191882783892652,0.00013514424088231414,7.815739851495692e-06,0.0001227144762716955,4.176070029179899e-06,2.5290768796206726e-05
75,3.8232541265625,0.0001294234742840672,0.00011918847104976586,2.3874257639300047e-05,0.00023345901382169147,4.558923108112739e-06,2.8793247078494817e-05,3.827982299375,0.00010971202410155456,9.32037386881622e-05,8.067518367333928e-06,9.248782168845318e-05,3.428011385234052e-06,1.7932454358939365e-05,3.8288905453125,0.0001119574846861724,8.98012606225337e-05,8.737756441531429e-06,0.00011805965369917261,4.2750489245081534e-06,2.5112792385094445e-05
76,3.5592720140625,9.666872661910019e-05,7.857404228909098e-05,2.3406009166760527e-05,0.00021490076797890022,4.436678849575485e-06,2.7718872789929523e-05,3.564223513125,8.443819162630462e-05,6.263298486505681e-05,9.079689915905053e-06,9.194290046887838e-05,3.490303192700923e-06,1.8124308280548876e-05,3.564978515625,8.42611399020825e-05,5.868335223098109e-05,9.960771560987756e-06,0.00011649910613979488,4.357426073637318e-06,2.490809186236765e-05
77,3.30858691640625,7.242922620162062e-05,4.8626585098743495e-05,2.300916906504456e-05,0.0002023899832604265,4.305642812552191e-06,2.6678031585229838e-05,3.3137221803125,6.610545124067358e-05,4.101957206997224e-05,1.0088113159705445e-05,9.08470457894092e-05,3.5369273128506696e-06,1.8215003264316776e-05,3.3143448768750003,6.406029031404614e-05,3.7830765081229804e-05,1.1034191031337145e-05,0.00011618649682311942,4.42098169800531e-06,2.4672918031145847e-05
78,3.07078554859375,5.441376835733536e-05,2.8882214411467597e-05,2.2567724399376102e-05,0.00019427448047234868,4.166298333546103e-06,2.564763502145068e-05,3.0760672659375,5.133813486918371e-05,2.568968885333629e-05,1.1014320527956804e-05,9.153200221965415e-05,3.566613192904168e-06,1.8191283528653635e-05,3.0765751215625,4.9066280382248805e-05,2.414702845343864e-05,1.1510837068162907e-05,0.00011518955895871555,4.469321734591838e-06,2.441173622786799e-05
79,2.84546094203125,3.991382677327238e-05,1.6082691586021103e-05,2.255187815635437e-05,0.0001873850623096884,4.017901294627623e-06,2.4618324176317074e-05,2.85085325203125,3.895242860880899e-05,1.545995648264612e-05,1.1611047324896537e-05,9.209782518431985e-05,3.580470166490008e-06,1.8046147889409547e-05,2.85126092953125,3.743803988118089e-05,1.5026455795339102e-05,1.176999566563607e-05,0.00011115616365060943,4.511142712946719e-06,2.4151551058923464e-05
80,2.6322105137499996,2.764444991544224e-05,8.407534274130411e-06,2.2542230737496908e-05,0.0001767718358293499,3.8569032983679284e-06,2.365773421023681e-05,2.6376785425,2.8043282616636134e-05,8.389778205486006e-06,1.2396140352255445e-05,9.257221645080119e-05,3.5842227370089393e-06,1.7816509282628066e-05,2.6379991931249998,2.7542971109824067e-05,9.014715685554845e-06,1.2702843754688727e-05,0.00010787603414428672,4.549125956850465e-06,2.3896218106445464e-05
