level,-kappa-0.01_pressure_bar,-kappa-0.01_H2O_mean,-kappa-0.01_H2O_std,-kappa-0.01_H2O_l__mean,-kappa-0.01_H2O_l__std,-kappa-0.01_H2O_l_p__mean,-kappa-0.01_H2O_l_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_H2O_mean,-kappa-0.1_H2O_std,-kappa-0.1_H2O_l__mean,-kappa-0.1_H2O_l__std,-kappa-0.1_H2O_l_p__mean,-kappa-0.1_H2O_l_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_H2O_mean,-kappa-1.0_H2O_std,-kappa-1.0_H2O_l__mean,-kappa-1.0_H2O_l__std,-kappa-1.0_H2O_l_p__mean,-kappa-1.0_H2O_l_p__std
81,2.430636367109375,1.7358634701622577e-05,3.8137183731936187e-06,2.2364797388817933e-05,0.00016323390878421258,3.6864735727469844e-06,2.2843854693366352e-05,2.436147294140625,1.830636110139494e-05,3.8068772002163803e-06,1.3381537706453078e-05,9.22408424737375e-05,3.575220462780856e-06,1.7534308053579765e-05,2.43639393515625,1.7906451833823666e-05,4.3482593854084265e-06,1.4537644155524914e-05,0.00010572317832217115,4.572755930723439e-06,2.3633160649481428e-05
82,2.24034590125,1.0038486931080116e-05,1.4351478291985797e-06,2.1353011878997633e-05,0.00014702263983844177,3.50922196889188e-06,2.219612061909162e-05,2.2458692903906248,1.080813169863859e-05,1.4558125432874529e-06,1.4284953541223617e-05,9.21726580913885e-05,3.5508199748763185e-06,1.7234874202229762e-05,2.2460532921875,1.0539994839405154e-05,1.6969916245648487e-06,1.568440571623511e-05,0.00010415588417075302,4.5676938509514745e-06,2.3361187087983325e-05
83,2.060951820625,5.473690666235598e-06,4.81375933986216e-07,1.970518373178514e-05,0.00012696355647724328,3.3385693349396416e-06,2.168382651345922e-05,2.0664592621875,5.9209411392942006e-06,4.876347267656497e-07,1.4918238967037227e-05,9.338062982862745e-05,3.5111039535800913e-06,1.6911905512443925e-05,2.0665903371093752,5.8115845582733524e-06,5.67810525483168e-07,1.624284036663117e-05,0.00010526025076687465,4.544289837677432e-06,2.3063743700427822e-05
84,1.892070290078125,2.8281803514573765e-06,1.7042241739194302e-07,1.8062340654968817e-05,0.0001095010797063502,3.187607094035749e-06,2.1273466520222214e-05,1.8975362840625,3.060092444286511e-06,1.7072538060034e-07,1.56532390568571e-05,9.593394555498288e-05,3.4582668866558952e-06,1.653348771300164e-05,1.8976219803125,3.0252185372035e-06,1.7885617259570695e-07,1.688329722870982e-05,0.00010967664107685409,4.510460635066522e-06,2.268072289448086e-05
85,1.73332213578125,1.3882104451852228e-06,7.60017377525537e-08,1.7382271454974026e-05,0.00010584341811641341,3.0585059322595554e-06,2.0893839991995385e-05,1.7387249754687502,1.5082160090003072e-06,7.567876234774589e-08,1.656931364216744e-05,9.952520425336506e-05,3.3896842528934723e-06,1.6060067860469524e-05,1.73877060125,1.493913381878542e-06,7.435560176563967e-08,1.7960102917516558e-05,0.00011729020249574635,4.4639801167343244e-06,2.217466258760312e-05
86,1.584334984453125,6.508912190810179e-07,3.854725184774845e-08,1.7566657827296986e-05,0.00011158075696159231,2.935514790967028e-06,2.0435852184249714e-05,1.5896552296875002,7.10558042072762e-07,3.554687171045457e-08,1.762636032748507e-05,0.00010387923215676221,3.302128875307979e-06,1.5461833607661015e-05,1.5896642322656251,7.04229212274754e-07,3.159937317395236e-08,1.9856554748574518e-05,0.00012694182373102967,4.3970909937766365e-06,2.1514077250045825e-05
87,1.444740616875,2.9165347117299233e-07,1.8601320301275552e-08,1.781076369722673e-05,0.00011781318162839012,2.803741375212914e-06,1.9820455393012064e-05,1.4499639478125002,3.2055712270562254e-07,1.6124140033185372e-08,1.8579729703586763e-05,0.0001089148700225397,3.193612626400221e-06,1.4726412687836193e-05,1.449937321484375,3.1769382458435303e-07,1.4689006285164311e-08,2.2477633200235045e-05,0.00013904744648241305,4.296759510046634e-06,2.066050566347689e-05
88,1.3141768403125,1.2462477057617604e-07,8.751256548848867e-09,1.8511171615028618e-05,0.00012700868017250224,2.6622228619683564e-06,1.9018849673868942e-05,1.3192918234375,1.379115380295559e-07,7.452312200462344e-09,1.9209528981960176e-05,0.0001150128374346818,3.0658698232651205e-06,1.3838064291442125e-05,1.31923043171875,1.365737923428867e-07,6.6551273520815445e-09,2.4630876499945736e-05,0.0001464104212766302,4.151825772981375e-06,1.9594133417254176e-05
89,1.1922855125390626,5.060745406293421e-08,3.893339987117567e-09,1.9511426781279777e-05,0.00013688414550870894,2.5042461685633577e-06,1.8021794773637777e-05,1.1972822195703126,5.64296420906274e-08,3.216428911032133e-09,1.9389571990024373e-05,0.00012277144630578918,2.9231285788949243e-06,1.2775202811936669e-05,1.19718803640625,5.5887122803355285e-08,2.9402836383374693e-09,2.617589593784557e-05,0.00014842722995884108,3.970671271690665e-06,1.8402532559823644e-05
90,1.078712161796875,1.9447535164474062e-08,1.6542889837868373e-09,1.9906851401354294e-05,0.00014508546841176091,2.3247394951217756e-06,1.6823748594285747e-05,1.0835818091796876,2.185570170532003e-08,1.3978665394834536e-09,1.8641391024483243e-05,0.0001286851277368387,2.7718326958372815e-06,1.1534544577326752e-05,1.0834564712109374,2.1642142285838162e-08,1.24935423826751e-09,2.6773522408170172e-05,0.00014602177243884697,3.7644191164003224e-06,1.716705344196204e-05
91,0.97310806171875,7.049291886884746e-09,6.500312510679003e-10,1.978217093897559e-05,0.00015187591797509876,2.134084237091747e-06,1.545570147316731e-05,0.9778383859765626,7.986830748540897e-09,4.997976417309784e-10,1.723933439877289e-05,0.0001311622232475333,2.626962523724683e-06,1.0185734937827062e-05,0.9776859266406249,7.900780746750157e-09,5.065178847015798e-10,2.644125983961876e-05,0.0001427809251324117,3.5482089630724617e-06,1.5928493486479735e-05
92,0.875127159453125,2.395044460867801e-09,2.3224153796596724e-10,1.967848291032998e-05,0.00015644696680029228,1.940774685617995e-06,1.3926672803294802e-05,0.879704427421875,2.7354107705601647e-09,1.7333844420742947e-10,1.5687801193129558e-05,0.00012897281250391797,2.5026906601261594e-06,8.885483984922411e-06,0.8795291931640624,2.7000071878280352e-09,1.913337554891143e-10,2.5618610438821332e-05,0.00014572509887233212,3.3360441889584285e-06,1.4659345461166836e-05
93,0.7844297530078126,7.595411926006323e-10,8.056373825789681e-11,1.9740934878183816e-05,0.00016002619884717483,1.7450933440475065e-06,1.227112579599682e-05,0.7888382540234374,8.735197667419925e-10,5.909287416294749e-11,1.4023434900844385e-05,0.0001135528109913126,2.4085836801569457e-06,7.845512558490109e-06,0.7886447898437501,8.605367883551817e-10,6.748636862517326e-11,2.4943994598161637e-05,0.00015236595982730562,3.136033287776933e-06,1.3281846987466737e-05
94,0.7006798426562499,2.2323316446574981e-10,2.6380718145405128e-11,2.0033692093349833e-05,0.00016289251933871958,1.542029014018503e-06,1.048930999949454e-05,0.7049058941015625,2.5901980325870877e-10,1.9966449307208154e-11,1.2679098618182634e-05,8.278292640741124e-05,2.347589525060119e-06,7.210071024798664e-06,0.704703171328125,2.554569157389719e-10,2.4068133358694583e-11,2.4678559696288397e-05,0.0001549016586287781,2.946948966195322e-06,1.1785694277587354e-05
95,0.6235375022070313,5.972514676225172e-11,7.716938185646263e-12,2.069116582537765e-05,0.0001626515716075402,1.3228614782670895e-06,8.571510825302813e-06,0.6275713853320313,6.998936057274474e-11,6.726975534854257e-12,1.3453263224592498e-05,6.631999136150298e-05,2.311622913361034e-06,6.898617944725978e-06,0.6273728029882812,6.956430360915978e-11,7.500795348704685e-12,2.58218474613407e-05,0.00015189265610437332,2.7585352603725598e-06,1.0206578075508176e-05
96,0.5526784017773437,1.4684315240761497e-11,2.0576279895114795e-12,2.110307360294263e-05,0.00015403752460064652,1.0784369210768849e-06,6.566823558713826e-06,0.5565173410546875,1.7529453498130175e-11,2.0383992858389578e-12,1.9763534459225073e-05,7.80038320063748e-05,2.2641154340687587e-06,6.624159437929176e-06,0.5563330678320312,1.746218345789752e-11,2.1375835303079044e-12,3.0342609412383267e-05,0.00014629333805131714,2.543599317659729e-06,8.606151022245386e-06
97,0.4877942155078125,3.271554304968682e-12,4.993240784125305e-13,2.137072147126548e-05,0.0001387731710755212,8.108929840597048e-07,4.631172201017001e-06,0.49144738218749995,4.041392003169275e-12,6.157561621741017e-13,3.2844320084759756e-05,0.00010453595570233112,2.1115761257296405e-06,6.058374855693206e-06,0.4912828932226563,4.030286969718307e-12,5.662693424696164e-13,4.176700810400757e-05,0.0001565350453039821,2.241557789905343e-06,6.992455741681412e-06
98,0.4285822407617188,6.598317619691636e-13,1.1418418754833866e-13,2.0554555638079167e-05,0.0001240078893725907,5.206987756262432e-07,2.867053422908227e-06,0.432064515234375,8.521749506951778e-13,1.7592705822293353e-13,5.192872228393259e-05,0.00014860014974984025,1.7346684510313685e-06,4.939845937909419e-06,0.4319274339257812,8.574127509874095e-13,1.459469736954576e-13,5.841138577711973e-05,0.00018758206891013072,1.7294055851679028e-06,5.068487712078778e-06
99,0.37486103126953124,1.520280474360248e-13,4.0404133635081797e-14,1.4703144110843176e-05,7.693014499711177e-05,2.238599677047267e-07,1.1723166769265657e-06,0.37818494005859377,2.063834157080822e-13,6.395777847643472e-14,6.661151082822945e-05,0.00019247609444102257,1.0185298463661392e-06,2.9474357877382488e-06,0.37810459927734374,2.150179328083353e-13,5.024889466892928e-14,5.920703087953766e-05,0.0001580240147471299,9.050514667072195e-07,2.428299913032166e-06
