pressure_bar,temperature_K,H2O_D1mm_timescale_s,H2O_D2mm_timescale_s,H2O_D5mm_timescale_s,H2O_D10mm_timescale_s,NH3_D1mm_timescale_s,NH3_D2mm_timescale_s,NH3_D5mm_timescale_s,NH3_D10mm_timescale_s,realistic_pressure_bar,H2O_realistic_timescale_s,NH3_realistic_timescale_s
1.45840988e+00,1.79285605e+02,7.61838267e+07,3.04735307e+08,1.90459567e+09,7.61838267e+09,3.21848088e+02,1.28739235e+03,8.04620219e+03,3.21848088e+04,nan,nan,nan
1.49249555e+00,1.80472951e+02,6.11196339e+07,2.44478536e+08,1.52799085e+09,6.11196339e+09,2.82060695e+02,1.12824278e+03,7.05151738e+03,2.82060695e+04,nan,nan,nan
1.52737785e+00,1.81668160e+02,4.91085230e+07,1.96434092e+08,1.22771308e+09,4.91085230e+09,2.47432690e+02,9.89730762e+02,6.18581726e+03,2.47432690e+04,nan,nan,nan
1.56307542e+00,1.82871285e+02,3.95172613e+07,1.58069045e+08,9.87931531e+08,3.95172613e+09,2.17265949e+02,8.69063797e+02,5.43164873e+03,2.17265949e+04,nan,nan,nan
1.59960730e+00,1.84082378e+02,3.18468395e+07,1.27387358e+08,7.96170988e+08,3.18468395e+09,1.90960515e+02,7.63842062e+02,4.77401289e+03,1.90960515e+04,nan,nan,nan
1.63699300e+00,1.85301491e+02,2.57034312e+07,1.02813725e+08,6.42585781e+08,2.57034312e+09,1.68000303e+02,6.72001211e+02,4.20000757e+03,1.68000303e+04,nan,nan,nan
1.67525247e+00,1.86528678e+02,2.07757582e+07,8.31030329e+07,5.19393956e+08,2.07757582e+09,1.47940948e+02,5.91763793e+02,3.69852371e+03,1.47940948e+04,nan,nan,nan
1.71440614e+00,1.87763992e+02,1.68174236e+07,6.72696943e+07,4.20435589e+08,1.68174236e+09,1.30399483e+02,5.21597932e+02,3.25998708e+03,1.30399483e+04,nan,nan,nan
1.75447489e+00,1.89007488e+02,1.36331010e+07,5.45324041e+07,3.40827525e+08,1.36331010e+09,1.15045540e+02,4.60182161e+02,2.87613851e+03,1.15045540e+04,nan,nan,nan
1.79548012e+00,1.90259218e+02,1.10677232e+07,4.42708930e+07,2.76693081e+08,1.10677232e+09,1.01593864e+02,4.06375456e+02,2.53984660e+03,1.01593864e+04,nan,nan,nan
1.83744372e+00,1.91519239e+02,8.99800526e+06,3.59920210e+07,2.24950131e+08,8.99800526e+08,8.97979217e+01,3.59191687e+02,2.24494804e+03,8.97979217e+03,nan,nan,nan
1.88038809e+00,1.92787604e+02,7.32578891e+06,2.93031556e+07,1.83144723e+08,7.32578891e+08,7.94444511e+01,3.17777804e+02,1.98611128e+03,7.94444511e+03,nan,nan,nan
1.92433614e+00,1.94064369e+02,5.97280978e+06,2.38912391e+07,1.49320245e+08,5.97280978e+08,7.03488022e+01,2.81395209e+02,1.75872005e+03,7.03488022e+03,nan,nan,nan
1.96931134e+00,1.95349589e+02,4.87657648e+06,1.95063059e+07,1.21914412e+08,4.87657648e+08,6.23509532e+01,2.49403813e+02,1.55877383e+03,6.23509532e+03,nan,nan,nan
2.01533769e+00,1.96643321e+02,3.98712123e+06,1.59484849e+07,9.96780307e+07,3.98712123e+08,5.70032759e+01,2.28013104e+02,1.42508190e+03,5.70032759e+03,nan,nan,nan
2.06243975e+00,1.97945621e+02,3.26443395e+06,1.30577358e+07,8.16108488e+07,3.26443395e+08,5.22235482e+01,2.08894193e+02,1.30558871e+03,5.22235482e+03,nan,nan,nan
2.11064268e+00,1.99256546e+02,2.67643317e+06,1.07057327e+07,6.69108292e+07,2.67643317e+08,4.78859400e+01,1.91543760e+02,1.19714850e+03,4.78859400e+03,nan,nan,nan
2.15997219e+00,2.00576152e+02,2.19735913e+06,8.78943652e+06,5.49339783e+07,2.19735913e+08,4.39462954e+01,1.75785181e+02,1.09865738e+03,4.39462954e+03,nan,nan,nan
2.21045463e+00,2.01904498e+02,1.80649966e+06,7.22599863e+06,4.51624914e+07,1.80649966e+08,4.03651605e+01,1.61460642e+02,1.00912901e+03,4.03651605e+03,nan,nan,nan
2.26211693e+00,2.03241641e+02,1.48717826e+06,5.94871305e+06,3.71794566e+07,1.48717826e+08,3.71072545e+01,1.48429018e+02,9.27681364e+02,3.71072545e+03,nan,nan,nan
2.31498667e+00,2.04587640e+02,1.22594958e+06,4.90379832e+06,3.06487395e+07,1.22594958e+08,3.41410024e+01,1.36564010e+02,8.53525061e+02,3.41410024e+03,nan,nan,nan
2.36909207e+00,2.05942552e+02,1.01195868e+06,4.04783470e+06,2.52989669e+07,1.01195868e+08,3.14381236e+01,1.25752494e+02,7.85953089e+02,3.14381236e+03,nan,nan,nan
2.42446202e+00,2.07306438e+02,8.36430223e+05,3.34572089e+06,2.09107556e+07,8.36430223e+07,2.89732678e+01,1.15893071e+02,7.24331694e+02,2.89732678e+03,nan,nan,nan
2.48112606e+00,2.08679356e+02,6.92260626e+05,2.76904250e+06,1.73065156e+07,6.92260626e+07,2.67236938e+01,1.06894775e+02,6.68092344e+02,2.67236938e+03,nan,nan,nan
2.53911443e+00,2.10061366e+02,5.73691942e+05,2.29476777e+06,1.43422985e+07,5.73691942e+07,2.46689849e+01,9.86759397e+01,6.16724623e+02,2.46689849e+03,nan,nan,nan
2.59845810e+00,2.11452529e+02,4.76050833e+05,1.90420333e+06,1.19012708e+07,4.76050833e+07,2.27907973e+01,9.11631894e+01,5.69769934e+02,2.27907973e+03,nan,nan,nan
2.65918874e+00,2.12852906e+02,3.95539308e+05,1.58215723e+06,9.88848270e+06,3.95539308e+07,2.10726367e+01,8.42905468e+01,5.26815918e+02,2.10726367e+03,nan,nan,nan
2.72133877e+00,2.14262556e+02,3.29066759e+05,1.31626704e+06,8.22666897e+06,3.29066759e+07,1.94996606e+01,7.79986423e+01,4.87491514e+02,1.94996606e+03,nan,nan,nan
2.78494135e+00,2.15681542e+02,2.74114968e+05,1.09645987e+06,6.85287421e+06,2.74114968e+07,1.80585027e+01,7.22340109e+01,4.51462568e+02,1.80585027e+03,nan,nan,nan
2.85003044e+00,2.17109926e+02,2.28629473e+05,9.14517890e+05,5.71573681e+06,2.28629473e+07,1.67371174e+01,6.69484696e+01,4.18427935e+02,1.67371174e+03,nan,nan,nan
2.91664078e+00,2.18547769e+02,1.90932026e+05,7.63728103e+05,4.77330064e+06,1.90932026e+07,1.55246407e+01,6.20985628e+01,3.88116018e+02,1.55246407e+03,nan,nan,nan
2.98480792e+00,2.19995134e+02,1.59649973e+05,6.38599892e+05,3.99124932e+06,1.59649973e+07,1.44112673e+01,5.76450694e+01,3.60281683e+02,1.44112673e+03,nan,nan,nan
3.05456825e+00,2.21452085e+02,1.33659196e+05,5.34636786e+05,3.34147991e+06,1.33659196e+07,1.33881410e+01,5.35525641e+01,3.34703525e+02,1.33881410e+03,nan,nan,nan
3.12595900e+00,2.22918685e+02,1.12037966e+05,4.48151866e+05,2.80094916e+06,1.12037966e+07,1.24472567e+01,4.97890270e+01,3.11181419e+02,1.24472567e+03,nan,nan,nan
3.19901828e+00,2.24394998e+02,9.40295668e+04,3.76118267e+05,2.35073917e+06,9.40295668e+06,1.15813738e+01,4.63254951e+01,2.89534344e+02,1.15813738e+03,nan,nan,nan
3.27378510e+00,2.25881087e+02,7.90119889e+04,3.16047956e+05,1.97529972e+06,7.90119889e+06,1.07839379e+01,4.31357515e+01,2.69598447e+02,1.07839379e+03,nan,nan,nan
3.35029934e+00,2.27377019e+02,6.64733262e+04,2.65893305e+05,1.66183316e+06,6.64733262e+06,1.00490121e+01,4.01960484e+01,2.51225302e+02,1.00490121e+03,nan,nan,nan
3.42860186e+00,2.28882857e+02,5.59917738e+04,2.23967095e+05,1.39979434e+06,5.59917738e+06,9.37121476e+00,3.74848590e+01,2.34280369e+02,9.37121476e+02,nan,nan,nan
3.50873446e+00,2.30398669e+02,4.72193498e+04,1.88877399e+05,1.18048374e+06,4.72193498e+06,8.74566412e+00,3.49826565e+01,2.18641603e+02,8.74566412e+02,nan,nan,nan
3.59073989e+00,2.31924519e+02,3.98686313e+04,1.59474525e+05,9.96715782e+05,3.98686313e+06,8.16792883e+00,3.26717153e+01,2.04198221e+02,8.16792883e+02,nan,nan,nan
3.67466194e+00,2.33460474e+02,3.37019326e+04,1.34807730e+05,8.42548315e+05,3.37019326e+06,7.63398362e+00,3.05359345e+01,1.90849590e+02,7.63398362e+02,nan,nan,nan
3.76054540e+00,2.35006601e+02,2.85224660e+04,1.14089864e+05,7.13061650e+05,2.85224660e+06,7.14016953e+00,2.85606781e+01,1.78504238e+02,7.14016953e+02,nan,nan,nan
3.84843611e+00,2.36562967e+02,2.41671131e+04,9.66684525e+04,6.04177828e+05,2.41671131e+06,6.68315836e+00,2.67326334e+01,1.67078959e+02,6.68315836e+02,nan,nan,nan
3.93838098e+00,2.38129641e+02,2.05005065e+04,8.20020262e+04,5.12512663e+05,2.05005065e+06,6.25992069e+00,2.50396828e+01,1.56498017e+02,6.25992069e+02,nan,nan,nan
4.03042803e+00,2.39706691e+02,1.74101783e+04,6.96407132e+04,4.35254458e+05,1.74101783e+06,5.86769723e+00,2.34707889e+01,1.46692431e+02,5.86769723e+02,nan,nan,nan
4.12462638e+00,2.41294184e+02,1.48025785e+04,5.92103141e+04,3.70064463e+05,1.48025785e+06,5.50397301e+00,2.20158920e+01,1.37599325e+02,5.50397301e+02,nan,nan,nan
4.22102632e+00,2.42892191e+02,1.25998042e+04,5.03992169e+04,3.14995105e+05,1.25998042e+06,5.16645429e+00,2.06658172e+01,1.29161357e+02,5.16645429e+02,nan,nan,nan
4.31967930e+00,2.44500782e+02,1.07369084e+04,4.29476337e+04,2.68422711e+05,1.07369084e+06,4.85304769e+00,1.94121908e+01,1.21326192e+02,4.85304769e+02,nan,nan,nan
4.42063797e+00,2.46120025e+02,9.15968446e+03,3.66387379e+04,2.28992112e+05,9.15968446e+05,4.56184147e+00,1.82473659e+01,1.14046037e+02,4.56184147e+02,nan,nan,nan
4.52395623e+00,2.47749992e+02,7.82283902e+03,3.12913561e+04,1.95570975e+05,7.82283902e+05,4.29108860e+00,1.71643544e+01,1.07277215e+02,4.29108860e+02,nan,nan,nan
4.62968923e+00,2.49390753e+02,6.68848433e+03,2.67539373e+04,1.67212108e+05,6.68848433e+05,4.03919158e+00,1.61567663e+01,1.00979790e+02,4.03919158e+02,nan,nan,nan
4.73789339e+00,2.51042381e+02,5.72489229e+03,2.28995692e+04,1.43122307e+05,5.72489229e+05,3.80468873e+00,1.52187549e+01,9.51172181e+01,3.80468873e+02,nan,nan,nan
4.84862648e+00,2.52704947e+02,4.90546386e+03,1.96218554e+04,1.22636596e+05,4.90546386e+05,3.58624172e+00,1.43449669e+01,8.96560430e+01,3.58624172e+02,nan,nan,nan
4.96194760e+00,2.54378524e+02,4.20787548e+03,1.68315019e+04,1.05196887e+05,4.20787548e+05,3.38262449e+00,1.35304979e+01,8.45656122e+01,3.38262449e+02,nan,nan,nan
5.07791724e+00,2.56063184e+02,3.61337160e+03,1.44534864e+04,9.03342899e+04,3.61337160e+05,3.19271305e+00,1.27708522e+01,7.98178264e+01,3.19271305e+02,nan,nan,nan
5.19659730e+00,2.57759001e+02,3.10617735e+03,1.24247094e+04,7.76544338e+04,3.10617735e+05,3.01547642e+00,1.20619057e+01,7.53869106e+01,3.01547642e+02,nan,nan,nan
5.31805113e+00,2.59466049e+02,2.67301068e+03,1.06920427e+04,6.68252671e+04,2.67301068e+05,2.84996829e+00,1.13998732e+01,7.12492073e+01,2.84996829e+02,nan,nan,nan
5.44234355e+00,2.61184402e+02,2.30267652e+03,9.21070606e+03,5.75669129e+04,2.30267652e+05,2.69531958e+00,1.07812783e+01,6.73829895e+01,2.69531958e+02,nan,nan,nan
5.56954091e+00,2.62914135e+02,1.98572887e+03,7.94291546e+03,4.96432217e+04,1.98572887e+05,2.55073164e+00,1.02029265e+01,6.37682909e+01,2.55073164e+02,nan,nan,nan
5.69971109e+00,2.64655323e+02,1.71418920e+03,6.85675679e+03,4.28547300e+04,1.71418920e+05,2.41547009e+00,9.66188038e+00,6.03867524e+01,2.41547009e+02,nan,nan,nan
5.83292359e+00,2.66408043e+02,1.48131143e+03,5.92524573e+03,3.70327858e+04,1.48131143e+05,2.28885931e+00,9.15543722e+00,5.72214826e+01,2.28885931e+02,nan,nan,nan
5.96924951e+00,2.68172371e+02,1.28138566e+03,5.12554262e+03,3.20346414e+04,1.28138566e+05,2.17027726e+00,8.68110906e+00,5.42569316e+01,2.17027726e+02,nan,nan,nan
6.10876161e+00,2.69948383e+02,1.10957400e+03,4.43829599e+03,2.77393499e+04,1.10957400e+05,2.05915103e+00,8.23660411e+00,5.14787757e+01,2.05915103e+02,nan,nan,nan
6.25153435e+00,2.71736156e+02,9.61773259e+02,3.84709304e+03,2.40443315e+04,9.61773259e+04,1.95495253e+00,7.81981013e+00,4.88738133e+01,1.95495253e+02,nan,nan,nan
6.39764396e+00,2.73535770e+02,8.37490467e+02,3.34996187e+03,2.09372617e+04,8.37490467e+04,1.85719480e+00,7.42877920e+00,4.64298700e+01,1.85719480e+02,nan,nan,nan
6.54716840e+00,2.75347302e+02,7.40029275e+02,2.96011710e+03,1.85007319e+04,7.40029275e+04,1.76542848e+00,7.06171393e+00,4.41357121e+01,1.76542848e+02,nan,nan,nan
6.70018750e+00,2.77170831e+02,6.54612549e+02,2.61845019e+03,1.63653137e+04,6.54612549e+04,1.67923873e+00,6.71695492e+00,4.19809682e+01,1.67923873e+02,nan,nan,nan
6.85678294e+00,2.79006436e+02,5.79673013e+02,2.31869205e+03,1.44918253e+04,5.79673013e+04,1.59824231e+00,6.39296925e+00,3.99560578e+01,1.59824231e+02,nan,nan,nan
7.01703829e+00,2.80854199e+02,5.13856812e+02,2.05542725e+03,1.28464203e+04,5.13856812e+04,1.52208502e+00,6.08834009e+00,3.80521256e+01,1.52208502e+02,nan,nan,nan
7.18103909e+00,2.82714198e+02,4.55993244e+02,1.82397297e+03,1.13998311e+04,4.55993244e+04,1.45043929e+00,5.80175717e+00,3.62609823e+01,1.45043929e+02,nan,nan,nan
7.34887289e+00,2.84586515e+02,4.05068939e+02,1.62027575e+03,1.01267235e+04,4.05068939e+04,1.38300203e+00,5.53200811e+00,3.45750507e+01,1.38300203e+02,nan,nan,nan
7.52062927e+00,2.86471232e+02,3.60205826e+02,1.44082330e+03,9.00514564e+03,3.60205826e+04,1.31949262e+00,5.27797049e+00,3.29873155e+01,1.31949262e+02,nan,nan,nan
7.69639990e+00,2.88368431e+02,3.20642296e+02,1.28256918e+03,8.01605740e+03,3.20642296e+04,1.25965115e+00,5.03860460e+00,3.14912787e+01,1.25965115e+02,nan,nan,nan
7.87627861e+00,2.90278195e+02,2.85717095e+02,1.14286838e+03,7.14292737e+03,2.85717095e+04,1.20323672e+00,4.81294687e+00,3.00809179e+01,1.20323672e+02,nan,nan,nan
8.06036141e+00,2.92200606e+02,2.54855522e+02,1.01942209e+03,6.37138806e+03,2.54855522e+04,1.15002594e+00,4.60010378e+00,2.87506486e+01,1.15002594e+02,nan,nan,nan
8.24874655e+00,2.94135748e+02,2.27557613e+02,9.10230452e+02,5.68894033e+03,2.27557613e+04,1.09981159e+00,4.39924634e+00,2.74952896e+01,1.09981159e+02,nan,nan,nan
8.44153460e+00,2.96083707e+02,2.03387986e+02,8.13551945e+02,5.08469966e+03,2.03387986e+04,1.05240127e+00,4.20960506e+00,2.63100316e+01,1.05240127e+02,nan,nan,nan
8.63882844e+00,2.98044566e+02,1.81967135e+02,7.27868539e+02,4.54917837e+03,1.81967135e+04,1.00761632e+00,4.03046526e+00,2.51904079e+01,1.00761632e+02,nan,nan,nan
8.84073340e+00,3.00018411e+02,1.62963933e+02,6.51855731e+02,4.07409832e+03,1.62963933e+04,9.65290715e-01,3.86116286e+00,2.41322679e+01,9.65290715e+01,nan,nan,nan
9.04735724e+00,3.02005328e+02,1.46089190e+02,5.84356761e+02,3.65222976e+03,1.46089190e+04,9.25270117e-01,3.70108047e+00,2.31317529e+01,9.25270117e+01,nan,nan,nan
9.25881025e+00,3.04005403e+02,1.31090100e+02,5.24360402e+02,3.27725251e+03,1.31090100e+04,8.87410953e-01,3.54964381e+00,2.21852738e+01,8.87410953e+01,nan,nan,nan
9.47520530e+00,3.06018725e+02,1.17745452e+02,4.70981808e+02,2.94363630e+03,1.17745452e+04,8.51579616e-01,3.40631846e+00,2.12894904e+01,8.51579616e+01,nan,nan,nan
9.69665789e+00,3.08045380e+02,1.05861499e+02,4.23445996e+02,2.64653747e+03,1.05861499e+04,8.17651706e-01,3.27060682e+00,2.04412926e+01,8.17651706e+01,nan,nan,nan
9.92328623e+00,3.10085457e+02,9.52683904e+01,3.81073562e+02,2.38170976e+03,9.52683904e+03,7.85511338e-01,3.14204535e+00,1.96377834e+01,7.85511338e+01,nan,nan,nan
1.01552113e+01,3.12139045e+02,8.58170863e+01,3.43268345e+02,2.14542716e+03,8.58170863e+03,7.55050508e-01,3.02020203e+00,1.88762627e+01,7.55050508e+01,nan,nan,nan
1.03925568e+01,3.14206233e+02,7.73766861e+01,3.09506745e+02,1.93441715e+03,7.73766861e+03,7.26168507e-01,2.90467403e+00,1.81542127e+01,7.26168507e+01,nan,nan,nan
1.06354496e+01,3.16287111e+02,6.98321163e+01,2.79328465e+02,1.74580291e+03,6.98321163e+03,6.98771384e-01,2.79508554e+00,1.74692846e+01,6.98771384e+01,nan,nan,nan
1.08840192e+01,3.18381770e+02,6.30821242e+01,2.52328497e+02,1.57705311e+03,6.30821242e+03,6.72771450e-01,2.69108580e+00,1.68192863e+01,6.72771450e+01,nan,nan,nan
1.11383983e+01,3.20490301e+02,5.70375381e+01,2.28150152e+02,1.42593845e+03,5.70375381e+03,6.48086823e-01,2.59234729e+00,1.62021706e+01,6.48086823e+01,nan,nan,nan
1.13987227e+01,3.22612796e+02,5.16197548e+01,2.06479019e+02,1.29049387e+03,5.16197548e+03,6.24641006e-01,2.49856402e+00,1.56160252e+01,6.24641006e+01,nan,nan,nan
1.16651313e+01,3.24749348e+02,4.67594258e+01,1.87037703e+02,1.16898564e+03,4.67594258e+03,6.02362503e-01,2.40945001e+00,1.50590626e+01,6.02362503e+01,nan,nan,nan
1.19377664e+01,3.26900050e+02,4.23953133e+01,1.69581253e+02,1.05988283e+03,4.23953133e+03,5.81184456e-01,2.32473782e+00,1.45296114e+01,5.81184456e+01,nan,nan,nan
1.22167735e+01,3.29064995e+02,3.84732943e+01,1.53893177e+02,9.61832358e+02,3.84732943e+03,5.61044322e-01,2.24417729e+00,1.40261080e+01,5.61044322e+01,nan,nan,nan
1.25023015e+01,3.31244277e+02,3.49454922e+01,1.39781969e+02,8.73637306e+02,3.49454922e+03,5.41883563e-01,2.16753425e+00,1.35470891e+01,5.41883563e+01,nan,nan,nan
1.27945027e+01,3.33437992e+02,3.17695193e+01,1.27078077e+02,7.94237982e+02,3.17695193e+03,5.23647368e-01,2.09458947e+00,1.30911842e+01,5.23647368e+01,nan,nan,nan
1.30935333e+01,3.35646236e+02,2.89078151e+01,1.15631260e+02,7.22695377e+02,2.89078151e+03,5.06284392e-01,2.02513757e+00,1.26571098e+01,5.06284392e+01,nan,nan,nan
1.33995527e+01,3.37869103e+02,2.63270684e+01,1.05308274e+02,6.58176711e+02,2.63270684e+03,4.89746514e-01,1.95898606e+00,1.22436629e+01,4.89746514e+01,nan,nan,nan
1.37127243e+01,3.40106692e+02,2.39977115e+01,9.59908461e+01,5.99942788e+02,2.39977115e+03,4.73988620e-01,1.89595448e+00,1.18497155e+01,4.73988620e+01,nan,nan,nan
1.40332154e+01,3.42359100e+02,2.18934773e+01,8.75739094e+01,5.47336934e+02,2.18934773e+03,4.58968390e-01,1.83587356e+00,1.14742098e+01,4.58968390e+01,nan,nan,nan
1.43611969e+01,3.44626425e+02,1.99910116e+01,7.99640464e+01,4.99775290e+02,1.99910116e+03,4.44646115e-01,1.77858446e+00,1.11161529e+01,4.44646115e+01,nan,nan,nan
1.46968439e+01,3.46908765e+02,1.82695326e+01,7.30781302e+01,4.56738314e+02,1.82695326e+03,4.30984513e-01,1.72393805e+00,1.07746128e+01,4.30984513e+01,nan,nan,nan
1.50403355e+01,3.49206221e+02,1.67105324e+01,6.68421298e+01,4.17763311e+02,1.67105324e+03,4.17948574e-01,1.67179429e+00,1.04487143e+01,4.17948574e+01,nan,nan,nan
1.53918552e+01,3.51518892e+02,1.52975152e+01,6.11900607e+01,3.82437879e+02,1.52975152e+03,4.05505400e-01,1.62202160e+00,1.01376350e+01,4.05505400e+01,nan,nan,nan
1.57515906e+01,3.53846879e+02,1.40157657e+01,5.60630630e+01,3.50394144e+02,1.40157657e+03,3.93624072e-01,1.57449629e+00,9.84060181e+00,3.93624072e+01,nan,nan,nan
1.61197336e+01,3.56190283e+02,1.28521474e+01,5.14085895e+01,3.21303684e+02,1.28521474e+03,3.82275514e-01,1.52910206e+00,9.55688786e+00,3.82275514e+01,nan,nan,nan
1.64964807e+01,3.58549207e+02,1.17949229e+01,4.71796915e+01,2.94873072e+02,1.17949229e+03,3.71432376e-01,1.48572950e+00,9.28580939e+00,3.71432376e+01,nan,nan,nan
1.68820332e+01,3.60923753e+02,1.08335972e+01,4.33343887e+01,2.70839930e+02,1.08335972e+03,3.61068916e-01,1.44427566e+00,9.02672290e+00,3.61068916e+01,nan,nan,nan
1.72765966e+01,3.63314025e+02,9.95877854e+00,3.98351141e+01,2.48969463e+02,9.95877854e+02,3.51160904e-01,1.40464361e+00,8.77902259e+00,3.51160904e+01,nan,nan,nan
1.76803818e+01,3.65720127e+02,9.16205591e+00,3.66482237e+01,2.29051398e+02,9.16205591e+02,3.41685516e-01,1.36674206e+00,8.54213790e+00,3.41685516e+01,nan,nan,nan
1.80936041e+01,3.68142163e+02,8.43589077e+00,3.37435631e+01,2.10897269e+02,8.43589077e+02,3.32621251e-01,1.33048500e+00,8.31553128e+00,3.32621251e+01,nan,nan,nan
1.85164842e+01,3.70580240e+02,7.77352132e+00,3.10940853e+01,1.94338033e+02,7.77352132e+02,3.23947842e-01,1.29579137e+00,8.09869606e+00,3.23947842e+01,nan,nan,nan
1.89492477e+01,3.73034464e+02,7.16887787e+00,2.86755115e+01,1.79221947e+02,7.16887787e+02,3.15646182e-01,1.26258473e+00,7.89115454e+00,3.15646182e+01,nan,nan,nan
1.93921257e+01,3.75504941e+02,6.61650784e+00,2.64660314e+01,1.65412696e+02,6.61650784e+02,3.07698245e-01,1.23079298e+00,7.69245612e+00,3.07698245e+01,nan,nan,nan
1.98453546e+01,3.77991779e+02,6.11150930e+00,2.44460372e+01,1.52787733e+02,6.11150930e+02,3.00087026e-01,1.20034810e+00,7.50217565e+00,3.00087026e+01,nan,nan,nan
2.03091762e+01,3.80495086e+02,5.64947212e+00,2.25978885e+01,1.41236803e+02,5.64947212e+02,2.92796473e-01,1.17118589e+00,7.31991182e+00,2.92796473e+01,nan,nan,nan
2.07838382e+01,3.83014972e+02,5.22642561e+00,2.09057024e+01,1.30660640e+02,5.22642561e+02,2.85811429e-01,1.14324571e+00,7.14528571e+00,2.85811429e+01,nan,nan,nan
2.12695939e+01,3.85551547e+02,4.83879216e+00,1.93551686e+01,1.20969804e+02,4.83879216e+02,2.79117576e-01,1.11647030e+00,6.97793940e+00,2.79117576e+01,nan,nan,nan
2.17667025e+01,3.88104920e+02,4.48334591e+00,1.79333836e+01,1.12083648e+02,4.48334591e+02,2.72701388e-01,1.09080555e+00,6.81753470e+00,2.72701388e+01,nan,nan,nan
2.22754295e+01,3.90675203e+02,4.15717609e+00,1.66287044e+01,1.03929402e+02,4.15717609e+02,2.66550079e-01,1.06620031e+00,6.66375196e+00,2.66550079e+01,nan,nan,nan
2.27960464e+01,3.93262509e+02,3.85765434e+00,1.54306173e+01,9.64413584e+01,3.85765434e+02,2.60651558e-01,1.04260623e+00,6.51628894e+00,2.60651558e+01,nan,nan,nan
2.33288310e+01,3.95866949e+02,3.58240559e+00,1.43296224e+01,8.95601397e+01,3.58240559e+02,2.54994391e-01,1.01997757e+00,6.37485978e+00,2.54994391e+01,nan,nan,nan
2.38740677e+01,3.98488637e+02,3.32928215e+00,1.33171286e+01,8.32320538e+01,3.32928215e+02,2.49567761e-01,9.98271044e-01,6.23919403e+00,2.49567761e+01,nan,nan,nan
2.44320476e+01,4.01127688e+02,3.09634057e+00,1.23853623e+01,7.74085142e+01,3.09634057e+02,2.44361429e-01,9.77445714e-01,6.10903571e+00,2.44361429e+01,nan,nan,nan
2.50030685e+01,4.03784217e+02,2.88182095e+00,1.15272838e+01,7.20455237e+01,2.88182095e+02,2.39365701e-01,9.57462803e-01,5.98414252e+00,2.39365701e+01,nan,nan,nan
2.55874352e+01,4.06458339e+02,2.68412854e+00,1.07365142e+01,6.71032134e+01,2.68412854e+02,2.34571399e-01,9.38285594e-01,5.86428497e+00,2.34571399e+01,nan,nan,nan
2.61854596e+01,4.09150170e+02,2.50181722e+00,1.00072689e+01,6.25454305e+01,2.50181722e+02,2.29969828e-01,9.19879310e-01,5.74924569e+00,2.29969828e+01,nan,nan,nan
2.67974609e+01,4.11859829e+02,2.33357476e+00,9.33429904e+00,5.83393690e+01,2.33357476e+02,2.25552749e-01,9.02210995e-01,5.63881872e+00,2.25552749e+01,nan,nan,nan
2.74237657e+01,4.14587433e+02,2.17820961e+00,8.71283842e+00,5.44552401e+01,2.17820961e+02,2.21312354e-01,8.85249416e-01,5.53280885e+00,2.21312354e+01,nan,nan,nan
2.80647085e+01,4.17333100e+02,2.03463905e+00,8.13855621e+00,5.08659763e+01,2.03463905e+02,2.17241240e-01,8.68964961e-01,5.43103101e+00,2.17241240e+01,nan,nan,nan
2.87206312e+01,4.20096952e+02,1.90187865e+00,7.60751458e+00,4.75469661e+01,1.90187865e+02,2.13332388e-01,8.53329550e-01,5.33330969e+00,2.13332388e+01,nan,nan,nan
2.93918840e+01,4.22879107e+02,1.77903267e+00,7.11613067e+00,4.44758167e+01,1.77903267e+02,2.09579137e-01,8.38316549e-01,5.23947843e+00,2.09579137e+01,nan,nan,nan
3.00788252e+01,4.25679688e+02,1.66528560e+00,6.66114241e+00,4.16321401e+01,1.66528560e+02,2.05975172e-01,8.23900687e-01,5.14937930e+00,2.05975172e+01,nan,nan,nan
3.07818214e+01,4.28498816e+02,1.55989447e+00,6.23957787e+00,3.89973617e+01,1.55989447e+02,2.02514496e-01,8.10057984e-01,5.06286240e+00,2.02514496e+01,nan,nan,nan
3.15012480e+01,4.31336614e+02,1.46218192e+00,5.84872766e+00,3.65545479e+01,1.46218192e+02,1.99191419e-01,7.96765677e-01,4.97978548e+00,1.99191419e+01,nan,nan,nan
3.22374888e+01,4.34193205e+02,1.37153005e+00,5.48612020e+00,3.42882513e+01,1.37153005e+02,1.96000539e-01,7.84002155e-01,4.90001347e+00,1.96000539e+01,nan,nan,nan
3.29909369e+01,4.37068715e+02,1.28737484e+00,5.14949936e+00,3.21843710e+01,1.28737484e+02,1.92936724e-01,7.71746896e-01,4.82341810e+00,1.92936724e+01,nan,nan,nan
3.37619944e+01,4.39963269e+02,1.20920109e+00,4.83680438e+00,3.02300274e+01,1.20920109e+02,1.89995103e-01,7.59980411e-01,4.74987757e+00,1.89995103e+01,nan,nan,nan
3.45510729e+01,4.42876992e+02,1.13653794e+00,4.54615175e+00,2.84134484e+01,1.13653794e+02,1.87171046e-01,7.48684183e-01,4.67927614e+00,1.87171046e+01,nan,nan,nan
3.53585937e+01,4.45810011e+02,1.06895473e+00,4.27581892e+00,2.67238682e+01,1.06895473e+02,1.84460155e-01,7.37840622e-01,4.61150389e+00,1.84460155e+01,nan,nan,nan
