level,-nu-0.01_pressure_bar,-nu-0.01_NH3_vapor_mean,-nu-0.01_NH3_vapor_std,-nu-0.01_NH3_s__mean,-nu-0.01_NH3_s__std,-nu-0.01_NH3_s_p__mean,-nu-0.01_NH3_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_NH3_vapor_mean,-nu-0.1_NH3_vapor_std,-nu-0.1_NH3_s__mean,-nu-0.1_NH3_s__std,-nu-0.1_NH3_s_p__mean,-nu-0.1_NH3_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_NH3_vapor_mean,-nu-1.0_NH3_vapor_std,-nu-1.0_NH3_s__mean,-nu-1.0_NH3_s__std,-nu-1.0_NH3_s_p__mean,-nu-1.0_NH3_s_p__std,-nu-10.0_pressure_bar,-nu-10.0_NH3_vapor_mean,-nu-10.0_NH3_vapor_std,-nu-10.0_NH3_s__mean,-nu-10.0_NH3_s__std,-nu-10.0_NH3_s_p__mean,-nu-10.0_NH3_s_p__std,-nu-100.0_pressure_bar,-nu-100.0_NH3_vapor_mean,-nu-100.0_NH3_vapor_std,-nu-100.0_NH3_s__mean,-nu-100.0_NH3_s__std,-nu-100.0_NH3_s_p__mean,-nu-100.0_NH3_s_p__std,-nu-1000.0_pressure_bar,-nu-1000.0_NH3_vapor_mean,-nu-1000.0_NH3_vapor_std,-nu-1000.0_NH3_s__mean,-nu-1000.0_NH3_s__std,-nu-1000.0_NH3_s_p__mean,-nu-1000.0_NH3_s_p__std
33,32.61170188,0.002522275457507931,8.1336162112407e-07,0.0,0.0,1.0439673559219887e-46,4.992827608264399e-46,32.62188307875,0.0025429838459240274,5.09075276659894e-06,0.0,0.0,4.813460224955747e-46,2.4578742108954896e-45,32.629720658749996,0.002553481462644413,6.821527192988489e-06,0.0,0.0,5.612200349620893e-46,2.652158552935297e-45,33.037947761249995,0.0027014512257883326,9.77984906114993e-05,0.0,0.0,1.401298464324817e-48,4.429078627359162e-47,36.056453250000004,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0,40.275532999999996,0.0025174366458086297,5.677810482167615e-11,0.0,0.0,0.0,0.0
34,31.344319223750002,0.0025222754343412817,8.294884718743948e-07,0.0,0.0,3.667198081138046e-45,6.034101018763876e-45,31.35422657375,0.0025429590884596107,5.122386429454046e-06,0.0,0.0,7.89491554800602e-45,3.396861487195477e-44,31.362054065,0.0025535111679928376,6.909448650171658e-06,0.0,0.0,8.796651109799039e-45,3.791690687878897e-44,31.777619815,0.002817479209159501,0.00015328485447176302,0.0,0.0,1.6114932339735397e-46,8.299366868116651e-46,34.84997475,0.0025174353492911903,1.1640950091531705e-10,0.0,0.0,0.0,0.0,39.131041,0.002517436631023884,0.0,0.0,0.0,0.0,0.0
35,30.112514065,0.0025222755025606602,8.559297329110702e-07,0.0,0.0,5.270423654172069e-44,8.166078888921797e-44,30.122152325,0.002542897655046545,5.129068944505836e-06,0.0,0.0,1.1353530352729317e-43,4.767134150418095e-43,30.12996012375,0.0025535503391874953,7.0081622933566885e-06,0.0,0.0,1.2728974860387341e-43,5.468494614004739e-43,30.55236982625,0.0029563552333274857,0.00019364382490951983,0.0,0.0,3.19986504328572e-45,1.188431039180136e-44,33.676553125,0.002517435234040022,0.0,0.0,0.0,0.0,0.0,38.018963625,0.002517436631023884,0.0,0.0,0.0,0.0,0.0
36,28.91567958125,0.0025222734530689194,8.821982202717466e-07,0.0,0.0,7.550399314059441e-43,1.111980623488835e-42,28.92505302625,0.002542822715011425,5.167701078016048e-06,0.0,0.0,1.6266013333666577e-42,6.703106809458786e-42,28.932833733749998,0.002553594350698404,7.136725883345433e-06,0.0,0.0,1.8333923490455352e-42,7.897245665625528e-42,29.361524842500003,0.0030987791873048993,0.00021777667850845405,0.0,0.0,4.72356692846931e-44,1.7200994603115486e-43,32.535468375,0.002517435234040022,0.0,0.0,0.0,0.0,0.0,36.93838325,0.00251743639819324,0.0,0.0,0.0,0.0,0.0
37,27.75321413375,0.002522264742059633,9.095208673962839e-07,0.0,0.0,1.0827629344911303e-41,1.5178538906569618e-41,27.762326765,0.002542757528484799,5.271585714009442e-06,0.0,0.0,2.3315250863646425e-41,9.440910661550878e-41,27.77007276,0.00255363451957237,7.272111986952405e-06,0.0,0.0,2.6415989454864275e-41,1.1416766026940346e-40,28.20442010625,0.003242324035265483,0.00022045455240756842,0.0,0.0,6.85905470370015e-43,2.4942170126496295e-42,31.4260175,0.002517435233807191,7.359069133773036e-12,0.0,0.0,0.0,0.0,35.888410125,0.00251743639819324,0.0,0.0,0.0,0.0,0.0
38,26.624518666249998,0.0025222523825941608,9.439876734398383e-07,0.0,0.0,1.554065984016243e-40,2.077990936226449e-40,26.633374947500002,0.0025427102446556092,5.4194499634883384e-06,0.0,0.0,3.3441205506179125e-40,1.3319674930489925e-39,26.6410773625,0.0025536643541418016,7.396500735964843e-06,0.0,0.0,3.8081537407815235e-40,1.652145024110024e-39,27.08040336375,0.003379087697598152,0.00020798546504072516,0.0,0.0,9.956744770108858e-42,3.6153654017759486e-41,30.3475105,0.002517435002955608,2.0087968938445435e-11,0.0,0.0,0.0,0.0,34.86817825,0.0025174361653625965,0.0,0.0,0.0,0.0,0.0
39,25.52899741375,0.0025222469645086675,9.889461831977122e-07,0.0,0.0,2.23243683999875e-39,2.8545478405442216e-39,25.537601490000004,0.0025426672368776054,5.601695527754184e-06,0.0,0.0,4.7997184945607824e-39,1.8825848480005646e-38,25.545253498749997,0.0025536851439392195,7.5069691798674765e-06,0.0,0.0,5.49282709235748e-39,2.3932153481432033e-38,25.988850798749997,0.003483346268418245,0.00018940867717084957,0.0,0.0,1.4452210926957533e-40,5.236554052351996e-40,29.299271124999997,0.0025174350012093782,0.0,0.0,0.0,0.0,0.0,33.87684675,0.0025174361653625965,0.0,0.0,0.0,0.0,0.0
40,24.466058065,0.0025222534235799683,1.0499668154833366e-06,0.0,0.0,3.2096800275884383e-38,3.936249900782795e-38,24.4744141775,0.0025426140173804017,5.766620702398287e-06,0.0,0.0,6.893630600968856e-38,2.6658538230157417e-37,24.48200871125,0.0025537037760950624,7.553108864113964e-06,0.0,0.0,7.926940792981781e-38,3.469991116908689e-37,24.929157108749997,0.0035448212156770752,0.00016502175201275746,0.0,0.0,2.097544225364365e-39,7.57771621322196e-39,28.280638875,0.0025174350012093782,0.0,0.0,0.0,0.0,0.0,32.91359925,0.0025174361653625965,0.0,0.0,0.0,0.0,0.0
41,23.4351121025,0.002522260007215664,1.0939249318781042e-06,0.0,0.0,4.618566171644913e-37,5.4501506086957035e-37,23.44322583875,0.002542551246122457,5.847334485328673e-06,0.0,0.0,9.907802989808925e-37,3.7823636700036496e-36,23.450755865,0.0025537350008962676,7.560917689428718e-06,0.0,0.0,1.1445479345360854e-36,5.035802235133563e-36,23.90074149125,0.0035773775703273713,0.0001436426660303974,0.0,0.0,3.0437900018346683e-38,1.0952693327717244e-37,27.290965125000003,0.0025174349966691806,3.2194467294381277e-11,0.0,0.0,0.0,0.0,31.977639874999998,0.002517435932531953,0.0,0.0,0.0,0.0,0.0
42,22.4355768125,0.0025222588183823973,1.1130512210126512e-06,0.0,0.0,6.651166475280973e-36,7.578697971954085e-36,22.443450950000003,0.0025424857350299134,5.842209316316554e-06,0.0,0.0,1.4249227599606178e-35,5.376884938118478e-35,22.450910070000003,0.002553798167966306,7.6133220672891475e-06,0.0,0.0,1.6533600454831872e-35,7.314425232794709e-35,22.903024619999997,0.003594991047633812,0.00013177827945991917,0.0,0.0,4.415681653820958e-37,1.580896871017207e-36,26.329613,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,31.068199,0.002517435932531953,0.0,0.0,0.0,0.0,0.0
43,21.466869825,0.0025222525015706197,1.1272447657284427e-06,0.0,0.0,9.585346900088545e-35,1.0584379853096934e-34,21.474508339999996,0.002542413811897859,5.79411580737436e-06,0.0,0.0,2.05054003912239e-34,7.65776791939976e-34,21.48189104375,0.0025538943648571147,7.829612871564736e-06,0.0,0.0,2.389373765111633e-34,1.063246962397385e-33,21.935439785000003,0.003610889520845376,0.00012421532511752036,0.0,0.0,6.40378108261757e-36,2.2785185267367558e-35,25.39595975,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,30.1845255,0.002517435932531953,0.0,0.0,0.0,0.0,0.0
44,20.528413410625,0.002522246400709264,1.1460430853460896e-06,0.0,0.0,1.382305326527973e-33,1.4846169480069922e-33,20.535820067499998,0.0025423340668203308,5.734738538783021e-06,0.0,0.0,2.952410229535005e-33,1.0924916770805958e-32,20.543121235625,0.002553987851482816,8.126919999304369e-06,0.0,0.0,3.4542493961476205e-33,1.5466538258708428e-32,20.99742870875,0.0036317153262207286,0.00011676129976691768,0.0,0.0,9.283164221510585e-35,3.2788244109240873e-34,24.48939225,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,29.32589125,0.002517435699701309,0.0,0.0,0.0,0.0,0.0
45,19.61963450625,0.0025222359027247876,1.1491686940017787e-06,0.0,0.0,1.9945491724061464e-32,2.091241769324569e-32,19.626813238125003,0.0025422553112730384,5.693515471343562e-06,0.0,0.0,4.2527830288265335e-32,1.5610122336014823e-31,19.634026891875,0.0025540638524107636,8.40640137677855e-06,0.0,0.0,4.995024712008872e-32,2.2511753165941378e-31,20.0884386325,0.003655115982866846,0.00011020797595713364,0.0,0.0,1.3451225724375236e-33,4.7114006308991433e-33,23.609310375,0.002517434768145904,7.359069133773036e-12,0.0,0.0,0.0,0.0,28.491588625,0.002517435699701309,0.0,0.0,0.0,0.0,0.0
46,18.739961365,0.0025222126476000997,1.1364922879163132e-06,0.0,0.0,2.879252679577247e-31,2.9577534725338745e-31,18.74691649375,0.0025421861569629983,5.667015155274572e-06,0.0,0.0,6.127879348305624e-31,2.2335619549187352e-30,18.754038788125,0.0025541595809627326,8.741699298828611e-06,0.0,0.0,7.22420877535749e-31,3.278123146940514e-30,19.207920511875,0.0036771047771908343,0.0001041523699348698,0.0,0.0,1.9482152294751811e-32,6.76270926195606e-32,22.755123755,0.0025174345360137523,1.0402085214708316e-11,0.0,0.0,0.0,0.0,27.680928875000003,0.002517435699701309,0.0,0.0,0.0,0.0,0.0
47,17.888828247499998,0.0025221812754170968,1.126404292649027e-06,0.0,0.0,4.1575768696551485e-30,4.198730687052171e-30,17.895562411875,0.002542143110302277,5.704351750309684e-06,0.0,0.0,8.83138906090824e-30,3.1997030298689904e-29,17.902588994374998,0.002554268770152703,9.143089032004581e-06,0.0,0.0,1.0448315050180004e-29,4.7748120283514645e-29,18.35532949125,0.003696663364651613,9.889216898078901e-05,0.0,0.0,2.820588203768791e-31,9.70239173849307e-31,21.9262535,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,26.89324375,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
48,17.065671866875,0.002522153918049298,1.1355393154141423e-06,0.0,0.0,6.00393563155237e-29,5.979135292150483e-29,17.07218936375,0.002542150937835686,5.909280212798661e-06,0.0,0.0,1.2727794867582682e-28,4.588105849232754e-28,17.07911527875,0.00255438822240103,9.501553468057874e-06,0.0,0.0,1.5108583818188995e-28,6.954989713113119e-28,17.530125810624998,0.003713659823173657,9.3787512321857e-05,0.0,0.0,4.081646325224437e-30,1.3915171131643846e-29,21.12213075,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,26.12788375,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
49,16.26993394625,0.00252214365801774,1.1752289206568625e-06,0.0,0.0,8.668655596977428e-28,8.535831440033467e-28,16.276236939375,0.00254216307180468,6.158294156850183e-06,0.0,0.0,1.833924365527208e-27,6.583222667306166e-27,16.283060231874998,0.0025545037186238914,9.56892740077979e-06,0.0,0.0,2.183812621603121e-27,1.0127558729526181e-26,16.73177283,0.003728040023939684,8.714457615094128e-05,0.0,0.0,5.903115472416266e-29,1.9952077802958646e-28,20.342195874999998,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,25.384217999999997,0.002517435257555917,7.015856079606797e-11,0.0,0.0,0.0,0.0
50,15.501061834375,0.0025221514750737696,1.2421017015177123e-06,0.0,0.0,1.250970050474519e-26,1.2207751831303801e-26,15.507153350625002,0.00254215472296346,6.3783056614396165e-06,0.0,0.0,2.641099542653679e-26,9.44887101632888e-26,15.51386688375,0.0025546250600600616,9.595498330430615e-06,0.0,0.0,3.154191399271757e-26,1.4736942770687227e-25,15.959737008125,0.0037398781549418344,8.037270366553352e-05,0.0,0.0,8.531056886035705e-28,2.8598297327327268e-27,19.5858991875,0.0025174345290288327,3.841070575136931e-11,0.0,0.0,0.0,0.0,24.661632125,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
51,14.758501155000001,0.0025221606207778678,1.3242559086144734e-06,0.0,0.0,1.8036164390266794e-25,1.7477028432728225e-25,14.764384596249998,0.0025421642329310997,6.598674307173444e-06,0.0,0.0,3.8001661880720146e-25,1.3560951451270309e-24,14.770984840625001,0.002554799012374133,9.76404759508126e-06,0.0,0.0,4.550790763840279e-25,2.1419342337532574e-24,15.213490131250001,0.0037492689084028825,7.67320289170093e-05,0.0,0.0,1.2316771131376023e-26,4.096827074578057e-26,18.8527008125,0.0025174343027174473,0.0,0.0,0.0,0.0,0.0,23.959531124999998,0.0025174350012093782,0.0,0.0,0.0,0.0,0.0
52,14.041704320000001,0.0025221647380385547,1.4241204535921362e-06,0.0,0.0,2.596668586545448e-24,2.5024329824688846e-24,14.04738434375,0.0025422304060775786,6.858718999147632e-06,0.0,0.0,5.460313853726908e-24,1.945009183378161e-23,14.053868141874998,0.0025550454020267354,1.0252441750782106e-05,0.0,0.0,6.555170164201495e-24,3.107634752712666e-23,14.492508219375,0.0037571436781436204,7.261612851601197e-05,0.0,0.0,1.7760142177299764e-25,5.864689241594263e-25,18.14206925,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,23.2773355,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
53,13.350127886874999,0.002522163481102325,1.5537752220186122e-06,0.0,0.0,3.7305569695218676e-23,3.5801566232246735e-23,13.35560789875,0.002542352828779258,7.148762841957663e-06,0.0,0.0,7.829533392133258e-23,2.785662800090906e-22,13.361971360625,0.002555296916514635,1.089095542132576e-05,0.0,0.0,9.420527872794049e-23,4.496769627333035e-22,13.796269667499999,0.0037631309295538813,6.603372277646036e-05,0.0,0.0,2.556742881223511e-24,8.386797959815773e-24,17.4534823125,0.0025174336065538227,2.3166356540904853e-11,0.0,0.0,0.0,0.0,22.614482250000002,0.002517434670473449,1.1493435394622548e-10,0.0,0.0,0.0,0.0
54,12.683231549375,0.002522159321582876,1.7148014702520303e-06,0.0,0.0,5.3436161246249e-22,5.111938672325189e-22,12.688515616250001,0.002542506872094236,7.507156671280429e-06,0.0,0.0,1.1193825161407004e-21,3.980047204601183e-21,12.694754316875,0.0025555825277697296,1.1519635931370737e-05,0.0,0.0,1.3494919340859307e-21,6.482713743317252e-21,13.12425591125,0.0037673720202874394,6.0415446310091705e-05,0.0,0.0,3.6727637401387564e-23,1.197488940961055e-22,16.7864259375,0.0025174361534882335,7.66571690369714e-11,0.0,0.0,0.0,0.0,21.970423875,0.002517435234040022,0.0,0.0,0.0,0.0,0.0
55,12.040480021250001,0.0025221518129110334,1.9053293455941693e-06,0.0,0.0,7.622608258234799e-21,7.274573449996591e-21,12.045567423749999,0.002542730091721751,8.041141832311568e-06,0.0,0.0,1.593869784109291e-20,5.665834796960829e-20,12.051680430625,0.002556056029861793,1.2440664118259326e-05,0.0,0.0,1.9246752024346396e-20,9.298580265697073e-20,12.47595289125,0.0037703658238751815,5.676172284285039e-05,0.0,0.0,5.261139824594319e-22,1.706002329231723e-21,16.140394813125003,0.002517430121079087,1.3544261057161713e-10,0.0,0.0,0.0,0.0,21.344629625,0.002517435932531953,0.0,0.0,0.0,0.0,0.0
56,11.421337250625,0.0025221554056042805,2.1633612631876005e-06,0.0,0.0,1.0812722034563956e-19,1.0300230538307898e-19,11.42623532125,0.002543078888091259,9.018050658730482e-06,0.0,0.0,2.257000296934692e-19,8.024270043862688e-19,11.43221810375,0.002556731442571618,1.3933251077222639e-05,0.0,0.0,2.72889277224689e-19,1.3249103362891397e-18,11.850850601874999,0.003773522722767666,5.386641464269486e-05,0.0,0.0,7.508918853850035e-21,2.423065185131114e-20,15.514891375,0.0025174408168531955,2.7157636153587523e-10,0.0,0.0,0.0,0.0,20.7365829375,0.0025174331318121405,3.907048052879521e-11,0.0,0.0,0.0,0.0
57,10.825277681875,0.0025221263749990613,2.5022962198801313e-06,0.0,0.0,1.5221713106878533e-18,1.4480467304882587e-18,10.829986913125001,0.0025436471748398618,1.0690675236114357e-05,0.0,0.0,3.1722639610519302e-18,1.1284243746967192e-17,10.83583436,0.0025575872123008592,1.5525187588472297e-05,0.0,0.0,3.838714102139031e-18,1.8713671281826046e-17,11.24844364875,0.0037771069841692224,5.0471331711132796e-05,0.0,0.0,1.0665741500107527e-19,3.4271428279132864e-19,14.90942631,0.002517428000224754,7.153336085495321e-10,0.0,0.0,0.0,0.0,20.145781875,0.002517435699701309,0.0,0.0,0.0,0.0,0.0
58,10.2517733709375,0.002522113678860478,2.829742442925997e-06,0.0,0.0,2.1210184889527618e-17,2.0157418465906213e-17,10.256299687812499,0.002544535138993524,1.3506639858359626e-05,0.0,0.0,4.413934608223606e-17,1.5713604123959113e-16,10.2620070928125,0.0025589033907745034,1.810873501353678e-05,0.0,0.0,5.3421273181244254e-17,2.6108350826536794e-16,10.668230169375,0.0037803622315404936,4.7814681510392485e-05,0.0,0.0,1.5053864635728818e-18,4.8192355500148716e-18,14.3235182825,0.002517430056701414,1.6544344569481902e-09,0.0,0.0,0.0,0.0,19.571738625000002,0.0025174380280077457,0.0,0.0,0.0,0.0,0.0
59,9.7002912015625,0.0025221151020377876,3.291135046623046e-06,0.0,0.0,2.914878876276552e-16,2.7684693134117034e-16,9.7046427315625,0.0025461067290743814,1.842852082993557e-05,0.0,0.0,6.058571596097564e-16,2.1591308321064896e-15,9.710204565625,0.0025615082266740503,2.291513466621527e-05,0.0,0.0,7.328696512684674e-16,3.585463814930803e-15,10.1097080859375,0.0037836244559148326,4.701089071591124e-05,0.0,0.0,2.106915527074692e-17,6.722981933626427e-17,13.756692958124999,0.0025174572337418794,5.094182608901712e-09,0.0,0.0,0.0,0.0,19.0139791875,0.0025174289556453002,4.2493825030790665e-11,0.0,0.0,0.0,0.0
60,9.1702965209375,0.0025223798408405855,4.468583187729524e-06,0.0,0.0,3.93155540053492e-15,3.732980060802607e-15,9.1744938090625,0.0025500131209846588,2.7641703061599934e-05,0.0,0.0,8.164550045206964e-15,2.9136821254734515e-14,9.1798993575,0.002568132228567265,3.290518144176486e-05,0.0,0.0,9.864803092086674e-15,4.8266230930175974e-14,9.57237918375,0.003787926453514956,4.844641227755568e-05,0.0,0.0,2.915951396809724e-16,9.277671120105528e-16,13.208483281874999,0.002517408817424439,7.72767073155967e-09,0.0,0.0,0.0,0.0,18.4720434375,0.0025174322072416544,0.0,0.0,0.0,0.0,0.0
61,8.661228310312499,0.0025229464382864534,8.044616400807984e-06,0.0,0.0,5.1688680630875526e-14,4.90678103830421e-14,8.665348643125,0.0025651736442232503,4.9054000815862496e-05,0.0,0.0,1.0730941600157279e-13,3.8339463329164977e-13,8.6705930525,0.0025909572237869725,5.909749347662061e-05,0.0,0.0,1.2950029120338377e-13,6.340723471098374e-13,9.0557426134375,0.0037938053944380954,5.155611336539518e-05,0.0,0.0,3.975311971069434e-15,1.2615263488035757e-14,12.678431818750001,0.002517391983070411,5.532554687847575e-08,0.0,0.0,0.0,0.0,17.9454833775,0.0025174503680318594,0.0,0.0,0.0,0.0,0.0
62,8.17285451125,0.0025317210390930996,1.7377516562995767e-05,0.0,0.0,6.571948348731469e-13,6.23633194860845e-13,8.1771440153125,0.0026368396371835843,9.652831785006435e-05,0.0,0.0,1.363904957781797e-12,4.8720677307786e-12,8.182219629375,0.002685411111917347,0.00011206281933420909,0.0,0.0,1.644271394967085e-12,8.038846822416126e-12,8.559292676875,0.003803377562086098,5.2278351135389757e-05,0.0,0.0,5.3099558492746294e-14,1.6815108527235512e-13,12.166084327499998,0.0025175281225237995,2.4252357582672766e-08,0.0,0.0,0.0,0.0,17.4338641875,0.002517432435764931,3.137409121986535e-11,0.0,0.0,0.0,0.0
63,7.705397485625,0.002556926706340164,3.6847525100079325e-05,0.0,0.0,7.969713130705127e-12,7.554591589684825e-12,7.71025566125,0.002826279909117147,0.00016753773395926364,0.0,0.0,1.6489209989356724e-11,5.853212223127534e-11,7.7151577675,0.0029132814544718714,0.00018163759823500584,0.0,0.0,1.9876229812930024e-11,9.674833443190813e-11,8.0825331678125,0.0038317614786792546,5.948712717428599e-05,0.0,0.0,6.898886358547891e-13,2.18200706216256e-12,11.67099109,0.002517466529388912,5.880514075291918e-08,0.0,0.0,0.0,0.0,16.936763875,0.0025173965841531754,0.0,0.0,0.0,0.0,0.0
64,7.2586110571875,0.0025902978809317573,5.411473412876255e-05,0.0,0.0,9.000041701527975e-11,8.509248630080344e-11,7.2642653443750005,0.0030838685760973023,0.00023716493409283918,0.0,0.0,1.8421680284431485e-10,6.452818952488202e-10,7.268974162187499,0.0032054792774142697,0.00025204895205398583,0.0,0.0,2.219282634780809e-10,1.0732060836905275e-09,7.6253850321875,0.003940830976120196,0.00011654622147465588,0.0,0.0,8.630509974669105e-12,2.7256707611635084e-11,11.192716785,0.00251706503261812,6.257586716706417e-08,0.0,0.0,0.0,0.0,16.4537711875,0.0025174433930078522,1.4252083668129734e-10,0.0,0.0,0.0,0.0
65,6.831504611250001,0.0026135013474849985,7.419804359256674e-05,0.0,0.0,9.068338686392396e-10,8.524525386354429e-10,6.837865621874999,0.0032988363637123258,0.0002739030998538438,0.0,0.0,1.821335625708727e-09,6.268449849727615e-09,6.842353485625,0.0034299728403566405,0.0003380498856361428,0.0,0.0,2.1952281990102895e-09,1.0553474818502767e-08,7.18824419375,0.0041930166407255455,0.0002805701433835788,0.0,0.0,1.0209347346281929e-10,3.2052720386865193e-10,10.730856501249999,0.0025170027168933302,4.5091680491738335e-08,0.0,0.0,0.0,0.0,15.984486375,0.002517529297620058,1.5071176302323357e-10,0.0,0.0,0.0,0.0
