level,-nu-0.01_pressure_bar,-nu-0.01_NH3_vapor_mean,-nu-0.01_NH3_vapor_std,-nu-0.01_NH3_s__mean,-nu-0.01_NH3_s__std,-nu-0.01_NH3_s_p__mean,-nu-0.01_NH3_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_NH3_vapor_mean,-nu-0.1_NH3_vapor_std,-nu-0.1_NH3_s__mean,-nu-0.1_NH3_s__std,-nu-0.1_NH3_s_p__mean,-nu-0.1_NH3_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_NH3_vapor_mean,-nu-1.0_NH3_vapor_std,-nu-1.0_NH3_s__mean,-nu-1.0_NH3_s__std,-nu-1.0_NH3_s_p__mean,-nu-1.0_NH3_s_p__std,-nu-10.0_pressure_bar,-nu-10.0_NH3_vapor_mean,-nu-10.0_NH3_vapor_std,-nu-10.0_NH3_s__mean,-nu-10.0_NH3_s__std,-nu-10.0_NH3_s_p__mean,-nu-10.0_NH3_s_p__std,-nu-100.0_pressure_bar,-nu-100.0_NH3_vapor_mean,-nu-100.0_NH3_vapor_std,-nu-100.0_NH3_s__mean,-nu-100.0_NH3_s__std,-nu-100.0_NH3_s_p__mean,-nu-100.0_NH3_s_p__std,-nu-1000.0_pressure_bar,-nu-1000.0_NH3_vapor_mean,-nu-1000.0_NH3_vapor_std,-nu-1000.0_NH3_s__mean,-nu-1000.0_NH3_s__std,-nu-1000.0_NH3_s_p__mean,-nu-1000.0_NH3_s_p__std
10,73.0244754775,0.002522339261253364,7.864897733870435e-07,0.0,0.0,0.0,0.0,73.0425239325,0.002542320178821683,3.738280600716304e-06,0.0,0.0,0.0,0.0,73.0476082075,0.002552858972689137,5.412702534894246e-06,0.0,0.0,0.0,0.0,73.190234765,0.0025174328475259244,1.9447352861577005e-09,0.0,0.0,0.0,0.0,74.87216275,0.002517437365837395,8.448384308201523e-11,0.0,0.0,0.0,0.0,78.10931724999999,0.002517439890652895,0.0,0.0,0.0,0.0,0.0
11,70.76392956000001,0.0025223363616969437,7.78552393404522e-07,0.0,0.0,0.0,0.0,70.7815709775,0.0025423404249595477,3.7496038056740627e-06,0.0,0.0,0.0,0.0,70.7869125125,0.0025528285340406,5.426486555828216e-06,0.0,0.0,0.0,0.0,70.9435132675,0.0025174329482251776,1.743607640774301e-09,0.0,0.0,0.0,0.0,72.6602025,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0,75.8937365,0.0025174396578222513,0.0,0.0,0.0,0.0,0.0
12,68.5538030825,0.0025223244490334765,7.750157052747808e-07,0.0,0.0,0.0,0.0,68.571045705,0.0025423886334756387,3.7516474008254673e-06,0.0,0.0,0.0,0.0,68.576629075,0.0025528000340564174,5.433273641885758e-06,0.0,0.0,0.0,0.0,68.74737487750001,0.002517433062195778,1.7045591052646041e-09,0.0,0.0,0.0,0.0,70.5039165,0.002517437187838368,1.1364133141078859e-10,0.0,0.0,0.0,0.0,73.74086725,0.0025174394249916077,0.0,0.0,0.0,0.0,0.0
13,66.39341859,0.002522299150470644,7.578876859984465e-07,0.0,0.0,0.0,0.0,66.41026716,0.002542482453980483,3.7543376258489004e-06,0.0,0.0,0.0,0.0,66.416077435,0.0025528012408176435,5.508027387625174e-06,0.0,0.0,0.0,0.0,66.601017565,0.0025174326468259097,1.854470221067173e-09,0.0,0.0,0.0,0.0,68.401994,0.002517437096685171,0.0,0.0,0.0,0.0,0.0,71.64893650500001,0.002517439282266423,1.134033433327494e-10,0.0,0.0,0.0,0.0
14,64.2820975825,0.002522280077333562,7.345766642890349e-07,0.0,0.0,0.0,0.0,64.29855945,0.002542552002938464,3.726842612580112e-06,0.0,0.0,0.0,0.0,64.3045843475,0.002552836035261862,5.691404413397303e-06,0.0,0.0,0.0,0.0,64.50366234500001,0.002517431039130315,1.9166602605342567e-09,0.0,0.0,0.0,0.0,66.353161,0.002517437050002627,9.321945537249272e-11,0.0,0.0,0.0,0.0,69.6162195,0.002517439192160964,0.0,0.0,0.0,0.0,0.0
15,62.21916894,0.0025222763884812593,7.321086463408967e-07,0.0,0.0,0.0,0.0,62.2352496725,0.002542529502301477,3.635364483811038e-06,0.0,0.0,0.0,0.0,62.2414773125,0.002552850837004371,5.887500785372931e-06,0.0,0.0,0.0,0.0,62.45455534,0.0025174285109387713,2.005224768806689e-09,0.0,0.0,0.0,0.0,64.356182,0.0025174368638545275,0.0,0.0,0.0,0.0,0.0,67.6410415,0.0025174389593303204,0.0,0.0,0.0,0.0,0.0
16,60.2039612025,0.002522278434713371,7.388687684259587e-07,0.0,0.0,0.0,0.0,60.2196660275,0.0025424480092478916,3.5352651854856807e-06,0.0,0.0,0.0,0.0,60.226081840000006,0.0025528060911456122,6.01307878889906e-06,0.0,0.0,0.0,0.0,60.452957575000006,0.0025174260712228715,2.181856495866542e-09,0.0,0.0,0.0,0.0,62.4098555,0.002517436863621697,7.359069133773036e-12,0.0,0.0,0.0,0.0,65.72177400000001,0.002517438785289414,1.0115245518351515e-10,0.0,0.0,0.0,0.0
17,58.2358059625,0.0025222828582627697,7.473890714327323e-07,0.0,0.0,0.0,0.0,58.2511413675,0.002542381101055071,3.4377790207431614e-06,0.0,0.0,0.0,0.0,58.25773102749999,0.002552740855026059,6.060987832428492e-06,0.0,0.0,0.0,0.0,58.4981474525,0.002517421623226255,3.742713569336872e-09,0.0,0.0,0.0,0.0,60.5130155,0.00251743663859088,4.1286427588912975e-11,0.0,0.0,0.0,0.0,63.856835499999995,0.0025174387264996767,0.0,0.0,0.0,0.0,0.0
18,56.314039832499994,0.002522286059567705,7.444090533423843e-07,0.0,0.0,0.0,0.0,56.329011295,0.0025423568971455097,3.404168819033203e-06,0.0,0.0,0.0,0.0,56.33576285,0.0025527247288264334,6.0272960707302e-06,0.0,0.0,0.0,0.0,56.589416705,0.0025174074816750364,6.130282197209792e-09,0.0,0.0,0.0,0.0,58.66453125,0.002517436631023884,0.0,0.0,0.0,0.0,0.0,62.04468775,0.002517438493669033,0.0,0.0,0.0,0.0,0.0
19,54.4379992575,0.002522276838077232,7.266681443566891e-07,0.0,0.0,0.0,0.0,54.452614475,0.00254237000644207,3.429821749719457e-06,0.0,0.0,0.0,0.0,54.459514507499996,0.0025527711012400685,5.9959222190506855e-06,0.0,0.0,0.0,0.0,54.726071195,0.002517378933727741,1.6722439402645218e-08,0.0,0.0,0.0,0.0,56.863299000000005,0.002517436556285247,1.0869949892082487e-10,0.0,0.0,0.0,0.0,60.28383825,0.002517438491107896,2.4284805367214494e-11,0.0,0.0,0.0,0.0
20,52.60702636,0.0025222572826314716,7.232894345587873e-07,0.0,0.0,0.0,0.0,52.621290752499995,0.0025423853683751076,3.4777541577907108e-06,0.0,0.0,0.0,0.0,52.628329040000004,0.002552811411675066,6.015660915784853e-06,0.0,0.0,0.0,0.0,52.90742824749999,0.0025173507060389966,2.9762358748343058e-08,0.0,0.0,0.0,0.0,55.1082468925,0.00251743639819324,0.0,0.0,0.0,0.0,0.0,58.57283575,0.0025174382608383894,0.0,0.0,0.0,0.0,0.0
21,50.82046526,0.0025222433810122313,7.350614759414303e-07,0.0,0.0,0.0,0.0,50.8343849575,0.0025424041408114136,3.6285947355100933e-06,0.0,0.0,0.0,0.0,50.8415498125,0.0025528364720521493,6.0595066871376475e-06,0.0,0.0,0.0,0.0,51.132818175,0.0025173559781396762,3.616876778927935e-08,0.0,0.0,0.0,0.0,53.39833675,0.00251743639819324,0.0,0.0,0.0,0.0,0.0,56.91026975,0.0025174380359239876,4.219569655374461e-11,0.0,0.0,0.0,0.0
22,49.0776654925,0.0025222396233584733,7.447075298260336e-07,0.0,0.0,0.0,0.0,49.091243915,0.002542442424572073,3.885644293551257e-06,0.0,0.0,0.0,0.0,49.09852418,0.0025528922433732076,6.121229730690889e-06,0.0,0.0,0.0,0.0,49.4015810425,0.0025174075406976045,3.706774822747617e-08,0.0,0.0,0.0,0.0,51.732552999999996,0.002517436203197576,8.589328827437541e-11,0.0,0.0,0.0,0.0,55.294770750000005,0.0025174380280077457,0.0,0.0,0.0,0.0,0.0
23,47.377977484999995,0.002522236062795855,7.633474468658065e-07,0.0,0.0,0.0,0.0,47.3912194925,0.0025424933256581426,4.185469225111552e-06,0.0,0.0,0.0,0.0,47.398603367499994,0.00255299306823872,6.207716369571003e-06,0.0,0.0,0.0,0.0,47.71306337,0.0025174487559124826,3.616293239618529e-08,0.0,0.0,0.0,0.0,50.10990875,0.0025174361653625965,0.0,0.0,0.0,0.0,0.0,53.725006500000006,0.002517437795177102,0.0,0.0,0.0,0.0,0.0
24,45.72075579250001,0.0025222264979965986,7.714295933157721e-07,0.0,0.0,0.0,0.0,45.7336654075,0.0025425267866812646,4.4293776726960135e-06,0.0,0.0,0.0,0.0,45.741141495,0.0025530894030816854,6.32979106846321e-06,0.0,0.0,0.0,0.0,46.066618912500005,0.002517377809388563,6.481507292191585e-08,0.0,0.0,0.0,0.0,48.52944599999999,0.002517436164896935,1.0402085214708314e-11,0.0,0.0,0.0,0.0,52.199684749999996,0.002517437795177102,0.0,0.0,0.0,0.0,0.0
25,44.10535556,0.002522221254650503,7.569816489432912e-07,0.0,0.0,0.0,0.0,44.117939207499994,0.002542531472281553,4.563281382572297e-06,0.0,0.0,0.0,0.0,44.125496615,0.0025531716647092255,6.451875747166934e-06,0.0,0.0,0.0,0.0,44.4616070125,0.00251719844865147,5.621244521357904e-08,0.0,0.0,0.0,0.0,46.99022625,0.0025174359363736585,2.9659873402082856e-11,0.0,0.0,0.0,0.0,50.71754675,0.0025174375623464584,0.0,0.0,0.0,0.0,0.0
26,42.5311388325,0.002522227176465094,7.312192860925921e-07,0.0,0.0,0.0,0.0,42.54340061,0.0025425404520938175,4.637904122196238e-06,0.0,0.0,0.0,0.0,42.5510298525,0.0025532642962643876,6.5481373322815516e-06,0.0,0.0,0.0,0.0,42.8973931825,0.002517192389233969,1.5224634105670784e-07,0.0,0.0,0.0,0.0,45.491339749999995,0.002517435932531953,0.0,0.0,0.0,0.0,0.0,49.2773715,0.0025174375623464584,0.0,0.0,0.0,0.0,0.0
27,40.9974678775,0.0025222376473248006,7.16871609502609e-07,0.0,0.0,0.0,0.0,41.009414355000004,0.0025425845925929023,4.6909078799732685e-06,0.0,0.0,0.0,0.0,41.017104458750005,0.002553362203296274,6.578433414746359e-06,0.0,0.0,0.0,0.0,41.373350245,0.0025179640587884933,6.195558525977298e-07,0.0,0.0,0.0,0.0,44.031897,0.0025174359317170457,1.3750320227337103e-11,0.0,0.0,0.0,0.0,47.877973,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0
28,39.503711804999995,0.00252224759652745,7.202987302940482e-07,0.0,0.0,0.0,0.0,39.5153467875,0.0025426526933442803,4.747542850958931e-06,0.0,0.0,0.0,0.0,39.52308739375,0.0025534365647472443,6.584621171852266e-06,0.0,0.0,0.0,0.0,39.888857962500005,0.002520486339810304,1.5519618516572996e-06,0.0,0.0,0.0,0.0,42.611030750000005,0.002517435701447539,2.0087968938445435e-11,0.0,0.0,0.0,0.0,46.518197750000006,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0
29,38.04923864375,0.002522255015792325,7.346002207512462e-07,0.0,0.0,0.0,0.0,38.06056931375,0.0025427314952248706,4.785864193546458e-06,0.0,0.0,0.0,0.0,38.06835005375,0.0025534812189871446,6.602149888101708e-06,0.0,0.0,0.0,0.0,38.443300773749996,0.002526473874808289,3.507064143623084e-06,0.0,0.0,0.0,0.0,41.227896,0.002517435699701309,0.0,0.0,0.0,0.0,0.0,45.196924249999995,0.002517437096685171,0.0,0.0,0.0,0.0,0.0
30,36.633422175,0.002522260308614932,7.580088616427207e-07,0.0,0.0,0.0,0.0,36.64445528125,0.002542818331043236,4.832623715112034e-06,0.0,0.0,0.0,0.0,36.65226589625,0.0025534918612102045,6.627177940551159e-06,0.0,0.0,0.0,0.0,37.036060469999995,0.002539697637432255,9.012046851446504e-06,0.0,0.0,0.0,0.0,39.881666875,0.002517435699701309,0.0,0.0,0.0,0.0,0.0,43.91306401,0.002517437096685171,0.0,0.0,0.0,0.0,0.0
31,35.25563991125,0.0025222662393935024,7.858880112192e-07,0.0,0.0,0.0,0.0,35.26638208875,0.0025429003559984268,4.924500268673029e-06,0.0,0.0,0.0,0.0,35.274212363749996,0.0025534844477660954,6.679370444267245e-06,0.0,0.0,0.0,0.0,35.66651225375,0.0025673268085811287,2.307150039403753e-05,0.0,0.0,0.0,0.0,38.5715395,0.002517435478977859,5.1694695228255986e-11,0.0,0.0,0.0,0.0,42.665558499999996,0.0025174368638545275,0.0,0.0,0.0,0.0,0.0
32,33.915271552499995,0.0025222724602790548,8.04354232109263e-07,0.0,0.0,0.0,0.0,33.92573084125,0.002542961081606336,5.022494088034246e-06,0.0,0.0,1.401298464324817e-47,1.7105027639023111e-46,33.933569238749996,0.0025534749779617416,6.74438600497456e-06,0.0,0.0,2.0318827732709849e-47,1.9462290273472633e-46,34.33402538625,0.00261826776759699,5.064503584335857e-05,0.0,0.0,0.0,0.0,37.2967245,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0,41.453381875,0.0025174368638545275,0.0,0.0,0.0,0.0,0.0
