level,-nu-0.01_pressure_bar,-nu-0.01_H2O_vapor_mean,-nu-0.01_H2O_vapor_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_vapor_mean,-nu-0.1_H2O_vapor_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_vapor_mean,-nu-1.0_H2O_vapor_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std,-nu-10.0_pressure_bar,-nu-10.0_H2O_vapor_mean,-nu-10.0_H2O_vapor_std,-nu-10.0_H2O_l__mean,-nu-10.0_H2O_l__std,-nu-10.0_H2O_l_p__mean,-nu-10.0_H2O_l_p__std,-nu-100.0_pressure_bar,-nu-100.0_H2O_vapor_mean,-nu-100.0_H2O_vapor_std,-nu-100.0_H2O_l__mean,-nu-100.0_H2O_l__std,-nu-100.0_H2O_l_p__mean,-nu-100.0_H2O_l_p__std,-nu-1000.0_pressure_bar,-nu-1000.0_H2O_vapor_mean,-nu-1000.0_H2O_vapor_std,-nu-1000.0_H2O_l__mean,-nu-1000.0_H2O_l__std,-nu-1000.0_H2O_l_p__mean,-nu-1000.0_H2O_l_p__std
40,24.466058065,0.024992320694960653,7.577668882814628e-05,0.0,0.0,3.7512371233051455e-31,5.729037446457297e-31,24.4744141775,0.024970072135329247,8.723055857060374e-05,0.0,0.0,2.5687395460272418e-31,1.491450830109281e-30,24.48200871125,0.024976309929043053,7.262940586243785e-05,0.0,0.0,3.7667895603692572e-31,1.8018478179038343e-30,24.929157108749997,0.02581156159285456,0.00013301155834314398,0.0,0.0,4.954506960658842e-34,2.7389575986752774e-33,28.280638875,0.02496454492211342,0.0,0.0,0.0,0.0,0.0,32.91359925,0.024964556097984314,0.0,0.0,0.0,0.0,0.0
41,23.4351121025,0.024992217103019358,7.775566191942327e-05,0.0,0.0,5.477728195650859e-30,8.340053125189964e-30,23.44322583875,0.024970156949944793,8.920144871340347e-05,0.0,0.0,3.7555611373397355e-30,2.187836501746547e-29,23.450755865,0.02497574611194432,7.649124094102941e-05,0.0,0.0,5.508050953188781e-30,2.6700067849750676e-29,23.90074149125,0.025828589621931314,0.00011579222098152528,0.0,0.0,7.194731951634122e-33,3.9653608444653647e-32,27.290965125000003,0.02496454492211342,0.0,0.0,0.0,0.0,0.0,31.977639874999998,0.024964555196464063,9.308456153244229e-10,0.0,0.0,0.0,0.0
42,22.4355768125,0.02499109757319093,8.086032469016811e-05,0.0,0.0,8.001583620157498e-29,1.2154309482676118e-28,22.443450950000003,0.024970493242144585,9.001209900217986e-05,0.0,0.0,5.492241799529844e-29,3.210727122597537e-28,22.450910070000003,0.024974355433136225,8.396087860718573e-05,0.0,0.0,8.056346662142073e-29,3.959308500788724e-28,22.903024619999997,0.025837452431209385,0.00011397424313205288,0.0,0.0,1.0447115952336415e-31,5.738811636798799e-31,26.329613,0.024964543093927205,2.5099272975892296e-10,0.0,0.0,0.0,0.0,31.068199,0.024964554235339165,0.0,0.0,0.0,0.0,0.0
43,21.466869825,0.024989759945310653,8.487197030221247e-05,0.0,0.0,1.1691312331146512e-27,1.7729685527836725e-27,21.474508339999996,0.02497120225429535,9.054070804646255e-05,0.0,0.0,8.033667690477444e-28,4.713460134239236e-27,21.48189104375,0.024972637138329448,9.264521857810926e-05,0.0,0.0,1.1785349163552836e-27,5.874245220169802e-27,21.935439785000003,0.025842764927074314,0.00011649892221197857,0.0,0.0,1.5168130028017492e-30,8.301790394307798e-30,25.39595975,0.02496454305946827,0.0,0.0,0.0,0.0,0.0,30.1845255,0.024964554235339165,0.0,0.0,0.0,0.0,0.0
44,20.528413410625,0.024989066087640822,8.960666944212853e-05,0.0,0.0,1.7085065055133373e-26,2.588268632371408e-26,20.535820067499998,0.02497253949660808,9.132532056127933e-05,0.0,0.0,1.1752414005571468e-26,6.920894459681546e-26,20.543121235625,0.024971505026333034,9.863526546750927e-05,0.0,0.0,1.7240701846227638e-26,8.717993330548286e-26,20.99742870875,0.025844116277061402,0.0001176991017000402,0.0,0.0,2.201998520239038e-29,1.200380649778852e-28,24.48939225,0.02496454305946827,0.0,0.0,0.0,0.0,0.0,29.32589125,0.024964552372694016,0.0,0.0,0.0,0.0,0.0
45,19.61963450625,0.024988944698125123,9.632156044182748e-05,0.0,0.0,2.4967708081304176e-25,3.7806976889962635e-25,19.626813238125003,0.024974504139274357,9.355857106113713e-05,0.0,0.0,1.7192695808946055e-25,1.0162421940463592e-24,19.634026891875,0.02497107695788145,0.00010532352732389078,0.0,0.0,2.52182451335032e-25,1.2939828869466122e-24,20.0884386325,0.02584048450924456,0.00011477358072778274,0.0,0.0,3.196206045501177e-28,1.7347239838294316e-27,23.609310375,0.024964541933499278,9.107549120983823e-10,0.0,0.0,0.0,0.0,28.491588625,0.024964552372694016,0.0,0.0,0.0,0.0,0.0
46,18.739961365,0.02498905318509787,9.948563306157681e-05,0.0,0.0,3.648206733288492e-24,5.5245078382625416e-24,18.74691649375,0.024976677350699902,9.884131109579226e-05,0.0,0.0,2.5147019568356207e-24,1.4918848482392566e-23,18.754038788125,0.024970436928793787,0.0001116336709162072,0.0,0.0,3.687703686448109e-24,1.9205332099815222e-23,19.207920511875,0.025834155587479472,0.00011407511023769725,0.0,0.0,4.6382207719969945e-27,2.50521712842152e-26,22.755123755,0.02496454119682312,0.0,0.0,0.0,0.0,0.0,27.680928875000003,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
47,17.888828247499998,0.024988644027151168,9.936396245119894e-05,0.0,0.0,5.3288260531012e-23,8.073536803893153e-23,17.895562411875,0.024977878337726,0.00010474446938816915,0.0,0.0,3.676739163640338e-23,2.1890118306617424e-22,17.902588994374998,0.024969871127977966,0.00011473969931381795,0.0,0.0,5.390058521796646e-23,2.8495392337810364e-22,18.35532949125,0.025824310312978924,0.00011949306807981861,0.0,0.0,6.728331696466311e-26,3.6144711416588445e-25,21.9262535,0.02496454119682312,0.0,0.0,0.0,0.0,0.0,26.89324375,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
48,17.065671866875,0.024987866071984173,9.78105719196754e-05,0.0,0.0,7.7790229066773785e-22,1.1796412815087024e-21,17.07218936375,0.024977374440059066,0.00010742749341797515,0.0,0.0,5.37212693436555e-22,3.2087878556152633e-21,17.07911527875,0.024969958223402502,0.00011685855251781668,0.0,0.0,7.872491378507201e-22,4.225011477488161e-21,17.530125810624998,0.025810465743765235,0.00012815013079719772,0.0,0.0,9.755279627672892e-25,5.208946270165508e-24,21.12213075,0.02496454119682312,0.0,0.0,0.0,0.0,0.0,26.12788375,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
49,16.26993394625,0.02498716802150011,9.707245720241053e-05,0.0,0.0,1.1345426907870151e-20,1.7226394588410282e-20,16.276236939375,0.024976455157622694,0.00010792010662900226,0.0,0.0,7.841154695386717e-21,4.696929500864375e-20,16.283060231874998,0.024969837076030673,0.00011709836848999875,0.0,0.0,1.1486017275249522e-20,6.256591383610818e-20,16.73177283,0.025795822262763977,0.00013730534461780158,0.0,0.0,1.413434488675296e-23,7.497954581407962e-23,20.342195874999998,0.02496453933417797,0.0,0.0,0.0,0.0,0.0,25.384217999999997,0.024964548647403717,0.0,0.0,0.0,0.0,0.0
50,15.501061834375,0.024986855428665876,9.770948608476366e-05,0.0,0.0,1.652510756804417e-19,2.5130640213081537e-19,15.507153350625002,0.02497613361198455,0.00010858233407983624,0.0,0.0,1.1427818813208048e-19,6.8618974167114845e-19,15.51386688375,0.024969161070883275,0.00011731683243477196,0.0,0.0,1.673338740156407e-19,9.248579094148514e-19,15.959737008125,0.025780911908484996,0.0001448594317104455,0.0,0.0,2.046062515735959e-22,1.0778677112650676e-21,19.5858991875,0.02496453933417797,0.0,0.0,0.0,0.0,0.0,24.661632125,0.02496454698499292,5.769503886786971e-10,0.0,0.0,0.0,0.0
51,14.758501155000001,0.02498695932980627,0.00010163231441657335,0.0,0.0,2.4024910063971973e-18,3.66034430120458e-18,14.764384596249998,0.024976175438612698,0.00011303183097689348,0.0,0.0,1.6620331305810525e-18,9.997992467388726e-18,14.770984840625001,0.02496700491104275,0.00012132463135502857,0.0,0.0,2.432851140206572e-18,1.3637701215108503e-17,15.213490131250001,0.02576515709143132,0.000152530723771609,0.0,0.0,2.958382511846587e-21,1.5472141125782175e-20,18.8527008125,0.02496453747153282,0.0,0.0,0.0,0.0,0.0,23.959531124999998,0.024964550510048866,0.0,0.0,0.0,0.0,0.0
52,14.041704320000001,0.02498799650929868,0.00010887100895088559,0.0,0.0,3.483827441982299e-17,5.318796887028007e-17,14.04738434375,0.024976111135445535,0.00012119346139909396,0.0,0.0,2.410329851414501e-17,1.4515906615538624e-16,14.053868141874998,0.024964303240180015,0.00012948510098085227,0.0,0.0,3.5273602687474436e-17,2.0043819075680277e-16,14.492508219375,0.025749362606555224,0.0001597562216523764,0.0,0.0,4.2707266992737916e-20,2.216758337029566e-19,18.14206925,0.024964543245732784,6.092871440126049e-10,0.0,0.0,0.0,0.0,23.2773355,0.02496453747153282,0.0,0.0,0.0,0.0,0.0
53,13.350127886874999,0.02499045483674854,0.00012054985095673948,0.0,0.0,5.034185773038795e-16,7.703022492321596e-16,13.35560789875,0.024976382019929588,0.00013151835263251464,0.0,0.0,3.4822650802742765e-16,2.0979371748443002e-15,13.361971360625,0.02496351279504597,0.00014066289289357977,0.0,0.0,5.095493553889374e-16,2.933135202322029e-15,13.796269667499999,0.025735074078664183,0.00016648626033773174,0.0,0.0,6.152181801538313e-19,3.1684140815008595e-18,17.4534823125,0.024964523922652006,1.5268283052604442e-09,0.0,0.0,0.0,0.0,22.614482250000002,0.02496456913650036,0.0,0.0,0.0,0.0,0.0
54,12.683231549375,0.024994125256314875,0.00014056885711914184,0.0,0.0,7.239154161387725e-15,1.1103083717493006e-14,12.688515616250001,0.024979009565897287,0.00016477945995659532,0.0,0.0,5.0045157340969005e-15,3.013180959674478e-14,12.694754316875,0.02496479320153594,0.0001558023441879771,0.0,0.0,7.323349109335377e-15,4.2658658260504104e-14,13.12425591125,0.025723635587841274,0.00017379929325045686,0.0,0.0,8.837513583746131e-18,4.514875807054268e-17,16.7864259375,0.024964569062925875,5.348724196631441e-09,0.0,0.0,0.0,0.0,21.970423875,0.024964506400749088,8.681585030370039e-10,0.0,0.0,0.0,0.0
55,12.040480021250001,0.024998099747113884,0.00016943910816632032,0.0,0.0,1.0337891658335624e-13,1.58945426031475e-13,12.045567423749999,0.024981235862709582,0.00021245675372095295,0.0,0.0,7.139756873513887e-14,4.292436938539302e-13,12.051680430625,0.024965531574562192,0.00017842630471925864,0.0,0.0,1.0450750374250365e-13,6.154888795925358e-13,12.47595289125,0.025712475343607367,0.00018800871643726716,0.0,0.0,1.2648102901408918e-16,6.409389128186263e-16,16.140394813125003,0.024964490180835127,1.6226267162977945e-08,0.0,0.0,0.0,0.0,21.344629625,0.02496458591427654,1.6070375150756348e-10,0.0,0.0,0.0,0.0
56,11.421337250625,0.025001824256032704,0.0002003893241517415,1.039973655298663e-44,1.6077248083894947e-43,1.4626574196111498e-12,2.254563052265976e-12,11.42623532125,0.024978120495565234,0.0002161123098746435,1.1560712330679741e-46,2.5924755367671553e-45,1.0087261839328582e-12,6.048991827465441e-12,11.43221810375,0.02496268109418452,0.0001948658802828918,3.503246160812043e-46,1.057636920303783e-44,1.4774681496742285e-12,8.78991611911123e-12,11.850850601874999,0.025700695926323534,0.000203744694436234,0.0,0.0,1.8011063630335276e-15,9.054197228413506e-15,15.514891375,0.024964548273943364,4.372732755017675e-08,0.0,0.0,0.0,0.0,20.7365829375,0.024964548413641752,6.170663948192053e-10,0.0,0.0,0.0,0.0
57,10.825277681875,0.02500567529257387,0.00023308104383783,7.243521956864628e-44,6.244814643721186e-43,2.040944115161774e-11,3.15315594761574e-11,10.829986913125001,0.024971451406367123,0.00020596979159098397,3.562100696313685e-45,1.1983473382909875e-43,1.4042318482957968e-11,8.37739752464527e-11,10.83583436,0.02495785357337445,0.00021302032156529034,8.065873960653647e-45,1.593249083474508e-43,2.0591169760293928e-11,1.233916644453795e-10,11.24844364875,0.025690089226700366,0.00021779199265065073,0.0,0.0,2.5468929795514065e-14,1.2705168898575612e-13,14.90942631,0.02496470790077001,1.0100898118517884e-07,0.0,0.0,0.0,0.0,20.145781875,0.02496444256976247,5.541173659504769e-10,0.0,0.0,0.0,0.0
58,10.2517733709375,0.02501238879561424,0.00027665284157137065,5.293879560093645e-28,4.984074459435292e-27,2.784960350564198e-10,4.312489225870815e-10,10.256299687812499,0.024964193068444728,0.00022351773829312234,6.404070446901383e-30,1.3160300295570748e-28,1.9112451873658494e-10,1.1353227152904688e-09,10.2620070928125,0.02495326444040984,0.00025295246248054656,1.2070673372535856e-29,2.603553618885185e-28,2.8071104584425384e-10,1.6955434725695734e-09,10.668230169375,0.025678837215527894,0.0002363600570763058,0.0,0.0,3.5679075710777334e-13,1.7670834210741888e-12,14.3235182825,0.024964027763344346,2.069806645229676e-07,0.0,0.0,0.0,0.0,19.571738625000002,0.02496470888145268,1.3918521623351739e-09,0.0,0.0,0.0,0.0
59,9.7002912015625,0.025032040308229624,0.0003536038993061965,6.58929449365677e-27,9.620831905415376e-26,3.6899709977476345e-09,5.730338101463573e-09,9.7046427315625,0.024957373679615556,0.0003058254503539479,2.3668227589379755e-28,3.175675697541367e-27,2.525316062055536e-09,1.4949536669721978e-08,9.710204565625,0.02494888915028423,0.0003339959074722244,4.716910493143379e-28,6.2551842555285555e-27,3.7189672436715736e-09,2.268548635942286e-08,10.1097080859375,0.02566307616326958,0.0002601401238355648,1.2891945871788317e-46,2.2588896473215233e-45,4.92977521637097e-12,2.4251296253493527e-11,13.756692958124999,0.024965074237436057,3.8900899001957896e-07,0.0,0.0,0.0,0.0,19.0139791875,0.02496451883483678,6.650184475665236e-10,0.0,0.0,0.0,0.0
60,9.1702965209375,0.025102125950157643,0.0005315325347618874,1.1976412922904114e-12,1.2950270669546439e-11,4.6191553674333306e-08,7.175480782893881e-08,9.1744938090625,0.02494853150751442,0.0004935393207817207,5.030051779006312e-14,8.419502156213877e-13,3.133291471251576e-08,1.8064945296450042e-07,9.1798993575,0.024940310877747833,0.00049286401556117,7.642166302130919e-14,1.2260636011431771e-12,4.634489154795107e-08,2.781165330050099e-07,9.57237918375,0.025640135620720685,0.00029804295544707757,8.442082573944683e-34,3.7744701298596613e-32,6.662572476535015e-11,3.2581035014864833e-10,13.208483281874999,0.024965373502112927,7.221915862203428e-07,0.0,0.0,0.0,0.0,18.4720434375,0.024964204059913755,2.2375004988205293e-09,0.0,0.0,0.0,0.0
61,8.661228310312499,0.02528752846736461,0.0010065931667946708,5.28565790662948e-09,2.662508331472367e-08,5.037512663303577e-07,7.82814507200357e-07,8.665348643125,0.0248191031832248,0.0010167869701696256,6.530092017003995e-10,6.647921471102904e-09,3.3835455901949666e-07,1.887598870971425e-06,8.6705930525,0.024815945271402597,0.0010075614255131422,7.950268153725536e-10,8.671805419376218e-09,5.030391705548992e-07,2.93920540974668e-06,9.0557426134375,0.025614690674468876,0.0003397069796230428,4.835272704259413e-29,1.5657704927270591e-27,8.738708683815946e-10,4.253252321655439e-09,12.678431818750001,0.024962141942232847,1.2937315837709759e-05,0.0,0.0,0.0,0.0,17.9454833775,0.024964982484467328,3.1462661173973827e-09,0.0,0.0,0.0,0.0
62,8.17285451125,0.023686469895765186,0.0015481890187169578,0.00024725232534110974,0.0003344776247996586,4.052192051475148e-06,6.120307017797614e-06,8.1771440153125,0.022767692868132145,0.0017182595391918513,2.6960590866678538e-05,0.00010612757771260954,2.544192471309617e-06,1.0932700904420965e-05,8.182219629375,0.022756266452837737,0.0017266170655982837,4.046892944398253e-05,0.00014544622069224714,3.819145741950176e-06,1.6067809703631225e-05,8.559292676875,0.025581114243716,0.00039829486611733393,1.5847251251892576e-17,7.085334198145805e-16,1.083815534351164e-08,5.243548396730033e-08,12.166084327499998,0.02496882585529238,2.431692197645405e-06,0.0,0.0,0.0,0.0,17.4338641875,0.02496489255968481,3.4873611019958927e-09,0.0,0.0,0.0,0.0
63,7.705397485625,0.018506812809035184,0.0014645847514220109,0.0012983186417079577,0.001530265451379317,4.6438203591130155e-06,6.482455609126439e-06,7.71025566125,0.017609966604039073,0.001913441294936236,0.0001031472209689968,0.0003439370915295046,3.097009025241335e-06,1.67772746189342e-05,7.7151577675,0.01765387412859127,0.0020240103337913562,0.00016419552252001734,0.00045497255994918456,4.536492180337481e-06,2.206365388841454e-05,8.0825331678125,0.025368859724141657,0.0006671264424195459,1.016581067282084e-11,2.700959114018524e-10,1.1747479019955296e-07,5.649508795547662e-07,11.67099109,0.024989920405671,5.2308246216282674e-06,0.0,0.0,0.0,0.0,16.936763875,0.024963228937238454,6.628715232598995e-09,0.0,0.0,0.0,0.0
64,7.2586110571875,0.013097540745977312,0.00140600811491016,0.0006786258473221916,0.0012658848970103654,3.2255782896463357e-06,6.204841583495889e-06,7.2642653443750005,0.011784874209435657,0.002023603723696216,3.313340043341058e-05,0.0001733572274061546,2.324753953983452e-06,2.1645599660791797e-05,7.268974162187499,0.012021050552139059,0.0021435970097634077,5.802441413453817e-05,0.00022525532078043864,2.8101213795951352e-06,2.573652631490347e-05,7.6253850321875,0.02353082476183772,0.0012536503661803532,5.536930650483769e-06,3.844440363331235e-05,9.591626526266876e-07,4.469847917585091e-06,11.192716785,0.024987366202287375,5.648889069708831e-06,0.0,0.0,0.0,0.0,16.4537711875,0.02496445946395397,7.504772750672349e-09,0.0,0.0,0.0,0.0
65,6.831504611250001,0.009016801387071609,0.0013911903623071774,0.0004661799032345782,0.0011227224139838791,2.7384845486687947e-06,5.60218627167927e-06,6.837865621874999,0.007035376180894673,0.0017082319463960255,2.105834454608658e-05,0.0001727225850892385,2.579349210648829e-06,2.5741839830212043e-05,6.842353485625,0.007426910036010668,0.0016371022205644522,2.1848518327801942e-05,0.00018532628715328586,2.4170537117398096e-06,2.961672128514574e-05,7.18824419375,0.01826341276499443,0.0016727608367302915,6.162314356864324e-05,0.00018142028717630526,1.6568557316268709e-06,8.000776550533605e-06,10.730856501249999,0.024881976898759605,6.248920227512877e-06,0.0,0.0,0.0,0.0,15.984486375,0.024968204725533724,9.389105521948279e-09,0.0,0.0,0.0,0.0
66,6.423140579375,0.006453798419097438,0.0011241972900314077,0.0004952628121042144,0.0011812270792644758,2.9166561757876656e-06,5.5154468900646585e-06,6.4299939821875,0.004147468540701084,0.0012526029423473297,2.282343118430619e-05,0.00021034459563461848,2.911263393806195e-06,2.8441286067943176e-05,6.43422535625,0.004478927042451687,0.0011505667020993832,2.1678480734391153e-05,0.00023211737752141238,2.415605831996258e-06,3.120079406563719e-05,6.7707792496875,0.01223118996724952,0.0020226289146491085,1.6447080510058872e-05,9.426793026263052e-05,1.0675630082754208e-06,1.1907396186303827e-05,10.285080531875,0.0243863971112296,2.0015503379913e-05,0.0,0.0,0.0,0.0,15.528522375,0.02496365610603243,1.6085780187932608e-08,0.0,0.0,0.0,0.0
67,6.0328734375,0.00454530951345805,0.0007819383922013995,0.0005247712907289406,0.001152516255912094,3.231029525089579e-06,6.457454031389948e-06,6.0399985503125,0.002601428176567424,0.0008370738048765014,2.752732830051553e-05,0.0002521248023300876,3.159912013345481e-06,3.067528984134726e-05,6.0439399265625005,0.0028468434800743127,0.0007735631260144367,2.258114225841947e-05,0.000270548717575759,2.405466013184956e-06,3.0960917271764216e-05,6.3717700646874995,0.007250428478466347,0.0017477391119495207,1.3954129075292923e-05,0.00010940428555731939,1.0079916130397514e-06,1.4230968582276046e-05,9.855272904375,0.02261815735232085,6.74199277752641e-05,0.0,0.0,0.0,0.0,15.085510124999999,0.024930024948902427,5.6651713612031644e-08,0.0,0.0,0.0,0.0
68,5.660141079062501,0.0030648972077178768,0.0006105339782806718,0.0004315803883106635,0.0010168665724512216,3.2070041637650706e-06,7.363866189084185e-06,5.6674390265625005,0.0017257961097930092,0.0005691335170861809,2.7924791064054792e-05,0.00027345534116675487,3.1922354284746975e-06,3.117502611337805e-05,5.6710567675,0.0019088616271037608,0.0005369677987343367,2.118429154983837e-05,0.00026693057470818525,2.4248019609461324e-06,3.042985095326707e-05,5.990173169375001,0.00412054286908824,0.0011633273298186067,9.505451246006372e-06,0.00011900045114329203,9.640514461286788e-07,1.5320457608299275e-05,9.441544360625,0.01898867475334555,9.861353229632926e-05,0.0,0.0,0.0,0.0,14.655104937499999,0.024808590771630407,1.9986263163683085e-07,0.0,0.0,0.0,0.0
69,5.304419805625,0.0020091182538599242,0.0004656006191033455,0.0003436534928265409,0.0008834547106841511,3.1106301943815697e-06,7.747462023046363e-06,5.311881998437499,0.0011878458156716078,0.00041145118688293313,2.759702671229419e-05,0.00027143324903567084,3.1713641936784385e-06,3.095042335572021e-05,5.315145226249999,0.0013151752096018754,0.00040340503231610126,1.781275148962909e-05,0.00021894200025807356,2.475432044683865e-06,2.9896806436916804e-05,5.6253710271875,0.002447842354682507,0.0006926498401896105,9.11108281497893e-06,0.00013688113922808668,9.369468558660097e-07,1.527312302670065e-05,9.043761373125001,0.015029619863722473,9.25027550147224e-05,0.0,0.0,0.0,0.0,14.23701275,0.024428589759394527,6.29782545272283e-07,0.0,0.0,0.0,0.0
70,4.96520188984375,0.0013227968517749104,0.0003288821970126386,0.00026528064015003656,0.0007560651464812735,3.0344548454865894e-06,7.720110989740186e-06,4.97282619390625,0.0008319925455070916,0.0003078519233111323,2.5426286924095093e-05,0.0002687453613812272,3.1144905732432463e-06,3.0406395527404777e-05,4.97572931375,0.0009054906951641897,0.00030602855101038935,1.5236568408271068e-05,0.00019571873280222404,2.5528624142922467e-06,2.9011454720272413e-05,5.2769746065625,0.0015854179614398162,0.00044820789135786805,9.505277406343174e-06,0.00014275562416752094,8.971873971611969e-07,1.4590032727848246e-05,8.66132285875,0.011709339203778655,7.32276744372888e-05,0.0,0.0,0.0,0.0,13.831056812499998,0.023320416506379844,1.9032782286197105e-06,0.0,0.0,0.0,0.0
71,4.64196999734375,0.0008737759106479643,0.00022504074818000954,0.00020459674972364683,0.000686002665136765,3.0369587816525544e-06,7.527001650112294e-06,4.64973231125,0.0005726494198606815,0.000224048624205966,2.372789142686759e-05,0.00025529554559550535,3.0450674544056074e-06,2.94900683050555e-05,4.6523027625,0.0006098777635052102,0.0002156460840367955,1.5530859605778823e-05,0.00019904272035837283,2.6616615388567284e-06,2.7953636864640622e-05,4.944571964375,0.0011032884051819566,0.0003185401011611949,9.839467911749432e-06,0.00015214704881623233,8.410059342768794e-07,1.3537153702962607e-05,8.293484875,0.009102293772157282,5.8976861109093305e-05,0.0,0.0,0.0,0.0,13.43727462625,0.020669300460256636,3.6781781072584506e-06,0.0,0.0,0.0,0.0
72,4.334206165625,0.0005658533224777784,0.00015314859808566612,0.0001780183919187365,0.0006656439085954149,3.1087159290357216e-06,7.23688342477468e-06,4.34207145734375,0.0003826664718744723,0.00016146247933732818,2.1701036750924828e-05,0.00021976089916945932,2.9771607519072126e-06,2.858803698099105e-05,4.3443453621875,0.00040342207842695646,0.00014869548798982516,1.5643491132281222e-05,0.0001924367811561219,2.75839750926351e-06,2.6746099427839745e-05,4.62767733984375,0.0007869626138126477,0.0002472772111112674,1.0034731170878782e-05,0.00015371375039003075,7.782723384524593e-07,1.225437761475522e-05,7.9395825,0.006953792525688186,5.03360145615417e-05,0.0,0.0,0.0,0.0,13.055708125,0.017042861479334533,4.189638360763256e-06,0.0,0.0,0.0,0.0
73,4.0413980375000005,0.00035975486088045725,0.00010316075747959489,0.00015546905085606777,0.0006285138254800386,3.208375721093226e-06,6.938524018482075e-06,4.04933239078125,0.0002506204951660038,0.0001117301781719737,1.897497136011182e-05,0.00018117654186756128,2.9332095472145625e-06,2.7933859616892335e-05,4.051343633125,0.00026424210711047634,0.00010355189834389195,1.463370458456122e-05,0.00017471293493934764,2.8237106546146004e-06,2.5554817993357216e-05,4.3257832396875004,0.0005489119708308863,0.00019364555992415188,9.17370897866907e-06,0.00014801855562369284,7.139505474549829e-07,1.092553974196741e-05,7.59904840625,0.005156124273315072,4.1901069736574457e-05,0.0,0.0,0.0,0.0,12.68609375,0.013501491125207394,3.7477065260263574e-06,0.0,0.0,0.0,0.0
74,3.7630553028125,0.00022575606771079037,6.696161581905765e-05,0.00013298955807028836,0.0005830551435424865,3.3191108291550366e-06,6.688249229684307e-06,3.77102911640625,0.00016205045454717037,7.226016399158274e-05,1.6762077006894988e-05,0.00016032203486466114,2.917133244787423e-06,2.7426003073227377e-05,3.77280463328125,0.00017120872454870552,7.00240331104843e-05,1.336384551919522e-05,0.00015202271226843223,2.866627935417098e-06,2.4547665095347703e-05,4.03838642234375,0.0003632383104568362,0.0001445977236385468,7.72691155038124e-06,0.0001352479158031492,6.553258664967138e-07,9.699496448715609e-06,7.2713619375,0.0037263235447462647,3.254121028090082e-05,0.0,0.0,0.0,0.0,12.3279134375,0.010564942721277476,3.0147538133211127e-06,0.0,0.0,0.0,0.0
75,3.4987145812500002,0.00014148357959584246,4.042697660727274e-05,0.00011768881577558405,0.0005605051295684923,3.428767457387849e-06,6.501879734302197e-06,3.5066978568750002,0.00010389526058042975,4.492197806365919e-05,1.5349987233628538e-05,0.000150655828023731,2.920022643176461e-06,2.7001271477544876e-05,3.50826251703125,0.00010925873863652669,4.471929003793924e-05,1.1866644105417006e-05,0.0001255135930501761,2.8987316826883263e-06,2.3798276022129173e-05,3.7649976957812497,0.00023194747978504894,0.0001015148721641435,6.082152286277416e-06,0.00010651832671704708,6.112186425691413e-07,8.736593451472211e-06,6.956028375,0.002651426085969433,2.4159198602025064e-05,0.0,0.0,0.0,0.0,11.9805995,0.008222808804828674,2.4611253372048248e-06,0.0,0.0,0.0,0.0
76,3.2479315495312497,8.88386639539931e-05,2.247742208477462e-05,0.00010985398161109688,0.0005400196698561733,3.521481089942213e-06,6.3731718512690675e-06,3.25589156828125,6.668606440780422e-05,2.7084543144127178e-05,1.4524557720038968e-05,0.00014459496372039402,2.9294958272341227e-06,2.6660951203044833e-05,3.2572686034375,6.890347559055954e-05,2.6850429105753845e-05,1.0560580333227588e-05,0.00010707544120742349,2.928652496660569e-06,2.3292324344671922e-05,3.5051525896875,0.00014840164259567246,6.63673147677946e-05,4.578787017357125e-06,6.808035897847384e-05,5.840371749242711e-07,8.136794303931552e-06,6.65258734375,0.001862735733273439,1.775916649581107e-05,0.0,0.0,0.0,0.0,11.643651,0.006287193078547716,2.086432191060988e-06,0.0,0.0,0.0,0.0
77,3.0102739259374998,5.534647258491532e-05,1.1238200565700487e-05,0.00010512310406268912,0.0005088613523453265,3.5928108510567823e-06,6.29717146900236e-06,3.01817717625,4.32502999397002e-05,1.5468788804747616e-05,1.422253209819496e-05,0.00014037788626788337,2.9397984361665564e-06,2.6409530005550336e-05,3.0193883339062504,4.351437377954426e-05,1.5177072960134796e-05,9.66970322946227e-06,9.773214497771478e-05,2.9619391371977957e-06,2.2959147425221853e-05,3.2584126146875003,9.66371951471956e-05,4.069221278537957e-05,3.632308433992434e-06,4.957134125030746e-05,5.695163316379227e-07,7.783255390657186e-06,6.3606171875,0.0012870354423066602,1.297219376713995e-05,0.0,0.0,0.0,0.0,11.316636812499999,0.004671846758108586,1.729636320370579e-06,0.0,0.0,0.0,0.0
