level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std
10,73.096715447625,0.024861845283545552,0.00011164775959792774,0.0,0.0,0.0,0.0,73.096727076075,0.02491583382380195,9.070350237393371e-05,0.0,0.0,0.0,0.0,73.10045298622501,0.02492528356847353,8.817127940468467e-05,0.0,0.0,0.0,0.0
11,70.834851132075,0.024860682186735795,0.00011531094049925471,0.0,0.0,0.0,0.0,70.8348447272,0.024914661835441367,9.225717914808539e-05,0.0,0.0,0.0,0.0,70.83891184085,0.024924234871594234,8.911029981565214e-05,0.0,0.0,0.0,0.0
12,68.62341818132501,0.024859491926291957,0.00011913479259511354,0.0,0.0,0.0,0.0,68.6233932005,0.024913484723176806,9.379756065565067e-05,0.0,0.0,0.0,0.0,68.62779820545,0.024923154656011613,9.017912285351198e-05,0.0,0.0,0.0,0.0
13,66.46173761222501,0.02485830221220851,0.0001230046762227914,0.0,0.0,0.0,0.0,66.46169371245,0.02491228415424004,9.539157364984195e-05,0.0,0.0,0.0,0.0,66.4664320499,0.024922042512865738,9.13761833385879e-05,0.0,0.0,0.0,0.0
14,64.34913326542501,0.024857144197113813,0.00012673479617777257,0.0,0.0,0.0,0.0,64.34907020885,0.024911070479378104,9.70204032288265e-05,0.0,0.0,0.0,0.0,64.3541367326,0.02492090430993587,9.267428297987343e-05,0.0,0.0,0.0,0.0
15,62.284931706925,0.024856021386021748,0.0001302219307174567,0.0,0.0,0.0,0.0,62.2848493881,0.02490984254281968,9.869902902786973e-05,0.0,0.0,0.0,0.0,62.290238729924994,0.024919754649037496,9.402602745868425e-05,0.0,0.0,0.0,0.0
16,60.268462486699995,0.024854902521586047,0.00013357676135040275,0.0,0.0,0.0,0.0,60.268360807149996,0.02490858945099637,0.00010046660837547979,0.0,0.0,0.0,0.0,60.27406733975,0.024918608469739555,9.538619730132888e-05,0.0,0.0,0.0,0.0
17,58.2990580079,0.024853748259060084,0.00013699532111460704,0.0,0.0,0.0,0.0,58.298937020699995,0.02490733065482229,0.00010225961144069819,0.0,0.0,0.0,0.0,58.304954587675,0.02491746236635372,9.674292687465784e-05,0.0,0.0,0.0,0.0
18,56.376053721925004,0.024852532949605956,0.00014059761245290367,0.0,0.0,0.0,0.0,56.375913578375,0.024906098647145554,0.0001039714071262316,0.0,0.0,0.0,0.0,56.382235467425,0.024916294174026698,9.8112050768327e-05,0.0,0.0,0.0,0.0
19,54.498788078124996,0.024851254689600318,0.00014436886690142879,0.0,0.0,0.0,0.0,54.4986290922,0.024904898934466763,0.00010558059779401413,0.0,0.0,0.0,0.0,54.50524813187501,0.024915080601014196,9.950716613592511e-05,0.0,0.0,0.0,0.0
20,52.66660257665,0.024849935899013652,0.00014817803811178408,0.0,0.0,0.0,0.0,52.666425198925,0.02490373036264442,0.00010708200874193074,0.0,0.0,0.0,0.0,52.673334049425,0.024913798163542524,0.00010094956371595701,0.0,0.0,0.0,0.0
21,50.878841872175,0.024848613346414642,0.00015184038309198872,0.0,0.0,0.0,0.0,50.8786466664,0.024902584810359403,0.00010849162276622872,0.0,0.0,0.0,0.0,50.8858380079,0.024912415895750745,0.00010248307329003893,0.0,0.0,0.0,0.0
22,49.13485372755,0.024847324870368465,0.00015518101051664078,0.0,0.0,0.0,0.0,49.134641388125,0.024901433442402632,0.0001098878082717538,0.0,0.0,0.0,0.0,49.142107984525005,0.024910894261598586,0.00010416773264362889,0.0,0.0,0.0,0.0
23,47.433989001,0.02484609654828906,0.00015809391211502025,0.0,0.0,0.0,0.0,47.4337603449,0.02490024363894947,0.00011135872503246092,0.0,0.0,0.0,0.0,47.441495203524994,0.0249091947452724,0.00010606549824221316,0.0,0.0,0.0,0.0
24,45.775601684849995,0.024844940158631652,0.00016055845316918636,0.0,0.0,0.0,0.0,45.775357674675,0.024899002013420685,0.00011293147740314092,0.0,0.0,0.0,0.0,45.783354032774994,0.02490729466598481,0.00010821299787387522,0.0,0.0,0.0,0.0
25,44.159049066399994,0.024843860748577862,0.00016259636536664022,0.0,0.0,7.006492321624086e-51,3.1333907894900056e-48,44.1587907566,0.02489770547020249,0.00011460243160444791,0.0,0.0,0.0,0.0,44.167041936475,0.024905179657218977,0.00011060122536523253,0.0,0.0,2.1019476964872257e-50,5.427164911201289e-48
26,42.583691592150004,0.024842859938284383,0.00016423359777950012,0.0,0.0,4.484155085839415e-49,4.08520587208636e-47,42.58342019115,0.024896353609869255,0.00011636440014454681,0.0,0.0,1.5414283107572988e-49,1.931495129039302e-47,42.591919535125,0.024902802636316047,0.00011321700773013989,0.0,0.0,5.815388626947991e-49,4.884138856222119e-47
27,41.048893004625,0.02484193457446061,0.00016549675235205216,0.0,0.0,3.4016520221484936e-47,5.612995838460145e-46,41.0486098336625,0.02489495762378909,0.0001181809776276528,0.0,0.0,1.210721873176642e-47,2.771786441817795e-46,41.0573508172,0.02490013357556425,0.0001160668741127685,0.0,0.0,3.7351610566578e-47,7.044428023376441e-46
28,39.55402034315,0.024841076222024857,0.00016642595541656958,0.0,0.0,7.991745271890864e-46,7.392430019325286e-45,39.5537267796125,0.024893544393740596,0.00011998220252319871,0.0,0.0,2.9967468308818374e-46,3.670958304773439e-45,39.56270281275,0.024897374288951977,0.00011899172268934619,0.0,0.0,5.946339968439145e-46,9.317064392088706e-45
29,38.0984439592,0.024840269521195443,0.00016707659042250925,0.0,0.0,1.1876165634476223e-44,9.810265880789265e-44,38.098141420474995,0.024892152370875702,0.00012166847389399573,0.0,0.0,4.406165819807417e-45,4.906400933292915e-44,38.107345088425,0.02489461226050742,0.0001218495236674242,0.0,0.0,8.519285098262906e-45,1.2405384701313297e-43
30,36.6815374714875,0.024839491822868584,0.00016752288826078695,0.0,0.0,1.7185234998346673e-43,1.3065511306667254e-42,36.681227409725,0.024890817818380893,0.00012314491977364733,0.0,0.0,6.357726865752535e-44,6.585492824110554e-43,36.69065039265,0.024891806086450814,0.00012462027921210952,0.0,0.0,1.2170357036673503e-43,1.6531089130673066e-42
31,35.302677879925,0.024838715170798824,0.0001678587962753408,0.0,0.0,2.487328442107613e-42,1.747017386773794e-41,35.3023617270375,0.024889555520666764,0.00012438130193657789,0.0,0.0,9.178259503901525e-43,8.88033997273241e-42,35.311994930750004,0.024888935596598313,0.0001273187587986744,0.0,0.0,1.7402360520135024e-42,2.2065865078331252e-41
32,33.9612455454375,0.024837907912340015,0.00016819819578389178,0.0,0.0,3.6038513597090655e-41,2.3473738088523998e-40,33.96092466885,0.024888360004546122,0.00012540752230305344,0.0,0.0,1.326474770760086e-41,1.2039405189643638e-40,33.970758278812504,0.02488602476722561,0.0001299401458267954,0.0,0.0,2.49119550528677e-41,2.952890111366175e-40
33,32.6566242074125,0.024837040326818823,0.0001686493290491248,0.0,0.0,5.2272216715623815e-40,3.1721002778201304e-39,32.6562999168625,0.024887218347322194,0.00012627686041534,0.0,0.0,1.919251347750707e-40,1.642067323520189e-39,32.6663237048625,0.02488308768887073,0.00013248248219746936,0.0,0.0,3.5704671293168876e-40,3.9653646916342405e-39
34,31.388201011350002,0.024836093994956464,0.00016927410234053225,0.0,0.0,7.589874878019317e-39,4.314231281197716e-38,31.387874509725,0.02488611087503843,0.00012706243116508988,0.0,0.0,2.7800346487772826e-39,2.2542432641490636e-38,31.3980772796,0.02488009347639978,0.00013494414386165454,0.0,0.0,5.1235476614335146e-39,5.348523508779581e-38
35,30.1553664672875,0.024835059157619254,0.00017009193279160376,0.0,0.0,1.103172439058605e-37,5.908788088550579e-37,30.155038920575,0.024885013135634362,0.0001278412442364824,0.0,0.0,4.0312574637073535e-38,3.115774316574558e-37,30.16540785275,0.02487697626652196,0.00013730357879722683,0.0,0.0,7.361180332569283e-38,7.252284476924505e-37
36,28.9575145363625,0.024833933572741225,0.00017109155041851283,0.0,0.0,1.6050188686210475e-36,8.152479458059369e-36,28.9571870167375,0.024883912930879742,0.00012864261320793486,0.0,0.0,5.851753206859133e-37,4.336413074681944e-36,28.967708532987498,0.024873714844752103,0.00013948286534997735,0.0,0.0,1.0588960213018876e-36,9.892849224830326e-36
37,27.794042609925,0.024832723605409265,0.00017223802850915235,0.0,0.0,2.3373547196777554e-35,1.1332490220739137e-34,27.793716134125,0.024882814168697222,0.0001294420892780371,0.0,0.0,8.502907640210546e-36,6.076483127864596e-35,27.80437711155,0.02487034325777553,0.00014141806491162028,0.0,0.0,1.5250437275085144e-35,1.3583012709753106e-34
38,26.6643515270125,0.02483143818926066,0.00017349510227946218,0.0,0.0,3.4068571043195523e-34,1.5868933979116397e-33,26.6640271022125,0.02488172320666723,0.00013020489131206786,0.0,0.0,1.236697347473945e-34,8.570545791217194e-34,26.674814813687497,0.02486683508189395,0.0001431653093300557,0.0,0.0,2.1989869597191e-34,1.8776222073575323e-33
39,25.567845657525,0.02483008509756997,0.00017484088035268908,0.0,0.0,4.9698364889731414e-33,2.23773952634805e-32,25.5675242687,0.02488063749620691,0.00013092197714627775,0.0,0.0,1.8003178948033464e-33,1.2162178354101819e-32,25.5784252047875,0.024863218081789092,0.00014476360660852977,0.0,0.0,3.174377972408037e-33,2.6131209186946405e-32
40,24.5039328880875,0.02482867109873332,0.0001762601805198941,0.0,0.0,7.255387997850867e-32,3.176107183885404e-31,24.503615521362498,0.024879547811280937,0.0001316032342878665,0.0,0.0,2.6229891065897443e-32,1.735504560419812e-31,24.5146139710875,0.024859473350485786,0.00014627306255282068,0.0,0.0,4.587447691811183e-32,3.660699578362475e-31
41,23.472024610625,0.024827201161151752,0.00017774096884084185,0.0,0.0,1.0599300229102686e-30,4.534568877668458e-30,23.4717123057875,0.024878436204353347,0.00013226499307306033,0.0,0.0,3.824481182288274e-31,2.488772475536303e-30,23.482789436287497,0.02485554273842834,0.00014776163302504563,0.0,0.0,6.6364592673842994e-31,5.1602437312883894e-30
42,22.471535874837503,0.024825676710177214,0.0001792834268891441,0.0,0.0,1.5493679955502084e-29,6.507704614160823e-29,22.4712295907,0.024877271816749126,0.000132949083785359,0.0,0.0,5.580062985699889e-30,3.584357605031036e-29,22.4823636216,0.0248513863175828,0.00014927705339585934,0.0,0.0,9.609961971083968e-30,7.315579793415505e-29
43,21.501885273150002,0.024824096895940603,0.0001808911027432815,0.0,0.0,2.2659470037937956e-28,9.381078242559065e-28,21.501585968437503,0.024876016548955812,0.00013371352149868347,0.0,0.0,8.146136983087863e-29,5.181160612165833e-28,21.5127530392875,0.024847009336026387,0.0001508486946040341,0.0,0.0,1.3927902410132563e-28,1.0423568980535267e-27
44,20.56249511990625,0.024822452349271624,0.00018258064291385638,0.0,0.0,3.315211890019077e-27,1.357354973175715e-26,20.56220365921875,0.024874636131627485,0.0001345888405823445,0.0,0.0,1.189757169464505e-27,7.51217153819947e-27,20.5733787994,0.024842438757559284,0.0001524963718844988,0.0,0.0,2.0201343062499638e-27,1.4916714178081065e-26
45,19.65279141299375,0.02482072379789315,0.00018438520689857853,0.0,0.0,4.85151711809669e-26,1.969901128354588e-25,19.6525085863125,0.024873095817230642,0.0001355869021687269,0.0,0.0,1.738190392451306e-26,1.0918767767408855e-25,19.6636667133,0.02483768933187239,0.00015424628169912561,0.0,0.0,2.931881769751916e-26,2.1424902855651586e-25
46,18.7722039288,0.024818871205588802,0.00018636290387709448,0.0,0.0,7.100258016342366e-25,2.865604404277375e-24,18.7719304770625,0.024871352981412784,0.00013671828714065517,0.0,0.0,2.539772648492437e-25,1.590054613201018e-24,18.783047335381248,0.02483273270042613,0.0001561394197330971,0.0,0.0,4.2570855593731335e-25,3.086496051789042e-24
47,17.92016626653125,0.024816829043217005,0.0001885940142871652,0.0,0.0,1.0389897442273748e-23,4.175760021042009e-23,17.9199029035875,0.024869353991663082,0.00013799935317530503,0.0,0.0,3.710735556472542e-24,2.3187147381289056e-23,17.93095614406875,0.02482747369115241,0.00015823365812552665,0.0,0.0,6.182842144274237e-24,4.456878202860137e-23
48,17.09611592146875,0.024814518096828834,0.0001912230156019458,0.0,0.0,1.519766642935698e-22,6.091665093841604e-22,17.09586333718125,0.02486701984848827,0.00013947553771300494,0.0,0.0,5.419767831710578e-23,3.384126422362701e-22,17.10683393203125,0.024821733104940503,0.0001606196715753624,0.0,0.0,8.979705960519033e-23,6.446668755678444e-22
49,16.29949423194375,0.024811825607661157,0.00019450158269813944,0.0,0.0,2.2214127334793328e-21,8.890948058635566e-21,16.299253271368748,0.024864231302095578,0.0001412432683937883,0.0,0.0,7.910685376884377e-22,4.940440690173203e-21,16.310126882343752,0.024815216071158646,0.0001634320245506446,0.0,0.0,1.3037463199728462e-21,9.334645396597208e-21
50,15.529746543575,0.024808578998586163,0.0001987769428302925,0.0,0.0,3.243323287635079e-20,1.297445357569263e-19,15.52951816419375,0.02486080567004159,0.0001434790162242479,0.0,0.0,1.1534029437630693e-20,7.210096462493751e-20,15.54028648603125,0.024807472995743155,0.00016689883002642358,0.0,0.0,1.8914863687879083e-20,1.3521496017340837e-19
51,14.786322182531249,0.024804518389105797,0.00020454981060595424,0.0,0.0,4.7274352136772275e-19,1.891628245625681e-18,14.786107523931252,0.024856449913894758,0.00014646966823332784,0.0,0.0,1.678982434200573e-19,1.0511516772512224e-18,14.796769093218751,0.024797821540525185,0.00017141963928475216,0.0,0.0,2.740662142786143e-19,1.9578480283487995e-18
52,14.06867449935,0.024799255459802227,0.00021260865534653977,0.0,0.0,6.874127410402703e-18,2.752951542952321e-17,14.068474925150001,0.02485069710026495,0.00015070622283574418,0.0,0.0,2.4383168321836357e-18,1.5295374949260588e-17,14.079034874625002,0.0247852102453541,0.00017767612337805588,0.0,0.0,3.9630343721980936e-18,2.831093713436937e-17
53,13.37626092488125,0.024792167492210866,0.00022421774998956904,0.0,0.0,9.962459044830092e-17,3.9950335755562196e-16,13.376078052768749,0.024842740808092057,0.00015710492413319277,0.0,0.0,3.529479600628614e-17,2.2190924875702348e-16,13.38654670848125,0.024768001570058987,0.00018678589952781998,0.0,0.0,5.713698041941771e-17,4.0839443612678393e-16
54,12.708543018050001,0.024782216919185595,0.00024151446551442396,0.0,0.0,1.4371242391412399e-15,5.772499328058162e-15,12.70837869953125,0.02483104663600214,0.00016751497060413375,0.0,0.0,5.085428996242927e-16,3.2054227418853975e-15,12.718769020075,0.024743648930313066,0.0002003988010209924,0.0,0.0,8.202393420739621e-16,5.86820029540471e-15
55,12.0649865845375,0.024767554323496296,0.0002681826181327881,0.0,0.0,2.0592145693863753e-14,8.286855010059793e-14,12.0648426248875,0.02481232735180296,0.00018600793623878298,0.0,0.0,7.278443470430074e-15,4.599912663692612e-14,12.0751663124125,0.024707942422088236,0.00022088998930232354,0.0,0.0,1.1700384928946704e-14,8.380906687885306e-14
56,11.445061812475,0.024744799746386707,0.00031057526220857733,4.389637504420706e-46,3.194026397621143e-44,2.924014725258663e-13,1.179187845075845e-12,11.4449401015125,0.024778835914768278,0.0002229593293544379,2.4341955623786398e-46,1.6437062831998626e-44,1.0323390139312731e-13,6.542328829696911e-13,11.455201017131248,0.02465263802134432,0.0002525087754704463,6.742137366329208e-46,5.793398231629597e-44,1.654599663969003e-13,1.186916735452298e-12
57,10.84824277090625,0.02470734987815842,0.000379964933840688,3.4872412304017566e-44,8.129513336908729e-43,4.097014544890026e-12,1.6555532710856628e-11,10.8481492380375,0.02471037157353945,0.00030432970705449464,1.5208572493010104e-44,4.015925478167885e-43,1.4448056201204853e-12,9.18094510222554e-12,10.85833066309375,0.02455878873619251,0.0003052285266911206,5.020911252211321e-44,1.3974678960207657e-42,2.3095667356447465e-12,1.659218253698663e-11
58,10.274006894846876,0.02464149174965918,0.0004988217429411169,1.828406119251751e-29,8.454348726376867e-28,5.6159982288879024e-11,2.273873892527126e-10,10.27396785591875,0.02454704476362094,0.0005059277519544064,1.0374091703076053e-29,5.796576584035981e-28,1.9780578909000035e-11,1.2602052529860582e-10,10.284010981815625,0.024377857545660808,0.0004065560397016681,2.788415438462563e-29,1.4472141237467078e-27,3.155034168707407e-11,2.2701469962336823e-10
59,9.721834161581251,0.024514327251953072,0.000717171827678158,2.0337079297790883e-27,5.263249728062533e-26,7.478036289242554e-10,3.035528849376881e-09,9.721933362203124,0.02409577412889339,0.0010757890709947,8.10220230304061e-28,1.87815893514086e-26,2.629904537865662e-10,1.680288365003691e-09,9.731724166290626,0.02397708949154243,0.0006357195590625824,2.6207183295774883e-27,4.660038598500694e-26,4.1885946967088123e-10,3.0198483320793533e-09
60,9.19121918725,0.024237084552785382,0.0011619238921913464,4.090255701910805e-14,2.0331640958731448e-12,9.443104649592074e-09,3.833948250995512e-08,9.19163550598125,0.022885243204561992,0.0025157699979335324,1.7638123424547305e-14,9.454835158563463e-13,3.3145107491201443e-09,2.1216938283590053e-08,9.201054979490625,0.0229484600818716,0.0012718998729282134,6.316660416505332e-14,3.0920686203462376e-12,5.271601891197616e-09,3.802470131342184e-08
61,8.681709074365624,0.02355217387312092,0.002100031127668681,1.9371360067901479e-10,3.954998927045176e-09,1.042405707530966e-07,4.2293932500948607e-07,8.682690592203125,0.02049390902266139,0.004623843048845843,8.863893720831296e-11,2.1466725859201832e-09,3.6470705552409025e-08,2.3365711615174297e-07,8.691740064743751,0.020412265855395236,0.002608462852684063,2.0341515149730655e-10,4.944963493959576e-09,5.79942825833949e-08,4.180493971093064e-07
62,8.19302073476875,0.021411362860837252,0.0033046394518218697,1.4280184437185272e-05,8.072231538873746e-05,8.764765898747631e-07,3.451066398092607e-06,8.19469059503125,0.01697576662616746,0.0056956422189559435,7.27556516657508e-06,5.6918261708466685e-05,3.0584165918406156e-07,1.935668418939186e-06,8.203532576425,0.016193423706691246,0.0036101538616568167,6.930481180421369e-06,6.111049942344558e-05,4.82389299875148e-07,3.4088423706196864e-06
63,7.725021874315624,0.016406360794143985,0.003186029963651788,0.0003030102384949743,0.0007805137607975849,1.2157705331459461e-06,4.102346819061966e-06,7.7271344351875,0.012629151639044867,0.004592651512530895,0.0001098882712986476,0.0004973974692532361,4.11706483349966e-07,2.3566348103656814e-06,7.735906679771875,0.011906508696712554,0.002961867211989272,0.000114313468632252,0.0006115083013198836,6.615664408029076e-07,4.132230540481357e-06
64,7.277107557959375,0.011253931920871837,0.0024008608189738548,0.00014380302994438773,0.0005548844319020903,8.298977508603557e-07,3.5535614798695215e-06,7.279310514190626,0.00892352368174761,0.002857184412416264,5.2422183583760675e-05,0.00034097806213896615,2.754871878278245e-07,2.0358768079168108e-06,7.28799389190625,0.009035268151846248,0.0018409892286242538,0.00010529516372849084,0.0006582964573765631,5.450109197341386e-07,3.6858265476491387e-06
65,6.848314649303124,0.00792203086335794,0.0017417004306830713,9.04478752663704e-05,0.000403939093812255,7.005581058276484e-07,3.234543432702867e-06,6.8504630220875,0.00670264357588545,0.0017201396993252278,3.183871197075784e-05,0.00025050587371605164,2.334242837098861e-07,1.891702168266655e-06,6.8589402536875,0.007287710850068834,0.0011073356111111628,7.258801956364197e-05,0.000504381884362186,4.5440763305589903e-07,3.210334645699781e-06
66,6.438047367425,0.00569678156186128,0.0013526294509339743,9.189144455933535e-05,0.0004024155663859548,6.586543895762659e-07,3.062151532370719e-06,6.4400665437999995,0.0052909746255987555,0.0010977328367638803,2.9164597715845288e-05,0.00023600565608866047,2.2474147603137817e-07,1.80938097033083e-06,6.448227444721875,0.0058034888533211775,0.0009344023716218179,5.3542799023417746e-05,0.00039972037050796155,4.522002711264468e-07,2.9671341765610685e-06
67,6.04604580196875,0.003923029647148796,0.0010207709247280795,0.00010077333345152267,0.0004299286449275715,5.918560597542727e-07,2.8511985966922693e-06,6.04782827069375,0.003981312343886821,0.0006826123700096605,3.2589463687735075e-05,0.0002504218666854617,2.0758579608943063e-07,1.6696033453808133e-06,6.055648743221875,0.0042312331111327515,0.0007733459904524909,6.433758783120078e-05,0.0003796690567972712,4.763801010431488e-07,2.8178150267418217e-06
68,5.67200353108125,0.002647231603995606,0.0007145320068374035,7.93611624908766e-05,0.00037327375055038365,4.877968382456545e-07,2.5642757316932756e-06,5.673545684806251,0.002741895586932078,0.00044898892436772667,2.7985097152477497e-05,0.00023241356604385727,1.7398500962733927e-07,1.4572886640092229e-06,5.681002348093751,0.0028061853618943132,0.0005640443484564955,5.199973082073479e-05,0.00034232391690956955,4.4303495993045035e-07,2.605073121497826e-06
69,5.315333664840625,0.0017698267802185729,0.0004779550498230875,5.4159204630690804e-05,0.00029253825544769285,4.049053376165749e-07,2.28429530409045e-06,5.316774360753126,0.0018157288404976135,0.0002946036002233812,2.1331455081108467e-05,0.00019780613172851988,1.443581628829417e-07,1.24541840142423e-06,5.323804156706251,0.0018120435854923561,0.00042279312254441063,4.4098807150045054e-05,0.0002998083107970304,4.1009301938262366e-07,2.3590854669533856e-06
70,4.975304351623437,0.0011782856563398673,0.0003185492753401109,3.900279978678514e-05,0.00023388937771713744,3.558033210168067e-07,2.0491291843721443e-06,4.976783503178125,0.0012144299415600835,0.0001952486395559806,1.62028653941255e-05,0.00016170253716623332,1.2396827209323704e-07,1.0628195740624414e-06,4.98335375144375,0.0012107685632513313,0.0003025328482194589,3.89957718270152e-05,0.0002649635597698828,3.82255906990839e-07,2.1237528999571047e-06
71,4.6512546837890625,0.0007846414362771611,0.00020752803421286129,3.18631749614783e-05,0.0001992249185223185,3.274700811372132e-07,1.8535010683624348e-06,4.652857015593749,0.000819532099655189,0.00013455352033112677,1.2882569852737102e-05,0.00013016471461418884,1.1018442923450798e-07,9.158642584452623e-07,4.658972562715625,0.0008217868246874423,0.000206160188182912,3.581873033557868e-05,0.00023587673496328429,3.5770137687155603e-07,1.9102067765005854e-06
72,4.342638660451563,0.000522862266166012,0.00013119206055422187,2.829218257848216e-05,0.00017613851453462321,3.07259333184934e-07,1.6861147078532228e-06,4.34440820383125,0.0005510447116554133,9.180040656003135e-05,1.0940658306700646e-05,0.00010552406706646683,9.978926378514447e-08,8.007965340512621e-07,4.350100964121875,0.0005518277846223282,0.00013747429190880315,3.319381906604332e-05,0.00020883604068623623,3.3269231633224204e-07,1.7180292440812344e-06
73,4.048974019882812,0.0003465322997405383,8.086159546284868e-05,2.5957601445107804e-05,0.00015723509832550053,2.885844751769066e-07,1.5395301725998753e-06,4.050931227270312,0.0003655188050089782,6.026851798160003e-05,9.770873330513683e-06,8.8542683805651e-05,9.064413672962557e-08,7.097526146896537e-07,4.056254741182813,0.00036291432995894866,8.932534846655394e-05,3.0173025111815422e-05,0.00018296062143381852,3.0673767142148113e-07,1.5479167694028787e-06
74,3.7698050786609376,0.00022604054943454685,4.827207788771114e-05,2.3823407459468894e-05,0.00014067204779697967,2.6954647807365434e-07,1.411021238286791e-06,3.7719508047500003,0.00023817989488823514,3.722597572967061e-05,8.816384430250427e-06,7.590005865818848e-05,8.179635446637066e-08,6.347621758293547e-07,3.776971521278125,0.0002336870974602789,5.568716510435279e-05,2.6635477265807158e-05,0.00015911967774507143,2.8133813255130797e-07,1.4004545994892449e-06
75,3.5046932347046873,0.00014441087622280976,2.7485356358313662e-05,2.1476248110656256e-05,0.00012590533220961628,2.5048388966350254e-07,1.299301725539703e-06,3.507013979434375,0.00015314601848902384,2.1316577083619667e-05,7.89267311480817e-06,6.62457479073836e-05,7.325360739564802e-08,5.711435055630978e-07,3.5117970909375,0.0001482663034109464,3.2535529637765746e-05,2.3003062903040015e-05,0.0001374362165347384,2.5811891581911566e-07,1.274798702846934e-06
76,3.253212143096875,9.033474754411146e-05,1.466988249860411e-05,1.8864538301722896e-05,0.00011235794159267622,2.3253132653281054e-07,1.202985809720678e-06,3.2556872378796875,9.682895564912541e-05,1.1177525626889844e-05,6.988196508349386e-06,5.838967214642022e-05,6.524724172717189e-08,5.158889108366066e-07,3.2602842362078124,9.328732279818723e-05,1.7314356000880953e-05,1.974853680210975e-05,0.00011860379179167288,2.3794547592549512e-07,1.1699370265770876e-06
