level,-kappa-0.01_pressure_bar,-kappa-0.01_H2S_mean,-kappa-0.01_H2S_std,-kappa-0.01_NH4SH_s__mean,-kappa-0.01_NH4SH_s__std,-kappa-0.01_NH4SH_s_p__mean,-kappa-0.01_NH4SH_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_H2S_mean,-kappa-0.1_H2S_std,-kappa-0.1_NH4SH_s__mean,-kappa-0.1_NH4SH_s__std,-kappa-0.1_NH4SH_s_p__mean,-kappa-0.1_NH4SH_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_H2S_mean,-kappa-1.0_H2S_std,-kappa-1.0_NH4SH_s__mean,-kappa-1.0_NH4SH_s__std,-kappa-1.0_NH4SH_s_p__mean,-kappa-1.0_NH4SH_s_p__std
68,5.67200353108125,0.0005711599531801766,7.654142448201286e-05,0.0,0.0,2.2633588072546846e-07,4.465882241946699e-07,5.673545684806251,0.0006027265348371293,6.044188201751764e-05,0.0,0.0,1.0104962180788834e-07,2.6518601086760043e-07,5.681002348093751,0.000533059525481367,0.00013918693867366738,0.0,0.0,1.5405733901197975e-07,3.4898082513915673e-07
69,5.315333664840625,0.0006531779178985743,8.3017240967969e-05,0.0,0.0,2.374347991111012e-07,4.691528990952812e-07,5.316774360753126,0.0007037593112094328,3.978564567618437e-05,0.0,0.0,1.0604645126190852e-07,2.785966116505032e-07,5.323804156706251,0.0006730812348502513,0.00014026456018562702,0.0,0.0,1.6166013895418442e-07,3.666041576906105e-07
70,4.975304351623437,0.0007312390146093094,7.809843313195723e-05,0.0,0.0,2.4915536409041516e-07,4.930837945421132e-07,4.976783503178125,0.0007736071806804102,5.6226155701238835e-05,0.0,0.0,1.113081292597621e-07,2.9279458501370634e-07,4.98335375144375,0.0008180268145170703,0.00010672595866199516,0.0,0.0,1.6967759628177222e-07,3.852402641535942e-07
71,4.6512546837890625,0.0008026226505140949,6.82296602323813e-05,0.0,0.0,2.616107154098062e-07,5.185833489702771e-07,4.652857015593749,0.0008160335315877456,6.775519474896013e-05,0.0,0.0,1.1688319327404756e-07,3.0789477295547496e-07,4.658972562715625,0.0009253628849457892,8.003527258769358e-05,0.0,0.0,1.7817757124959568e-07,4.05027871027534e-07
72,4.342638660451563,0.0008541777366654423,6.337084692519564e-05,7.707141553786494e-50,1.213535594681255e-47,2.749149901658886e-07,5.458659988437741e-07,4.34440820383125,0.0008445146378240315,7.047769276169192e-05,0.0,0.0,1.2282976492677227e-07,3.240276964640321e-07,4.350100964121875,0.0009743761931511108,0.00010870988676586905,0.0,0.0,1.8725293735569113e-07,4.261637892402675e-07
73,4.048974019882812,0.0008710259232990211,7.324837792199018e-05,5.065693948534214e-48,8.29305825024738e-46,2.891628902476107e-07,5.751251509405491e-07,4.050931227270312,0.0008673880787998496,7.069976843387643e-05,7.567011707354012e-49,5.794175811624853e-47,1.2919203591969877e-07,3.413096733953032e-07,4.056254741182813,0.0009684784261598543,0.00016002414528477012,1.4713633875410578e-48,8.625555508587928e-47,1.9697359036149915e-07,4.488040642447217e-07
74,3.7698050786609376,0.0008447784238273016,9.450667343185274e-05,2.7414550380079523e-33,3.3313265600193353e-31,3.0445054183094505e-07,6.06563043032965e-07,3.7719508047500003,0.000876936487720377,7.202135349484312e-05,7.595022972825043e-35,1.3727978806840105e-32,1.3601199191292982e-07,3.5985288053299956e-07,3.776971521278125,0.0009157676133449422,0.00019623335608982113,2.9620309570222057e-34,4.858183646914268e-32,2.0740120729968523e-07,4.73093748291208e-07
75,3.5046932347046873,0.0007710647895791771,0.00011190427612261196,9.855199622818789e-30,1.4574415322832501e-27,3.208883447274423e-07,6.404177080329839e-07,3.507013979434375,0.0008455358608694223,7.878639120325717e-05,2.921206924149134e-30,3.7045155163312264e-28,1.4333917101187783e-07,3.7979124111999e-07,3.5117970909375,0.0008215571822542552,0.0002033150015524335,4.617980256653493e-30,7.607997838863948e-28,2.1860615165208597e-07,4.992099964549897e-07
76,3.253212143096875,0.0006608427978658074,0.00011902608397090458,1.0426959940729897e-17,1.6054839606352126e-15,3.38595460897952e-07,6.769365105628652e-07,3.2556872378796875,0.0007532087898001191,9.209558621234729e-05,2.0892244489840073e-19,6.71061314676921e-17,1.5122768577763885e-07,4.0126237571954535e-07,3.2602842362078124,0.0006952525836369023,0.0001802912722403895,4.0797793941047585e-19,8.173409562817512e-17,2.3066576194021874e-07,5.273296596421837e-07
77,3.0149405182734377,0.0005339211947209696,0.000117598163352963,1.5122078123403982e-13,1.6364842616246105e-11,3.577167706388476e-07,7.164542486451851e-07,3.0175486714406246,0.0006142559306656039,0.00010134171402667721,6.838149253948149e-15,9.557224309850246e-13,1.5974580824860036e-07,4.2448068281825266e-07,3.0219894128328124,0.000556914631979962,0.00014435394259001725,1.2057450592382506e-14,2.3883428993477135e-12,2.4367257572909836e-07,5.577107121126383e-07
78,2.7894563918796873,0.0004083662730698779,0.00010907445461865776,6.729743204240432e-07,9.735750298301071e-06,3.784037464656359e-07,7.592903074607456e-07,2.792180521125,0.0004603313774743947,0.0001005343775676778,1.633680314245133e-07,3.942116067703935e-06,1.689530120201904e-07,4.4957166101624563e-07,2.7964704063312498,0.0004266096256289893,0.00011739862121970123,1.013322884836693e-07,3.858777735061377e-06,2.577133702234274e-07,5.905194022767402e-07
79,2.576335711372656,0.0002916728775614865,8.662942402299899e-05,8.421954257224078e-06,5.313247178182337e-05,3.998122798373124e-07,7.986863408700097e-07,2.579165622803906,0.00031112605325157345,7.509487764177007e-05,6.292061040202962e-06,4.06490209161673e-05,1.7870590969809269e-07,4.7423063550584475e-07,2.5832904560218752,0.0003062280749681668,9.10061468497604e-05,5.559135406500328e-06,3.8024779982239116e-05,2.727661542853733e-07,6.252501717694759e-07
80,2.3751524061484375,0.00018236783502705294,5.4293671719937604e-05,2.175643307306556e-05,7.863975733516225e-05,4.1073674530950455e-07,7.856131579385375e-07,2.3780817711046875,0.0001733258428512272,3.8654334550503877e-05,1.6861809065187808e-05,5.7072907399132055e-05,1.7956543938552025e-07,4.54039917689578e-07,2.3820237820398438,0.00018416589848467994,5.179068301270257e-05,2.2680768225618105e-05,7.259056934879732e-05,2.8043547406311304e-07,6.233027685285688e-07
81,2.1854789315617187,8.815147505335516e-05,2.2272931810249897e-05,3.6462220131663295e-05,8.358006726432117e-05,4.014708609285849e-07,7.313649247711724e-07,2.1884958892703126,7.606790136122072e-05,1.5751624336628995e-05,2.2322112875412353e-05,5.398283580131502e-05,1.6382085398993576e-07,4.0706093924762274e-07,2.1922502203789063,8.339079393987959e-05,2.1070891874908416e-05,3.488576621006011e-05,7.752064242205963e-05,2.615680602278365e-07,5.688750167091906e-07
82,2.0068913186382815,3.3365503535274e-05,6.890334332324003e-06,3.896307139194209e-05,7.528110312422745e-05,3.685566238420651e-07,6.663402945458131e-07,2.0099764696734375,2.7971556170173244e-05,5.78828462167591e-06,2.0650771236463755e-05,4.5596816665881386e-05,1.3853366890157642e-07,3.594047987301398e-07,2.013550867938281,2.9954528660664438e-05,7.361023140110009e-06,3.2603974746656064e-05,6.76990225583463e-05,2.2224691818420035e-07,5.024497871341409e-07
83,1.8389779308585936,1.0450383784903466e-05,2.0955080541809253e-06,3.489329803988939e-05,6.503839716707792e-05,3.298994193023876e-07,6.100872015863387e-07,1.8421095003226562,8.858670144493318e-06,1.9600297203237636e-06,1.644801798121934e-05,3.759527630614568e-05,1.144320875294173e-07,3.201168775457384e-07,1.8455156043164063,9.109225314577998e-06,2.3668607209754812e-06,2.6116598065359845e-05,5.7146712988222334e-05,1.8429125088170703e-07,4.446438526204361e-07
84,1.6813413788523437,2.862564831695238e-06,6.007992619532911e-07,2.9708913768713318e-05,5.669100336320085e-05,2.9565517389740727e-07,5.649234882790474e-07,1.6844979552742188,2.4977315488058594e-06,5.651697211293446e-07,1.2375049390205151e-05,3.141399288902346e-05,9.561861996444423e-08,2.89562744980365e-07,1.6877470735148437,2.461595995154937e-06,6.575783932492842e-07,1.9915918409590564e-05,4.882299823630582e-05,1.5449544270479618e-07,3.9745471262047873e-07
85,1.5335941391726562,7.12505258857874e-07,1.5354690335223887e-07,2.524382371320654e-05,5.082476836400995e-05,2.6786934528371166e-07,5.283006947590754e-07,1.5367552999429688,6.432764454673646e-07,1.444057583356819e-07,9.405364470874978e-06,2.698995297187477e-05,8.220733530445698e-08,2.65919872610805e-07,1.5398578156679688,6.117451527436657e-07,1.6254830101009625e-07,1.550535860213035e-05,4.275442550790721e-05,1.328832680553412e-07,3.5896856602893303e-07
86,1.3953558577304688,1.645199828224264e-07,3.6764918009989045e-08,2.1957362401318536e-05,4.695542033870209e-05,2.457812504671053e-07,4.973478792832458e-07,1.3985020945,1.5361251064798686e-07,3.460565635630258e-08,7.433264238560852e-06,2.392038867348525e-05,7.277189469198481e-08,2.4731675310947974e-07,1.4014676557242187,1.4135994954427745e-07,3.757395943039899e-08,1.2671305592448525e-05,3.831032075765718e-05,1.17092484500972e-07,3.270724144087634e-07
87,1.2662515783203125,3.476443772677973e-08,8.15814600237348e-09,1.9789852179577894e-05,4.441666156071357e-05,2.278526808858701e-07,4.6980667381840635e-07,1.269364276764453,3.367522054598115e-08,7.77892239400658e-09,6.158419017474866e-06,2.1800018220253073e-05,6.596718240433045e-08,2.3228009685025158e-07,1.2722019105902342,3.0161200922016465e-08,8.123391455499422e-09,1.0849252733871499e-05,3.474697816273726e-05,1.0495825004164714e-07,3.0016539716601835e-07
88,1.1459109694007812,6.679730014548802e-09,1.6362623981054733e-09,1.843762303300036e-05,4.2751302537720825e-05,2.1254486801005306e-07,4.4412873808609076e-07,1.1489726534207032,6.7062417808155805e-09,1.6050365577024015e-09,5.336496937447166e-06,2.029012763358563e-05,6.084479231378723e-08,2.1975536362752266e-07,1.1516906348558593,5.924711583616959e-09,1.6116845029663747e-09,9.594808865991795e-06,3.168334126864263e-05,9.508228990861331e-08,2.771647742237261e-07
89,1.0339686764972658,1.1811169259959286e-09,3.1265155262383834e-10,1.7603909285280518e-05,4.149930896561563e-05,1.987046150530511e-07,4.19282052427902e-07,1.0369632691503907,1.2289895114644956e-09,3.194878868236244e-10,4.807194545014188e-06,1.915853175832095e-05,5.6788259567037497e-08,2.090633713087331e-07,1.0395688605523437,1.0778625393537134e-09,3.085356039155081e-10,8.700002809686668e-06,2.9218835000179145e-05,8.66895740227543e-08,2.572080134639191e-07
90,0.9300644389921875,1.8898091897234445e-10,5.453001594147797e-11,1.708207108491236e-05,4.0364806067928735e-05,1.8557592880152734e-07,3.9475897813093623e-07,0.9329774441726563,2.038698137767081e-10,5.796744075051033e-11,4.476725623441178e-06,1.8339307742570764e-05,5.3396486557023544e-08,1.9970706433744585e-07,0.9354765835902343,1.8066717648621695e-10,5.563101294148818e-11,8.056238815550652e-06,2.7401240613033408e-05,7.928869792435168e-08,2.3943785265921135e-07
91,0.8338428776558593,2.7310003849817175e-11,8.767229376954599e-12,1.6767962015635048e-05,3.933593356133399e-05,1.7268071941640282e-07,3.7014270917378986e-07,0.836661017507422,3.051591547021878e-11,9.67124635620403e-12,4.302140303232444e-06,1.7867160553437156e-05,5.039391416517812e-08,1.911659206281267e-07,0.8390588233683595,2.785703611291133e-11,9.546437089773948e-12,7.5561540153173455e-06,2.5993782603327873e-05,7.253150608813821e-08,2.2298630176587977e-07
92,0.7449541233558593,3.5237114808992205e-12,1.2585678216553418e-12,1.6655520753983225e-05,3.87189765911003e-05,1.596697177594226e-07,3.4517637007862587e-07,0.7476654383601563,4.064806310935683e-12,1.4268318849580669e-12,4.2654942525110505e-06,1.776826238329368e-05,4.755141403781411e-08,1.8279196050931173e-07,0.7499658049179688,3.920099211901094e-12,1.514778188698893e-12,7.1480611453764276e-06,2.4860066019719726e-05,6.621449511343641e-08,2.0735708391137649e-07
93,0.6630541286816406,4.1426506099191316e-13,1.4493033255539797e-13,1.690470886936348e-05,3.8947995314779805e-05,1.4618114866810376e-07,3.1918730202386457e-07,0.6656465805070313,4.788881125554662e-13,1.7415221657466134e-13,4.43025951778316e-06,1.8350177387605475e-05,4.4658964807352046e-08,1.7400576882139115e-07,0.6678538770843749,5.103890611153085e-13,2.0420544737429424e-13,7.01493091973197e-06,2.4598494010486978e-05,6.021513652220016e-08,1.9214091591623332e-07
94,0.5878065956892579,5.6018127496629157e-14,9.269537266304735e-15,1.7573821721883326e-05,3.995594955656419e-05,1.3149197741519903e-07,2.904348263464743e-07,0.5902694283529297,6.318188545765944e-14,1.0679846457186049e-14,4.878601221488877e-06,1.9833225041040834e-05,4.1367962136973603e-08,1.6354474785936713e-07,0.5923864237169922,7.399424863904733e-14,1.7164942431945862e-14,7.268686397469754e-06,2.5339387824124373e-05,5.406988708272906e-08,1.7580453209284524e-07
95,0.5188734116261718,9.394112941429786e-15,7.308829514517881e-16,1.8467320623287442e-05,4.1292506011287705e-05,1.1470907430198394e-07,2.571456332892324e-07,0.5211988904818359,1.0548861637478952e-14,4.765135515723394e-16,5.56959005420109e-06,2.2164143222979622e-05,3.7149954053070185e-08,1.4954900839551257e-07,0.5232228065978516,1.212250527313431e-14,1.0919686136305686e-15,7.763852609136723e-06,2.653911372507845e-05,4.7091784648499866e-08,1.564498889323471e-07
96,0.45591690526894535,1.4475911442669158e-15,1.21857489171877e-16,1.939622326756475e-05,4.284967252178374e-05,9.520002447425426e-08,2.1817164565569875e-07,0.45809890410722653,1.6303038907913403e-15,6.658186158867442e-17,6.316434023374548e-06,2.4845889110144728e-05,3.15026128247978e-08,1.3014114264899462e-07,0.4600258044570313,1.870489751521224e-15,1.254700540520777e-16,8.262734715519448e-06,2.7761200037705514e-05,3.8781107354646256e-08,1.324626228685473e-07
97,0.3986104717072265,1.922158043190395e-16,1.8552871759774204e-17,2.0246658314013432e-05,4.521165461502372e-05,7.253760440954233e-08,1.721278749757964e-07,0.40064390932265626,2.1715277111550511e-16,1.005842196257732e-17,6.861912797150161e-06,2.7219878794940384e-05,2.4166153993940424e-08,1.0409344469915434e-07,0.40247263591816407,2.5259734986848376e-16,1.8320035841915352e-17,8.609278021493048e-06,2.912636957184026e-05,2.8955961253663335e-08,1.0299688599030825e-07
98,0.34666262460449215,2.2878506481883817e-17,2.3298830912494426e-18,1.9457793349828788e-05,4.597565460099715e-05,4.64206878280074e-08,1.1686884766865071e-07,0.3485465032951172,2.6079540711646222e-17,1.1027821709095202e-18,6.579366502258679e-06,2.8070277994898674e-05,1.526897203894623e-08,7.118108139757488e-08,0.3502828363525391,3.134097233529837e-17,2.2768781572094745e-18,7.91643705341013e-06,2.8799940233785228e-05,1.7665542820885835e-08,6.755298083367713e-08
99,0.29994298614326176,3.604187014750685e-18,4.705748204216485e-19,1.2715457962410852e-05,3.669528539181359e-05,1.9118953756004747e-08,5.5291104861557003e-08,0.3016746823383789,4.075410067607514e-18,2.6486754466292806e-19,3.980637018317012e-06,2.251293893893515e-05,5.984264747812847e-09,3.387737422882678e-08,0.3033674467383789,5.6800407072119175e-18,5.868852701762671e-19,4.280659640814792e-06,1.9508186159326795e-05,6.433190696504806e-09,2.9331163086803144e-08
