level,-kappa-0.01_pressure_bar,-kappa-0.01_H2S_mean,-kappa-0.01_H2S_std,-kappa-0.01_NH4SH_s__mean,-kappa-0.01_NH4SH_s__std,-kappa-0.01_NH4SH_s_p__mean,-kappa-0.01_NH4SH_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_H2S_mean,-kappa-0.1_H2S_std,-kappa-0.1_NH4SH_s__mean,-kappa-0.1_NH4SH_s__std,-kappa-0.1_NH4SH_s_p__mean,-kappa-0.1_NH4SH_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_H2S_mean,-kappa-1.0_H2S_std,-kappa-1.0_NH4SH_s__mean,-kappa-1.0_NH4SH_s__std,-kappa-1.0_NH4SH_s_p__mean,-kappa-1.0_NH4SH_s_p__std
34,31.388201011350002,0.00023263038198805588,2.4382690090755662e-05,0.0,0.0,4.185723514256811e-13,1.0250862148222834e-12,31.387874509725,0.0002327610273060418,2.4268337167806064e-05,0.0,0.0,1.828634084151243e-13,5.515603812073792e-13,31.3980772796,0.00030453219019967946,4.812264501596659e-05,0.0,0.0,6.875066023314623e-13,1.6356439177724673e-12
35,30.1553664672875,0.0002334110519717069,2.5095067646614702e-05,0.0,0.0,1.356120638225488e-12,3.2180452020064716e-12,30.155038920575,0.0002332772498086706,2.4686056596623476e-05,0.0,0.0,5.939874767628022e-13,1.7431793890453193e-12,30.16540785275,0.0003072331834945362,5.006474756485517e-05,0.0,0.0,2.2021956937669255e-12,5.151724909000128e-12
36,28.9575145363625,0.00023426176937355194,2.5891210228660726e-05,0.0,0.0,4.141917474712952e-12,9.554311266506052e-12,28.9571870167375,0.00023382319212418223,2.513177104588106e-05,0.0,0.0,1.8186010713814224e-12,5.206006787886385e-12,28.967708532987498,0.00031030420856317505,5.2062636269212445e-05,0.0,0.0,6.639335104330042e-12,1.5315838617106683e-11
37,27.794042609925,0.00023518622661089468,2.677637911060597e-05,0.0,0.0,1.1910061569306771e-11,2.6788293314915028e-11,27.793716134125,0.00023440487498708535,2.5611702804523375e-05,0.0,0.0,5.241432279812728e-12,1.4673280780608017e-11,27.80437711155,0.0003138505069851817,5.409303192129817e-05,0.0,0.0,1.8813069894763703e-11,4.289576038000334e-11
38,26.6643515270125,0.00023618759022356244,2.7754515893905536e-05,0.0,0.0,3.2207918430539565e-11,7.083849120224827e-11,26.6640271022125,0.0002350297924332699,2.6135676628748066e-05,0.0,0.0,1.4205292423469292e-11,3.898801304403982e-11,26.674814813687497,0.0003180719126393524,5.6189343795939634e-05,0.0,0.0,5.0039805799514e-11,1.1299091178804651e-10
39,25.567845657525,0.0002372688306623604,2.8828452037908864e-05,0.0,0.0,8.184345173186784e-11,1.764875398650595e-10,25.5675242687,0.00023570984198966472,2.6726040823751153e-05,0.0,0.0,3.6172706830883294e-11,9.757198206332127e-11,25.5784252047875,0.0003231730959617562,5.839304923775101e-05,0.0,0.0,1.2480371042744564e-10,2.7951795081016706e-10
40,24.5039328880875,0.00023843316067155684,2.999991952929111e-05,0.0,0.0,1.9531794667800773e-10,4.139508674149152e-10,24.503615521362498,0.00023646176214213484,2.7416169709675806e-05,0.0,0.0,8.649862152545341e-11,2.298382957363078e-10,24.5146139710875,0.00032939584542931695,6.079440776181439e-05,0.0,0.0,2.916250606418463e-10,6.486623079832507e-10
41,23.472024610625,0.00023968385513391694,3.126926777353055e-05,0.0,0.0,4.376690921049922e-10,9.136629424161014e-10,23.4717123057875,0.00023730603811061884,2.8246195672954866e-05,0.0,0.0,1.9419707895590911e-10,5.094133760329109e-10,23.482789436287497,0.0003369935385702411,6.357486658466756e-05,0.0,0.0,6.380213805272265e-10,1.4109036849637229e-09
42,22.471535874837503,0.0002410237948982831,3.263690291883727e-05,0.0,0.0,9.210074436438769e-10,1.8975654586693656e-09,22.4712295907,0.00023826342154854502,2.9254356933170613e-05,0.0,0.0,4.093973395189597e-10,1.0623493930784504e-09,22.4823636216,0.00034611478287377396,6.697481883872191e-05,0.0,0.0,1.306451537649056e-09,2.8746814977076657e-09
43,21.501885273150002,0.00024245487358799436,3.410356472163079e-05,0.0,0.0,1.8211027322294755e-09,3.7095925150002874e-09,21.501585968437503,0.00023935116789121821,3.047049844831438e-05,0.0,0.0,8.108626213220521e-10,2.085322720657992e-09,21.5127530392875,0.0003566666277011973,7.117417255099153e-05,0.0,0.0,2.5036445019941786e-09,5.4851648309792395e-09
44,20.56249511990625,0.00024397542834369234,3.566692327750349e-05,0.0,0.0,3.386752969592521e-09,6.83134953583014e-09,20.56220365921875,0.00024058003298974655,3.191229167299795e-05,0.0,0.0,1.5102889712021347e-09,3.85588263402305e-09,20.5733787994,0.0003683016543453414,7.618391095601427e-05,0.0,0.0,4.492058539874222e-09,9.804066380599514e-09
45,19.65279141299375,0.00024557713351779965,3.731708477464297e-05,0.0,0.0,5.932335466158069e-09,1.1865016401929611e-08,19.6525085863125,0.000241948052026637,3.357352634516092e-05,0.0,0.0,2.649005337678096e-09,6.7242483149159e-09,19.6636667133,0.0003804916325045633,8.18343788252797e-05,0.0,0.0,7.553596076002215e-09,1.643016702728115e-08
46,18.7722039288,0.00024724257454792676,3.9034790502798236e-05,0.0,0.0,9.80558282271794e-09,1.9469240891045442e-08,18.7719304770625,0.00024343667445573373,3.542269360531634e-05,0.0,0.0,4.383398424474872e-09,1.1077837053055167e-08,18.783047335381248,0.0003925833502643218,8.780890399824074e-05,0.0,0.0,1.1925432767956922e-08,2.5862639651485927e-08
47,17.92016626653125,0.00024894449154184257,4.079104243102226e-05,0.0,0.0,1.5329760026844977e-08,3.024779024173696e-08,17.9199029035875,0.00024501244078433955,3.741351187199453e-05,0.0,0.0,6.858641914968091e-09,1.7277519263278622e-08,17.93095614406875,0.0004038427959285036,9.367598694244708e-05,0.0,0.0,1.7723850329050647e-08,3.834386219171806e-08
48,17.09611592146875,0.000250647727176256,4.2549922447393605e-05,0.0,0.0,2.2730556136497147e-08,4.461210505284742e-08,17.09586333718125,0.00024662822065751243,3.948401686930228e-05,0.0,0.0,1.0175477745019666e-08,2.5577421477267318e-08,17.10683393203125,0.0004135026763112546,9.89044572159856e-05,0.0,0.0,2.4885471315989207e-08,5.374512309583157e-08
49,16.29949423194375,0.00025231113504189126,4.4269130546340494e-05,0.0,0.0,3.206796886623733e-08,6.265671316973896e-08,16.299253271368748,0.0002482236045814352,4.15507773367724e-05,0.0,0.0,1.435940326983384e-08,3.605073498338792e-08,16.310126882343752,0.00042079370521540114,0.0001028781785455948,0.0,0.0,3.3154685047041394e-08,7.155251180509704e-08
50,15.529746543575,0.00025389090248507273,4.590286952580579e-05,0.0,0.0,4.319620955474845e-08,8.409001128867985e-08,15.52951816419375,0.0002497304756091762,4.351848348174589e-05,0.0,0.0,1.9342875470956873e-08,4.854672271850992e-08,15.54028648603125,0.000425015439065246,0.00010497254459320106,0.0,0.0,4.212806242129264e-08,9.096592224843281e-08
51,14.786322182531249,0.0002553453559358604,4.7406590365095134e-05,0.0,0.0,5.576743552245877e-08,1.0824796374942717e-07,14.786107523931252,0.0002510812590333808,4.5292685268733786e-05,0.0,0.0,2.496767275123761e-08,6.269559431532156e-08,14.796769093218751,0.00042566364555372274,0.00010466755944047431,0.0,0.0,5.133958515182769e-08,1.1106771012509315e-07
52,14.06867449935,0.00025663826681149657,4.873931713091375e-05,0.0,0.0,6.928026275681059e-08,1.3418965150836235e-07,14.068474925150001,0.0002522188386560447,4.679508835057947e-05,0.0,0.0,3.10075230728094e-08,7.796122693845065e-08,14.079034874625002,0.0004223564200392866,0.00010159788767609053,0.0,0.0,6.035227037328818e-08,1.3098964166928626e-07
53,13.37626092488125,0.00025773940054168635,4.9861868896581946e-05,0.0,0.0,8.315891676966813e-08,1.6084604910827278e-07,13.376078052768749,0.0002531035308587161,4.797659178835198e-05,0.0,0.0,3.7204394510445056e-08,9.372686387571614e-08,13.38654670848125,0.000414843173261761,9.56193290560847e-05,0.0,0.0,6.882751405652588e-08,1.5003465233505814e-07
54,12.708543018050001,0.0002586246644638595,5.0737479878892576e-05,0.0,0.0,9.6840468500434e-08,1.8717918893792864e-07,12.70837869953125,0.0002537208994737739,4.882689325350077e-05,0.0,0.0,4.3307841698893276e-08,1.0938839974678766e-07,12.718769020075,0.0004035337370308844,8.716602184011679e-05,0.0,0.0,7.655752165926435e-08,1.6773099878091657e-07
55,12.0649865845375,0.00025926899689584387,5.1319353318611585e-05,0.0,0.0,1.0984878987854263e-07,2.123151512732924e-07,12.0648426248875,0.00025408666318464386,4.937398101366419e-05,0.0,0.0,4.910757789948452e-08,1.2443155490983156e-07,12.0751663124125,0.0003900592996069463,7.769245816556336e-05,0.0,0.0,8.345216207983949e-08,1.838132352652653e-07
56,11.445061812475,0.0002596400238723436,5.153200968136458e-05,0.0,0.0,1.21840752433801e-07,2.3562532513029742e-07,11.4449401015125,0.0002542350980819174,4.9651434374760386e-05,0.0,0.0,5.445302858923629e-08,1.3847849321692643e-07,11.455201017131248,0.00037717647361663697,6.954170330574644e-05,0.0,0.0,8.949529979405761e-08,1.9816323485801002e-07
57,10.84824277090625,0.0002596868382656976,5.125753459916179e-05,0.0,0.0,1.326214854285072e-07,2.567514004672743e-07,10.8481492380375,0.0002541883117021644,4.959066923835715e-05,0.0,0.0,5.925986592432795e-08,1.5130710652567477e-07,10.85833066309375,0.00036749136009821086,6.43009677650544e-05,0.0,0.0,9.478851334231179e-08,2.1085651119196985e-07
58,10.274006894846876,0.00025935422762180676,5.0357260963990115e-05,0.0,0.0,1.421350122439744e-07,2.755899275355128e-07,10.27396785591875,0.00025395634968524973,4.883243246400444e-05,0.0,0.0,6.350710463530861e-08,1.628457127047225e-07,10.284010981815625,0.00036083298374760487,6.083854020120091e-05,0.0,0.0,9.950242978103356e-08,2.2211881262675413e-07
59,9.721834161581251,0.00025853543869838177,4.855621513188855e-05,0.0,0.0,1.5052212789543412e-07,2.923614248729775e-07,9.721933362203124,0.00025327019285425193,4.617156816947072e-05,0.0,0.0,6.727029174344298e-08,1.7322798748606046e-07,9.731724166290626,0.00035445297244004906,5.655436213091581e-05,0.0,0.0,1.0387553501354173e-07,2.3242716384025203e-07
60,9.19121918725,0.0002568478006940859,4.502895050642097e-05,0.0,0.0,1.5814659860323142e-07,3.076865846574525e-07,9.19163550598125,0.0002515311231706437,4.016854108887599e-05,0.0,0.0,7.072211967094951e-08,1.8274140436056566e-07,9.201054979490625,0.00034443707193859154,4.805207963081404e-05,0.0,0.0,1.0824519511332212e-07,2.42564166315564e-07
61,8.681709074365624,0.0002546115742973052,3.9174073862538733e-05,0.0,0.0,1.6527406741666888e-07,3.220069537376601e-07,8.682690592203125,0.0002521057831221697,3.517675205118633e-05,0.0,0.0,7.395623225322297e-08,1.9155992375071092e-07,8.691740064743751,0.0003298378316419257,3.422226743591005e-05,0.0,0.0,1.1286869468917326e-07,2.531875181389594e-07
62,8.19302073476875,0.00025669290197336523,3.087677267266274e-05,0.0,0.0,1.7250166748128777e-07,3.366942784933094e-07,8.19469059503125,0.00026179635357213556,3.483350171166301e-05,0.0,0.0,7.719517917946164e-08,2.0029019439037805e-07,8.203532576425,0.00031845843985298415,2.0401204996477923e-05,0.0,0.0,1.178339798698624e-07,2.64645713989498e-07
63,7.725021874315624,0.00027633638299223094,2.0434076133093493e-05,0.0,0.0,1.8035888115906696e-07,3.5274823988541275e-07,7.7271344351875,0.00028345102442181087,2.9198022780672284e-05,0.0,0.0,8.062295122156386e-08,2.0964241416605804e-07,7.735906679771875,0.00031713563943274494,1.2500810830788957e-05,0.0,0.0,1.2306838443723363e-07,2.7679596175490425e-07
64,7.277107557959375,0.0003175682755030721,2.5647316718479053e-05,0.0,0.0,1.8849651460482084e-07,3.694751095286653e-07,7.279310514190626,0.00031829023722806596,1.914367362077265e-05,0.0,0.0,8.420068153417582e-08,2.1942550209517632e-07,7.28799389190625,0.0003236169409632566,1.1582263634105552e-05,0.0,0.0,1.284939865772282e-07,2.894488041070902e-07
65,6.848314649303124,0.00036594058929484164,3.7159349925855606e-05,0.0,0.0,1.9697138326564249e-07,3.868712633721692e-07,6.8504630220875,0.00036441418293557947,3.152274405694457e-05,0.0,0.0,8.796281909409634e-08,2.2972298317914222e-07,6.8589402536875,0.00033758571132319045,2.296380521761696e-05,0.0,0.0,1.3417030327367802e-07,3.0269212803327755e-07
66,6.438047367425,0.0004206675681944034,4.7070758878813646e-05,0.0,0.0,2.0603411189604729e-07,4.053936199999825e-07,6.4400665437999995,0.0004236996158657712,5.218695623684733e-05,0.0,0.0,9.198439446223774e-08,2.407310724886577e-07,6.448227444721875,0.0003685081140448165,5.3899223190067055e-05,0.0,0.0,1.4025630991686848e-07,3.169068311410727e-07
67,6.04604580196875,0.0004899080952051736,6.152046335682126e-05,0.0,0.0,2.1583535809723578e-07,4.253034575479783e-07,6.04782827069375,0.0005022039988766483,6.713994286312954e-05,0.0,0.0,9.633359228254083e-08,2.5253624753907247e-07,6.055648743221875,0.00043063980463906775,0.00010060196258665507,0.0,0.0,1.4688989386368826e-07,3.3236693460244493e-07
