level,-nu-0.01_pressure_bar,-nu-0.01_theta_mean,-nu-0.01_theta_std,-nu-0.1_pressure_bar,-nu-0.1_theta_mean,-nu-0.1_theta_std,-nu-1.0_pressure_bar,-nu-1.0_theta_mean,-nu-1.0_theta_std,-nu-10.0_pressure_bar,-nu-10.0_theta_mean,-nu-10.0_theta_std,-nu-50.0_pressure_bar,-nu-50.0_theta_mean,-nu-50.0_theta_std,-nu-100.0_pressure_bar,-nu-100.0_theta_mean,-nu-100.0_theta_std
86,1.392630221015625,159.38897855377198,0.08158275735919558,1.399751158828125,159.6328836669922,0.15479799288859677,1.4027405483593751,159.74801986694337,0.14768014488776932,2.004688429609375,169.05168759918212,0.04672013292215873,4.8487783946875,240.00576099395752,0.1291180924232121,7.40728375,290.318458404541,0.08296389032564731
87,1.263735805,159.390143699646,0.08306602447330566,1.2706317131640625,159.63920600128174,0.161156021592071,1.2735038230859375,159.75386486816407,0.15018806511889576,1.846031877734375,169.04562857818604,0.047032073239845866,4.63625421953125,241.26744281005858,0.1304160422628364,7.1687274375,292.3638645629883,0.08342746174852723
88,1.1435978341796875,159.39104594421386,0.08707644523539873,1.1502602875390626,159.64689597320557,0.1686937326385431,1.1530135413671876,159.75951010894775,0.15266470317360134,1.6965493125,169.03995999908446,0.04768614522756046,4.431592575,242.51641352844237,0.1318023287413707,6.937332156249999,294.42886808776854,0.08384203708478036
89,1.03184908234375,159.39292414093018,0.09199720449981946,1.0382711533984375,159.65496926879882,0.1760678319668201,1.0409040942578125,159.76666790008545,0.1557345508786634,1.555915362109375,169.03430173492433,0.04819954759329666,4.234594796875,243.7526170654297,0.13302693515472463,6.7128951875,296.512947845459,0.08420773918529524
90,0.92812743078125,159.39153100585938,0.09944852192832308,0.9343027974609375,159.6633586730957,0.18438276671696738,0.9368161632812501,159.7773792037964,0.1635800803706032,1.423808634375,169.03007682037352,0.05017999352992775,4.04502526734375,245.00264813232423,0.13407696303481875,6.49521996875,298.61568852233887,0.08452141495374955
91,0.83207758703125,159.39726487731934,0.10577477122770623,0.8379987349609375,159.6685566177368,0.1882841012545772,0.8403951160546875,159.79100804901123,0.17438158763312167,1.2999120640234376,169.02553408050537,0.05269630737497042,3.86260829125,246.28150576782227,0.13516825385648662,6.28411571875,300.73672970581055,0.08478130537636042
92,0.743347960625,159.38815045928956,0.10857406654487889,0.74900961578125,159.67426235961915,0.191529659925579,0.7512916607421876,159.80508535003662,0.18627774644415052,1.1839120354296875,169.02293951416016,0.05671640493588296,3.6870811878125003,247.57479205322267,0.13636464807878557,6.079396875,302.8758421783447,0.08498529064177242
93,0.6616044206640624,159.3580295944214,0.11231536634482035,0.666993257421875,159.6779214782715,0.20252417369901798,0.6691612239843749,159.81485469818116,0.201449389252497,1.0754989153125,169.01651091003419,0.06173991013071682,3.51821217875,248.87427202606202,0.13760017615692507,5.880883000000001,305.03270945739746,0.08513361619307028
94,0.5865163178515624,159.33093856048583,0.12271166705755793,0.5916134825390625,159.68918968200683,0.22024094827634294,0.5936644286523438,159.82508920288086,0.21807782330378406,0.974366859296875,169.01407814788817,0.07267000388357865,3.355784609375,250.17639410400392,0.13886602149169378,5.6883983125,307.2067809906006,0.08522499418067843
95,0.5177336373828125,159.28956607055665,0.1311321597055322,0.5225322311523437,159.67325989532472,0.24560964725986856,0.5244596834374999,159.7925308380127,0.23142823865712786,0.880207341796875,168.98163856506346,0.08276144687758404,3.19958990625,251.47849784088135,0.14016525913001768,5.5017743125,309.39532850646975,0.08526059952468366
96,0.45491438769531245,159.2691230316162,0.13853100935287396,0.4594185511132813,159.6784942703247,0.281270036618501,0.4612165942578125,159.78374665832519,0.25352534279055594,0.7927220732421875,168.96470694732665,0.10294313052137787,3.049537578125,253.16433347320557,0.1409707556010937,5.32090146875,311.7195751953125,0.08519079224913884
97,0.39773781660156254,159.2591321182251,0.16488631122876404,0.4019558401953125,159.69942192840577,0.3383661165108069,0.40362330466796875,159.79986042785646,0.29508322400508086,0.7116257988281249,168.9551584701538,0.1323330127962906,2.9056431093749997,255.27242789459228,0.1411905989165971,5.145763626875,314.1343088378906,0.08498205953322067
98,0.34589308755859377,159.28721800231935,0.2021963242700514,0.3498352475976563,159.76872829437255,0.4141858100512771,0.3513773983984375,159.88587823486327,0.3701089414659775,0.6366736483203125,169.07789279937745,0.2049257175380533,2.7679110039062502,257.84541189575197,0.14072095462646178,4.976321984375,316.7095386199951,0.08449659976986791
99,0.2991428585839844,159.8381296386719,0.5417136118009622,0.3028488977734375,160.55821404266356,0.7567588781446063,0.3042949600976563,160.84685047912598,0.711038913529863,0.5678057183203126,170.14092654418945,0.4249867418650523,2.6363388337499996,260.92428605651855,0.13943411992591934,4.81242008875,319.54942304992676,0.08387626877605453
