level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std
17,58.2990580079,0.0025585640540544408,1.6863625874832837e-05,0.0,0.0,0.0,0.0,58.298937020699995,0.0025580221643240657,1.338171349079664e-05,0.0,0.0,0.0,0.0,58.304954587675,0.002595138366696192,1.952392736033644e-05,0.0,0.0,0.0,0.0
18,56.376053721925004,0.0025587878245837054,1.7305502706237885e-05,0.0,0.0,0.0,0.0,56.375913578375,0.002558268506510649,1.375764476742711e-05,0.0,0.0,0.0,0.0,56.382235467425,0.0025959388888592365,2.0523956692653635e-05,0.0,0.0,0.0,0.0
19,54.498788078124996,0.0025590228351193944,1.7775172481795853e-05,0.0,0.0,0.0,0.0,54.4986290922,0.0025585132628981955,1.4127340219505116e-05,0.0,0.0,0.0,0.0,54.50524813187501,0.0025967475751065647,2.1489028092238836e-05,0.0,0.0,0.0,0.0
20,52.66660257665,0.002559267714227317,1.825935894483497e-05,0.0,0.0,0.0,0.0,52.666425198925,0.002558757210706826,1.4488977817372512e-05,0.0,0.0,0.0,0.0,52.673334049425,0.002597573235917371,2.2426466534183127e-05,0.0,0.0,0.0,0.0
21,50.878841872175,0.0025595193506963553,1.87392203261172e-05,0.0,0.0,0.0,0.0,50.8786466664,0.0025590007029252593,1.4839820089258202e-05,0.0,0.0,0.0,0.0,50.8858380079,0.0025984219642262905,2.3346106498387125e-05,0.0,0.0,0.0,0.0
22,49.13485372755,0.0025597743009007534,1.9195950984081625e-05,0.0,0.0,0.0,0.0,49.134641388125,0.0025592476427240764,1.5191046078817573e-05,0.0,0.0,0.0,0.0,49.142107984525005,0.0025993001878575886,2.4263013928524734e-05,0.0,0.0,0.0,0.0
23,47.433989001,0.0025600305901968385,1.9617945875956622e-05,0.0,0.0,0.0,0.0,47.4337603449,0.0025595032643096058,1.5558416939662794e-05,0.0,0.0,0.0,0.0,47.441495203524994,0.002600214717633789,2.5195631381519087e-05,0.0,0.0,0.0,0.0
24,45.775601684849995,0.0025602884616726077,2.0004589594886487e-05,0.0,0.0,0.0,0.0,45.775357674675,0.0025597703975101466,1.594827788266168e-05,0.0,0.0,0.0,0.0,45.783354032774994,0.0026011704088340047,2.6157338396219402e-05,0.0,0.0,0.0,0.0
25,44.159049066399994,0.0025605496843077707,2.0362020435977125e-05,0.0,0.0,0.0,0.0,44.1587907566,0.002560050565061392,1.6362442054692896e-05,0.0,0.0,0.0,0.0,44.167041936475,0.0026021752422570716,2.7154338620115896e-05,0.0,0.0,0.0,0.0
26,42.583691592150004,0.002560816593943164,2.0696803420394513e-05,0.0,0.0,0.0,0.0,42.58342019115,0.0025603441375133115,1.6799243693928396e-05,0.0,0.0,0.0,0.0,42.591919535125,0.002603251798826968,2.8200194303002037e-05,0.0,0.0,0.0,0.0
27,41.048893004625,0.0025610919291572647,2.1014521998052573e-05,0.0,0.0,0.0,0.0,41.0486098336625,0.0025606483472906984,1.7246504407295768e-05,0.0,0.0,0.0,0.0,41.0573508172,0.0026044179637997877,2.9319583401962033e-05,0.0,0.0,0.0,0.0
28,39.55402034315,0.002561378838282544,2.1321350857122233e-05,0.0,0.0,0.0,0.0,39.5537267796125,0.0025609585435804913,1.7687839036467557e-05,0.0,0.0,0.0,0.0,39.56270281275,0.0026056230129953475,3.048250335595521e-05,0.0,0.0,0.0,0.0
29,38.0984439592,0.0025616807673440782,2.1623621359102506e-05,0.0,0.0,0.0,0.0,38.098141420474995,0.00256126927603269,1.8106216288797987e-05,0.0,0.0,0.0,0.0,38.107345088425,0.00260684560284717,3.1649915307826035e-05,0.0,0.0,0.0,0.0
30,36.6815374714875,0.0025620014595310204,2.1927999901629948e-05,0.0,0.0,0.0,0.0,36.681227409725,0.002561575307956664,1.848566621831352e-05,0.0,0.0,0.0,0.0,36.69065039265,0.00260809867207543,3.2814891464969065e-05,0.0,0.0,0.0,0.0
31,35.302677879925,0.0025623448902671224,2.224219350439594e-05,0.0,0.0,0.0,0.0,35.3023617270375,0.002561875789291225,1.882519627573767e-05,0.0,0.0,0.0,0.0,35.311994930750004,0.0026093960304779465,3.3985554111134364e-05,0.0,0.0,0.0,0.0
32,33.9612455454375,0.0025627156057173852,2.2576467241775898e-05,0.0,0.0,9.10844001811131e-49,4.226204425454047e-47,33.96092466885,0.002562175171879353,1.914038067619621e-05,0.0,0.0,0.0,0.0,33.970758278812504,0.0026107452081411612,3.5167306369207466e-05,0.0,0.0,6.305843089461677e-50,1.4358897909547151e-47
33,32.6566242074125,0.002563118383839028,2.2942256075395136e-05,0.0,0.0,2.4228450448176087e-46,8.176616644951352e-46,32.6562999168625,0.00256247939629131,1.9450799802797178e-05,0.0,0.0,1.2517098532581429e-46,4.078381487367417e-46,32.6663237048625,0.0026121580444055143,3.636372234152794e-05,0.0,0.0,6.154502855314597e-47,3.5420166884806035e-46
34,31.388201011350002,0.0025635571051598528,2.3348551704162356e-05,0.0,0.0,5.712533319666549e-45,1.0457342470822212e-44,31.387874509725,0.0025627921670291105,1.9768637595455326e-05,0.0,0.0,4.435523022635022e-45,4.0985387149330104e-45,31.3980772796,0.00261366086199414,3.757320722981666e-05,0.0,0.0,2.5514562178733405e-45,4.543577148855986e-45
35,30.1553664672875,0.002564034552811645,2.380106552884083e-05,0.0,0.0,8.336634951878185e-44,1.476558120032202e-43,30.155038920575,0.002563115342322271,2.009891646567615e-05,0.0,0.0,6.507398854077837e-44,5.920714542188858e-44,30.16540785275,0.0026152947627950925,3.878818092538049e-05,0.0,0.0,3.8119199826381205e-44,6.345379016959696e-44
36,28.9575145363625,0.0025645525006297975,2.43024152047139e-05,0.0,0.0,1.2168768594799267e-42,2.098098250559172e-42,28.9571870167375,0.0025634494881762657,2.0440396689980988e-05,0.0,0.0,9.523267243284466e-43,8.63316824479895e-43,28.967708532987498,0.002617100190493511,3.998844870355901e-05,0.0,0.0,5.5792966005099276e-43,9.018869871897701e-43
37,27.794042609925,0.002565111833666451,2.4852340140473647e-05,0.0,0.0,1.7769402003317806e-41,2.996067572645547e-41,27.793716134125,0.002563795393699547,2.0790574393273822e-05,0.0,0.0,1.3939862724373575e-41,1.2598189002219389e-41,27.80437711155,0.002619128746743081,4.116609535287227e-05,0.0,0.0,8.166762902871517e-42,1.2906579493297985e-41
38,26.6643515270125,0.002565712800171459,2.5448889764029867e-05,0.0,0.0,2.5957293863099966e-40,4.297152040671901e-40,26.6640271022125,0.00256415602538269,2.1152103861825868e-05,0.0,0.0,2.0408659536716425e-40,1.839700622864322e-40,26.674814813687497,0.002621492315562209,4.23555681372262e-05,0.0,0.0,1.1956789180471827e-40,1.8574302034189664e-40
39,25.567845657525,0.002566355600534007,2.6090014103889066e-05,0.0,0.0,3.7930879579465676e-39,6.186799098452079e-39,25.5675242687,0.0025645380582741927,2.15374747463678e-05,0.0,0.0,2.9884373081335365e-39,2.688156014836506e-39,25.5784252047875,0.002624309429420391,4.359172264866079e-05,0.0,0.0,1.7509003665524474e-39,2.685273360258284e-39
40,24.5039328880875,0.0025670406578481198,2.6773339371091273e-05,0.0,0.0,5.544438718811989e-38,8.936530458424925e-38,24.503615521362498,0.002564951696060598,2.1967120636108072e-05,0.0,0.0,4.37657843047562e-38,3.930017568472357e-38,24.5146139710875,0.002627705497428542,4.492715702119114e-05,0.0,0.0,2.564327598688937e-38,3.895939691242328e-38
41,23.472024610625,0.0025677686745522077,2.7496482200687066e-05,0.0,0.0,8.106524130753907e-37,1.2943896436153673e-36,23.4717123057875,0.0025654098299541512,2.2465894418604334e-05,0.0,0.0,6.410177591218393e-37,5.748172638374553e-37,23.482789436287497,0.0026317852258926724,4.6436140908777844e-05,0.0,0.0,3.7560514222254413e-37,5.667857883463903e-37
42,22.471535874837503,0.002568540730238892,2.8258145124652512e-05,0.0,0.0,1.1854998963739804e-35,1.879080381675839e-35,22.4712295907,0.0025659265498875175,2.3059586053954803e-05,0.0,0.0,9.389229645148182e-36,8.410482981941085e-36,22.4823636216,0.00263659098186763,4.820437013166814e-05,0.0,0.0,5.501905057671745e-36,8.26232682535293e-36
43,21.501885273150002,0.0025693580720049796,2.905842595721831e-05,0.0,0.0,1.7339257205131573e-34,2.732874100278871e-34,21.501585968437503,0.002566514208869776,2.376859948959303e-05,0.0,0.0,1.3752735418261044e-34,1.230906950098877e-34,21.5127530392875,0.002642069066587137,5.03037219543318e-05,0.0,0.0,8.059189516729141e-35,1.206175786948465e-34
44,20.56249511990625,0.0025702209387300536,2.989740393324632e-05,0.0,0.0,2.536224959079582e-33,3.980302644357414e-33,20.56220365921875,0.0025671804635680746,2.4602968677325956e-05,0.0,0.0,2.0142611224564288e-33,1.8017538988822794e-33,20.5733787994,0.002648060233828146,5.2755739925624385e-05,0.0,0.0,1.1804125905753276e-33,1.762542795818986e-33
45,19.65279141299375,0.0025711273392254952,3.077303150243035e-05,0.0,0.0,3.7096395237633797e-32,5.803340978960392e-32,19.6525085863125,0.0025679253812658136,2.5558524438319684e-05,0.0,0.0,2.9496486490565286e-32,2.637413362141552e-32,19.6636667133,0.002654315191510832,5.551059290137062e-05,0.0,0.0,1.728623254102528e-32,2.5770374321466444e-32
46,18.7722039288,0.002572072025053203,3.168085586499323e-05,0.0,0.0,5.425136647226387e-31,8.467585170566044e-31,18.7719304770625,0.00256874008779414,2.6617383983170763e-05,0.0,0.0,4.318199686546963e-31,3.860214067154732e-31,18.783047335381248,0.0026605210776394234,5.844517097594331e-05,0.0,0.0,2.530703276531859e-31,3.768855970582398e-31
47,17.92016626653125,0.002573046216216171,3.261393495955972e-05,0.0,0.0,7.931590876035022e-30,1.2360027741325329e-29,17.9199029035875,0.0025696077842323577,2.7752326612126116e-05,0.0,0.0,6.319025302700943e-30,5.6483461853882334e-30,17.93095614406875,0.0026663311419042293,6.136744199445584e-05,0.0,0.0,3.703346996998017e-30,5.511574056837576e-30
48,17.09611592146875,0.00257403788255644,3.356289310096004e-05,0.0,0.0,1.1590432161206114e-28,1.8043255182360782e-28,17.09586333718125,0.002570505808449816,2.893046592050075e-05,0.0,0.0,9.2412915143387e-29,8.26073674354035e-29,17.10683393203125,0.0026713979849347378,6.403306221935258e-05,0.0,0.0,5.416037344056286e-29,8.057341496489826e-29
49,16.29949423194375,0.0025750338392145932,3.4517803750474456e-05,0.0,0.0,1.6924898954250634e-27,2.6332566883552945e-27,16.299253271368748,0.002571406967813382,3.0113407415059464e-05,0.0,0.0,1.3503582219545563e-27,1.2072416275779405e-27,16.310126882343752,0.0026753822880610824,6.615981618591362e-05,0.0,0.0,7.9141345527234725e-28,1.1771284932464605e-27
50,15.529746543575,0.002576022483058041,3.547005869715192e-05,0.0,0.0,2.4689309728476393e-26,3.840462364290051e-26,15.52951816419375,0.0025722826980019453,3.1260585973677664e-05,0.0,0.0,1.9709217541734232e-26,1.7624253536291577e-26,15.54028648603125,0.0026779490827431437,6.744108237622723e-05,0.0,0.0,1.1551338413859336e-26,1.717988618352175e-26
51,14.786322182531249,0.0025769971914205232,3.641636597608576e-05,0.0,0.0,3.596505112564829e-25,5.594819816791102e-25,14.786107523931252,0.0025731070902198553,3.233406334777857e-05,0.0,0.0,2.872283559019492e-25,2.569186672547888e-25,14.796769093218751,0.002678808837577235,6.758655857730058e-05,0.0,0.0,1.6834636717843433e-25,2.503799134904657e-25
52,14.06867449935,0.002577961529783206,3.736614411775547e-05,0.0,0.0,5.2290790082869965e-24,8.136889965515186e-24,14.068474925150001,0.0025738619798992297,3.330314527173396e-05,0.0,0.0,4.177417845801168e-24,3.7379093908560515e-24,14.079034874625002,0.0026777594852633773,6.63857272772745e-05,0.0,0.0,2.448524940169565e-24,3.641967445564013e-24
53,13.37626092488125,0.002578935409174301,3.835200184688173e-05,0.0,0.0,7.583370687187652e-23,1.1805880851057855e-22,13.376078052768749,0.0025745438971882684,3.415506234466e-05,0.0,0.0,6.059436858080898e-23,5.424083546886623e-23,13.38654670848125,0.002674827245910419,6.386854776734195e-05,0.0,0.0,3.551873490854235e-23,5.2837709701722524e-23
54,12.708543018050001,0.002579964898469625,3.9445489877173934e-05,0.0,0.0,1.0960394945856143e-21,1.7073482019684454e-21,12.70837869953125,0.0025751757241238376,3.4913126999664375e-05,0.0,0.0,8.758623746385946e-22,7.8436796385119395e-22,12.718769020075,0.0026704375373211224,6.040247381674923e-05,0.0,0.0,5.134528399926441e-22,7.639319580605839e-22
55,12.0649865845375,0.0025811335755256005,4.0774151753309794e-05,0.0,0.0,1.577015302986256e-20,2.4582821871767512e-20,12.0648426248875,0.002575834089397686,3.5682937070479814e-05,0.0,0.0,1.2602019215755605e-20,1.129085501001628e-20,12.0751663124125,0.002665448645153083,5.6669250764932205e-05,0.0,0.0,7.38851071876543e-21,1.099479798980557e-20
56,11.445061812475,0.00258258742885082,4.255285522389247e-05,0.0,0.0,2.2555640047209685e-19,3.518642725364752e-19,11.4449401015125,0.0025767267958261074,3.676690730222286e-05,0.0,0.0,1.8022391359951586e-19,1.6155177981696627e-19,11.455201017131248,0.0026610992004571015,5.3604299484581466e-05,0.0,0.0,1.056803928441851e-19,1.5729212645817346e-19
