level,-nu-0.01_pressure_bar,-nu-0.01_NH3_vapor_mean,-nu-0.01_NH3_vapor_std,-nu-0.01_NH3_s__mean,-nu-0.01_NH3_s__std,-nu-0.01_NH3_s_p__mean,-nu-0.01_NH3_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_NH3_vapor_mean,-nu-0.1_NH3_vapor_std,-nu-0.1_NH3_s__mean,-nu-0.1_NH3_s__std,-nu-0.1_NH3_s_p__mean,-nu-0.1_NH3_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_NH3_vapor_mean,-nu-1.0_NH3_vapor_std,-nu-1.0_NH3_s__mean,-nu-1.0_NH3_s__std,-nu-1.0_NH3_s_p__mean,-nu-1.0_NH3_s_p__std,-nu-10.0_pressure_bar,-nu-10.0_NH3_vapor_mean,-nu-10.0_NH3_vapor_std,-nu-10.0_NH3_s__mean,-nu-10.0_NH3_s__std,-nu-10.0_NH3_s_p__mean,-nu-10.0_NH3_s_p__std,-nu-100.0_pressure_bar,-nu-100.0_NH3_vapor_mean,-nu-100.0_NH3_vapor_std,-nu-100.0_NH3_s__mean,-nu-100.0_NH3_s__std,-nu-100.0_NH3_s_p__mean,-nu-100.0_NH3_s_p__std
59,9.7164186834375,0.0025960686452453957,3.652260847442636e-05,0.0,0.0,4.814930856422388e-16,1.2549514415860322e-15,9.716356225624999,0.0025772407677723094,3.335762859696474e-05,0.0,0.0,2.503781496467892e-16,6.232102936092607e-16,9.73283252,0.0026900442529004067,3.702905853296489e-05,0.0,0.0,1.4116872517885828e-16,3.5466659019979986e-16,10.0749250109375,0.0025179444367531686,8.398342067871692e-07,0.0,0.0,0.0,0.0,13.07637088375,0.002517440268653445,1.0904000579490918e-08,0.0,0.0,0.0,0.0
60,9.1862594746875,0.002639145646826364,4.857186816877465e-05,0.0,0.0,6.488543628917727e-15,1.6913325168503348e-14,9.18607236625,0.002605846298043616,4.0192668646024255e-05,0.0,0.0,3.37030988947179e-15,8.389956589449649e-15,9.2023281090625,0.002746361847850494,4.636367112943002e-05,0.0,0.0,1.9035645075108485e-15,4.782269583568461e-15,9.543068775624999,0.0025193110598484055,1.626386728735242e-06,0.0,0.0,0.0,0.0,12.530517800624999,0.0025173809871776027,2.8779480340868547e-08,0.0,0.0,0.0,0.0
61,8.6774971565625,0.0027722708870423956,6.550093093826607e-05,0.0,0.0,8.537575246892238e-14,2.2255471802605977e-13,8.677279419062499,0.0026928703570738436,4.391774957008563e-05,0.0,0.0,4.431690668163054e-14,1.1032908624833412e-13,8.693211140625,0.002870756741380319,5.837098617592663e-05,0.0,0.0,2.507408152375117e-14,6.299865619886745e-14,9.03228736625,0.002520700531778857,1.2079008167756993e-06,0.0,0.0,0.0,0.0,12.003434413125001,0.002517440749448724,1.3724750790367544e-07,0.0,0.0,0.0,0.0
62,8.1902635884375,0.003203670757007785,9.448315648632423e-05,0.0,0.0,1.0904481030116533e-12,2.84277024832045e-12,8.190564504687499,0.002963146505993791,3.3914903276571176e-05,0.0,0.0,5.672622917982533e-13,1.4124692806158176e-12,8.2056270825,0.003192407846916467,5.08320911965323e-05,0.0,0.0,3.2092407124415845e-13,8.064835068059412e-13,8.541942047500001,0.0025199068190995605,9.81911738077502e-07,0.0,0.0,0.0,0.0,11.4946567775,0.002517521802103147,7.326531876768916e-08,0.0,0.0,0.0,0.0
63,7.724652498125,0.00421882918686606,0.00014671244008484139,0.0,0.0,1.3392322117566453e-11,3.4923941421339115e-11,7.7262259175,0.0036670171649893744,8.765831044082239e-05,0.0,0.0,7.028887693724762e-12,1.7507418161390138e-11,7.739815894375,0.003993349339696578,9.006572582568094e-05,0.0,0.0,3.962529895350807e-12,9.956755147144315e-12,8.07157131375,0.002521671391441487,2.6259700168768773e-06,0.0,0.0,0.0,0.0,11.00372979625,0.002517175658373162,5.374088804066808e-08,0.0,0.0,0.0,0.0
64,7.280004570000001,0.005573969967430458,0.00015535670720128906,0.0,0.0,1.540825262301946e-10,4.0181516874812026e-10,7.2832270621875,0.004756926456233487,0.0001432440700217929,0.0,0.0,8.271157701239492e-11,2.0611194978870013e-10,7.295317436875,0.005118752533104271,0.00012939065027955078,0.0,0.0,4.630724368867502e-11,1.1631057064533265e-10,7.6216356478125,0.0025349629180273043,3.5214326935079133e-06,0.0,0.0,0.0,0.0,10.5302221584375,0.0025169573430903255,4.296820885244942e-08,0.0,0.0,0.0,0.0
65,6.8550884284375,0.006690094719873741,0.00017358834146627918,0.0,0.0,1.564604623863119e-09,4.077589443568966e-09,6.8598406509375005,0.005783267252612859,0.00017558173602411585,0.0,0.0,8.808960990264386e-10,2.196055269579106e-09,6.8708504024999995,0.006115517852129415,9.54254695327376e-05,0.0,0.0,4.891287743481329e-10,1.2289697392915972e-09,7.19205752375,0.0025445393562549723,2.7867513578049593e-06,0.0,0.0,0.0,0.0,10.073775334375,0.002518157232902013,7.926664124910498e-08,0.0,0.0,0.0,0.0
66,6.4488872071875,0.007032493538223207,0.00014943593424067084,0.0,0.0,1.249618171638315e-08,3.246887397626379e-08,6.4547921724999995,0.006342936844797805,0.0001132578608927923,0.0,0.0,7.755628142984221e-09,1.9344413158827893e-08,6.4652154865625,0.006616166464984417,6.798192751583258e-05,0.0,0.0,4.288044315765987e-09,1.0786148936223534e-08,6.781835381875,0.0025538492903579026,2.5156455876265583e-06,0.0,0.0,0.0,0.0,9.634242776875,0.002523076487937942,2.2901293821792803e-07,0.0,0.0,0.0,0.0
67,6.0608638946874995,0.006396903505083174,0.000200504064804345,0.0,0.0,6.159697891380156e-08,1.5708110626079135e-07,6.067458764375,0.006224280103808269,0.00013902086852900968,0.0,0.0,4.765008167053059e-08,1.181921320433108e-07,6.0776719428125,0.0064010609453544025,0.0001260492745867693,0.0,0.0,2.6601906038707174e-08,6.701397228209375e-08,6.3901189190625,0.0025659812685335055,2.868575850670615e-06,0.0,0.0,0.0,0.0,9.21174878125,0.0025328627972630783,3.3255333386204673e-07,0.0,0.0,0.0,0.0
68,5.6906089571875,0.0051611596292350445,0.0002857663045964136,0.0,0.0,1.1131468181375995e-07,2.695819364669307e-07,5.6975078240625,0.005480343624483794,0.00021460964680504514,0.0,0.0,1.3340798081863623e-07,3.233058279048572e-07,5.7077251203125,0.005614942107349634,0.00016364892534993265,0.0,0.0,8.179813690732776e-08,2.0415353302808813e-07,6.0160439396875,0.002581078805960715,2.9771342249138942e-06,0.0,0.0,0.0,0.0,8.806183875,0.0025434977122349663,2.884720148113894e-07,0.0,0.0,0.0,0.0
69,5.337502681249999,0.004026532544288784,0.00029982070092861936,0.0,0.0,1.1885611463759617e-07,2.8661449233620774e-07,5.3445578840625,0.004582746254629456,0.0002534888298571448,0.0,0.0,1.403213637940626e-07,3.4044424002474863e-07,5.354827993125,0.0047463782171253115,0.000152694722696957,0.0,0.0,8.608213838150586e-08,2.148360062312459e-07,5.6588472259375,0.0025913887600181626,3.7200933745982933e-06,0.0,0.0,0.0,0.0,8.41691800375,0.0025510690313531085,2.1925134258222952e-07,0.0,0.0,0.0,0.0
70,5.00074564921875,0.003265470072743483,0.0002548900485430824,0.0,0.0,1.247909900925055e-07,3.012781706226601e-07,5.0080195840625,0.0038769106613472104,0.00030489441110377786,0.0,0.0,1.474714632240867e-07,3.584049390829999e-07,5.0183241940625,0.004056921690120362,0.0001230247355296065,0.0,0.0,9.032636211530051e-08,2.2534155878866594e-07,5.3178781875,0.0025876927374629305,1.7725010279281465e-06,0.0,0.0,0.0,0.0,8.04316225,0.0025588706517592073,3.059156661685379e-07,0.0,0.0,0.0,0.0
71,4.6796507603125,0.002784811761463061,0.00022423601551151576,0.0,0.0,1.3099121723551879e-07,3.167932101610525e-07,4.68721306953125,0.0034185479901498186,0.0003037219724030584,0.0,0.0,1.5503689286121915e-07,3.7731866722592817e-07,4.69755359140625,0.003602727088262327,0.00010088110468782373,0.0,0.0,9.481331491292604e-08,2.364367605399622e-07,4.9925368690625005,0.002581224194727838,1.4824351050508992e-06,0.0,0.0,0.0,0.0,7.68421684375,0.002571947926655412,4.7441144962409323e-07,0.0,0.0,0.0,0.0
72,4.3736657490625,0.002470467546780128,0.0002190417903622271,0.0,0.0,1.3756372395519937e-07,3.3328314989435394e-07,4.38153718875,0.0030857580279698596,0.0002773667040298477,0.0,0.0,1.6312283258347975e-07,3.9744886177824355e-07,4.39192522703125,0.0032989641294116153,9.61889151990882e-05,0.0,0.0,9.957241817179069e-08,2.481267948063566e-07,4.68226754765625,0.0025791088589467107,7.034016899571047e-07,0.0,0.0,0.0,0.0,7.33948356875,0.0025835332399001343,3.0635690291245564e-07,0.0,0.0,0.0,0.0
73,4.0823033046875,0.002256607667542994,0.00021246716927020886,0.0,0.0,1.445538680098296e-07,3.508799443245035e-07,4.0904751971875,0.0028119077238370664,0.00025567126605478444,0.0,0.0,1.7179391217339782e-07,4.189788683830042e-07,4.1009228075,0.0030626187692396343,0.00010506490625611802,0.0,0.0,1.0465053760689416e-07,2.60555100988757e-07,4.38654191984375,0.002579568900750019,3.000542564710081e-07,0.0,0.0,0.0,0.0,7.008409343125,0.002584543140139431,1.9237542277536961e-07,0.0,0.0,0.0,0.0
74,3.8051088703125,0.002100084001198411,0.00020257452997403535,0.0,0.0,1.520285374099917e-07,3.6975260151227817e-07,3.81355774875,0.0025695031320792623,0.0002457623703096723,0.0,0.0,1.810563602350746e-07,4.42000217336951e-07,3.8240819496875,0.0028501176317222415,0.00011897974259075907,0.0,0.0,1.1011093692657893e-07,2.739111204146519e-07,4.10487331625,0.0025803675419883805,1.6006354473460273e-07,0.0,0.0,0.0,0.0,6.69046821875,0.0025820221902104093,1.4836415891279318e-07,0.0,0.0,0.0,0.0
75,3.54165068921875,0.001972581562702544,0.00019622867995924603,0.0,0.0,1.600427206892828e-07,3.9000746258728276e-07,3.55034033765625,0.002348443920200225,0.0002520119754366354,0.0,0.0,1.9094290694091458e-07,4.666366026596527e-07,3.5609638817187497,0.0026403600678313525,0.00012973097506347508,0.0,0.0,1.1600393993260968e-07,2.883100302946613e-07,3.836805145,0.002580930585972965,9.081448432909557e-08,0.0,0.0,0.0,0.0,6.3851725625,0.0025795578645775095,7.604244946371344e-08,0.0,0.0,0.0,0.0
76,3.2915073112499997,0.001862430057313759,0.00019451318271791537,0.0,0.0,1.6864175376063631e-07,4.117549233108955e-07,3.30039493765625,0.0021512892189784905,0.00026239482871613645,0.0,0.0,2.0153922284653675e-07,4.930991744630436e-07,3.31113662140625,0.002429826666833833,0.00013888102789657696,0.0,0.0,1.223776582718342e-07,3.03908249591419e-07,3.5818936309375005,0.002581289226887748,3.178198179842672e-08,0.0,0.0,0.0,0.0,6.092074624687499,0.0025788922942010686,1.3118665844259161e-08,0.0,0.0,0.0,0.0
77,3.05426277609375,0.0017592363712610676,0.00019000065158597486,0.0,0.0,1.7788400923900087e-07,4.3515393704718843e-07,3.06330328296875,0.001982759443693794,0.00026253621114136856,0.0,0.0,2.1293795444294046e-07,5.216304801414858e-07,3.0741667815625,0.0022184170860564336,0.0001418666198156622,0.0,0.0,1.2926253657156152e-07,3.2079183479244923e-07,3.33971466359375,0.0025815217879135164,8.157608255594887e-09,0.0,0.0,0.0,0.0,5.810760128125,0.002579507822636515,3.015225187506905e-08,0.0,0.0,0.0,0.0
78,2.82950478140625,0.0016536403347272425,0.00017062492894920423,0.0,0.0,1.8784173687772224e-07,4.603777761481158e-07,2.83865848625,0.0018363743483205326,0.0002585796326037834,0.0,0.0,2.2524608954968905e-07,5.524864245515617e-07,2.8496271634375003,0.002006502831878606,0.00014329265247531073,0.0,0.0,1.366917141902331e-07,3.390255765377094e-07,3.1098560371875,0.0025816694397944955,2.5326798047896528e-09,0.0,0.0,0.0,0.0,5.5408402090625,0.00258034595369827,2.696693899667358e-08,0.0,0.0,0.0,0.0
79,2.616827563046875,0.0015495518608368002,0.00015589004697480125,0.0,0.0,1.985828667198703e-07,4.875827733581134e-07,2.626059460625,0.0017034512301615904,0.0002623828915633525,0.0,0.0,2.3856944635951715e-07,5.860946493894284e-07,2.63710286984375,0.0018132535003242082,0.0001476280637033046,0.0,0.0,1.447116397608686e-07,3.5869847355937635e-07,2.89191305875,0.002581760424305685,8.820000864535507e-10,0.0,0.0,0.0,0.0,5.281944959687499,0.0025809470349922774,1.6205043467696123e-08,0.0,0.0,0.0,0.0
80,2.415831559609375,0.0014525146622036118,0.00015201622658345156,0.0,0.0,2.1017721377106708e-07,5.169518515098812e-07,2.4251093971875,0.0015766371530480682,0.0002672007557200974,0.0,0.0,2.5301751885732775e-07,6.227553806567543e-07,2.4361893656249998,0.0016469348229002207,0.00015603933199245045,0.0,0.0,1.5338175949891608e-07,3.799429847449771e-07,2.68548796875,0.0025818160889903084,5.660360402192929e-10,0.0,0.0,0.0,0.0,5.033720609375,0.0025813016911270096,9.22947490628306e-09,0.0,0.0,0.0,0.0
81,2.226121551171875,0.0013646370767382906,0.0001497106390146167,0.0,0.0,2.2270685570169828e-07,5.486997558461771e-07,2.2354161130468753,0.0014559649557049851,0.0002629354597352911,0.0,0.0,2.687009571192147e-07,6.628060092979748e-07,2.246486543125,0.0015022623954573646,0.00015514611630095866,0.0,0.0,1.627553830802818e-07,4.028846406699344e-07,2.490189150859375,0.002581857553683221,6.4932641434879806e-09,0.0,0.0,0.0,0.0,4.795825859375,0.0025815103255445136,6.244563846028509e-09,0.0,0.0,0.0,0.0
82,2.0473060917968753,0.001282668399915565,0.0001464101646351391,0.0,0.0,2.3628086607264646e-07,5.831088092965465e-07,2.05659121078125,0.0013454814575670753,0.00025550343254301163,0.0,0.0,2.85756493888366e-07,7.065380595886299e-07,2.06760190171875,0.0013753693161997944,0.00015101480715927596,0.0,0.0,1.7290008766294888e-07,4.276850821611247e-07,2.305630942890625,0.0025818131178384648,4.0165236745863e-08,0.0,0.0,0.0,0.0,4.5679296562500005,0.002581661653937772,4.901844709241587e-09,0.0,0.0,0.0,0.0
83,1.87899795828125,0.0011998588683200069,0.00014731962215797114,0.0,0.0,2.510269081294164e-07,6.204740441063979e-07,1.888247230859375,0.0012460613717121304,0.00024053002119159918,0.0,0.0,3.0436410796806186e-07,7.543014314210765e-07,1.8991492910156251,0.001265788744407473,0.00015229122390812333,0.0,0.0,1.8393676748869893e-07,4.5465676623061747e-07,2.131433273671875,0.002582116088597104,2.190258816261131e-07,0.0,0.0,0.0,0.0,4.3497096875,0.0025817611052189023,4.954020233661271e-09,0.0,0.0,0.0,0.0
84,1.72081609984375,0.0011171517562761437,0.00015106791023539087,0.0,0.0,2.6709995989566843e-07,6.611693450695561e-07,1.7299995948437499,0.0011527314244012814,0.00021735723213740028,0.0,0.0,3.2472236042673445e-07,8.065048814235682e-07,1.740748033671875,0.0011688360805710545,0.00016044602803283779,0.0,0.0,1.959991109464124e-07,4.840965666920781e-07,1.967221611484375,0.002582132118404843,1.4658672003501256e-07,0.0,0.0,0.0,0.0,4.140850921875,0.0025818073637783527,6.448594021786593e-09,0.0,0.0,0.0,0.0
85,1.572386245625,0.0010377159717027099,0.00015461621404215073,0.0,0.0,2.8468746383470226e-07,7.056044137123862e-07,1.581471543984375,0.0010671404487511609,0.0002016372001495039,0.0,0.0,3.4705386970383115e-07,8.636929521285983e-07,1.592024892109375,0.0010751794156822142,0.00017055446821351284,0.0,0.0,2.092394233208661e-07,5.163362843837309e-07,1.8126268805468748,0.0025822518533095717,3.2624993669396274e-07,0.0,0.0,0.0,0.0,3.9410449170312503,0.002581839657505043,9.331798589951116e-09,0.0,0.0,0.0,0.0
86,1.433339662421875,0.0009601443397259572,0.00015770052581672646,0.0,0.0,3.0400084152744964e-07,7.543175726303517e-07,1.4422934864062498,0.0009832664338027825,0.00019297549234643767,0.0,0.0,3.7160506620710985e-07,9.265585173245988e-07,1.45261496796875,0.0009831272395967971,0.0001791451398450594,0.0,0.0,2.2382462620364596e-07,5.517584939731139e-07,1.6672853631249998,0.002582772874389775,2.3409384785888826e-07,0.0,0.0,0.0,0.0,3.7499890790625,0.0025818963581696153,1.553382401611653e-08,0.0,0.0,0.0,0.0
87,1.303312331328125,0.000879964508349076,0.00016035979467823077,0.0,0.0,3.2527656052350027e-07,8.080259569730075e-07,1.312102045625,0.0008952008679698338,0.00019491118013851658,0.0,0.0,3.9866261393697567e-07,9.95828170523311e-07,1.322160279375,0.0008925442103354726,0.00018951629597936892,0.0,0.0,2.399302547964666e-07,5.907766756450096e-07,1.5308387700000001,0.0025830569427926094,2.506406569543451e-07,0.0,0.0,0.0,0.0,3.567386546875,0.0025818833336234094,5.3014423805919775e-08,0.0,0.0,0.0,0.0
88,1.1819448658203127,0.0007924799256434199,0.0001641040179546764,4.757408286382754e-46,7.94181991889822e-45,3.487996667793631e-07,8.67516161716344e-07,1.1905386137109375,0.0007998066408908926,0.00020846457104956964,4.021726592612225e-46,7.337056246088035e-45,4.2853717166270207e-07,1.0722575171615625e-06,1.2003084825390626,0.0008019401477431529,0.0001941142661930011,4.90454462513686e-48,1.9053408378876244e-46,2.57751872927292e-07,6.338974817462035e-07,1.402934214609375,0.002583523650187999,2.7237543170918464e-07,0.0,0.0,0.0,0.0,3.392945765625,0.002581917675794102,9.447702496327808e-08,0.0,0.0,0.0,0.0
89,1.0688821351953124,0.0006947481383176637,0.00016844019218713083,9.416725680262771e-46,1.3764747036724336e-44,3.7492314916369887e-07,9.337145533438473e-07,1.0772492776171874,0.0007045234389152029,0.00022399702907294775,6.441940755952808e-33,2.880203166544027e-31,4.6161403223146507e-07,1.1567896362739599e-06,1.0867102614843749,0.0007145202562096528,0.0001902741473777429,1.64652569558166e-46,2.0363204059121e-45,2.774667855621939e-07,6.817506647677213e-07,1.2832241718359374,0.002583627891377546,2.7723632340452215e-07,0.0,0.0,0.0,0.0,3.2263804531249995,0.002582082727458328,7.205170834969863e-08,0.0,0.0,0.0,0.0
90,0.9637737073046876,0.0005910376822503168,0.00017239777052691156,1.3564866993206438e-29,2.0855254629702846e-28,4.0407889286343644e-07,1.0077741855849092e-06,0.9718858059375,0.0006186232250911417,0.00022848834091326813,2.6475429115318185e-29,9.03227458776036e-28,4.98314717881858e-07,1.2506445448436134e-06,0.9810192473046875,0.0006291114081905107,0.0001828800897027169,6.823038525941211e-32,2.2446414099218198e-30,2.993007099325194e-07,7.348473458218652e-07,1.1713664806640625,0.0025830727032152938,2.64663314310031e-07,0.0,0.0,0.0,0.0,3.067409453125,0.0025822000701446086,6.50590437201249e-08,0.0,0.0,0.0,0.0
91,0.8662732972265625,0.0004902210526961426,0.00016927763639597364,5.2409417630041065e-27,1.3367244623482587e-25,4.366987171209842e-07,1.0908211238518958e-06,0.8741043764062499,0.0005374137577528017,0.0002200855972275313,5.92432377184149e-27,1.2824893360142928e-25,5.391780863312474e-07,1.3553397798196714e-06,0.8828926690234374,0.0005442796407478455,0.00017077565815752443,1.6402615690582244e-28,4.1369531462345116e-27,3.235564254220625e-07,7.939300006767566e-07,1.0670246937109376,0.0025711403583409263,2.441202031995867e-07,0.0,0.0,0.0,0.0,2.91575684390625,0.0025826637393329293,7.541075578841854e-08,0.0,0.0,0.0,0.0
92,0.7760378749609375,0.00039500815278006483,0.0001549747900466323,3.047598164586541e-14,7.652503573836186e-13,4.7327775156472063e-07,1.1841421313900566e-06,0.7835669111718749,0.00045145679235065474,0.00020217310987854392,9.481613384496151e-15,2.3600998549945663e-13,5.849295525958186e-07,1.4729974813012314e-06,0.7919930136328125,0.0004596706298834761,0.00015408881718868256,7.288449273448361e-16,3.084255631821266e-14,3.506340556956487e-07,8.598912797254839e-07,0.9698760265234375,0.0023466149950399995,2.7552829028206514e-06,0.0,0.0,0.0,0.0,2.7711520153124996,0.0025818884305190293,8.963692074759743e-08,0.0,0.0,0.0,0.0
93,0.6927286858984375,0.00030825451881901243,0.00013427635125376922,9.568110533950958e-08,2.7210883646541125e-06,5.143497750847865e-07,1.2889090047238717e-06,0.6999396038671876,0.0003587380681765353,0.00017767950439746496,1.57472011893007e-09,6.648290352449243e-08,6.36282394943362e-07,1.605271994343878e-06,0.7079863437109375,0.0003727387041617476,0.00013583145707971262,3.158165406082363e-12,9.165117065769125e-11,3.8101033777726374e-07,9.339047905022157e-07,0.8796230481640624,0.0014993475507362746,7.240082338738764e-06,0.0,0.0,0.0,0.0,2.6333300859375,0.002569612553692423,4.700899203499179e-07,0.0,0.0,0.0,0.0
94,0.616013008359375,0.00022143539060016338,9.036766509277584e-05,4.980520927368297e-06,2.6614125147410375e-05,5.591793162357828e-07,1.3904248123353006e-06,0.6228943760546876,0.0002554059484555182,0.00011754807030824894,6.786970532567835e-06,3.131978079416607e-05,6.943792376436506e-07,1.75582858511467e-06,0.6305463636328125,0.0002820339526351745,0.00011121713692869073,1.2847041465456639e-06,1.0376471322798322e-05,4.1514300318250594e-07,1.0171717788925134e-06,0.7959555502734376,0.000672687593178125,4.123469887368637e-06,0.0,0.0,0.0,0.0,2.5020359921875,0.002475307887769304,3.119333411052182e-06,0.0,0.0,0.0,0.0
95,0.54556345984375,0.000130265068175504,3.6583746077526025e-05,1.3504732154477966e-05,3.706055376917929e-05,5.298973699106484e-07,1.1749819314859957e-06,0.5521060315820313,0.00015012259507238924,4.693435096485716e-05,1.6790333738649438e-05,4.7530197499478496e-05,6.490700133661353e-07,1.5313383676318478e-06,0.55935295328125,0.00017667908838484437,5.455545705610449e-05,1.022342490448791e-05,3.095559114958989e-05,4.327860259673654e-07,1.0229695326346665e-06,0.718528738515625,0.00027149710452067667,1.3051140369655372e-06,0.0,0.0,0.0,0.0,2.377039846875,0.001976559175993316,1.3725124335394456e-05,0.0,0.0,0.0,0.0
96,0.48105934427734376,6.148395395211991e-05,9.597388565423042e-06,1.3508801440093935e-05,2.7934956419951152e-05,3.5707972413803347e-07,7.125311516987787e-07,0.4872544770507813,7.363332513978093e-05,1.2622715916442406e-05,1.5990537215654626e-05,3.657860766641845e-05,4.3348774291812714e-07,9.5115477854811e-07,0.49409238169921876,8.833997164401807e-05,1.6165578087446577e-05,1.147317826148643e-05,2.54492292670101e-05,3.0620182834779135e-07,6.618708604305416e-07,0.6471216939257812,0.00010664231386908796,4.776426759892453e-07,0.0,0.0,0.0,0.0,2.25814165859375,0.0009327843851933722,1.3707581367636918e-05,0.0,0.0,0.0,0.0
97,0.4221831717578125,2.4463698909130473e-05,1.5270051176395901e-06,8.260213503561795e-06,1.6196402610870317e-05,1.6669504983278825e-07,3.324311347536393e-07,0.4280246737109375,3.008641021187941e-05,2.1304904236863274e-06,1.009682577642424e-05,2.183675488376747e-05,2.0875553700097857e-07,4.631869360292549e-07,0.4344519899804687,3.716667844491894e-05,2.9120741591355215e-06,7.274293042837314e-06,1.5767390122594948e-05,1.454012262959454e-07,3.2500943679699574e-07,0.5816296274414062,3.76108524724259e-05,1.489629458730316e-07,0.0,0.0,0.0,0.0,2.1451065799999998,0.00024535569763975217,4.1785943025886404e-06,0.0,0.0,0.0,0.0
98,0.36864011220703125,8.61642625022796e-06,1.6737310151170123e-07,2.743710053968172e-06,5.935186017812773e-06,4.523388941277857e-08,9.909277871621492e-08,0.37412460953125004,1.0852107356186024e-05,1.628784890631337e-07,3.623306305389304e-06,9.087560954847243e-06,6.07489404122309e-08,1.5510818953096767e-07,0.3801442607226563,1.3784228171516588e-05,2.348325576483779e-07,2.3693760066082727e-06,6.178725874214716e-06,3.858879820415058e-08,9.934428225229836e-08,0.5219264820898438,1.3730485001360649e-05,8.063137582780816e-08,0.0,0.0,0.0,0.0,2.037655388515625,5.116636345155712e-05,6.313025637930608e-07,0.0,0.0,0.0,0.0
99,0.32029228786132813,3.3659649419632842e-06,1.276694688248791e-07,2.6148956459921895e-07,7.187821691691091e-07,3.959820856981908e-09,1.0906912571353018e-08,0.3254126164453125,4.284734454245154e-06,1.5938596235293466e-07,4.163582983070248e-07,1.345777174478486e-06,6.3101505530715995e-09,2.044659006379265e-08,0.3310655042578125,5.838424288185706e-06,2.04622599781823e-07,1.9785141420169933e-07,4.522561073191881e-07,2.987631620086182e-09,6.841853517282528e-09,0.46785616193359375,8.624414406313007e-06,2.421786543200294e-08,0.0,0.0,0.0,0.0,1.9355307856250001,1.241993233361427e-05,6.493421616985719e-08,0.0,0.0,0.0,0.0
