level,-nu-0.01_pressure_bar,-nu-0.01_NH3_vapor_mean,-nu-0.01_NH3_vapor_std,-nu-0.01_NH3_s__mean,-nu-0.01_NH3_s__std,-nu-0.01_NH3_s_p__mean,-nu-0.01_NH3_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_NH3_vapor_mean,-nu-0.1_NH3_vapor_std,-nu-0.1_NH3_s__mean,-nu-0.1_NH3_s__std,-nu-0.1_NH3_s_p__mean,-nu-0.1_NH3_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_NH3_vapor_mean,-nu-1.0_NH3_vapor_std,-nu-1.0_NH3_s__mean,-nu-1.0_NH3_s__std,-nu-1.0_NH3_s_p__mean,-nu-1.0_NH3_s_p__std,-nu-10.0_pressure_bar,-nu-10.0_NH3_vapor_mean,-nu-10.0_NH3_vapor_std,-nu-10.0_NH3_s__mean,-nu-10.0_NH3_s__std,-nu-10.0_NH3_s_p__mean,-nu-10.0_NH3_s_p__std,-nu-100.0_pressure_bar,-nu-100.0_NH3_vapor_mean,-nu-100.0_NH3_vapor_std,-nu-100.0_NH3_s__mean,-nu-100.0_NH3_s__std,-nu-100.0_NH3_s_p__mean,-nu-100.0_NH3_s_p__std
18,56.3357110575,0.0025365460875909776,2.392739883969429e-06,0.0,0.0,0.0,0.0,56.33801215,0.0025415751314722002,4.5459931685284765e-06,0.0,0.0,0.0,0.0,56.3478351825,0.0025184755455702544,5.6700034958755444e-08,0.0,0.0,0.0,0.0,56.5694213625,0.0025174332226160913,1.1182635488711585e-10,0.0,0.0,0.0,0.0,58.33139125,0.002517435932531953,0.0,0.0,0.0,0.0,0.0
19,54.459945055,0.0025365211605094373,2.458781895495932e-06,0.0,0.0,0.0,0.0,54.4621589425,0.002541521096951328,4.501311826298958e-06,0.0,0.0,0.0,0.0,54.47230642,0.0025185350263491274,5.3693249255259863e-08,0.0,0.0,0.0,0.0,54.701840697499996,0.002517433154163882,5.821278296226757e-11,0.0,0.0,0.0,0.0,56.518049500000004,0.0025174358307849614,1.1548751982330844e-10,0.0,0.0,0.0,0.0
20,52.629218237500005,0.002536542125744745,2.5741398965759912e-06,0.0,0.0,0.0,0.0,52.63134489,0.002541478897095658,4.446735419826201e-06,0.0,0.0,0.0,0.0,52.64181049,0.002518585455720313,4.189536023533249e-08,0.0,0.0,0.0,0.0,52.879060405000004,0.0025174331390298904,1.0402085214708316e-11,0.0,0.0,0.0,0.0,54.750516,0.002517435699701309,0.0,0.0,0.0,0.0,0.0
21,50.8428751575,0.0025365945106605066,2.751070885752938e-06,0.0,0.0,0.0,0.0,50.84491504,0.002541442394023761,4.382668515843023e-06,0.0,0.0,0.0,0.0,50.855693775000006,0.0025186236845329405,2.8292379295704057e-08,0.0,0.0,0.0,0.0,51.100416035,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,53.02781025,0.002517435699701309,0.0,0.0,0.0,0.0,0.0
22,49.100265055,0.00253665468597319,2.9364356393479524e-06,0.0,0.0,0.0,0.0,49.102218847500005,0.002541395469335839,4.275880877363754e-06,0.0,0.0,0.0,0.0,49.1133057975,0.0025186535491375254,1.921350262165862e-08,0.0,0.0,0.0,0.0,49.3652473575,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,51.34897625,0.0025174356625648217,8.524900943496752e-11,0.0,0.0,0.0,0.0
23,47.4007386475,0.002536745391902514,3.1037490392787146e-06,0.0,0.0,0.0,0.0,47.402608135,0.0025413359579397367,4.152586703027168e-06,0.0,0.0,0.0,0.0,47.413999125,0.0025186857589287685,1.9378602546824e-08,0.0,0.0,0.0,0.0,47.67289911,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,49.713084,0.0025174354693153875,2.3732456174594816e-11,0.0,0.0,0.0,0.0
24,45.743650195,0.0025369066485436634,3.299776868996198e-06,0.0,0.0,0.0,0.0,45.74543786,0.0025412694736151025,4.0591492711273196e-06,0.0,0.0,0.0,0.0,45.7571299025,0.0025187356694368647,3.01468064050669e-08,0.0,0.0,0.0,0.0,46.0227234525,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,48.11922925,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
25,44.128358035000005,0.00253714316454716,3.6155316579196935e-06,0.0,0.0,0.0,0.0,44.1300655275,0.002541202195454389,3.977547491261002e-06,0.0,0.0,0.0,0.0,44.142055664999994,0.0025188188686734066,4.6892392559183894e-08,0.0,0.0,0.0,0.0,44.414076220000005,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,46.566529249999995,0.0025174354668706656,0.0,0.0,0.0,0.0,0.0
26,42.554223334999996,0.0025374260214157405,3.921729412756964e-06,0.0,0.0,0.0,0.0,42.5558525875,0.0025411464452045037,3.926379674047181e-06,0.0,0.0,0.0,0.0,42.56813818249999,0.0025189439131645484,6.266797056252758e-08,0.0,0.0,0.0,0.0,42.846315302499995,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,45.05412325,0.002517435316229239,1.112703955183356e-10,0.0,0.0,0.0,0.0
27,41.0206100175,0.002537745100678876,4.270587250663858e-06,0.0,0.0,0.0,0.0,41.02216331875,0.0025411109712440523,3.95620668776731e-06,0.0,0.0,0.0,0.0,41.034741235000006,0.0025191041863290593,7.056667137871044e-08,0.0,0.0,0.0,0.0,41.31880564625,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,43.58117275,0.002517435234040022,0.0,0.0,0.0,0.0,0.0
28,39.5268869075,0.002538093211245723,4.629512274863921e-06,0.0,0.0,0.0,0.0,39.52836526625,0.0025410951554076747,4.064264861995528e-06,0.0,0.0,0.0,0.0,39.5412324275,0.0025192742272047326,6.524437397130339e-08,0.0,0.0,0.0,0.0,39.83091463875,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,42.146858720000004,0.002517435234040022,0.0,0.0,0.0,0.0,0.0
29,38.0724243675,0.0025384905150858685,4.911252228476577e-06,0.0,0.0,0.0,0.0,38.073829835,0.0025410870343912395,4.212372745974022e-06,0.0,0.0,0.0,0.0,38.086982264999996,0.002519416874041781,4.7544150130868854e-08,0.0,0.0,0.0,0.0,38.382013488750005,0.002517433138564229,0.0,0.0,0.0,0.0,0.0,40.7503805,0.002517435230547562,2.830113698994558e-11,0.0,0.0,0.0,0.0
