level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std
74,3.7590315212109378,0.00021192773411754843,5.970926135596114e-05,0.00015138307254705798,0.00050201110350682,2.8710582853339695e-06,6.06068726962641e-06,3.7604208180703123,0.00021712315501507874,5.7746001707743e-05,0.00013938640060653134,0.000513878449286225,2.9704331365378866e-06,6.325349787934766e-06,3.7625159581671874,0.000218945851003798,5.581280541960035e-05,0.00013202054273358786,0.000473571202354108,2.7280315360208095e-06,5.902556020315585e-06
75,3.4940098680515623,0.0001347016959289431,3.445570498910789e-05,0.00013935051261612058,0.00045334117406681484,2.840777153333427e-06,5.745625201388735e-06,3.495398409690625,0.00013780292005928003,3.3025181059950476e-05,0.00013053060260369574,0.00046280819448677005,2.966255247127334e-06,6.017153097667404e-06,3.497336663564062,0.00013850435911047954,3.227204259784043e-05,0.00012387609084929744,0.0004311494001109461,2.7179837668836183e-06,5.608196978300985e-06
76,3.242636483676563,8.435213670560188e-05,1.8127677221080156e-05,0.0001294126327246192,0.0004124833297379051,2.8069801593989395e-06,5.487454086973541e-06,3.244016522440625,8.600088542519644e-05,1.7383891381867257e-05,0.00012308688240772898,0.00042201198011828847,2.953925187547188e-06,5.766880809122033e-06,3.245810546092187,8.624143209719478e-05,1.7048166415525017e-05,0.00011710105421316944,0.00039700736249688033,2.7001260279274675e-06,5.363769542633201e-06
77,3.0044752349,5.1786082045268815e-05,8.226026801419224e-06,0.0001211837520340974,0.00037914085299376094,2.7737822321565808e-06,5.275908223856516e-06,3.0058416459437503,5.256920270249793e-05,8.004157230101517e-06,0.00011731631918170002,0.00038934783612431384,2.9388280811434165e-06,5.564658781756985e-06,3.0075012754359376,5.264891415787133e-05,7.770261460076031e-06,0.00011137353984696824,0.00036871047010354324,2.6793149329092893e-06,5.159776538014561e-06
78,2.7790967736843752,3.080772044401556e-05,2.9885067883441773e-06,0.00011498925396775624,0.0003525386955264862,2.745383539731563e-06,5.101894881020209e-06,2.780446353639063,3.1170050963733045e-05,2.9760593775291975e-06,0.00011321129671797278,0.00036309753821480475,2.925584382955666e-06,5.401583310451974e-06,2.7819795521968746,3.119970005876894e-05,2.8387413713410937e-06,0.00010664015437686395,0.0003446127326135167,2.6605098229819467e-06,4.990527054148957e-06
79,2.566077485767969,1.7507527173659127e-05,8.482639672218514e-07,0.00011077864780753384,0.0003307348627849794,2.724304685069043e-06,4.958724757588403e-06,2.567408151190625,1.771306306809265e-05,8.700250345741417e-07,0.00011059274798015015,0.0003424868681449254,2.917384565356027e-06,5.269285547305258e-06,2.5688216131742188,1.769182611412589e-05,8.277034076805917e-07,0.00010314705194391715,0.00032400956319877526,2.647378624941288e-06,4.851568249186954e-06
80,2.36500086353125,9.514123746223505e-06,2.6739877665777554e-07,0.00010838846169576928,0.0003133022284152582,2.7113116165440056e-06,4.842938985668949e-06,2.3663110841374997,9.633836652881201e-06,2.83663804043968e-07,0.00010967523008843562,0.00032800712026106186,2.9156487639607853e-06,5.1613840140304755e-06,2.3676105393078126,9.613049035035602e-06,2.6385462934070654e-07,0.00010089445882814403,0.0003066921954566854,2.6415476456848363e-06,4.739605121693663e-06
81,2.175456777874219,4.981156754691938e-06,1.315201370545813e-07,0.00010799016065517925,0.00030053338888906615,2.7048558318685066e-06,4.749060360746215e-06,2.176745719496875,5.050687067794115e-06,1.4214944133294527e-07,0.00011073052731819411,0.00031970438200519687,2.919029184003126e-06,5.069809400076736e-06,2.1779363265640628,5.038625468896498e-06,1.2711445215486481e-07,0.0001000822074453778,0.0002932180997377985,2.642338201529837e-06,4.649770414908994e-06
82,1.9970354991820312,2.5159876884617917e-06,6.944500824664711e-08,0.00010931985747966372,0.00029182425890024357,2.702278363298678e-06,4.67107039198476e-06,1.9983027261750002,2.5545075855825416e-06,7.684647797627416e-08,0.00011341631703273222,0.0003158963003086023,2.9248381599403573e-06,4.9871869363677795e-06,1.9993893357515626,2.547138502860662e-06,6.804334421641146e-08,0.00010068452737871259,0.0002842079359232178,2.6480169911743446e-06,4.577375320973905e-06
83,1.829329424103125,1.2238087044028134e-06,3.587780223866078e-08,0.00011203116321192738,0.00028636954886251855,2.7012833220335253e-06,4.603326036403554e-06,1.8305741342406252,1.2443805462669389e-06,4.037492360605916e-08,0.00011723933985797827,0.0003143277023207594,2.930896057890706e-06,4.908199082303667e-06,1.8315613563093749,1.239983055072571e-06,3.552319784598033e-08,0.0001027003330184364,0.0002790445032446012,2.6568970848880547e-06,4.517644994690112e-06
84,1.671938426825,5.717431809642904e-07,1.7956850890273392e-08,0.00011599540838609734,0.00028382825198580876,2.700041181026389e-06,4.541268427453872e-06,1.673159634960156,5.822924220876757e-07,2.0472678849232646e-08,0.00012212917109392037,0.00031367158999614196,2.9357066881949656e-06,4.830061992353811e-06,1.6740518820109376,5.798090437852466e-07,1.794906425143673e-08,0.00010619611815455585,0.0002766280599551024,2.6672211314676543e-06,4.466852780321216e-06
85,1.524470215453125,2.5575453753475587e-07,8.653709063441888e-09,0.0001212410342735484,0.0002841704740819494,2.6967666885263243e-06,4.4806662540881955e-06,1.5256667589929689,2.6093316494510076e-07,9.968694934836953e-09,0.0001282628074210686,0.00031408972066495207,2.9377529363294387e-06,4.750764416044699e-06,1.5264684386835936,2.5960435544462257e-07,8.703088646731443e-09,0.00011101001966914452,0.000275707218302954,2.676975586014931e-06,4.421831426006868e-06
86,1.3865386533835937,1.0914147493700455e-07,3.9977336950297306e-09,0.00012764449052273108,0.0002864327352709307,2.6894942544422308e-06,4.417860259969943e-06,1.3877093167546874,1.115711961189092e-07,4.648762557631073e-09,0.00013575140330390867,0.0003157692212583742,2.935143190664178e-06,4.66816188438568e-06,1.388424821313281,1.1089423502362194e-07,4.030827118564835e-09,0.00011697549812786918,0.0002761784080381159,2.6842791843609514e-06,4.380348025151882e-06
87,1.2577631828949218,4.4255342463319635e-08,1.757897897661883e-09,0.00013502891229661657,0.0002903861800261833,2.6762793628464366e-06,4.349804717648822e-06,1.2589066252917969,4.533773049685053e-08,2.059585699729646e-09,0.0001444120705302015,0.0003182539803443814,2.9256327957729943e-06,4.579312027788661e-06,1.259540490609375,4.501587763513726e-08,1.7777356921080468e-09,0.00012425532478249808,0.00027869247221287333,2.6873835032761394e-06,4.339869011817879e-06
88,1.1377684990421875,1.697000511230673e-08,7.349122061142653e-10,0.00014323527866954747,0.0002963923978080082,2.6553229239780673e-06,4.274161262774675e-06,1.1388832649101563,1.742584434492045e-08,8.640718378573126e-10,0.00015391046941448452,0.00032122920685774027,2.9071175050704845e-06,4.4826586205799335e-06,1.1394402623753905,1.7284338422189904e-08,7.450581523074979e-10,0.00013280359875150765,0.0002827533096783223,2.6841545064374197e-06,4.2972413221085285e-06
89,1.0261850179664063,6.124775602849297e-09,2.8865480026391193e-10,0.00015195540573870232,0.00030280193543801427,2.6248566430562726e-06,4.187563852942669e-06,1.0272693098449217,6.304024790224627e-09,3.3917206725565476e-10,0.0001636979721081508,0.00032382600684301106,2.8777895772463858e-06,4.376659503662581e-06,1.0277546375210938,6.2474019128644365e-09,2.938576395609702e-10,0.00014255517969012432,0.0002880151054909806,2.6722900607049383e-06,4.248162101080889e-06
90,0.9226479134332031,2.0667840126042947e-09,1.0661417687827855e-10,0.00016122390851190915,0.000306950636165281,2.5835176947479076e-06,4.089943746730917e-06,0.9236997691996094,2.132867327687693e-09,1.251528155445978e-10,0.00017385378712885086,0.00032590191163864134,2.836644199134195e-06,4.26260436916021e-06,0.9241187657761719,2.1117754056876324e-09,1.0873482948269881e-10,0.00015350425425271822,0.0002946104372048917,2.6494287387899097e-06,4.190019292427041e-06
91,0.8267989549218749,6.490581603665891e-10,3.630242859936417e-11,0.0001712107237394639,0.0003092472788550775,2.5296294323419132e-06,3.9795023507818944e-06,0.8278162167863281,6.715317645039631e-10,4.271905081343483e-11,0.00018522719355312006,0.0003293233463223254,2.782235227203653e-06,4.1380375322371466e-06,0.8281742993425781,6.643663872440974e-10,3.732209572425353e-11,0.00016599829438705796,0.00030312807102690734,2.6129846190626703e-06,4.1178046399896066e-06
92,0.7382839764625,1.8774833144566405e-10,1.1811471150395766e-11,0.000183362381487716,0.00031705960545376255,2.4612826983894553e-06,3.8570033212109885e-06,0.7392647738109375,1.949105437822063e-10,1.3901084071469305e-11,0.0001996562810567548,0.00033810228836277236,2.7117666632119076e-06,4.002259097014361e-06,0.7395669637378907,1.925793928325703e-10,1.21120112495036e-11,0.00018130505213456103,0.00031799298600197426,2.5595938419841557e-06,4.0285917989591165e-06
93,0.6567637852748047,5.032977652551229e-11,3.7966548147659716e-12,0.00019927474717555923,0.00033336420576456744,2.374184795585168e-06,3.7115451173275443e-06,0.6577057931935547,5.2389233114302075e-11,4.459673540811061e-12,0.00021858108532252232,0.00035455118997495107,2.619471005947993e-06,3.844682337661174e-06,0.6579566145679688,5.167115671561237e-11,3.9017626452729104e-12,0.00020095123973254886,0.0003417876843273715,2.483997842566108e-06,3.91025020628473e-06
94,0.5819032473216796,1.2251047543567622e-11,1.0278688202191027e-12,0.00021996130071223887,0.00035830804362904677,2.258995547629863e-06,3.526212855587294e-06,0.5828043798169922,1.2800694511221413e-11,1.2058998655217215e-12,0.00024243805867315814,0.000379907595509601,2.494476678169306e-06,3.64824576116767e-06,0.5830086178787109,1.261257098728822e-11,1.0752990767637433e-12,0.00022585927400340552,0.00037499929571349985,2.3757176188475837e-06,3.7437478387002476e-06
95,0.5133530775011719,2.6379514969166254e-12,2.4343509511463644e-13,0.00024667297308993965,0.0003944499779481862,2.1044959676795294e-06,3.2825219650722175e-06,0.5142114555146484,2.76582212701236e-12,2.8502148316217705e-13,0.00027236857620143725,0.00041636509349821164,2.3248583098718314e-06,3.394443349767815e-06,0.5143743653748047,2.7226064271471377e-12,2.585144839604081e-13,0.000256977427932186,0.00041957430174288874,2.222301417117385e-06,3.5094343740441946e-06
96,0.45077130730253906,5.01795291621269e-13,5.1419940663673105e-14,0.0002815242440631533,0.00044541494703467235,1.8970992425318522e-06,2.958347635741266e-06,0.4515850195949219,5.281771784031803e-13,6.007556699592605e-14,0.0003107920870532666,0.0004672384224826533,2.0965921979628053e-06,3.061317010166867e-06,0.45171170098125,5.195100091514606e-13,5.556401393510388e-14,0.00029677018482566667,0.000479379498228079,2.0095576789443958e-06,3.1835216888364776e-06
97,0.3938340798525391,8.339781666196264e-14,9.828136913214836e-15,0.00032889030583085004,0.0005180110692909037,1.6173431809364613e-06,2.5231018641791687e-06,0.3946018991529297,8.822522158284185e-14,1.1433563722587119e-14,0.0003633367494100014,0.000543001146540642,1.7889591058838e-06,2.616266971492752e-06,0.3946970983238281,8.666923607852012e-14,1.0792063772283373e-14,0.00035024828824803877,0.000563885408711529,1.7164886793512668e-06,2.7308536616328873e-06
98,0.34223420259746096,1.2108239133421438e-14,1.630886192066284e-15,0.0003965590628570908,0.000622087905967116,1.2357381497706643e-06,1.9275027806965615e-06,0.3429550569304688,1.2875599576022655e-14,1.910644615682572e-15,0.00044029361718138496,0.0006546572422892818,1.3688286312242693e-06,2.003456178631128e-06,0.3430236912921875,1.2653185013601454e-14,1.8553692127658116e-15,0.0004245595117727788,0.0006838934745421755,1.310715213964191e-06,2.0956881382347057e-06
99,0.29577347999541015,1.967323857849334e-15,3.9633774968246293e-16,0.0004708462088733501,0.0007280599435498476,7.096868756756013e-07,1.1045340528661706e-06,0.29645023959335937,2.124685613629124e-15,4.683340425555689e-16,0.0005215148068785527,0.0007585332199295042,7.856118579198657e-07,1.1470987478950646e-06,0.2964977022875,2.0878017014064418e-15,4.692470691879009e-16,0.0004962476219415493,0.0007952499072937137,7.474559786874735e-07,1.2020485471073222e-06
