level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std
56,11.43253238388125,0.024464663751525804,0.0010791929064757385,1.007945577598055e-44,2.4713000236399153e-43,1.4549799412487984e-12,4.548741032797147e-12,11.432479932275,0.024673770640185104,0.00038984466332712205,1.1551337643953407e-44,3.069834491828062e-43,1.3007229953206308e-12,5.0869522214210976e-12,11.438304951800001,0.024633088961839675,0.0003553573459798664,6.581023075393462e-45,1.8927728017129343e-43,9.964327277854921e-13,4.3197383885672195e-12
57,10.836083076724998,0.02413367937871022,0.001989975435415685,2.157541060137768e-43,2.8954594418256274e-42,2.029387540012607e-11,6.32283177987127e-11,10.83602722739375,0.02452399038573727,0.0006544912879333681,1.7610622969266365e-43,3.2549624293312443e-42,1.808730118764468e-11,7.035036281880097e-11,10.84175034821875,0.02448129159351811,0.0005870623746513163,1.5309963443396327e-43,2.6943955102832488e-42,1.3860303631781137e-11,5.990333184429599e-11
58,10.262239877296874,0.02365814488423057,0.0029496562299840363,5.001826212657309e-28,8.06118028267808e-27,2.7703833851177397e-10,8.612697181866623e-10,10.262188713596876,0.024150916226147675,0.0013968756082878345,6.097745990889588e-28,1.0137574200944541e-26,2.462478290187289e-10,9.54192781612275e-10,10.267800040584376,0.02413472973815631,0.0012227252353746733,3.306528231012477e-28,6.2167477393766795e-27,1.887667960605021e-10,8.144748761979788e-10
59,9.710482985471875,0.02305308604414109,0.003820340253131734,2.171913949139103e-26,2.27946693411576e-25,3.6739564109672164e-09,1.1411409774885973e-08,9.710471050065625,0.023368789975401014,0.00278954588076579,2.1653365934365654e-26,2.6866018426001986e-25,3.2575644867031054e-09,1.2595696412018218e-08,9.71596360265,0.023414617797217797,0.0024563869028726587,1.758725389291757e-26,2.196920629954148e-25,2.4985485878527714e-09,1.0777396356748678e-08
60,9.18030102474375,0.022295236729758326,0.004631380596568808,1.3934956164525975e-12,2.42413006503896e-11,4.6012736902535415e-08,1.423693215819435e-07,9.18039676078125,0.02212773732125992,0.004425932068755498,2.0207143334077536e-12,4.7585168953768007e-11,4.064336803641958e-08,1.5641213434427685e-07,9.185768472440625,0.02221712334887474,0.00391606285114589,1.04078737183648e-12,2.4963080561484155e-11,3.123327290638118e-08,1.3432933580563925e-07
61,8.671191920178126,0.021271412631494457,0.005352984798145105,2.656213481301258e-09,2.642346491997124e-08,5.024005941868629e-07,1.547231470872197e-06,8.6715007497875,0.020377162774954924,0.0057792907006841135,3.0620356501418674e-09,3.3947968243248894e-08,4.4177399775441213e-07,1.6917817953859321e-06,8.6767496255375,0.02039883608723874,0.005097368512339083,1.8782622612813187e-09,2.3285570086512176e-08,3.406207303635662e-07,1.4598737727860965e-06
62,8.1827776902125,0.01903765459006652,0.00552548737579965,6.800444556697354e-05,0.00021965089453692083,4.019980679661631e-06,1.1866769803421015e-05,8.183400466315625,0.017450463566585677,0.0062150448330516184,5.618131542350792e-05,0.00021409309624548565,3.4626130346207173e-06,1.2714446358176902e-05,8.18849186769375,0.017402110036342056,0.00548593185666038,3.860062630876564e-05,0.00017287925532902888,2.7108109551231916e-06,1.1165091324772896e-05
63,7.714800172784375,0.014619558209322859,0.004279421674655336,0.0007508019054256228,0.001474662203746379,5.207360082014761e-06,1.40879951493514e-05,7.7157352653375,0.01304295559817052,0.0050183019888903274,0.0005295845780254025,0.0013397834864429601,4.367429247234586e-06,1.4927042313525155e-05,7.7205884233125,0.013123761361147044,0.004432695826839268,0.00043875527611805814,0.0012217600832360057,3.6044056349159853e-06,1.3391441872265456e-05
64,7.266784075646876,0.010307117536399747,0.0029836359847984894,0.0006647520226327715,0.0017021589063940898,4.400398582346953e-06,1.3332352464384602e-05,7.267933087090626,0.009144220427366671,0.0035093981567839105,0.0005285330346859023,0.0016620238648387528,3.83828885757993e-06,1.4249620830302201e-05,7.272485390437501,0.009334072418010328,0.0031728477655373877,0.0004566818878154728,0.0015230080512285227,3.2400713283151245e-06,1.2852321395228665e-05
65,6.83805972301875,0.007201311875333777,0.002113785842674662,0.0004677617662817303,0.0014920383825536058,3.7057775215448648e-06,1.2081747376732682e-05,6.8392999215625006,0.006502271389364032,0.0023642808245858864,0.0004110587086133208,0.0015495680846922002,3.3099809408919257e-06,1.3014516252442799e-05,6.84356336529375,0.006649545593239018,0.002240624789543671,0.0003531894714282026,0.0014160647443206952,2.854350269066459e-06,1.1804689299440291e-05
66,6.42803038041875,0.005073273016373859,0.0015551406356048916,0.0003540834390736527,0.0012307111377249124,3.3839480387731614e-06,1.100525366795556e-05,6.429258391765625,0.004734513987287646,0.001615258603009498,0.00031753923965485134,0.0013315435018581966,3.0360271024558694e-06,1.1838394434433702e-05,6.4332808238375,0.004763884709320846,0.0015924119243650406,0.000271471171695709,0.0011936993760792664,2.6831166205204928e-06,1.0780887296626857e-05
67,6.036194050840625,0.00351995547032755,0.0010961352249605084,0.00032023676937418925,0.0010933385379803637,3.269395965393342e-06,1.0193516184957988e-05,6.037373619853126,0.0034103402585478034,0.001082808783788369,0.00027793165731551157,0.001189508683214656,2.954461563693587e-06,1.086578580698241e-05,6.041164805253125,0.0033924116401589707,0.001081263136732691,0.00024109099994913013,0.0010507371709555485,2.655698474913127e-06,9.925392504798143e-06
68,5.6620512081,0.0024285581412702593,0.0007577233813449941,0.0002934905625082352,0.0009938813248986207,3.1699618233112035e-06,9.45348540990693e-06,5.663222141140625,0.0024165547122078717,0.0007365595550767125,0.00024874004598249316,0.0010657895817650167,2.9093390350797406e-06,9.959085891393233e-06,5.6667445026843755,0.0024150319617410425,0.0007114046657518538,0.0002194593203651933,0.0009382003634891521,2.6446984149354685e-06,9.139758251161793e-06
69,5.305084264203125,0.0016677734853300353,0.0005143284865952552,0.0002669482968449083,0.000901956795761984,3.0766121751259035e-06,8.738800423814272e-06,5.306296210146875,0.001681564596609096,0.0005063532421375205,0.0002239026071945662,0.0009512558109367777,2.8908053469932936e-06,9.120576976326228e-06,5.3095214588531245,0.0017021872214880568,0.0004662475315357223,0.0002005446828811304,0.0008399656167122842,2.651439861396211e-06,8.423863362453195e-06
70,4.9647547962734375,0.0011365367402814627,0.00034580234118947433,0.00023723049035179506,0.0008042284588523853,3.0011438186776516e-06,8.05961221490891e-06,4.966022129654688,0.001149498720573356,0.00034751754986064436,0.00020140856435583532,0.0008397858957565161,2.8967626231458828e-06,8.36735673781716e-06,4.968962133104688,0.0011744972776885152,0.00031455902572488355,0.0001832426869014274,0.0007473664661313378,2.670397204557738e-06,7.772144014527391e-06
71,4.64051177204375,0.0007637245025293487,0.00023092931934262932,0.00020878828186037665,0.0007114275074160028,2.950660143135273e-06,7.4431940807892135e-06,4.641828515590625,0.000774229395836528,0.00023393137969121653,0.00018089352109805176,0.0007373051387063134,2.9179557111904386e-06,7.71389110088749e-06,4.644514846340625,0.0007918735973223602,0.00021393398286700745,0.00016756172293728584,0.0006633245925629816,2.6935576046957976e-06,7.190622361514915e-06
72,4.331813163878125,0.0005050313862289431,0.00015206409591058084,0.00018508237430006454,0.0006294135047371468,2.919689397734573e-06,6.903001156814061e-06,4.333168149607813,0.0005142889145624894,0.00015227391774014755,0.00016347291108561535,0.000647717380405661,2.942785889483215e-06,7.161143283745972e-06,4.335632203720313,0.0005237556362431587,0.00014201794918578605,0.00015359955350958978,0.0005893709643008105,2.7142344943233978e-06,6.686069479834117e-06
73,4.038146379310938,0.00032922557933885856,9.732478717335397e-05,0.0001662790157104483,0.000559939116260242,2.8961983803801238e-06,6.44345668735618e-06,4.03952546919375,0.0003367426232894832,9.565139053846613e-05,0.00014989378606060336,0.0005739179888084096,2.9623299475293273e-06,6.702082455214759e-06,4.041794132873438,0.0003410920919257069,9.100136568511039e-05,0.00014180026892129122,0.0005259777146867192,2.7268339169275312e-06,6.258497558492261e-06
