level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std,-kappa-10.0_pressure_bar,-kappa-10.0_NH3_mean,-kappa-10.0_NH3_std,-kappa-10.0_NH3_s__mean,-kappa-10.0_NH3_s__std,-kappa-10.0_NH3_s_p__mean,-kappa-10.0_NH3_s_p__std,-kappa-50.0_pressure_bar,-kappa-50.0_NH3_mean,-kappa-50.0_NH3_std,-kappa-50.0_NH3_s__mean,-kappa-50.0_NH3_s__std,-kappa-50.0_NH3_s_p__mean,-kappa-50.0_NH3_s_p__std,-kappa-100.0_pressure_bar,-kappa-100.0_NH3_mean,-kappa-100.0_NH3_std,-kappa-100.0_NH3_s__mean,-kappa-100.0_NH3_s__std,-kappa-100.0_NH3_s_p__mean,-kappa-100.0_NH3_s_p__std
10,73.04535804999999,0.002522872695233673,1.0703740081576022e-06,0.0,0.0,0.0,0.0,73.0708891075,0.00254062483063899,3.1027844777101843e-06,0.0,0.0,0.0,0.0,73.07800262,0.0025527030625380575,5.8155947264868555e-06,0.0,0.0,0.0,0.0,73.5709592125,0.00251752250501886,1.6453503776176378e-08,0.0,0.0,0.0,0.0,75.323274,0.0025174384681740775,9.2404657116849e-11,0.0,0.0,0.0,0.0,77.0979145,0.0025174397581722587,1.1530148667258649e-10,0.0,0.0,0.0,0.0
11,70.784096265,0.002522914107539691,1.0185443427864144e-06,0.0,0.0,0.0,0.0,70.8089961675,0.002540705798426643,3.17800740738728e-06,0.0,0.0,0.0,0.0,70.8162994025,0.0025527983854990452,5.640558728417633e-06,0.0,0.0,0.0,0.0,71.3497328475,0.002517582590226084,1.869094727875104e-08,0.0,0.0,0.0,0.0,73.11941900000001,0.0025174382877303286,1.1072553731609944e-10,0.0,0.0,0.0,0.0,74.8904635,0.0025174396578222513,0.0,0.0,0.0,0.0,0.0
12,68.57327306750001,0.0025229516145773233,9.67985724933897e-07,0.0,0.0,0.0,0.0,68.5975517675,0.0025407150485552846,3.2246100809431955e-06,0.0,0.0,0.0,0.0,68.6050331425,0.0025528719306457787,5.432434090741161e-06,0.0,0.0,0.0,0.0,69.18086255,0.0025175435103010385,2.2356543590125892e-08,0.0,0.0,0.0,0.0,70.97264,0.002517438232549466,9.507298006935117e-11,0.0,0.0,0.0,0.0,72.74386975,0.0025174394249916077,0.0,0.0,0.0,0.0,0.0
13,66.4122100175,0.002522966365911998,9.545398602850947e-07,0.0,0.0,0.0,0.0,66.4358786075,0.0025406578780384735,3.255636417482013e-06,0.0,0.0,0.0,0.0,66.443520665,0.0025529268358368425,5.192523707260545e-06,0.0,0.0,0.0,0.0,67.063291835,0.002517361319391057,4.9380149027554174e-08,0.0,0.0,0.0,0.0,68.88151599999999,0.002517438032780774,9.315546487483607e-11,0.0,0.0,0.0,0.0,70.65646625,0.002517439194023609,2.0741538564972666e-11,0.0,0.0,0.0,0.0
14,64.30023,0.0025229770304867997,9.592717288368552e-07,0.0,0.0,0.0,0.0,64.3232981,0.0025406108802417293,3.347047007330469e-06,0.0,0.0,0.0,0.0,64.3310886625,0.002552953794016503,5.017803578696614e-06,0.0,0.0,0.0,0.0,64.9960015325,0.002517114822752774,6.452339125768944e-08,0.0,0.0,0.0,0.0,66.84466925,0.0025174379968084396,9.769014465467796e-11,0.0,0.0,0.0,0.0,68.62663625,0.002517439192160964,0.0,0.0,0.0,0.0,0.0
15,62.23666041,0.0025229878813261167,9.557359565211326e-07,0.0,0.0,0.0,0.0,62.2591365325,0.0025405876563163476,3.5393500000165953e-06,0.0,0.0,0.0,0.0,62.2670626975,0.002552943590446375,4.921703339642207e-06,0.0,0.0,0.0,0.0,62.9779957275,0.002517058223951608,8.226408614037591e-08,0.0,0.0,0.0,0.0,64.86075975,0.002517437785631046,7.591814367346135e-11,0.0,0.0,0.0,0.0,66.65280625,0.0025174389593303204,0.0,0.0,0.0,0.0,0.0
16,60.22082845,0.0025229859474347905,9.476818640009935e-07,0.0,0.0,0.0,0.0,60.242722317500004,0.0025406067785806955,3.6662770284892463e-06,0.0,0.0,0.0,0.0,60.2507729575,0.002552910797065124,4.8624874705242474e-06,0.0,0.0,0.0,0.0,61.0083199475,0.0025176368857501076,3.2957374900664556e-07,0.0,0.0,0.0,0.0,62.92848675,0.0025174377610674126,1.0015446334083911e-10,0.0,0.0,0.0,0.0,64.73344900000001,0.0025174387285951524,2.198863249090108e-11,0.0,0.0,0.0,0.0
17,58.2520652775,0.0025229794720653446,9.265723504361467e-07,0.0,0.0,0.0,0.0,58.27338798499999,0.0025406481707468628,3.6536078596006432e-06,0.0,0.0,0.0,0.0,58.281550645,0.002552879812777974,4.84541937923704e-06,0.0,0.0,0.0,0.0,59.0860329875,0.002519561972701922,9.751265540812446e-07,0.0,0.0,0.0,0.0,61.0465855,0.002517437550239265,7.073454732721562e-11,0.0,0.0,0.0,0.0,62.867078,0.0025174387264996767,0.0,0.0,0.0,0.0,0.0
18,56.329705492500004,0.002522980967536569,9.086291879787266e-07,0.0,0.0,0.0,0.0,56.350467255,0.0025406462968094274,3.6810839778549146e-06,0.0,0.0,0.0,0.0,56.3587318475,0.002552859312854707,4.892182823318851e-06,0.0,0.0,0.0,0.0,57.210227005,0.0025241156599950043,2.4943866168757393e-06,0.0,0.0,0.0,0.0,59.213826,0.002517437529284507,9.92841846005884e-11,0.0,0.0,0.0,0.0,61.052251749999996,0.002517438493669033,0.0,0.0,0.0,0.0,0.0
19,54.45308853,0.0025229752006707714,9.056661834202687e-07,0.0,0.0,0.0,0.0,54.4732981325,0.0025406410172581673,3.778993406151928e-06,0.0,0.0,0.0,0.0,54.48165373,0.002552863605087623,4.943384807479725e-06,0.0,0.0,0.0,0.0,55.380002915000006,0.0025340733404736965,6.4752207697065395e-06,0.0,0.0,0.0,0.0,57.429013,0.002517437319504097,6.95189570833939e-11,0.0,0.0,0.0,0.0,59.287563250000005,0.002517438408685848,1.1209169427924351e-10,0.0,0.0,0.0,0.0
20,52.62155534,0.0025229659612523393,9.225751200778822e-07,0.0,0.0,0.0,0.0,52.6412225,0.002540673557901755,3.8032635006413575e-06,0.0,0.0,0.0,0.0,52.64965887,0.0025528964644763617,4.950251673341848e-06,0.0,0.0,0.0,0.0,53.5944827425,0.002554173889919184,1.5427068537929262e-05,0.0,0.0,0.0,0.0,55.690985250000004,0.002517437299946323,9.624414512446216e-11,0.0,0.0,0.0,0.0,57.571652,0.0025174382608383894,0.0,0.0,0.0,0.0,0.0
21,50.834449545,0.002522971715312451,9.387784578392268e-07,0.0,0.0,0.0,0.0,50.853584007500004,0.002540693865274079,3.80296190984472e-06,0.0,0.0,0.0,0.0,50.8620912275,0.0025529384892433882,4.925825915581224e-06,0.0,0.0,0.0,0.0,51.852796354999995,0.002588021570700221,2.817352405736187e-05,0.0,0.0,0.0,0.0,53.99861125,0.0025174370962195098,6.50243925943101e-11,0.0,0.0,0.0,0.0,55.90319025,0.0025174380280077457,0.0,0.0,0.0,0.0,0.0
22,49.0911158875,0.0025229786899872123,9.501825484126996e-07,0.0,0.0,0.0,0.0,49.1097305575,0.0025406953716883437,3.7886250054525333e-06,0.0,0.0,0.0,0.0,49.118298625,0.0025529836824862285,4.923491814518886e-06,0.0,0.0,0.0,0.0,50.15409494,0.002634307078435086,4.069774893438217e-05,0.0,0.0,0.0,0.0,52.35079175,0.0025174370700260626,9.118812976122726e-11,0.0,0.0,0.0,0.0,54.28089125,0.0025174380280077457,0.0,0.0,0.0,0.0,0.0
23,47.3909070125,0.002522970281774178,9.546608353464806e-07,0.0,0.0,0.0,0.0,47.409011262499995,0.0025407302720705047,3.7946132138656868e-06,0.0,0.0,0.0,0.0,47.4176317425,0.0025530374418012798,4.953724860550192e-06,0.0,0.0,0.0,0.0,48.49755722,0.0026882887455867603,4.8494063653737704e-05,0.0,0.0,0.0,0.0,50.74645675,0.0025174368808511646,8.947212387473178e-11,0.0,0.0,0.0,0.0,52.70349975,0.002517437795177102,0.0,0.0,0.0,0.0,0.0
24,45.73317692,0.002522962375311181,9.59988135558449e-07,0.0,0.0,0.0,0.0,45.7507811475,0.002540783859556541,3.839333129473037e-06,0.0,0.0,0.0,0.0,45.759444325000004,0.002553076869226061,4.977106127245261e-06,0.0,0.0,0.0,0.0,46.8823781275,0.0027458610878093167,4.7987033229307076e-05,0.0,0.0,0.0,0.0,49.184563,0.0025174368456937373,7.058878341711863e-11,0.0,0.0,0.0,0.0,51.16979875,0.002517437795177102,0.0,0.0,0.0,0.0,0.0
25,44.1172811275,0.0025229648823151367,9.636050267622843e-07,0.0,0.0,0.0,0.0,44.1343970225,0.002540806711069308,3.922867212300961e-06,0.0,0.0,0.0,0.0,44.1430936125,0.002553088581073098,4.9731467893108536e-06,0.0,0.0,0.0,0.0,45.307791845000004,0.0028041466042632236,4.582012899752149e-05,0.0,0.0,0.0,0.0,47.6640975,0.0025174367538420483,1.2947639660910485e-10,0.0,0.0,0.0,0.0,49.67860275,0.0025174375623464584,0.0,0.0,0.0,0.0,0.0
26,42.542580677500005,0.002522973744664341,9.56922399800599e-07,0.0,0.0,0.0,0.0,42.559218345,0.0025408159623621033,4.003507120953078e-06,0.0,0.0,0.0,0.0,42.56793971,0.0025530798194231467,4.95986840623664e-06,0.0,0.0,0.0,0.0,43.7730606425,0.002860099890269339,5.3987192804326774e-05,0.0,0.0,0.0,0.0,46.1840725,0.002517436619615182,5.0260688930640434e-11,0.0,0.0,0.0,0.0,48.2287625,0.0025174375623464584,0.0,0.0,0.0,0.0,0.0
27,41.00843854,0.002522984180948697,9.476436070169612e-07,0.0,0.0,0.0,0.0,41.024609148749995,0.00254084507341031,4.076526121917881e-06,0.0,0.0,0.0,0.0,41.0333466175,0.002553067993372679,4.976215289449467e-06,0.0,0.0,0.0,0.0,42.277463614999995,0.002918432269711047,6.597403785019398e-05,0.0,0.0,0.0,0.0,44.74352725,0.0025174366018036382,9.188694611153269e-11,0.0,0.0,0.0,0.0,46.8191575,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0
28,39.5142230875,0.002522989144199528,9.416143225122414e-07,0.0,0.0,0.0,0.0,39.52993563625,0.002540881309309043,4.178836580508361e-06,0.0,0.0,0.0,0.0,39.53867936625,0.0025530733593041076,5.031928561132383e-06,0.0,0.0,0.0,0.0,40.82025006,0.00299598233634606,7.870441841769032e-05,0.0,0.0,0.0,0.0,43.3415233525,0.002517436393885873,5.757923471804976e-11,0.0,0.0,0.0,0.0,45.448699749999996,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0
