level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std
35,30.1367791845875,0.002582325464481255,2.2123129093451754e-05,0.0,0.0,6.181713268894856e-44,1.5433594841505118e-43,30.1366069445125,0.002581179048863705,2.034930192083945e-05,0.0,0.0,6.974284177070812e-44,2.2743530070291833e-43,30.143508424399997,0.002623851720605744,3.3181062687361845e-05,0.0,0.0,5.716985945536942e-44,1.663292540887423e-43
36,28.9391468807875,0.0025828208647319115,2.252550718491236e-05,0.0,0.0,8.898897202573115e-43,1.981869971714747e-42,28.938981946775,0.0025817677308165,2.0758000049521642e-05,0.0,0.0,1.0042578364814299e-42,2.6967923786950912e-42,28.945900364487503,0.0026248999785608612,3.3729796534697665e-05,0.0,0.0,8.261645935923229e-43,2.0123999658626093e-42
37,27.775903310025,0.00258335452139494,2.296443566790828e-05,0.0,0.0,1.2830923527562364e-41,2.569429346598424e-41,27.77574603165,0.002582403679965064,2.1200089698493493e-05,0.0,0.0,1.4491927964364352e-41,3.245998022873356e-41,27.782672698037498,0.002626012046330143,3.432478010619352e-05,0.0,0.0,1.1959953704767843e-41,2.468083667172629e-41
38,26.646448948725002,0.002583933464814909,2.3446402223755976e-05,0.0,0.0,1.852816189869856e-40,3.3694544645499715e-40,26.6462996202375,0.002583096145049203,2.1682064203453582e-05,0.0,0.0,2.0952514779199493e-40,3.979761188768162e-40,26.653226038612498,0.002627200810307404,3.497556007425762e-05,0.0,0.0,1.734054685075523e-40,3.0775670124489642e-40
39,25.55018787745,0.002584566289926879,2.3979409453234727e-05,0.0,0.0,2.679254851692942e-39,4.475871923161919e-39,25.5500466607625,0.0025838569277187346,2.2212804608375393e-05,0.0,0.0,3.034427392521449e-39,4.9848136614937616e-39,25.5569644957125,0.002628482300168835,3.569412525904767e-05,0.0,0.0,2.5176141650700008e-39,3.91207592946858e-39
40,24.4865276349625,0.0025852628948551137,2.4572680015538763e-05,0.0,0.0,3.87932002280257e-38,6.02753410628769e-38,24.486394600587502,0.002584700474423589,2.280346717377572e-05,0.0,0.0,4.4010679333703365e-38,6.38963003069965e-38,24.493295673575002,0.002629875267642783,3.649383758617668e-05,0.0,0.0,3.659619733336696e-38,5.078508273291925e-38
41,23.4548793597875,0.002586034390582936,2.5236358553972903e-05,0.0,0.0,5.623512342506647e-37,8.228767869832784e-37,23.454754417012502,0.0025856434528203683,2.3467545612223e-05,0.0,0.0,6.391411867675467e-37,8.382823641595942e-37,23.461630759425,0.0026314002113218887,3.738824364566469e-05,0.0,0.0,5.325174628527857e-37,6.735976443916345e-37
42,22.454657728175,0.002586892463734839,2.5980670510070642e-05,0.0,0.0,8.160533870505744e-36,1.1379402905190401e-35,22.45454067325,0.0025867040014476515,2.422067803271664e-05,0.0,0.0,9.292113039107819e-36,1.1239669374768179e-35,22.461384547,0.0026330764859355984,3.838956324301083e-05,0.0,0.0,7.755611117944095e-36,9.119283222579019e-36
43,21.485281023324998,0.002587847663529683,2.6814748038613014e-05,0.0,0.0,1.1853148955445882e-34,1.5918562254331058e-34,21.48517155055,0.002587899155074265,2.5078815305134463e-05,0.0,0.0,1.352183393262727e-34,1.536083465736792e-34,21.491975408412504,0.0026349178968637717,3.9505182099824276e-05,0.0,0.0,1.1303594966623234e-34,1.257264898267988e-34
44,20.54617117836875,0.0025889077090157663,2.7745828863873176e-05,0.0,0.0,1.723034927477216e-33,2.2487837482231123e-33,20.54606891213125,0.002589240854225354,2.6054991616210092e-05,0.0,0.0,1.9691807094386794e-33,2.132971315355282e-33,20.552825499825,0.002636927037271671,4.073276619896801e-05,0.0,0.0,1.6484225384000707e-33,1.7599057365296783e-33
45,19.63675388545,0.002590074413109105,2.8776639971233976e-05,0.0,0.0,2.50630541524675e-32,3.202351199238772e-32,19.6366583356,0.002590730742586311,2.715444518857809e-05,0.0,0.0,2.869378367087481e-32,2.999592680935612e-32,19.6433607652625,0.0026390876534965356,4.205480331436789e-05,0.0,0.0,2.4049245118907965e-32,2.493249996341645e-32
46,18.756458558625,0.0025913406743539964,2.9902126956399274e-05,0.0,0.0,3.647366273950448e-31,4.589109999295346e-31,18.756369215299998,0.0025923558472120203,2.8369785861515872e-05,0.0,0.0,4.182735139352665e-31,4.259660086034137e-31,18.76301105396875,0.002641360590265831,4.343551825760099e-05,0.0,0.0,3.509447534424495e-31,3.564285545875861e-31
47,17.9047184904,0.002592688773117261,3.110669661780285e-05,0.0,0.0,5.309393973034368e-30,6.607999579898322e-30,17.90463478429375,0.0025940860273560976,2.9677119037958666e-05,0.0,0.0,6.098346629224971e-30,6.0931746975567645e-30,17.9112102193875,0.0026436842750455253,4.4821867951477295e-05,0.0,0.0,5.121467433514329e-30,5.1287997170002796e-30
48,17.08097088943125,0.0025940905806585215,3.236314256054233e-05,0.0,0.0,7.72912553240587e-29,9.54830470848349e-29,17.08089233070625,0.002595874330814695,3.103570390380243e-05,0.0,0.0,8.890755809670516e-29,8.761613887431285e-29,17.087396156281248,0.0026459805919521024,4.6149198924735606e-05,0.0,0.0,7.472543362177349e-29,7.41320997543517e-29
49,16.284656973525,0.002595511049104389,3.363783907984457e-05,0.0,0.0,1.1249027614081103e-27,1.382950300715575e-27,16.2845830434125,0.002597661720659817,3.2392135204280366e-05,0.0,0.0,1.295736649374403e-27,1.2643794702561833e-27,16.29101102723125,0.002648164215441793,4.7349063891062475e-05,0.0,0.0,1.089786726007429e-27,1.0745660586409402e-27
50,15.51522194365,0.002596918104927754,3.490404047710449e-05,0.0,0.0,1.6362551486600713e-26,2.0057469398440947e-26,15.51515233640625,0.002599383931028424,3.3686304085824584e-05,0.0,0.0,1.8871094941274706e-26,1.8286431278755193e-26,15.521500916231249,0.002650155704795616,4.836031379504106e-05,0.0,0.0,1.588064590600368e-26,1.5599818772724335e-26
51,14.772115096981251,0.0025982941560575273,3.616081708278997e-05,0.0,0.0,2.377686623167174e-25,2.9102555334514895e-25,14.772049613850001,0.0026009785197861493,3.485651144792906e-05,0.0,0.0,2.745335246259858e-25,2.647423488428158e-25,14.778316062237499,0.0026518982147215866,4.9145134136108624e-05,0.0,0.0,2.3113603661507216e-25,2.265567003401007e-25
52,14.054789833856251,0.0025996520130964927,3.746040069581034e-05,0.0,0.0,3.449799935573019e-24,4.220579656954141e-24,14.0547284374875,0.002602392528008204,3.5845188732301515e-05,0.0,0.0,3.987310291897112e-24,3.832518138412648e-24,14.06091068821875,0.0026533718480868263,4.969751058365931e-05,0.0,0.0,3.358243145024479e-24,3.2882107245931836e-24
53,13.3627039138625,0.0026010684150794988,3.897757045385063e-05,0.0,0.0,4.9942774183072185e-23,6.111889081600944e-23,13.3626464899125,0.0026035941549693233,3.661501775904307e-05,0.0,0.0,5.777712716525048e-23,5.541603216959247e-23,13.368742933693749,0.002654606270873919,5.005199998703439e-05,0.0,0.0,4.8675499186350775e-23,4.7645683935453714e-23
54,12.6953196539,0.002602805974959629,4.12937952382643e-05,0.0,0.0,7.207906336012655e-22,8.827994852252545e-22,12.695265803075,0.002604604445802979,3.7190576411470314e-05,0.0,0.0,8.345324147391206e-22,7.993983891379853e-22,12.7012748202875,0.002655709986508591,5.030921852255021e-05,0.0,0.0,7.0321288447381015e-22,6.8847177546781615e-22
55,12.05210440166875,0.002605721705792239,4.676549568299511e-05,0.0,0.0,1.035869546354972e-20,1.2701624252115884e-20,12.05205286435,0.002605576568744145,3.777456791890246e-05,0.0,0.0,1.2001798835324463e-20,1.1488761740379362e-20,12.05797211864375,0.002656937787763309,5.071074699589526e-05,0.0,0.0,1.011463914453994e-20,9.907912882940925e-21
56,11.43253238388125,0.0026122797754430213,6.431241976708981e-05,0.0,0.0,1.4801266660928728e-19,1.817369824521631e-19,11.432479932275,0.002607003106637858,3.9029435793192645e-05,0.0,0.0,1.7159873764681917e-19,1.6422491939892875e-19,11.438304951800001,0.00265888768761768,5.186799857809743e-05,0.0,0.0,1.4462868082915955e-19,1.4177935325429196e-19
57,10.836083076724998,0.002625197521136142,0.00010104315270910513,0.0,0.0,2.098352742900217e-18,2.5799883958795503e-18,10.83602722739375,0.0026102871170139404,4.3219648626371825e-05,0.0,0.0,2.4343365106283054e-18,2.3299098462643004e-18,10.84175034821875,0.0026629024749144446,5.540211996020988e-05,0.0,0.0,2.0518231682474323e-18,2.0131923255187897e-18
58,10.262239877296874,0.002643318676785566,0.00014115054954266736,0.0,0.0,2.942713841584154e-17,3.621531324386173e-17,10.262188713596876,0.0026191880268382375,5.809946801084494e-05,0.0,0.0,3.417204725350661e-17,3.271542272723661e-17,10.267800040584376,0.002671470964915352,6.548624626488559e-05,0.0,0.0,2.88033931583634e-17,2.8288510793812656e-17
59,9.710482985471875,0.002664936329232296,0.0001757572959757665,0.0,0.0,4.065153925229003e-16,5.000976788055284e-16,9.710471050065625,0.0026376814379997088,9.053469450110648e-05,0.0,0.0,4.728414781805755e-16,4.528473280804771e-16,9.71596360265,0.0026877604373695793,8.661094927814891e-05,0.0,0.0,3.9857842917857896e-16,3.918210498010556e-16
60,9.18030102474375,0.0026901056299137418,0.00020651142378611518,0.0,0.0,5.499615316164123e-15,6.74535700060889e-15,9.18039676078125,0.002663328489282867,0.00012682151689979486,0.0,0.0,6.413160399450419e-15,6.142631638727902e-15,9.185768472440625,0.0027132233557116705,0.00011228460285648866,0.0,0.0,5.4064667617842545e-15,5.317775468740369e-15
61,8.671191920178126,0.0027208318009017966,0.0002337191121277536,0.0,0.0,7.227526570147001e-14,8.801637331248246e-14,8.6715007497875,0.002692461720480351,0.00014944205305622953,0.0,0.0,8.456184196998144e-14,8.093310594386293e-14,8.6767496255375,0.002751710496584419,0.00013276610205358293,0.0,0.0,7.12945129048339e-14,7.009761303247736e-14
62,8.1827776902125,0.0027640383917966393,0.00025747680762239943,0.0,0.0,9.124074115994815e-13,1.0967940014822938e-12,8.183400466315625,0.0027338384318014142,0.0001581408858531757,0.0,0.0,1.0713223426195853e-12,1.0229083933704307e-12,8.18849186769375,0.0028114046446362046,0.00014257426965862027,0.0,0.0,9.028995469726693e-13,8.859560271874612e-13
63,7.714800172784375,0.002820142519546207,0.0002810318230550458,0.0,0.0,1.0872560092974185e-11,1.28208033700869e-11,7.7157352653375,0.0028002426187554376,0.0001618292175748751,0.0,0.0,1.280420648407411e-11,1.217809021273275e-11,7.7205884233125,0.0028873812143108807,0.0001427948108618954,0.0,0.0,1.077384644308568e-11,1.0534870112925041e-11
64,7.266784075646876,0.002863915179236792,0.0003133937455993238,0.0,0.0,1.1900603604510034e-10,1.3690795541335522e-10,7.267933087090626,0.0028892067712033166,0.00017262705889825946,0.0,0.0,1.403948175013141e-10,1.3297567847360553e-10,7.272485390437501,0.002950979315688601,0.0001515455121791181,0.0,0.0,1.1772904558525042e-10,1.1464351367263869e-10
65,6.83805972301875,0.0028553154546715085,0.0003634676591079528,0.0,0.0,1.1458318295896885e-09,1.2798182518285385e-09,6.8392999215625006,0.0029740290552296212,0.00020579063648971845,0.0,0.0,1.353329936614042e-09,1.277222836960593e-09,6.84356336529375,0.00296143815984542,0.00020318269501945547,0.0,0.0,1.1302598610507965e-09,1.0958969867025017e-09
66,6.42803038041875,0.0027700908766675274,0.0004401196268615186,0.0,0.0,9.167591804489852e-09,9.79793619016724e-09,6.429258391765625,0.0029919200550275853,0.00029423223582121586,0.0,0.0,1.0811220379678896e-08,1.0144345750636249e-08,6.4332808238375,0.0028797393305023435,0.00031677454785229123,0.0,0.0,9.009452808000918e-09,8.656889605740215e-09
67,6.036194050840625,0.002575672701241565,0.000498089225659486,0.0,0.0,5.5107454412463565e-08,5.365653342099824e-08,6.037373619853126,0.00282612361796957,0.00042060688943229216,0.0,0.0,6.420767047537357e-08,5.910032205021753e-08,6.041164805253125,0.00265948506923276,0.0004299561939861475,0.0,0.0,5.3927134530275534e-08,5.0258115074715743e-08
68,5.6620512081,0.0022129789280710974,0.000463885508555667,0.0,0.0,2.0977933875292676e-07,1.7141975098191712e-07,5.663222141140625,0.0023717913824733115,0.0004550859190429017,0.0,0.0,2.3219006586548518e-07,1.9793270045762848e-07,5.6667445026843755,0.002251015501714719,0.00043853175722247193,0.0,0.0,2.0303498020671773e-07,1.7007204301031552e-07
69,5.305084264203125,0.0017571651631375425,0.0003991426750654515,0.0,0.0,4.729369773507219e-07,3.2966985515327285e-07,5.306296210146875,0.0017984100996350752,0.00039639255663907763,0.0,0.0,4.5981858009051636e-07,3.3144189090934454e-07,5.3095214588531245,0.001758242022829363,0.00037779487491400906,0.0,0.0,4.333944668394274e-07,2.9878831027423163e-07
70,4.9647547962734375,0.0013740760017820867,0.00037232368021251406,0.0,0.0,7.033374940141357e-07,3.6777645436473406e-07,4.966022129654688,0.0013445001112486353,0.0003504391077805268,0.0,0.0,6.689846948476941e-07,3.7165464096419425e-07,4.968962133104688,0.001343832337368658,0.0003271397380750213,0.0,0.0,6.486135233062739e-07,3.366124912733869e-07
71,4.64051177204375,0.0011240837553719758,0.0003553266991528303,0.0,0.0,8.752671919319255e-07,3.925500973067248e-07,4.641828515590625,0.0010544479645296814,0.00032186577684622397,0.0,0.0,8.510023814103107e-07,4.122108473931016e-07,4.644514846340625,0.0010674708868651942,0.0002953906979923179,0.0,0.0,8.183126716330946e-07,3.6592471849385075e-07
72,4.331813163878125,0.0009857154366522446,0.00032862503001042793,0.0,0.0,9.634438555114854e-07,4.229579065831707e-07,4.333168149607813,0.0009047511371501604,0.0002933914356222375,0.0,0.0,9.455417155881207e-07,4.430982363850827e-07,4.335632203720313,0.0009187193384072453,0.0002677154470426961,0.0,0.0,9.043559481526132e-07,3.9848020640041514e-07
73,4.038146379310938,0.000906293582580256,0.00029931605339185874,0.0,0.0,1.0158587299540045e-06,4.451905445614752e-07,4.03952546919375,0.0008313681710511446,0.0002673068849989568,0.0,0.0,9.975840709175544e-07,4.658575306593018e-07,4.041794132873438,0.0008405867941233737,0.0002429368679043487,0.0,0.0,9.533062908124634e-07,4.197805813808758e-07
74,3.7590315212109378,0.0008538673305229168,0.0002758882020791022,0.0,0.0,1.0694863323651306e-06,4.6914658997310973e-07,3.7604208180703123,0.0007908845869319339,0.0002480546602279126,0.0,0.0,1.050210638663316e-06,4.910446565350862e-07,3.7625159581671874,0.0007944667192366614,0.00022459945409592562,0.0,0.0,1.0035403547281873e-06,4.423357060911488e-07
75,3.4940098680515623,0.0008147942033663276,0.0002568750371227929,0.0,0.0,1.1271117188813663e-06,4.94933564902043e-07,3.495398409690625,0.0007633557746114093,0.0002329995483208556,0.0,0.0,1.1067652241877114e-06,5.181521960967904e-07,3.497336663564062,0.0007623452082915174,0.00021057133802298878,0.0,0.0,1.0575126574713068e-06,4.6661348827024556e-07
76,3.242636483676563,0.0007821331132869819,0.00024261608076365672,0.0,0.0,1.189152943102556e-06,5.227459159807106e-07,3.244016522440625,0.0007401988049877401,0.00022281272261755417,0.0,0.0,1.1676556637047497e-06,5.473790121852376e-07,3.245810546092187,0.0007359181437081133,0.00020074554366184154,0.0,0.0,1.115613616576212e-06,4.927907192723102e-07
77,3.0044752349,0.0007540694199960853,0.00023079636406979134,0.0,0.0,1.2560619936363083e-06,5.527997396598984e-07,3.0058416459437503,0.000719583485222829,0.0002159537608398207,0.0,0.0,1.2333255812667686e-06,5.789495473719932e-07,3.0075012754359376,0.000712902704878652,0.00019343691783287742,0.0,0.0,1.1782664604153582e-06,5.210656464286391e-07
78,2.7790967736843752,0.000728961109934753,0.00022054284204632842,0.0,0.0,1.3283597041873919e-06,5.853537084097054e-07,2.780446353639063,0.0007002869982349511,0.0002108619944791692,0.0,0.0,1.3042823173802277e-06,6.131306770611051e-07,2.7819795521968746,0.000691709092969395,0.000187247169732682,0.0,0.0,1.2459549693065241e-06,5.516764340916237e-07
79,2.566077485767969,0.0007083577773669094,0.00021294592840972074,0.0,0.0,1.4066132002598407e-06,6.20678798510844e-07,2.567408151190625,0.0006840360402826627,0.00020919910473026968,0.0,0.0,1.381080940435595e-06,6.502004198205715e-07,2.5688216131742188,0.0006737586472526892,0.00018367795959815393,0.0,0.0,1.3192095700505035e-06,5.848717820565292e-07
80,2.36500086353125,0.0006815827479642757,0.0001923563473917155,0.0,0.0,1.491519378564874e-06,6.591367262893682e-07,2.3663110841374997,0.0006613444734804216,0.00019482521694343696,0.0,0.0,1.464398994510674e-06,6.90532004048994e-07,2.3676105393078126,0.0006503701491536049,0.00016770066333252298,0.0,0.0,1.3986708899676615e-06,6.209836945246089e-07
