level,-kappa-0.01_pressure_bar,-kappa-0.01_rms_vel1,-kappa-0.01_rms_vel1_temporal_std,-kappa-0.1_pressure_bar,-kappa-0.1_rms_vel1,-kappa-0.1_rms_vel1_temporal_std,-kappa-1.0_pressure_bar,-kappa-1.0_rms_vel1,-kappa-1.0_rms_vel1_temporal_std
0,98.583430705,0.043813182942811536,0.01995422985241967,98.616533055,0.04154647347577878,0.01434297552054539,98.621356495,0.033482339543339665,0.013463494924780354
1,95.778898195,0.13440197925454866,0.060281418672303404,95.81105744000001,0.12844146391338196,0.04383692377926441,95.815873155,0.10464458962101116,0.04115719580094011
2,93.03316760999999,0.22632114314106486,0.10081317912584546,93.06440877,0.21761073733077654,0.07462627529761298,93.069432375,0.18099306455538378,0.06921159183781239
3,90.34386619000001,0.3117989688609632,0.14073230785029456,90.374259855,0.3018775048285051,0.10528220089380617,90.37958216499999,0.2556800929167157,0.0969909983293285
4,87.710430585,0.38775006877265183,0.1788006420682419,87.7400499,0.3783910313929668,0.13430802920555562,87.745664365,0.32543621026940955,0.12347464855878419
5,85.132174255,0.4550676940114922,0.21425335817224378,85.16105732000001,0.44779669109640075,0.1612306351957564,85.166965085,0.38950016857741687,0.14727534202156897
6,82.6084587025,0.5146922686740597,0.24600858569949902,82.636640795,0.5115203247092118,0.18621263249251502,82.64282208,0.4486564349328046,0.16872075056843155
7,80.1386049575,0.5682006189210995,0.2739938833531052,80.1660994225,0.5706911809223025,0.20948836583899086,80.17254276999999,0.5035808363346036,0.1884101511650829
8,77.721924745,0.6172800111535329,0.29858074109105437,77.7487568,0.6258750310933066,0.23106298580151524,77.7554385875,0.5538817050274529,0.2060662770907625
9,75.35773823,0.6630427604811588,0.32030850329133864,75.38391446499999,0.677274632361075,0.2509394265184238,75.390821585,0.5994850615199673,0.220890007226263
10,73.04535804999999,0.706304389610391,0.3400130938237811,73.0708891075,0.7257455269250116,0.2693225971169447,73.07800262,0.6413484105655147,0.2332133332495272
11,70.784096265,0.7478254954418416,0.358316186088008,70.8089961675,0.7722848325148525,0.2866739763894918,70.8162994025,0.680848713653568,0.24461238535932284
12,68.57327306750001,0.7881410163732446,0.37540103698153415,68.5975517675,0.8172383302235359,0.3032831378608903,68.6050331425,0.7189499984749875,0.2559094233938919
13,66.4122100175,0.8274550739905797,0.3913456367828963,66.4358786075,0.8606171732892967,0.31932785841167716,66.443520665,0.7561311175771592,0.26701534697546425
14,64.30023,0.8658655186024582,0.40629751228467015,64.3232981,0.9024482077904279,0.33497891331776847,64.3310886625,0.7924843165248298,0.27792483499155285
15,62.23666041,0.9034171103287963,0.4204590698824295,62.2591365325,0.9427814117172577,0.3501472137796916,62.2670626975,0.8279952501850351,0.28890715967960695
16,60.22082845,0.9400698243161433,0.4339614220730648,60.242722317500004,0.9816624247659255,0.36470743198331507,60.2507729575,0.8626981743256658,0.29993508212959225
17,58.2520652775,0.9754163622824014,0.4461900046798046,58.27338798499999,1.019841199247744,0.37919252527007097,58.281550645,0.8962718460570102,0.31043204354923143
18,56.329705492500004,1.0092994073158994,0.45645985083627666,56.350467255,1.057853743980172,0.39398699288092903,56.3587318475,0.9285024719693525,0.31993436189668545
19,54.45308853,1.0426114991144202,0.4657692696451734,54.4732981325,1.0956158388162278,0.40884775654434347,54.48165373,0.9598183300689889,0.32865460764951393
20,52.62155534,1.075790003964221,0.4749929875934404,52.6412225,1.1327613304417563,0.4232639602270865,52.64965887,0.990625078682663,0.33689411130089725
21,50.834449545,1.1087478260672081,0.48423852800760936,50.853584007500004,1.1690011849582287,0.43711073251199245,50.8620912275,1.0210475859557138,0.3449166282473405
22,49.0911158875,1.141576756979194,0.49375004987674437,49.1097305575,1.2043616331308897,0.4506082806690764,49.118298625,1.051061397020484,0.352819182031611
23,47.3909070125,1.174311109851398,0.5036580493011973,47.409011262499995,1.238882889807415,0.4637588393792317,47.4176317425,1.0805670363882438,0.36050518363844
24,45.73317692,1.2070548305637117,0.5139249563486361,45.7507811475,1.272558499866414,0.47632550208260394,45.759444325000004,1.1092504985481078,0.367752852130243
25,44.1172811275,1.2399027711124004,0.5245553963824517,44.1343970225,1.3054391887185512,0.48813677780052,44.1430936125,1.1371246224803775,0.37455460991942574
26,42.542580677500005,1.2723758495264612,0.5351764112074228,42.559218345,1.3375759181251392,0.49927477290960576,42.56793971,1.164458941037508,0.3811666563225033
27,41.00843854,1.3039583403625983,0.545307292407247,41.024609148749995,1.3686775464331942,0.5096471435202012,41.0333466175,1.1914239816813381,0.3878412311115712
28,39.5142230875,1.3345236756705428,0.5548733723034617,39.52993563625,1.3985650487453933,0.5192583589387886,39.53867936625,1.218064498133367,0.39478550669815454
29,38.05930259625,1.3637885377624572,0.563546047437598,38.074567155,1.4273807568094616,0.5283112175119627,38.08330988125,1.2442158675103123,0.4019815086233847
30,36.64305353,1.391484650271335,0.5707663483425879,36.657878672500004,1.4549864700761332,0.536836838119016,36.666612125,1.2697271520908677,0.4094683379681198
31,35.26485026125,1.4173149417001587,0.5759486722683278,35.27924531625,1.4808948098935888,0.5447304025091229,35.287961851249996,1.2945220250491967,0.4173545867203323
32,33.924073776250005,1.4409394009820486,0.5788360148553351,33.93804676875,1.504322805557667,0.551631895418869,33.94673966375,1.3187257313624727,0.4255989921735959
33,32.62010606875,1.4621564779973695,0.5796225788735979,32.633667095,1.524211406456049,0.5565538462007288,32.64232729125,1.342151282673886,0.43401866091205327
34,31.35233542,1.4807308316264156,0.578689311022393,31.365493921249996,1.5402671153899372,0.5591293873732074,31.3741151925,1.3643326758611192,0.44244249721088463
35,30.120151701250002,1.4966914495151495,0.5763552217208854,30.13291794375,1.552870726471273,0.5599712984279469,30.141492415,1.3848870561741178,0.4507109122371703
36,28.92294837625,1.5097137540761352,0.572408607269283,28.935331753750003,1.5625795937874085,0.5596252594962183,28.943853905,1.4036932480989917,0.4586884211869826
37,27.760124180000002,1.519356210098096,0.5668966609927626,27.77213437125,1.5697300770449654,0.5586622272423472,27.780596770000002,1.4205640712530074,0.4661963172548624
38,26.63107982625,1.5260015531679627,0.5603076159547504,26.642724792499997,1.5737920953028066,0.5572064754776509,26.65112297625,1.4350927763359116,0.4731587867693219
