case,time_days,dtdz_1bar_K_per_km,dtdz_6bar_K_per_km,dtdz_30bar_K_per_km
$\nu=$10.0,822.9167592592593,-1.597643770602322,-1.7636382178088437,-1.5894649749619694
$\nu=$10.0,824.0741666666667,-1.5999433756286954,-1.765111526053449,-1.5873025048119227
$\nu=$10.0,825.231574074074,-1.596043961506266,-1.7391823589892896,-1.5879999689129494
$\nu=$10.0,826.3889814814814,-1.5976286152123738,-1.759021126805405,-1.586567661195434
$\nu=$10.0,827.5463888888889,-1.599071533103917,-1.7646248658571049,-1.5870739486889842
$\nu=$10.0,828.7037962962963,-1.5986524132920368,-1.7596479191831915,-1.5869367931181837
$\nu=$10.0,829.8612037037037,-1.5978379566211356,-1.7568495776590194,-1.5867780878785946
$\nu=$10.0,831.0186111111111,-1.5987623445085526,-1.7560984567481168,-1.5867131384841557
$\nu=$10.0,832.1760185185185,-1.5989693536102914,-1.7603277703040925,-1.5864522129508978
$\nu=$10.0,833.3334259259259,-1.5975110804010957,-1.7616756465322045,-1.5862926671590176
$\nu=$10.0,834.4907407407408,-1.596672936867568,-1.7662087540942415,-1.5868944847243698
$\nu=$10.0,835.6482407407408,-1.5994012344354094,-1.7566019125632057,-1.5870754517877785
$\nu=$10.0,836.8055555555555,-1.599106610512372,-1.7580772737542694,-1.5868563742438384
$\nu=$10.0,837.9630555555556,-1.5997685610773225,-1.7564093799249396,-1.5863332443703801
$\nu=$10.0,839.120462962963,-1.5986034878910786,-1.7500189411618179,-1.5862357772211
$\nu=$10.0,840.2777777777778,-1.598590374643239,-1.7461744741626253,-1.5860527738976187
$\nu=$10.0,841.4352777777777,-1.5989635848397776,-1.7154282057963395,-1.5861807352013437
$\nu=$10.0,842.5925925925926,-1.5980479777158032,-1.7249066168236626,-1.586160254819874
$\nu=$10.0,843.7500925925926,-1.5978947392286107,-1.7317739291552512,-1.5862724282930716
$\nu=$10.0,844.9075,-1.5988222790701783,-1.7015605262672244,-1.5860755848335613
$\nu=$10.0,846.0648148148148,-1.597495248271155,-1.7149769352197912,-1.5861264443168865
$\nu=$10.0,847.2223148148148,-1.5983307378545806,-1.6969013397643016,-1.5861030420832434
$\nu=$10.0,848.3797222222222,-1.5972839892626283,-1.7218341277381293,-1.5858875674571644
$\nu=$10.0,849.5370370370371,-1.5979684350966612,-1.7263154491788808,-1.585921568192944
$\nu=$10.0,850.6944444444445,-1.5971781910449148,-1.7468362607299746,-1.5857083440755961
$\nu=$10.0,851.8519444444445,-1.5965161031246238,-1.7578142453109928,-1.58535532831754
$\nu=$10.0,853.0092592592592,-1.5934321187409393,-1.7712315721698253,-1.5856805402079293
$\nu=$10.0,854.1667592592593,-1.5978611258093802,-1.780252133058955,-1.5854753700615327
$\nu=$10.0,855.324074074074,-1.5989830025735439,-1.7818321351168787,-1.5855171505389407
$\nu=$10.0,856.4814814814815,-1.5993930623220918,-1.7840419149417204,-1.5855265851615135
$\nu=$10.0,857.6389814814814,-1.5996630587197962,-1.7891253775572533,-1.585836147379568
$\nu=$10.0,858.7963888888889,-1.5989030393121888,-1.7881526763126137,-1.5865544481031908
$\nu=$10.0,859.9537037037037,-1.5989974233980415,-1.7890669835449642,-1.5871616985349246
$\nu=$10.0,861.1111111111111,-1.598861734832573,-1.7811299106390923,-1.5879899268271174
$\nu=$10.0,862.2686111111111,-1.5989106939055933,-1.783605002738894,-1.5878137859914316
$\nu=$10.0,863.4260185185185,-1.5968528896336605,-1.783704179427619,-1.58812826876657
$\nu=$10.0,864.5833333333334,-1.5989969497494154,-1.7860982156139125,-1.5876629013845494
$\nu=$10.0,865.7408333333333,-1.5976135682597923,-1.7884343597074723,-1.587201264704289
$\nu=$10.0,866.8981481481482,-1.5995275181047663,-1.787861024080889,-1.5879106281623885
$\nu=$10.0,868.0556481481482,-1.5980554498013702,-1.7839087846395671,-1.5886331651264314
$\nu=$10.0,869.2130555555556,-1.5959770544929295,-1.7750500527078774,-1.5882310840051148
$\nu=$10.0,870.370462962963,-1.5985854709465976,-1.7735779602396433,-1.5878208464360921
$\nu=$10.0,871.5278703703704,-1.5993998094761608,-1.771188721088491,-1.588164473330766
$\nu=$10.0,872.6851851851852,-1.5988345853548176,-1.7709408362943764,-1.588411663887195
$\nu=$10.0,873.8426851851851,-1.5992361818921605,-1.7736222094057108,-1.5886186392121642
$\nu=$10.0,875.0000925925926,-1.5988994653340909,-1.7689095253590439,-1.5885206770933447
$\nu=$10.0,876.1575,-1.5968496421343426,-1.7747607028558654,-1.5880158056568852
$\nu=$10.0,877.3149074074074,-1.599557152333835,-1.7623986829765903,-1.5883487537840955
$\nu=$10.0,878.4723148148148,-1.5979696530193948,-1.773537492695575,-1.5886645236192927
$\nu=$10.0,879.6296296296297,-1.5977573155487315,-1.7672476232110184,-1.5882940963680312
$\nu=$10.0,880.7871296296296,-1.5998150253125776,-1.7704266371121458,-1.5879546122770043
$\nu=$10.0,881.9445370370371,-1.5988013185789567,-1.7718972999462241,-1.5878754972836993
$\nu=$10.0,883.1019444444445,-1.5979431559507882,-1.790141044547246,-1.5874906978810182
$\nu=$10.0,884.2593518518519,-1.5959334900942874,-1.7947739436033363,-1.5873335784511584
$\nu=$10.0,885.4166666666666,-1.596674806660755,-1.8031554268516319,-1.587285975733619
$\nu=$10.0,886.574074074074,-1.571839689361501,-1.806852367940755,-1.5865722106192266
$\nu=$10.0,887.731574074074,-1.5593406034016883,-1.812771168861677,-1.5827290765493554
$\nu=$10.0,888.8889814814814,-1.559199605329128,-1.7849342872772576,-1.5820293599224406
$\nu=$10.0,890.0463888888889,-1.5709012531535504,-1.8031058576504426,-1.5800281977020916
$\nu=$10.0,891.2037962962963,-1.5834909759228655,-1.8052495591959603,-1.5813510146184384
$\nu=$10.0,892.3611111111111,-1.597869899607937,-1.802379050353091,-1.5779898933212146
$\nu=$10.0,893.5186111111111,-1.6055427150968649,-1.8067741187893838,-1.5763570465160688
$\nu=$10.0,894.6760185185185,-1.6066074903082563,-1.8137806921673822,-1.585339386247913
$\nu=$10.0,895.8333333333334,-1.6044192136875128,-1.8098726474290787,-1.5799471287692601
$\nu=$10.0,896.9908333333333,-1.6049803891155214,-1.807497829342699,-1.5803298806465589
$\nu=$10.0,898.1482407407408,-1.6039069297980353,-1.805283268480299,-1.5791034002939464
$\nu=$10.0,899.3056481481482,-1.604563601965023,-1.7882604489235687,-1.589364180851035
$\nu=$10.0,900.4630555555556,-1.6027656522794662,-1.8020551988545992,-1.597245318160125
$\nu=$10.0,901.620462962963,-1.5997195619958462,-1.8057531221692644,-1.5973005382843655
$\nu=$10.0,902.7778703703704,-1.6003613480313963,-1.804045395673512,-1.5923314717933428
$\nu=$10.0,903.9352777777777,-1.6000116045943253,-1.8049771261154608,-1.5936189151265197
$\nu=$10.0,905.0926851851851,-1.6000867481089067,-1.8090283109110672,-1.6051319376295468
$\nu=$10.0,906.2500925925926,-1.598895767620339,-1.8220322546138117,-1.608898927735896
$\nu=$10.0,907.4075,-1.599175328341993,-1.8070241010872972,-1.608337707205751
$\nu=$10.0,908.565,-1.5971504558557852,-1.8197603744475723,-1.6079695279414652
$\nu=$10.0,909.7223148148148,-1.5960302919524618,-1.8016186756068375,-1.6025473883000663
$\nu=$10.0,910.8797222222222,-1.5987952067755808,-1.8131626891802786,-1.6053655186311568
$\nu=$10.0,912.0371296296296,-1.5980379143391414,-1.788877770344869,-1.6052504351713608
$\nu=$10.0,913.1945370370371,-1.5961520699838458,-1.8042261709691407,-1.6048379252612444
$\nu=$10.0,914.3518518518518,-1.60015365109233,-1.8077176755451876,-1.6046257492809346
$\nu=$10.0,915.5093518518519,-1.5967851946931637,-1.8034057224223992,-1.6045559875342963
$\nu=$10.0,916.6667592592593,-1.597975622914111,-1.8025750126090583,-1.6043039996171067
$\nu=$10.0,917.8241666666667,-1.5984542940101967,-1.800008431415701,-1.6033867507448156
$\nu=$10.0,918.981574074074,-1.5989578074331796,-1.8006487036184977,-1.603046548105269
$\nu=$10.0,920.1388888888889,-1.5985229418915852,-1.7999238360115402,-1.6027550800311938
$\nu=$10.0,921.2963888888889,-1.5974288092730744,-1.7950743776980556,-1.6018837964895811
$\nu=$10.0,922.4537962962963,-1.5984288083449092,-1.769038444088731,-1.6013455199039506
$\nu=$10.0,923.6112037037037,-1.5989358553865407,-1.7820459210497097,-1.601109376530036
$\nu=$10.0,924.7686111111111,-1.5993808595137142,-1.7872862142688029,-1.599625656722026
$\nu=$10.0,925.925925925926,-1.5990661493203375,-1.7774085598778107,-1.59981517920957
$\nu=$10.0,927.0833333333334,-1.5966104429352945,-1.7832239231247815,-1.5990701799180598
$\nu=$10.0,928.2408333333333,-1.598734297639448,-1.784219777082758,-1.5989131492396147
$\nu=$10.0,929.3982407407408,-1.5973277430999195,-1.7753419582588137,-1.598416174922969
$\nu=$10.0,930.5556481481482,-1.5991811264938847,-1.7785741631352776,-1.598031260646511
$\nu=$10.0,931.7130555555556,-1.5987363600584514,-1.7844618648575552,-1.597706175184446
$\nu=$10.0,932.8703703703703,-1.5982497256806578,-1.7796439054034991,-1.5974009935000084
$\nu=$10.0,934.0278703703704,-1.5986363361171034,-1.7852369205113636,-1.5970991630029578
$\nu=$10.0,935.1851851851852,-1.5983280721724633,-1.782508021051043,-1.5966830960273528
$\nu=$10.0,936.3425925925926,-1.5975657301247712,-1.7761690094527478,-1.5964341889359515
$\nu=$10.0,937.5000925925926,-1.5980055692464732,-1.769098096740223,-1.5960661150789326
$\nu=$10.0,938.6575,-1.5982296643618974,-1.7673910641969348,-1.5956611800381946
$\nu=$10.0,939.8148148148148,-1.599323465404297,-1.7616421627308323,-1.5950531287467464
$\nu=$10.0,940.9723148148148,-1.5993244233435715,-1.7638019821793314,-1.5945882112634064
$\nu=$10.0,942.1297222222222,-1.5987327726296425,-1.758910624046444,-1.594270438091395
$\nu=$10.0,943.2871296296296,-1.5993619928389609,-1.7569567853422066,-1.5940973927295397
$\nu=$10.0,944.4444444444445,-1.6003397911493742,-1.7539239175432952,-1.59386874229083
$\nu=$10.0,945.6019444444445,-1.5955854455835885,-1.752044449486397,-1.593934576648838
$\nu=$10.0,946.7592592592592,-1.600077203394051,-1.7597250711102568,-1.5942819456277781
$\nu=$10.0,947.9166666666666,-1.5976611006087258,-1.782857503888705,-1.5938577928068471
$\nu=$10.0,949.0741666666667,-1.5984602172047444,-1.7392142931870636,-1.5935179105688142
$\nu=$10.0,950.231574074074,-1.5940848797054055,-1.7672672186856075,-1.591525559957453
$\nu=$10.0,951.3889814814814,-1.596294410641234,-1.7702640650825172,-1.5912334539401878
$\nu=$10.0,952.5463888888889,-1.5979764483958263,-1.7605989521480605,-1.5912208280737266
$\nu=$10.0,953.7037962962963,-1.5948108891843111,-1.7927677245396976,-1.5914017122499542
$\nu=$10.0,954.8611111111111,-1.5980839060602414,-1.778719795822407,-1.5917473463790563
$\nu=$10.0,956.0186111111111,-1.596067208856343,-1.8027778556203662,-1.5905017686604657
$\nu=$10.0,957.1760185185185,-1.6004324099658787,-1.8120774236267159,-1.5899966027900938
$\nu=$10.0,958.3333333333334,-1.6014212941163892,-1.813105303401664,-1.5900683156745663
$\nu=$10.0,959.4907407407408,-1.599585957011493,-1.813191278149735,-1.5901697235539478
$\nu=$10.0,960.6482407407408,-1.5984320255652842,-1.811589988016804,-1.5900800778339852
$\nu=$10.0,961.8056481481482,-1.598673772417214,-1.8104422978924584,-1.5898189281050266
$\nu=$10.0,962.9629629629629,-1.5974848965112194,-1.8064239921272087,-1.589761436190993
$\nu=$10.0,964.1203703703703,-1.5990102972707645,-1.8081841905291594,-1.5894585752069197
$\nu=$10.0,965.2778703703704,-1.5990489016339877,-1.8030513538648403,-1.5893096135525318
$\nu=$10.0,966.4352777777777,-1.5979936576641431,-1.7994364734006032,-1.5894337671307588
$\nu=$10.0,967.5926851851851,-1.5993890817941947,-1.7914398919221604,-1.5892570493938707
$\nu=$10.0,968.7500925925926,-1.5983309181030743,-1.7934708033921942,-1.5895795958009062
$\nu=$10.0,969.9074074074074,-1.5975639281840346,-1.781799606740531,-1.5888682342835954
$\nu=$10.0,971.0649074074074,-1.5948054348215055,-1.749461374073497,-1.5893862792603441
$\nu=$10.0,972.2222222222222,-1.590525815016343,-1.7530920837520436,-1.5895094831130705
$\nu=$10.0,973.3797222222222,-1.5896509649276476,-1.7742375956872019,-1.5894610488158856
$\nu=$10.0,974.5370370370371,-1.5954887651160248,-1.7734069756188289,-1.5888780202912411
$\nu=$10.0,975.6945370370371,-1.594707604027291,-1.7877918024409567,-1.5875188323855582
$\nu=$10.0,976.8519444444445,-1.6018688209069245,-1.8093864435694254,-1.5875487743428285
$\nu=$10.0,978.0092592592592,-1.59851427488669,-1.8051949369211222,-1.5877785511027587
$\nu=$10.0,979.1667592592593,-1.5988550298036797,-1.8124751480862,-1.587020368588075
$\nu=$10.0,980.3241666666667,-1.5982544334406907,-1.80952209098441,-1.585388341350502
$\nu=$10.0,981.481574074074,-1.598848228996619,-1.8134012467164164,-1.5847077221451398
$\nu=$10.0,982.6388888888889,-1.5997636246381806,-1.8106823805495667,-1.5850079934597272
$\nu=$10.0,983.7963888888889,-1.598630168221137,-1.812499043969013,-1.5844887134744918
$\nu=$10.0,984.9537037037037,-1.5973469257399542,-1.8129501137843216,-1.5813935538353923
$\nu=$10.0,986.1112037037037,-1.5957091779899173,-1.8157637958637094,-1.5805839119120415
$\nu=$10.0,987.2685185185185,-1.5979423425730614,-1.837787871020139,-1.5805662040314774
$\nu=$10.0,988.4260185185185,-1.5983667497899434,-1.8233501618978885,-1.583194798380435
$\nu=$10.0,989.5834259259259,-1.598730545320354,-1.7832258366851452,-1.582601402353585
$\nu=$10.0,990.7408333333333,-1.588948732449616,-1.8105301415111161,-1.5788522416592512
$\nu=$10.0,991.8982407407408,-1.5946821494991137,-1.8190327738135004,-1.5802311163958636
$\nu=$10.0,993.0556481481482,-1.5962125307300943,-1.8171014321768884,-1.5818677454709202
$\nu=$10.0,994.2129629629629,-1.5955387617807504,-1.8198697773769787,-1.5822369917022725
$\nu=$10.0,995.370462962963,-1.5931979858202732,-1.8082377282576056,-1.5804125148580659
$\nu=$10.0,996.5278703703704,-1.5868403784741645,-1.8110550662509004,-1.5814002248707797
$\nu=$10.0,997.6852777777777,-1.5924863342175053,-1.802899135377129,-1.5791707555071859
$\nu=$10.0,998.8425925925926,-1.6035263539446514,-1.7870494538140267,-1.5777821382053627
$\nu=$10.0,1000.0000925925926,-1.6079267925709444,-1.7977499134711745,-1.5799982679923805
$\nu=$10.0,1001.1574074074074,-1.6044866532294573,-1.8047507678998702,-1.5765979763171771
$\nu=$10.0,1002.3149074074074,-1.6019056501268032,-1.8063698120493106,-1.5788033892893976
$\nu=$10.0,1003.4724074074074,-1.6026850001506667,-1.8051825875661844,-1.5808273761601415
$\nu=$10.0,1004.6296296296297,-1.6014439663147504,-1.811194455562943,-1.5826568430397001
$\nu=$10.0,1005.7870370370371,-1.6013968374648317,-1.808093148022875,-1.5827696387462864
$\nu=$10.0,1006.9445370370371,-1.5986628820819313,-1.8083462080395325,-1.5827387654885285
$\nu=$10.0,1008.1018518518518,-1.5992145978914019,-1.8115867266261594,-1.5911240952347112
$\nu=$10.0,1009.2593518518519,-1.5992853584115603,-1.807008466625002,-1.5920700045195615
$\nu=$10.0,1010.4167592592593,-1.599098163751517,-1.7999034722807805,-1.5887802357443201
$\nu=$10.0,1011.574074074074,-1.5996814770280774,-1.7908764617929707,-1.5934540042594119
$\nu=$10.0,1012.7314814814815,-1.5971499911720144,-1.7909346401915012,-1.5928004220913754
$\nu=$10.0,1013.8890740740741,-1.5999038903984752,-1.787370172214575,-1.5906486086347316
$\nu=$10.0,1015.0463888888889,-1.5995421308647728,-1.773722802390281,-1.5926239334232333
$\nu=$10.0,1016.2037037037037,-1.5995684176613387,-1.7695047872663188,-1.5905880010854525
$\nu=$10.0,1017.3611111111111,-1.5988451730362176,-1.7776287695276116,-1.5892218032602123
$\nu=$10.0,1018.5185185185185,-1.5982734022343534,-1.7815468213167882,-1.5892089608704807
$\nu=$10.0,1019.6760185185185,-1.5988908660157704,-1.7887074127565155,-1.590049157013368
$\nu=$10.0,1020.8334259259259,-1.5997097570846246,-1.7928591380053485,-1.5893341562823398
$\nu=$10.0,1021.9908333333333,-1.598674452767875,-1.7928861295443659,-1.588209631369185
$\nu=$10.0,1023.1482407407408,-1.5960462059371776,-1.7899839273992593,-1.588314373354664
$\nu=$10.0,1024.305648148148,-1.5988633857886168,-1.7840334729414244,-1.5893334782500095
$\nu=$10.0,1025.4630555555555,-1.6003236297544612,-1.7747342152338057,-1.5889022885770854
$\nu=$10.0,1026.620462962963,-1.6001031839827051,-1.7733038372422467,-1.589256412526057
$\nu=$10.0,1027.7777777777778,-1.5984828503096944,-1.7743929210940936,-1.5902220366070463
$\nu=$10.0,1028.9352777777779,-1.599108146125176,-1.7618637827037193,-1.5895784224022769
$\nu=$10.0,1030.0926851851852,-1.5982754903743113,-1.749808029293456,-1.589202304528321
$\nu=$10.0,1031.2500925925926,-1.598919765133015,-1.7646511594628134,-1.5901504884087116
$\nu=$10.0,1032.4075,-1.6001181861474603,-1.7621285507815867,-1.5899411291256333
$\nu=$10.0,1033.5648148148148,-1.5976027770744836,-1.754751011739946,-1.5893113442806854
$\nu=$10.0,1034.7223148148148,-1.5996325423898363,-1.7570248056493492,-1.5911054600255188
$\nu=$10.0,1035.8796296296296,-1.5992142775783769,-1.7509564770685213,-1.5897095990363623
$\nu=$10.0,1037.037037037037,-1.5983145990747794,-1.7498128785988414,-1.590095976350463
$\nu=$10.0,1038.194537037037,-1.5968901796712445,-1.7520811157119256,-1.5897412980961685
$\nu=$10.0,1039.3519444444444,-1.5989470447406857,-1.7543653577330562,-1.5901550446116748
$\nu=$10.0,1040.5092592592594,-1.5986944047603855,-1.755310567035872,-1.58876699554558
$\nu=$10.0,1041.6666666666667,-1.5988653534287212,-1.7575280598865566,-1.5895625018464157
$\nu=$10.0,1042.8241666666668,-1.599745886070077,-1.756445070303379,-1.5891991613657375
$\nu=$10.0,1043.9815740740742,-1.598052998073041,-1.751899881885084,-1.5894690901494999
$\nu=$10.0,1045.138888888889,-1.59789252015717,-1.75465473508505,-1.589473377601539
$\nu=$10.0,1046.296388888889,-1.5971852167577298,-1.753094076892057,-1.5889708270285916
$\nu=$10.0,1047.4537962962963,-1.5990041618730995,-1.7541831096941565,-1.5889776438517458
$\nu=$10.0,1048.6112037037037,-1.5973927533624879,-1.749443584487575,-1.58866501270043
$\nu=$10.0,1049.768611111111,-1.5989667771260427,-1.7487607337760767,-1.5887321517207564
$\nu=$10.0,1050.9260185185185,-1.59814457163681,-1.748582209606428,-1.5889569060233963
$\nu=$10.0,1052.083425925926,-1.599168356953651,-1.7478348326835,-1.5882599122074994
$\nu=$10.0,1053.2407407407406,-1.5991530848020545,-1.7500575910891414,-1.5882539870917658
$\nu=$10.0,1054.3982407407407,-1.598481493143189,-1.746509527573429,-1.5880774543139464
$\nu=$10.0,1055.555648148148,-1.5994590905339514,-1.7434337979536376,-1.5876345924339303
$\nu=$10.0,1056.7130555555555,-1.5999228931796308,-1.7454094300299343,-1.5878936575825828
$\nu=$10.0,1057.870462962963,-1.5996181651720884,-1.7500170649642357,-1.5875303231336968
$\nu=$10.0,1059.0278703703705,-1.5987602503920044,-1.7500488065040691,-1.5871952267874665
$\nu=$10.0,1060.1852777777779,-1.598859401033564,-1.7490067417157333,-1.587323503093098
$\nu=$10.0,1061.3425925925926,-1.5974391394673544,-1.7335776270027137,-1.5870098501885357
$\nu=$10.0,1062.5000925925926,-1.5937972649831396,-1.7578126101534357,-1.5865915854205315
$\nu=$10.0,1063.6575,-1.5906437723094577,-1.8023847369083579,-1.5874824386257544
$\nu=$10.0,1064.8148148148148,-1.5880349337302557,-1.824379053624571,-1.586462201710963
$\nu=$10.0,1065.9723148148148,-1.583044769769502,-1.808788764351117,-1.5857763042663349
$\nu=$10.0,1067.1297222222222,-1.5934793011895327,-1.8158030789938358,-1.5854466150152593
$\nu=$10.0,1068.287037037037,-1.593719334422857,-1.829827189857912,-1.5839398097000634
$\nu=$10.0,1069.4444444444443,-1.6030487053229934,-1.8511330563855695,-1.5841692856797167
$\nu=$10.0,1070.601851851852,-1.6076271531053885,-1.8466629048906849,-1.5829360578883087
$\nu=$10.0,1071.7593518518518,-1.6046897390958192,-1.8452321487798666,-1.5840531256915449
$\nu=$10.0,1072.9167592592592,-1.6034162845017157,-1.8467210928599909,-1.5820525503492011
$\nu=$10.0,1074.0740740740741,-1.6041925727097794,-1.8491113614160812,-1.5828057561931657
$\nu=$10.0,1075.2315740740742,-1.6035980380327894,-1.8418572858939497,-1.583451842989624
$\nu=$10.0,1076.388888888889,-1.6012333968147499,-1.835831687281279,-1.5844883534940077
$\nu=$10.0,1077.5462962962963,-1.600686349802916,-1.8362235033304042,-1.5842110279095207
$\nu=$10.0,1078.7037037037037,-1.5987977923284926,-1.8424037740376054,-1.5807758161706076
$\nu=$10.0,1079.861111111111,-1.5997412654177405,-1.8348345990735517,-1.583217699912151
$\nu=$10.0,1081.018611111111,-1.6002705460476843,-1.8328292452668387,-1.5895077614438755
$\nu=$10.0,1082.1760185185185,-1.5982842214281612,-1.8302431646427613,-1.594657183584743
$\nu=$10.0,1083.3333333333333,-1.5980142192274236,-1.8226015926770933,-1.5990983493212048
$\nu=$10.0,1084.4908333333333,-1.5975451873112843,-1.8178940038158151,-1.5944824921882896
$\nu=$10.0,1085.6482407407407,-1.5989458916162627,-1.8275875372427368,-1.5931138152173754
$\nu=$10.0,1086.805648148148,-1.5984901808648249,-1.8241216406012757,-1.591401465285604
$\nu=$10.0,1087.9630555555555,-1.5980968523161077,-1.823909434477312,-1.5904519512269757
$\nu=$10.0,1089.120462962963,-1.5980197545114574,-1.8205885144173173,-1.5916020375280935
$\nu=$10.0,1090.2778703703705,-1.5991031458822786,-1.8124376740098729,-1.5909180838463202
$\nu=$10.0,1091.4351851851852,-1.5986653194075533,-1.7945534904627032,-1.5873208779245964
$\nu=$10.0,1092.5926851851852,-1.5989634248599085,-1.7885299979884062,-1.5866685390764217
$\nu=$10.0,1093.7500925925926,-1.5975833172168576,-1.7830972700588554,-1.585127640278195
$\nu=$10.0,1094.9074074074074,-1.6000325250380154,-1.784371165278368,-1.58553433713413
$\nu=$10.0,1096.0649074074074,-1.5976096802986088,-1.7813150020236688,-1.5870130017864894
$\nu=$10.0,1097.2223148148148,-1.5998925345910358,-1.780139380400757,-1.5864607576679832
$\nu=$10.0,1098.3796296296296,-1.598918393068312,-1.7840990956994425,-1.587724595006631
$\nu=$10.0,1099.537037037037,-1.59809712853767,-1.7818751098360546,-1.5870335171520056
$\nu=$10.0,1100.694537037037,-1.5986392800043119,-1.7766855383090858,-1.5873542673710959
$\nu=$10.0,1101.8519444444444,-1.5988879851625641,-1.7822165237429193,-1.5879772428446817
$\nu=$10.0,1103.0092592592594,-1.5983806969418377,-1.7726241482126213,-1.587436960528097
$\nu=$10.0,1104.1667592592592,-1.5994524770795704,-1.7709577154187444,-1.5873107204804338
$\nu=$10.0,1105.3241666666668,-1.5979146235714616,-1.7695282018501248,-1.5873383571890642
$\nu=$10.0,1106.4815740740742,-1.5994812507698501,-1.7662407908450306,-1.5874330330033466
$\nu=$10.0,1107.6389814814816,-1.5973942374879604,-1.7696223637310058,-1.5872390128900908
$\nu=$10.0,1108.7962962962963,-1.5969457057284353,-1.76374858825555,-1.5880410524320123
$\nu=$10.0,1109.9537962962963,-1.5972818566743925,-1.7676857422606693,-1.5875396496475753
$\nu=$10.0,1111.1112037037037,-1.5978193177958067,-1.7696876704244076,-1.587863911907267
$\nu=$10.0,1112.268611111111,-1.6011340099424134,-1.7968680206704974,-1.5884250828641069
$\nu=$10.0,1113.4259259259259,-1.601422563112901,-1.7857482184032083,-1.5889022046767214
$\nu=$10.0,1114.583425925926,-1.5991674112230678,-1.7969939758556772,-1.5891198043852472
$\nu=$10.0,1115.7408333333333,-1.6008452769695103,-1.7971846371868987,-1.58920020102772
$\nu=$10.0,1116.898148148148,-1.599517656751876,-1.7888066857,-1.589185569681128
$\nu=$10.0,1118.055648148148,-1.59857045276098,-1.7906501940089325,-1.5894169228949502
$\nu=$10.0,1119.212962962963,-1.5987867120667238,-1.773260142078909,-1.5895446552725179
$\nu=$10.0,1120.370462962963,-1.5985944336277098,-1.7901698734073195,-1.5897528976812938
$\nu=$10.0,1121.5278703703705,-1.5994932013198895,-1.7996310499298955,-1.5899096658015426
$\nu=$10.0,1122.6852777777779,-1.599513765219769,-1.7920168824537899,-1.589900764334892
$\nu=$10.0,1123.8425925925926,-1.59905074909206,-1.8002643108443412,-1.5897041074753477
$\nu=$10.0,1125.0,-1.5996995018421865,-1.7972383269417678,-1.5897225633124712
$\nu=$10.0,1126.1575,-1.599195743986938,-1.7924503610492095,-1.5895926927747837
$\nu=$10.0,1127.3148148148148,-1.5999904133538345,-1.7905840793330425,-1.5893322483996872
$\nu=$10.0,1128.4723148148148,-1.600631622055577,-1.7805304591981892,-1.5891789648533838
$\nu=$10.0,1129.6297222222222,-1.5987825574151118,-1.7821978753640082,-1.589028198144344
$\nu=$10.0,1130.787037037037,-1.5985771673425782,-1.7910474504704632,-1.5889441495757013
$\nu=$10.0,1131.944537037037,-1.5948810967371911,-1.790077929237444,-1.5889338506657227
$\nu=$10.0,1133.101851851852,-1.5911804243063663,-1.8229609671401472,-1.5885634336061534
$\nu=$10.0,1134.2592592592594,-1.5711623945756297,-1.8500294048945378,-1.5880852365235463
$\nu=$10.0,1135.4167592592592,-1.5790766788154504,-1.7818494313595612,-1.586010639565038
$\nu=$10.0,1136.5741666666668,-1.5877313993389157,-1.7636964836201066,-1.582587738353244
$\nu=$10.0,1137.7315740740742,-1.5914707515780557,-1.8006863750676052,-1.5810502841567085
$\nu=$10.0,1138.8889814814816,-1.6039063700325027,-1.7924227306344072,-1.583272722385801
$\nu=$10.0,1140.046388888889,-1.6081984136925005,-1.8009312197340523,-1.5835966525890215
$\nu=$10.0,1141.2037962962963,-1.6081721534670044,-1.8047402648311774,-1.5852828609736977
$\nu=$10.0,1142.3612037037037,-1.6039412918175326,-1.80485077674025,-1.5929176268209262
$\nu=$10.0,1143.518611111111,-1.603931332593068,-1.8101404901236822,-1.5970908141778741
$\nu=$10.0,1144.6759259259259,-1.6025231311697716,-1.815057597547376,-1.5994227906143519
$\nu=$10.0,1145.833425925926,-1.603101570587837,-1.8192725356449662,-1.5960649126699813
$\nu=$10.0,1146.9907407407406,-1.6005682669799728,-1.823069195473474,-1.6001010503090045
$\nu=$10.0,1148.1482407407407,-1.600105085526988,-1.8227723082984277,-1.5973489699824197
$\nu=$10.0,1149.305648148148,-1.6005188070529088,-1.823732847871922,-1.6004915798907104
$\nu=$10.0,1150.4630555555555,-1.6013823816603665,-1.8142859387762857,-1.5981982269564545
$\nu=$10.0,1151.6203703703704,-1.598120795491706,-1.8180954837020085,-1.593503277014596
$\nu=$10.0,1152.7778703703705,-1.5984096742133767,-1.821853948666896,-1.5916321829680242
$\nu=$10.0,1153.9352777777779,-1.5985052712389305,-1.8175604053150154,-1.5901579650019393
$\nu=$10.0,1155.0925925925926,-1.5986757199412494,-1.8151573978581619,-1.5895761534888186
$\nu=$10.0,1156.2500925925926,-1.596452183405186,-1.815723323046743,-1.5913336905142
$\nu=$10.0,1157.4074074074074,-1.5987576410670958,-1.8116753747733076,-1.594528217688425
$\nu=$10.0,1158.5649074074074,-1.5972437658759457,-1.8045719670143665,-1.5931107334392973
$\nu=$100.0,0.0,-1.60220900247082,-1.564099929206781,-1.6368970969029264
$\nu=$100.0,1.157532642505787,-1.5927609032441123,-1.5632755753476657,-1.635749473486217
