case,time_days,dtdz_1bar_K_per_km,dtdz_6bar_K_per_km,dtdz_30bar_K_per_km
$\nu=$100.0,832.175925925926,nan,-0.7971441531767249,-1.0378307990897797
$\nu=$100.0,833.3334259259259,nan,-0.7965685436794012,-1.0371347385353429
$\nu=$100.0,834.4908333333333,nan,-0.7959937156243294,-1.0364437976080705
$\nu=$100.0,835.6481481481482,nan,-0.795419359149762,-1.0357504334545142
$\nu=$100.0,836.8056481481482,nan,-0.7948448929177232,-1.0350569256977433
$\nu=$100.0,837.9630555555556,nan,-0.7942715200102843,-1.0343636614196474
$\nu=$100.0,839.120462962963,nan,-0.7936991254727129,-1.0336728662375505
$\nu=$100.0,840.2777777777778,nan,-0.793126941868523,-1.0329821016299512
$\nu=$100.0,841.4352777777777,nan,-0.7925566149599779,-1.0322890030406324
$\nu=$100.0,842.5926851851851,nan,-0.7919870113660784,-1.0316006713056358
$\nu=$100.0,843.75,nan,-0.7914176349537994,-1.030910004003458
$\nu=$100.0,844.9075,nan,-0.7908489463874717,-1.0302221371464535
$\nu=$100.0,846.0649074074074,nan,-0.7902812915806783,-1.029531551544591
$\nu=$100.0,847.2223148148148,nan,-0.7897151769064177,-1.0288432782160848
$\nu=$100.0,848.3796296296297,nan,-0.7891488468532991,-1.0281555587383475
$\nu=$100.0,849.5371296296296,nan,-0.7885840145017168,-1.0274683330115841
$\nu=$100.0,850.6945370370371,nan,-0.7880196386100222,-1.0267825495035452
$\nu=$100.0,851.8518518518518,nan,-0.7874558553511363,-1.0260943515776033
$\nu=$100.0,853.0093518518519,nan,-0.7868933768024873,-1.0254090405484906
$\nu=$100.0,854.1667592592593,nan,-0.7863308934475347,-1.0247237620141918
$\nu=$100.0,855.324074074074,nan,-0.7857696563007547,-1.0240414402945555
$\nu=$100.0,856.481574074074,nan,-0.7852090880885164,-1.0233562412061386
$\nu=$100.0,857.6389814814814,nan,-0.7846494186476317,-1.022673202220479
$\nu=$100.0,858.7963888888889,nan,-0.7840906476795412,-1.0219880481920618
$\nu=$100.0,859.9537037037037,nan,-0.7835331140435109,-1.021302926473091
$\nu=$100.0,861.1112037037037,nan,-0.7829754957383872,-1.020623854912213
$\nu=$100.0,862.2686111111111,nan,-0.78241859334383,-1.01994089025433
$\nu=$100.0,863.425925925926,nan,-0.7818633562777657,-1.0192609643275863
$\nu=$100.0,864.5834259259259,nan,-0.7813082182133205,-1.0185790456509884
$\nu=$100.0,865.7408333333333,nan,-0.7807540442904672,-1.017901209456168
$\nu=$100.0,866.8982407407408,nan,-0.780200715708035,-1.0172193873556183
$\nu=$100.0,868.0555555555555,nan,-0.7796479366820747,-1.016541577579478
$\nu=$100.0,869.2130555555556,nan,-0.7790962527229899,-1.015861808327482
$\nu=$100.0,870.370462962963,nan,-0.7785454085272783,-1.0151820710558608
$\nu=$100.0,871.5277777777778,nan,-0.7779946853081717,-1.0145055265943534
$\nu=$100.0,872.6852777777777,nan,-0.777445065533139,-1.013830953612988
$\nu=$100.0,873.8426851851851,nan,-0.7768965426899763,-1.0131513262329022
$\nu=$100.0,875.0,nan,-0.7763486127074954,-1.0124736008596962
$\nu=$100.0,876.1575,nan,-0.7758010847389218,-1.011799104688406
$\nu=$100.0,877.3149074074074,nan,-0.77525492188083,-1.0111278845197944
$\nu=$100.0,878.4723148148148,nan,-0.7747092512656948,-1.010451408609157
$\nu=$100.0,879.6296296296297,nan,-0.7741642164133311,-1.0097757961471012
$\nu=$100.0,880.7871296296296,nan,-0.773619902260668,-1.009101422986135
$\nu=$100.0,881.9445370370371,nan,-0.7730765050522459,-1.0084303939660297
$\nu=$100.0,883.1018518518518,nan,-0.772533670171755,-1.0077560979554752
$\nu=$100.0,884.2593518518519,nan,-0.7719920122551511,-1.0070851795429037
$\nu=$100.0,885.4167592592593,nan,-0.7714507042354936,-1.0064126819416057
$\nu=$100.0,886.574074074074,nan,-0.7709100692419344,-1.0057401832130968
$\nu=$100.0,887.7314814814815,nan,-0.7703706189368565,-1.0050693897654155
$\nu=$100.0,888.8889814814814,nan,-0.7698318797035334,-1.0044003314772438
$\nu=$100.0,890.0463888888889,nan,-0.769293571559732,-1.0037313054796395
$\nu=$100.0,891.2037037037037,nan,-0.7687561011993814,-1.0030623078251837
$\nu=$100.0,892.3612037037037,nan,-0.7682193760421524,-1.00239680864068
$\nu=$100.0,893.5186111111111,nan,-0.7676833482264597,-1.0017278871787345
$\nu=$100.0,894.675925925926,nan,-0.767148372556816,-1.001055500469338
$\nu=$100.0,895.8334259259259,nan,-0.7666137460913758,-1.0003901398500439
$\nu=$100.0,896.9908333333333,nan,-0.7660801694979923,-0.9997248405993364
$\nu=$100.0,898.1482407407408,nan,-0.7655473295491512,-0.9990555865433173
$\nu=$100.0,899.3055555555555,nan,-0.7650151345086599,-0.9983939144969575
$\nu=$100.0,900.4630555555556,nan,-0.7644835634025308,-0.9977251765405295
$\nu=$100.0,901.620462962963,nan,-0.7639526006048996,-0.9970615527252745
$\nu=$100.0,902.7777777777778,nan,-0.7634227261453528,-0.9963979598306062
$\nu=$100.0,903.9352777777777,nan,-0.762893344523463,-0.9957343978282863
$\nu=$100.0,905.0926851851851,nan,-0.7623649886566018,-0.9950672178222204
$\nu=$100.0,906.25,nan,-0.7618369212957019,-0.9944073623822953
$\nu=$100.0,907.4075,nan,-0.761310223956444,-0.9937452949018326
$\nu=$100.0,908.5649074074074,nan,-0.7607833292009641,-0.9930818364682712
$\nu=$100.0,909.7223148148148,nan,-0.7602578104092497,-0.9924221197088543
$\nu=$100.0,910.8796296296297,nan,-0.7597328239656592,-0.991760091666386
$\nu=$100.0,912.0371296296296,nan,-0.7592088722122347,-0.9911004692218629
$\nu=$100.0,913.1945370370371,nan,-0.7586852409756941,-0.9904422298217969
$\nu=$100.0,914.3518518518518,nan,-0.7581624534931971,-0.9897840209821804
$\nu=$100.0,915.5093518518519,nan,-0.7576400735116561,-0.9891258426745317
$\nu=$100.0,916.6667592592593,nan,-0.7571190003599443,-0.9884626061407112
$\nu=$100.0,917.824074074074,nan,-0.7565985829409674,-0.9878095717791012
$\nu=$100.0,918.981574074074,nan,-0.7560783165669077,-0.9871514815751485
$\nu=$100.0,920.1389814814814,nan,-0.7555596506632661,-0.9864895596448652
$\nu=$100.0,921.2963888888889,nan,-0.7550409058765957,-0.9858353890011753
$\nu=$100.0,922.4537037037037,nan,-0.7545236608865505,-0.9851785787027832
$\nu=$100.0,923.6112037037037,nan,-0.7540065336634335,-0.9845245013902352
$\nu=$100.0,924.7686111111111,nan,-0.7534900957375379,-0.983867714808003
$\nu=$100.0,925.925925925926,nan,-0.7529741702675822,-0.9832137306550682
$\nu=$100.0,927.0834259259259,nan,-0.752459588118933,-0.9825620580537122
$\nu=$100.0,928.2408333333333,nan,-0.7519449424365485,-0.9819081608477335
$\nu=$100.0,929.3981481481482,nan,-0.7514306673060905,-0.9812554190361665
$\nu=$100.0,930.5556481481482,nan,-0.7509177534140667,-0.9806037854734955
$\nu=$100.0,931.7130555555556,nan,-0.7504054783191885,-0.9799500262502195
$\nu=$100.0,932.870462962963,nan,-0.7498934770154404,-0.9793014161462316
$\nu=$100.0,934.0277777777778,nan,-0.7493824538234152,-0.9786498355557447
$\nu=$100.0,935.1852777777777,nan,-0.7488721947033641,-0.97799724092127
$\nu=$100.0,936.3426851851851,nan,-0.7483623655451476,-0.9773456686200901
$\nu=$100.0,937.5,nan,-0.7478535000934343,-0.9766982030786803
$\nu=$100.0,938.6575,nan,-0.7473450153505702,-0.9760498003409428
$\nu=$100.0,939.8149074074074,nan,-0.7468374637703487,-0.9753982688378433
$\nu=$100.0,940.9722222222222,nan,-0.7463306532013708,-0.9747550413455864
$\nu=$100.0,942.1297222222222,nan,-0.745824478545576,-0.9741035363082862
$\nu=$100.0,943.2871296296296,nan,-0.745319265312637,-0.9734562124918377
$\nu=$100.0,944.4444444444445,nan,-0.7448144080456499,-0.9728140051795935
$\nu=$100.0,945.6018518518518,nan,-0.7443101509835616,-0.9721616513638071
$\nu=$100.0,946.7593518518519,nan,-0.7438067761282154,-0.9715152668737957
$\nu=$100.0,947.9167592592593,nan,-0.7433035908546199,-0.9708731285591988
$\nu=$100.0,949.074074074074,nan,-0.7428019297209472,-0.9702301977831455
$\nu=$100.0,950.231574074074,nan,-0.7423005361158289,-0.9695830476637407
$\nu=$100.0,951.3889814814814,nan,-0.7417998350234326,-0.9689410101571854
$\nu=$100.0,952.5462962962963,nan,-0.7412997375508764,-0.9682990020168725
$\nu=$100.0,953.7037962962963,nan,-0.7408003757585221,-0.9676519369503147
$\nu=$100.0,954.8612037037037,nan,-0.7403017570802181,-0.9670099869362188
$\nu=$100.0,956.0185185185185,nan,-0.7398036401984229,-0.9663731493026071
$\nu=$100.0,957.1760185185185,nan,-0.7393065338152778,-0.9657268744797631
$\nu=$100.0,958.3334259259259,nan,-0.7388099964849332,-0.9650893891472291
$\nu=$100.0,959.4908333333333,nan,-0.7383136743319463,-0.9644431370023431
$\nu=$100.0,960.6481481481482,nan,-0.7378186841985219,-0.9638063996320847
$\nu=$100.0,961.8056481481482,nan,-0.7373241366463402,-0.9631652440997497
$\nu=$100.0,962.9630555555556,nan,-0.7368298918714967,-0.962527919389482
$\nu=$100.0,964.1203703703703,nan,-0.7363370042609296,-0.9618912626297651
$\nu=$100.0,965.2778703703704,nan,-0.7358440142410642,-0.9612546377446173
$\nu=$100.0,966.4352777777777,nan,-0.7353518253913627,-0.9606129522122246
$\nu=$100.0,967.5925925925926,nan,-0.7348609604940515,-0.9599769445512495
$\nu=$100.0,968.7500925925926,nan,-0.7343701739815874,-0.959339840383814
$\nu=$100.0,969.9075,nan,-0.7338801951384257,-0.9587033239346838
$\nu=$100.0,971.0648148148148,nan,-0.7333909329988332,-0.9580719225466978
$\nu=$100.0,972.2223148148148,nan,-0.732902261400215,-0.9574308770442278
$\nu=$100.0,973.3797222222222,nan,-0.7324142685744611,-0.9567949145101835
$\nu=$100.0,974.5371296296296,nan,-0.7319267528223441,-0.9561630997152857
$\nu=$100.0,975.6944444444445,nan,-0.7314404277196455,-0.9555313420301822
$\nu=$100.0,976.8519444444445,nan,-0.7309541862691722,-0.954895430036508
$\nu=$100.0,978.0093518518519,nan,-0.7304687123627736,-0.9542641810745657
$\nu=$100.0,979.1666666666666,nan,-0.7299843186780767,-0.9536282789225525
$\nu=$100.0,980.3241666666667,nan,-0.729500135367817,-0.953001765194247
$\nu=$100.0,981.481574074074,nan,-0.7290167867070504,-0.952370601555014
$\nu=$100.0,982.6388888888889,nan,-0.728534168668714,-0.9517347340118284
$\nu=$100.0,983.7963888888889,nan,-0.7280520317887569,-0.9511036078828821
$\nu=$100.0,984.9537962962963,nan,-0.7275702949505164,-0.9504725064318318
$\nu=$100.0,986.1111111111111,nan,-0.7270896767809806,-0.9498462160256411
$\nu=$100.0,987.2685185185185,nan,-0.7266093661845991,-0.9492202700736164
$\nu=$100.0,988.4260185185185,nan,-0.7261300568310082,-0.9485892690038582
$\nu=$100.0,989.5834259259259,nan,-0.7256512221335198,-0.947958559545687
$\nu=$100.0,990.7407407407408,nan,-0.7251730297483812,-0.9473326816991136
$\nu=$100.0,991.8982407407408,nan,-0.7246951167023734,-0.9467068358759925
$\nu=$100.0,993.0556481481482,nan,-0.7242185161819641,-0.9460810141559582
$\nu=$100.0,994.2129629629629,nan,-0.7237423341513674,-0.9454501344408915
$\nu=$100.0,995.370462962963,nan,-0.7232662339920243,-0.9448245539642968
$\nu=$100.0,996.5278703703704,nan,-0.7227914029816577,-0.944203717680816
$\nu=$100.0,997.6851851851852,nan,-0.7223171708071345,-0.943573071862
$\nu=$100.0,998.8426851851851,nan,-0.72184361836438,-0.9429523227214205
$\nu=$100.0,1000.0000925925926,nan,-0.7213700023167944,-0.9423267878292234
$\nu=$100.0,1001.1574074074074,nan,-0.720897581407964,-0.9417062248025847
$\nu=$100.0,1002.3149074074074,nan,-0.7204259627989084,-0.9410806073344359
$\nu=$100.0,1003.4723148148148,nan,-0.7199551334016541,-0.9404550939353656
$\nu=$100.0,1004.6297222222222,nan,-0.7194840511145613,-0.9398345987739339
$\nu=$100.0,1005.7870370370371,nan,-0.7190145302452636,-0.9392140861313932
$\nu=$100.0,1006.9445370370371,nan,-0.718544841962628,-0.9385886351659635
$\nu=$100.0,1008.1019444444445,nan,-0.7180762441661449,-0.937973265375745
$\nu=$100.0,1009.2592592592592,nan,-0.7176082692217246,-0.9373527990639431
$\nu=$100.0,1010.4167592592593,nan,-0.717140884271922,-0.9367312148518235
$\nu=$100.0,1011.5741666666667,nan,-0.716673858150063,-0.9361096237703591
$\nu=$100.0,1012.7314814814815,nan,-0.7162078371237566,-0.9354931636647469
$\nu=$100.0,1013.8889814814814,nan,-0.7157421079502467,-0.9348716454229851
$\nu=$100.0,1015.0463888888889,nan,-0.7152773897304963,-0.9342501552991551
$\nu=$100.0,1016.2037037037037,nan,-0.7148133399057647,-0.9336337795262808
$\nu=$100.0,1017.3612037037037,nan,-0.7143491899285679,-0.9330123423832379
$\nu=$100.0,1018.5186111111111,nan,-0.7138861684274319,-0.9323960193805756
$\nu=$100.0,1019.6760185185185,nan,-0.7134238747125374,-0.9317797244443228
$\nu=$100.0,1020.8333333333334,nan,-0.7129614285227464,-0.9311633031770628
$\nu=$100.0,1021.9908333333333,nan,-0.7125004646566901,-0.9305421319380598
$\nu=$100.0,1023.1482407407408,nan,-0.7120398366324987,-0.9299259206543963
$\nu=$100.0,1024.3055555555557,nan,-0.7115798185026089,-0.9293146203580676
$\nu=$100.0,1025.4630555555555,nan,-0.7111206077003509,-0.928698446291206
$\nu=$100.0,1026.620462962963,nan,-0.7106615380796094,-0.9280822998625855
$\nu=$100.0,1027.7777777777778,nan,-0.7102033854563911,-0.9274712676123283
$\nu=$100.0,1028.9352777777779,nan,-0.7097456593883564,-0.9268549160286633
$\nu=$100.0,1030.0926851851852,nan,-0.7092885103122053,-0.9262439238558107
$\nu=$100.0,1031.25,nan,-0.708832032062665,-0.9256281607773692
$\nu=$100.0,1032.4075,nan,-0.7083763023788602,-0.9250172388292986
$\nu=$100.0,1033.5649074074074,nan,-0.7079211697065998,-0.9244060202294743
$\nu=$100.0,1034.7222222222222,nan,-0.7074666000651589,-0.9237903850830467
$\nu=$100.0,1035.8797222222222,nan,-0.7070120623528582,-0.92318427736096
$\nu=$100.0,1037.0371296296296,nan,-0.7065587254962069,-0.9225730774333004
$\nu=$100.0,1038.194537037037,nan,-0.7061057013192868,-0.9219622596156607
$\nu=$100.0,1039.351851851852,nan,-0.7056534586619833,-0.9213518626366376
$\nu=$100.0,1040.5093518518518,nan,-0.7052018148896241,-0.92074578898728
$\nu=$100.0,1041.6667592592592,nan,-0.7047508985247903,-0.9201354765709199
$\nu=$100.0,1042.8240740740741,nan,-0.7043009334570545,-0.9195247800807991
$\nu=$100.0,1043.9815740740742,nan,-0.7038505500448082,-0.9189187400236027
$\nu=$100.0,1045.1389814814816,nan,-0.7034013733597354,-0.9183126971880108
$\nu=$100.0,1046.2962962962963,nan,-0.702952541721334,-0.9177025353457181
$\nu=$100.0,1047.4537962962963,nan,-0.7025050011814521,-0.9170970187332815
$\nu=$100.0,1048.6112037037037,nan,-0.702057314944879,-0.9164915256635761
$\nu=$100.0,1049.7685185185185,nan,-0.7016101711654763,-0.9158855283624598
$\nu=$100.0,1050.9260185185185,nan,-0.7011638475002385,-0.9152800745404962
$\nu=$100.0,1052.083425925926,nan,-0.700718505608308,-0.9146751813214427
$\nu=$100.0,1053.2407407407406,nan,-0.7002734667039209,-0.9140692476106373
$\nu=$100.0,1054.3982407407407,nan,-0.6998290767970652,-0.91346896111966
$\nu=$100.0,1055.555648148148,nan,-0.6993846699271532,-0.9128636153310563
$\nu=$100.0,1056.712962962963,nan,-0.6989416464785515,-0.9122582927758934
$\nu=$100.0,1057.8703703703704,nan,-0.6984988225263735,-0.9116618972924843
$\nu=$100.0,1059.0278703703705,nan,-0.6980565094161659,-0.9110572534718336
$\nu=$100.0,1060.1852777777779,nan,-0.6976147426582496,-0.9104564169607196
$\nu=$100.0,1061.3425925925926,nan,-0.6971740253966326,-0.9098562577908479
$\nu=$100.0,1062.5000925925926,nan,-0.6967333259116563,-0.9092561258961368
$\nu=$100.0,1063.6575,nan,-0.6962936451588652,-0.9086560175304084
$\nu=$100.0,1064.8148148148148,nan,-0.6958543195625426,-0.9080559385386259
$\nu=$100.0,1065.9723148148148,nan,-0.6954153942553688,-0.9074558867683424
$\nu=$100.0,1067.1297222222222,nan,-0.694977497712804,-0.9068558578554654
$\nu=$100.0,1068.287037037037,nan,-0.6945402819953386,-0.9062601721686265
$\nu=$100.0,1069.444537037037,nan,-0.6941031869290668,-0.9056602365494538
$\nu=$100.0,1070.6019444444444,nan,-0.693666754009108,-0.9050610168185106
$\nu=$100.0,1071.7592592592594,nan,-0.6932306853697006,-0.9044653658126431
$\nu=$100.0,1072.9167592592592,nan,-0.6927953878689725,-0.9038662834573348
$\nu=$100.0,1074.0741666666668,nan,-0.6923608124018473,-0.9032706558481852
$\nu=$100.0,1075.2314814814815,nan,-0.6919267813881049,-0.9026758839546682
$\nu=$100.0,1076.3889814814816,nan,-0.6914932688895615,-0.9020819351196662
$\nu=$100.0,1077.546388888889,nan,-0.6910601923121487,-0.9014856869446752
$\nu=$100.0,1078.7037037037037,nan,-0.6906277211705467,-0.9008908157484973
$\nu=$100.0,1079.861111111111,nan,-0.6901959879865943,-0.9002961305798642
$\nu=$100.0,1081.018611111111,nan,-0.6897650002063382,-0.8997065611056241
$\nu=$100.0,1082.1760185185185,nan,-0.6893341188989545,-0.8991128798640735
$\nu=$100.0,1083.3333333333333,nan,-0.6889039908176635,-0.8985214465534554
$\nu=$100.0,1084.4908333333333,nan,-0.6884743818273933,-0.897926850755808
$\nu=$100.0,1085.6482407407407,nan,-0.6880453446559956,-0.8973373649449384
$\nu=$100.0,1086.8055555555557,nan,-0.6876170281326719,-0.8967428213357241
$\nu=$100.0,1087.9630555555555,nan,-0.6871891463319176,-0.8961574570350609
$\nu=$100.0,1089.120462962963,nan,-0.6867620208145735,-0.8955629477273873
$\nu=$100.0,1090.2777777777778,nan,-0.6863350995585413,-0.8949735538282114
$\nu=$100.0,1091.4352777777779,nan,-0.6859088704955827,-0.8943841827291468
$\nu=$100.0,1092.5926851851852,nan,-0.6854833809303774,-0.8937948366797204
$\nu=$100.0,1093.75,nan,-0.6850583644448656,-0.8932055205394152
$\nu=$100.0,1094.9075,nan,-0.6846337711310811,-0.8926162262031839
$\nu=$100.0,1096.0649074074074,nan,-0.6842099461482789,-0.8920309237429686
$\nu=$100.0,1097.2222222222222,nan,-0.6837864869419893,-0.891442802105886
$\nu=$100.0,1098.3797222222222,nan,-0.6833630340885204,-0.8908575212484603
$\nu=$100.0,1099.5371296296296,nan,-0.6829412785910909,-0.890268313291354
$\nu=$100.0,1100.6944444444443,nan,-0.6825193219924856,-0.8896830404038972
$\nu=$100.0,1101.8519444444444,nan,-0.6820984286947849,-0.889098957772651
$\nu=$100.0,1103.0093518518518,nan,-0.681677543890303,-0.8885136886748473
$\nu=$100.0,1104.1666666666667,nan,-0.6812577343278075,-0.8879296428189436
$\nu=$100.0,1105.3240740740741,nan,-0.6808377303251214,-0.887341770023798
$\nu=$100.0,1106.4815740740742,nan,-0.680419062476307,-0.8867603723929882
$\nu=$100.0,1107.6389814814816,nan,-0.6800007367185631,-0.8861725650755913
$\nu=$100.0,1108.7962962962963,nan,-0.6795826439194049,-0.8855962295447853
$\nu=$100.0,1109.9537962962963,nan,-0.6791654708226623,-0.8850097820284455
$\nu=$100.0,1111.1112037037037,nan,-0.6787486934227546,-0.8844296623825197
$\nu=$100.0,1112.2685185185185,nan,-0.6783321656035163,-0.8838470994971359
$\nu=$100.0,1113.4260185185185,nan,-0.6779164651310358,-0.8832670018288684
$\nu=$100.0,1114.583425925926,nan,-0.677501341909554,-0.8826869007738922
$\nu=$100.0,1115.7407407407406,nan,-0.6770865945585638,-0.8821030762894466
$\nu=$100.0,1116.8982407407407,nan,-0.6766727593047122,-0.8815257438679053
$\nu=$100.0,1118.055648148148,nan,-0.6762593028503233,-0.8809456755805977
$\nu=$100.0,1119.212962962963,nan,-0.675846064100739,-0.880370687084658
$\nu=$100.0,1120.370462962963,nan,-0.6754332888369805,-0.8797906107397168
$\nu=$100.0,1121.5278703703705,nan,-0.675021656779213,-0.8792046728149934
$\nu=$100.0,1122.6851851851852,nan,-0.674610080142216,-0.8786297156065375
$\nu=$100.0,1123.8426851851852,nan,-0.6741992033271063,-0.8780526054560359
$\nu=$100.0,1125.0000925925926,nan,-0.6737891208761726,-0.877472583538623
$\nu=$100.0,1126.1574074074074,nan,-0.6733793608138867,-0.8768991404151782
$\nu=$100.0,1127.3149074074074,nan,-0.6729699146064759,-0.8763262834147398
$\nu=$100.0,1128.4723148148148,nan,-0.672560942882885,-0.8757492831325696
$\nu=$100.0,1129.6296296296296,nan,-0.6721531312334741,-0.8751758850771595
$\nu=$100.0,1130.7871296296296,nan,-0.6717458115300774,-0.8745989771735102
$\nu=$100.0,1131.944537037037,nan,-0.6713386901747455,-0.8740205597571149
$\nu=$100.0,1133.101851851852,nan,-0.6709326699125604,-0.8734526832359844
$\nu=$100.0,1134.2593518518518,nan,-0.6705262626860087,-0.8728758639582939
$\nu=$100.0,1135.4167592592592,nan,-0.6701208791555957,-0.8723060538668369
$\nu=$100.0,1136.5741666666668,nan,-0.669715918459642,-0.871729312375856
$\nu=$100.0,1137.7314814814815,nan,-0.6693116901296247,-0.8711595234352716
$\nu=$100.0,1138.8889814814816,nan,-0.6689073672973647,-0.8705828580868502
$\nu=$100.0,1140.046388888889,nan,-0.6685041537032347,-0.8700164746094344
$\nu=$100.0,1141.2037037037037,nan,-0.6681016961001246,-0.869446723250857
$\nu=$100.0,1142.3612037037037,nan,-0.6676992385548434,-0.8688752320309813
$\nu=$100.0,1143.518611111111,nan,-0.6672974281637287,-0.86830379502088
$\nu=$100.0,1144.6759259259259,nan,-0.6668960779182248,-0.8677340533723948
$\nu=$100.0,1145.833425925926,nan,-0.6664952649922414,-0.8671626905317936
$\nu=$100.0,1146.9908333333333,nan,-0.6660954896898121,-0.8665947187519689
$\nu=$100.0,1148.148148148148,nan,-0.6656957144730465,-0.8660249906004337
$\nu=$100.0,1149.305648148148,nan,-0.6652964704088021,-0.8654619109777806
$\nu=$100.0,1150.4630555555555,nan,-0.664897871767008,-0.8648924522364093
$\nu=$100.0,1151.6203703703704,nan,-0.6644996906672346,-0.8643227446430694
$\nu=$100.0,1152.7778703703705,nan,-0.6641017967540832,-0.8637632029833725
$\nu=$100.0,1153.9352777777779,nan,-0.6637043963163132,-0.8631920679258349
$\nu=$100.0,1155.0925925925926,nan,-0.6633081749745581,-0.8626223742682545
$\nu=$100.0,1156.2500925925926,nan,-0.6629121340864994,-0.8620596287561454
$\nu=$100.0,1157.4075,nan,-0.6625165248511318,-0.8614969028462145
$\nu=$100.0,1158.5648148148148,nan,-0.6621212935237158,-0.8609291159181383
$\nu=$100.0,1159.7223148148148,nan,-0.6617266807662541,-0.8603664399833811
$\nu=$100.0,1160.8797222222222,nan,-0.6613331394559012,-0.859803787437805
$\nu=$100.0,1162.037037037037,nan,-0.6609395128510717,-0.8592392271928222
$\nu=$100.0,1163.194537037037,nan,-0.6605464675434654,-0.8586766105376542
$\nu=$100.0,1164.3519444444444,nan,-0.6601538623216151,-0.8581120566051944
$\nu=$100.0,1165.5092592592594,nan,-0.6597617367519275,-0.8575494711732264
$\nu=$100.0,1166.6667592592592,nan,-0.6593705096361665,-0.8569919987387841
$\nu=$100.0,1167.8241666666668,nan,-0.6589792300872483,-0.8564294611198209
$\nu=$100.0,1168.9814814814815,nan,-0.658588477013092,-0.8558649344173669
$\nu=$100.0,1170.1389814814816,nan,-0.6581985932975938,-0.8553075168976693
$\nu=$100.0,1171.296388888889,nan,-0.6578093161219091,-0.8547450165046513
$\nu=$100.0,1172.4537037037037,nan,-0.6574205042009499,-0.854187669753086
$\nu=$100.0,1173.6112037037037,nan,-0.657031828398593,-0.8536303215782024
$\nu=$100.0,1174.768611111111,nan,-0.6566439261547534,-0.8530718366752235
$\nu=$100.0,1175.9260185185185,nan,-0.6562564544473033,-0.852514499239004
$\nu=$100.0,1177.0833333333333,nan,-0.6558692741198096,-0.851957121208161
$\nu=$100.0,1178.2408333333333,nan,-0.6554828328132278,-0.8513998905648062
$\nu=$100.0,1179.3982407407407,nan,-0.655096969145316,-0.8508396708974203
$\nu=$100.0,1180.5555555555557,nan,-0.6547115814912797,-0.8502824388975865
$\nu=$100.0,1181.7130555555555,nan,-0.6543263444876161,-0.8497289094990802
$\nu=$100.0,1182.870462962963,nan,-0.6539418767038646,-0.8491687741287218
$\nu=$100.0,1184.0277777777778,nan,-0.6535578671213461,-0.8486115851884778
$\nu=$100.0,1185.1852777777779,nan,-0.6531744746392683,-0.8480595086515222
$\nu=$100.0,1186.3426851851852,nan,-0.6527915382938707,-0.8475052305108196
$\nu=$100.0,1187.5,nan,-0.6524089871186466,-0.8469531870631949
$\nu=$100.0,1188.6575,nan,-0.6520266646211237,-0.8463966670944738
$\nu=$100.0,1189.8149074074074,nan,-0.6516454778409694,-0.84584690415858
$\nu=$100.0,1190.9722222222222,nan,-0.6512646767422029,-0.845292009695547
$\nu=$100.0,1192.1297222222222,nan,-0.650883644922043,-0.8447355735348783
$\nu=$100.0,1193.2871296296296,nan,-0.6505036620820456,-0.8441808324050747
$\nu=$100.0,1194.4444444444443,nan,-0.6501242759832085,-0.8436344538412446
$\nu=$100.0,1195.6019444444444,nan,-0.64974515391973,-0.8430770157081189
$\nu=$100.0,1196.7593518518518,nan,-0.6493665469549116,-0.8425282861485803
$\nu=$100.0,1197.9166666666667,nan,-0.6489886251661288,-0.8419811075639123
$\nu=$100.0,1199.0741666666668,nan,-0.6486109349706863,-0.8414347014431415
$\nu=$100.0,1200.2315740740742,nan,-0.6482338813791244,-0.8408755539115154
$\nu=$100.0,1201.388888888889,nan,-0.6478572011687792,-0.8403310341105672
$\nu=$100.0,1202.546388888889,nan,-0.6474807932741415,-0.8397793979464367
$\nu=$100.0,1203.7037962962963,nan,-0.647105464607428,-0.8392352096031946
$\nu=$100.0,1204.861111111111,nan,-0.6467298756719813,-0.8386858804039684
$\nu=$100.0,1206.018611111111,nan,-0.6463553941821456,-0.8381418737893642
$\nu=$100.0,1207.1760185185185,nan,-0.6459811662944819,-0.8375926174614635
$\nu=$100.0,1208.3333333333333,nan,-0.645607571810417,-0.8370409351996689
$\nu=$100.0,1209.4908333333333,nan,-0.6452343934360987,-0.8364969565845417
$\nu=$100.0,1210.6482407407407,nan,-0.6448613377215694,-0.8359504661410396
$\nu=$100.0,1211.8055555555557,nan,-0.6444889932079932,-0.8354064632111133
$\nu=$100.0,1212.9630555555555,nan,-0.6441170752736312,-0.8348598846849251
$\nu=$100.0,1214.120462962963,nan,-0.6437456902788515,-0.8343133682593108
$\nu=$100.0,1215.2777777777778,nan,-0.6433750767126578,-0.8337719410665068
$\nu=$100.0,1216.4352777777779,nan,-0.6430044086861476,-0.8332203664435675
$\nu=$100.0,1217.5926851851852,nan,-0.6426345695378661,-0.832678981857663
$\nu=$100.0,1218.75,nan,-0.6422652402904144,-0.8321425967405223
$\nu=$100.0,1219.9075,nan,-0.641896286089894,-0.8315936730647131
$\nu=$100.0,1221.0649074074074,nan,-0.6415276809066699,-0.831052345312225
$\nu=$100.0,1222.2222222222222,nan,-0.6411592426179444,-0.8305084032163446
$\nu=$100.0,1223.3797222222222,nan,-0.6407921920007086,-0.8299697596199537
$\nu=$100.0,1224.5371296296296,nan,-0.6404245365775257,-0.8294306739148213
