case,time_days,theta_1bar,theta_6bar,theta_30bar
$\nu=$0.01,932.870462962963,159.46429691822325,159.9947448463807,162.17337525082976
$\nu=$0.01,934.0278703703704,159.4503573649391,160.02724123614652,162.1702314731187
$\nu=$0.01,935.1852777777777,159.39330815076752,160.0444678381889,162.17501918160207
$\nu=$0.01,936.3425925925926,159.34615280602844,160.12242484955735,162.1683907501425
$\nu=$0.01,937.5000925925926,159.37321455113755,160.09935444190492,162.1711065429666
$\nu=$0.01,938.6575,159.3340801335581,160.15633019921626,162.16845241197763
$\nu=$0.01,939.8148148148148,159.31466827911387,160.1806195323001,162.1739067811141
$\nu=$0.01,940.9723148148148,159.29448417747454,160.10032262116488,162.17197035047275
$\nu=$0.01,942.1297222222222,159.32415878928276,160.1897995245147,162.17374635951646
$\nu=$0.01,943.2870370370371,159.37635930139308,160.11117675430265,162.17004680361427
$\nu=$0.01,944.4445370370371,159.44025817107942,160.08399451497505,162.16732825445334
$\nu=$0.01,945.6019444444445,159.36767855261118,160.07145850724345,162.16344601965068
$\nu=$0.01,946.7593518518519,159.2943543891257,159.98090727565955,162.17045420516112
$\nu=$0.01,947.9166666666666,159.32756681612986,160.09000960992796,162.16440768426511
$\nu=$0.01,949.0741666666667,159.29400040273623,160.07707194148,162.16727122062346
$\nu=$0.01,950.231574074074,159.30179930375743,160.08939283744294,162.17231368681146
$\nu=$0.01,951.3889814814814,159.33859627197148,160.01014696921118,162.17700460868218
$\nu=$0.01,952.5463888888889,159.4919403132359,159.91175185708443,162.17395463047126
$\nu=$0.01,953.7037962962963,159.53353178450627,159.93889360208888,162.17496881814995
$\nu=$0.01,954.8612037037037,159.4673708592233,159.92002036484905,162.17174608264918
$\nu=$0.01,956.0185185185185,159.3870393436614,159.93494667187784,162.17183940038618
$\nu=$0.01,957.175925925926,159.33941007349375,159.9839743800721,162.16789538285957
$\nu=$0.01,958.3333333333334,159.38529980105446,159.95296613249482,162.1725658796395
$\nu=$0.01,959.4907407407408,159.42234352288162,159.98267176404508,162.1754960627059
$\nu=$0.01,960.6481481481482,159.36794511223138,160.04346795712965,162.17228011777647
$\nu=$0.01,961.8056481481482,159.3149014905758,160.04412512220281,162.16999104775363
$\nu=$0.01,962.9630555555556,159.31693550801234,160.07127949003802,162.170231217447
$\nu=$0.01,964.120462962963,159.29814623012643,160.06869919360443,162.1725707558584
$\nu=$0.01,965.2777777777778,159.27640814270532,160.03531642909363,162.17133521748704
$\nu=$0.01,966.4351851851852,159.46635324299064,160.01283252187457,162.17410870345776
$\nu=$0.01,967.5925925925926,159.49234649014286,160.01523793165794,162.17360200101464
$\nu=$0.01,968.7500925925926,159.42884768122025,159.92633030530465,162.17714853719352
$\nu=$0.01,969.9074074074074,159.35269064380094,160.04623730365728,162.1747389986656
$\nu=$0.01,971.0649074074074,159.2915992320428,159.88472532311127,162.1726640700617
$\nu=$0.01,972.2223148148148,159.52093150373628,160.00356130189704,162.17386407644216
$\nu=$0.01,973.3797222222222,159.55628379038222,159.81165272137116,162.17224436697822
$\nu=$0.01,974.5370370370371,159.56397100874239,159.91660585446726,162.17068332017746
$\nu=$0.01,975.6944444444445,159.54160727423888,159.81123400872895,162.1683007529097
$\nu=$0.01,976.8519444444445,159.58343355945686,159.81736246972935,162.16928431362356
$\nu=$0.01,978.0092592592592,159.4823170309372,159.82703021935203,162.1679549119801
$\nu=$0.01,979.1667592592593,159.51009629187496,159.83417516279872,162.17158160166557
$\nu=$0.01,980.3241666666667,159.50082702743686,159.81905986624386,162.17003990040857
$\nu=$0.01,981.481574074074,159.5126892285011,159.86817187180387,162.16391873832816
$\nu=$0.01,982.6388888888889,159.4401930856507,159.96499765657367,162.164493519577
$\nu=$0.01,983.7963888888889,159.46551253124343,160.0504521402623,162.1638426118824
$\nu=$0.01,984.9537962962963,159.36476868603316,160.11579818356265,162.16313558675415
$\nu=$0.01,986.1112037037037,159.34586149068494,160.1895400433302,162.1633932778083
$\nu=$0.01,987.2686111111111,159.37032953560126,160.22112749990723,162.16218980281494
$\nu=$0.01,988.4260185185185,159.35524049537588,160.22189030661818,162.1685282523078
$\nu=$0.01,989.5834259259259,159.31413495317915,160.3073986921958,162.16749613459905
$\nu=$0.01,990.7407407407408,159.49348031484993,160.09231894563266,162.16998815349294
$\nu=$0.01,991.8982407407408,159.60046104707612,160.04425578388955,162.16845598456143
$\nu=$0.01,993.0556481481482,159.59828313478496,159.90989884447495,162.17056685584873
$\nu=$0.01,994.2130555555556,159.53569198840572,159.86588739325174,162.16736317389788
$\nu=$0.01,995.370462962963,159.48368531963996,159.94503558761036,162.16863268574738
$\nu=$0.01,996.5278703703704,159.4474400549751,159.87801053167982,162.17071545695376
$\nu=$0.01,997.6851851851852,159.3987044618145,159.94445507863472,162.16565536929335
$\nu=$0.01,998.8426851851851,159.37666506445305,159.98426507676638,162.1684977491576
$\nu=$0.01,1000.0000925925926,159.39713109030515,159.87101300334385,162.1656041547934
$\nu=$0.01,1001.1575,159.5379814644543,159.95441884589837,162.16598383206082
$\nu=$0.01,1002.3149074074074,159.50661171013064,159.9279711194877,162.16668483494868
$\nu=$0.01,1003.4722222222222,159.42193311123094,159.96571437702983,162.16422473882628
$\nu=$0.01,1004.6296296296297,159.32911072440228,159.95113973511332,162.16377189926783
$\nu=$0.01,1005.7871296296296,159.3423093254261,159.97966732625642,162.17091769131588
$\nu=$0.01,1006.9444444444445,159.28116461546188,160.03250722440038,162.17118962246124
$\nu=$0.01,1008.1019444444445,159.27747944382602,160.042354248268,162.17266453397372
$\nu=$0.01,1009.2592592592592,159.29628874339238,160.04502366030857,162.1710203398994
$\nu=$0.01,1010.4167592592593,159.26263752227533,160.06307357329814,162.17037360007
$\nu=$0.01,1011.574074074074,159.31088029661913,159.93472311233012,162.16733571976906
$\nu=$0.01,1012.731574074074,159.42909487404853,159.88156849913003,162.16993652401325
$\nu=$0.01,1013.8888888888889,159.4379940883845,159.86942989493062,162.16646186597674
$\nu=$0.01,1015.0463888888889,159.35970550571506,159.97351997861156,162.16560270789003
$\nu=$0.01,1016.2037962962963,159.28866889340816,159.9190754205885,162.1658474701895
$\nu=$0.01,1017.3612037037037,159.33376034757075,159.95056307894805,162.166423795778
$\nu=$0.01,1018.5186111111111,159.3367533181559,159.89573283659516,162.16632621632672
$\nu=$0.01,1019.6760185185185,159.3027411189581,159.96174247289142,162.17057636501207
$\nu=$0.01,1020.8333333333334,159.25081088268635,159.97888117443443,162.17309517996478
$\nu=$0.01,1021.9908333333333,159.20879476561558,159.9472443160873,162.17254094978864
$\nu=$0.01,1023.1481481481482,159.25059629017485,159.98179928759194,162.1715712057249
$\nu=$0.01,1024.305648148148,159.3858260526329,159.84897976584907,162.17220331489335
$\nu=$0.01,1025.4630555555555,159.3889350130383,159.84918109130246,162.16870913429818
$\nu=$0.01,1026.620462962963,159.45843551725912,159.7097206634563,162.16868440740976
$\nu=$0.01,1027.7778703703705,159.55503612242225,159.82982258072198,162.16806188828366
$\nu=$0.01,1028.9352777777779,159.50989968643864,159.66656114158127,162.1667357625531
$\nu=$0.01,1030.0926851851852,159.580590408916,159.66514387190313,162.17120334524316
$\nu=$0.01,1031.25,159.60702457035077,159.73705487817713,162.16277420267357
$\nu=$0.01,1032.4075,159.62370200596382,159.70764627646733,162.16619894362904
$\nu=$0.01,1033.5648148148148,159.53381839570588,159.7884372463237,162.16389912984562
$\nu=$0.01,1034.7223148148148,159.44386102596806,159.95479382664914,162.15725724519092
$\nu=$0.01,1035.8796296296296,159.46098780470155,159.81906771849478,162.1542651752995
$\nu=$0.01,1037.0371296296296,159.50537600343304,159.9543313607541,162.16003875307985
$\nu=$0.01,1038.194537037037,159.48455407732067,159.83697753262678,162.15972892392662
$\nu=$0.01,1039.351851851852,159.53560328530028,160.02354459065134,162.1592899197009
$\nu=$0.01,1040.5092592592594,159.5338986994205,159.95141506507488,162.1521969008945
$\nu=$0.01,1041.6667592592592,159.47667658924487,159.99705470329954,162.1600894577726
$\nu=$0.01,1042.8241666666668,159.49478606597205,160.05468228052567,162.16210652521318
$\nu=$0.01,1043.9815740740742,159.49513863949352,160.01220276408284,162.16076878977174
$\nu=$0.01,1045.138888888889,159.52872210527704,160.06059627824988,162.156438478691
$\nu=$0.01,1046.296388888889,159.49772280821708,160.0081295387083,162.16096691855347
$\nu=$0.01,1047.4537037037037,159.47363178186365,159.9624441797392,162.15833748927503
$\nu=$0.01,1048.611111111111,159.4567852686012,159.98819641976448,162.15667030827083
$\nu=$0.01,1049.768611111111,159.4316112608854,160.03466750347002,162.1586778676881
$\nu=$0.01,1050.9259259259259,159.42996858460876,160.05374115534568,162.15844621894624
$\nu=$0.01,1052.083425925926,159.41505100831037,160.10827317057277,162.1632321192143
$\nu=$0.01,1053.2408333333333,159.47273343659234,160.07218925658736,162.16712678344396
$\nu=$0.01,1054.3982407407407,159.44624872893837,160.1010423140853,162.16729097857595
$\nu=$0.01,1055.5555555555557,159.4692871563751,159.99840084381435,162.1671557063512
$\nu=$0.01,1056.712962962963,159.5163812738626,160.04567409169363,162.16389272080042
$\nu=$0.01,1057.8703703703704,159.49117449833213,160.0638058155797,162.15490614394818
$\nu=$0.01,1059.0278703703705,159.38703188567064,159.97131748272375,162.1540901978914
$\nu=$0.01,1060.1851851851852,159.5160563631743,159.97482979903612,162.16336005259873
$\nu=$0.01,1061.3426851851852,159.544280997339,159.94715787118457,162.1609085062103
$\nu=$0.01,1062.5,159.54149510699278,159.9628026576343,162.1630065705164
$\nu=$0.01,1063.6575,159.4925930432277,160.07051904792158,162.1612810347928
$\nu=$0.01,1064.8148148148148,159.48335256960652,159.96098638809536,162.16170494654997
$\nu=$0.01,1065.9723148148148,159.46977132377435,160.0160713710178,162.15660589566605
$\nu=$0.01,1067.1297222222222,159.44377130922996,159.9751481608137,162.15593061054756
$\nu=$0.01,1068.287037037037,159.45840870894602,160.02072781623744,162.15600887303736
$\nu=$0.01,1069.444537037037,159.40847196221677,160.0044432733957,162.1572200779255
$\nu=$0.01,1070.6019444444444,159.38202207711325,160.00554139855976,162.15948444493173
$\nu=$0.01,1071.7593518518518,159.3956129562702,160.0548977507827,162.1619492005976
$\nu=$0.01,1072.9167592592592,159.48110149873446,160.03443207769445,162.16771119157352
$\nu=$0.01,1074.0741666666668,159.60901374475,159.9005952315864,162.1704102819492
$\nu=$0.01,1075.2314814814815,159.61832524884298,159.95878734391374,162.1703765412968
$\nu=$0.01,1076.3889814814816,159.5520287533477,159.86633039571765,162.16755217639832
$\nu=$0.01,1077.546388888889,159.4547172682741,159.87959632510515,162.1643196333237
$\nu=$0.01,1078.7037962962963,159.41041468107858,159.92768391983589,162.16643783486242
$\nu=$0.01,1079.861111111111,159.38023734749012,159.92286026296077,162.16322036996013
$\nu=$0.01,1081.018611111111,159.36006124209135,159.98055615594262,162.16873556294414
$\nu=$0.01,1082.1760185185185,159.3214292964058,160.0402427893288,162.167129457715
$\nu=$0.01,1083.333425925926,159.31117244551936,160.05646519853644,162.16938654992475
$\nu=$0.01,1084.4907407407406,159.32181727631198,160.10776760330435,162.17052312360738
$\nu=$0.01,1085.6482407407407,159.2765232607565,160.10941655154116,162.16954771779285
$\nu=$0.01,1086.8055555555557,159.24960525147605,160.13977349261393,162.17138146408288
$\nu=$0.01,1087.9630555555555,159.2657157046595,160.08833334429687,162.16595554998338
$\nu=$0.01,1089.120462962963,159.27488195042469,160.13679546576614,162.16852125993054
$\nu=$0.01,1090.2777777777778,159.24357909013946,159.9813004010287,162.16759236162315
$\nu=$0.01,1091.4352777777779,159.3312278694353,160.06411467903973,162.1679957093
$\nu=$0.01,1092.5926851851852,159.30337342263252,160.05541735888278,162.16461226038695
$\nu=$0.01,1093.75,159.24964835130837,160.0898501941902,162.16953012407933
$\nu=$0.01,1094.9075,159.20572733993964,160.09025793467055,162.1713265310911
$\nu=$0.01,1096.0649074074074,159.21231790637944,160.09581354075678,162.16702924686112
$\nu=$0.01,1097.2222222222222,159.17945250333625,160.0395113415303,162.17193318248667
$\nu=$0.01,1098.3797222222222,159.19228083308914,160.00761016110954,162.17208291563577
$\nu=$0.01,1099.5371296296296,159.20904435876074,159.996078208549,162.17226075465302
$\nu=$0.01,1100.694537037037,159.1679075771546,160.0414805644997,162.1741873243618
$\nu=$0.01,1101.851851851852,159.2149023563476,160.00675222697836,162.17450846951724
$\nu=$0.01,1103.0092592592594,159.24854974393958,159.94806344416665,162.16772272010425
$\nu=$0.01,1104.1667592592592,159.4451874158771,159.79811302140047,162.1731922263057
$\nu=$0.01,1105.3240740740741,159.5069299236077,159.71230840405778,162.16872009012718
$\nu=$0.01,1106.4814814814815,159.44495279314344,159.818798345505,162.16898395796403
$\nu=$0.01,1107.6389814814816,159.36599771505237,159.71294887042703,162.1703009736915
$\nu=$0.01,1108.796388888889,159.3996333709413,159.74388893609324,162.16479438283943
$\nu=$0.01,1109.9537037037037,159.41448137523292,159.74962473413595,162.163816742607
$\nu=$0.01,1111.1112037037037,159.33150734921767,159.75595190942323,162.17067952162478
$\nu=$0.01,1112.268611111111,159.28787196980326,159.87004224006233,162.17247665452123
$\nu=$0.01,1113.4259259259259,159.36782333539335,159.90687172727326,162.16788492912949
$\nu=$0.01,1114.5833333333333,159.37139062188973,159.80755228617988,162.16366593744658
$\nu=$0.01,1115.7408333333333,159.41605559350884,159.90605960350769,162.15367461043056
$\nu=$0.01,1116.8982407407407,159.52764653314975,159.8051468236138,162.16202647180737
$\nu=$0.01,1118.0555555555557,159.54983611065396,159.87676376457387,162.16630051804296
$\nu=$0.01,1119.212962962963,159.48338834617525,160.00421792734605,162.15892914537446
$\nu=$0.01,1120.370462962963,159.39831991843022,160.0970292667385,162.1599227692375
$\nu=$0.01,1121.5277777777778,159.35910258873062,160.08311657806271,162.1585737671226
$\nu=$0.01,1122.6852777777779,159.35980169486697,160.1461832905087,162.15811906878332
$\nu=$0.01,1123.8425925925926,159.33833065173943,160.17922664355635,162.16033988074278
$\nu=$0.01,1125.0000925925926,159.3030845740906,160.0307051604384,162.15650933938622
$\nu=$0.01,1126.1574074074074,159.45901519196235,160.14741067663638,162.15860647886205
$\nu=$0.01,1127.3149074074074,159.4336515678368,160.14624143057827,162.16235608495873
$\nu=$0.01,1128.4722222222222,159.3649471619539,160.0500057549028,162.16526423247018
$\nu=$0.01,1129.6297222222222,159.41215103446083,160.1007028619991,162.16223490192698
$\nu=$0.01,1130.787037037037,159.4286782301339,160.10026883173938,162.16348480348
$\nu=$0.01,1131.944537037037,159.3937476653231,160.11823369385377,162.1689508721102
$\nu=$0.01,1133.1019444444444,159.3235240959785,160.0990772294439,162.16282466797045
$\nu=$0.01,1134.2593518518518,159.26884010576185,160.07442823579092,162.16896731199117
$\nu=$0.01,1135.4167592592592,159.33797154004216,160.10416712975075,162.16418547253727
$\nu=$0.01,1136.5741666666668,159.35109408023172,159.9712677691682,162.16541394754483
$\nu=$0.01,1137.7314814814815,159.36181769336395,160.06320521370068,162.16489314021027
$\nu=$0.01,1138.8889814814816,159.33404791729086,159.9295788307969,162.16120099465704
$\nu=$0.01,1140.046388888889,159.38482173356763,159.98604215029184,162.16139560610623
$\nu=$0.01,1141.2037962962963,159.3906486418344,159.9042123187544,162.16485027110954
$\nu=$0.01,1142.3612037037037,159.42490033367116,159.90978547303257,162.1655358525873
$\nu=$0.01,1143.518611111111,159.430635651612,159.94634590233704,162.16603668354463
$\nu=$0.01,1144.6760185185185,159.4376665807481,159.91087464519148,162.16507517329566
$\nu=$0.01,1145.833425925926,159.3620920859319,159.908641214682,162.16074838115054
$\nu=$0.01,1146.9908333333333,159.31721723927384,159.91589837300452,162.16598578810886
$\nu=$0.01,1148.1482407407407,159.40286646422064,159.96940992871285,162.16256071985472
$\nu=$0.01,1149.305648148148,159.3790488046543,159.86827003940178,162.16098812909001
$\nu=$0.01,1150.4630555555555,159.35992982650322,159.88704203419528,162.16766336062247
$\nu=$0.01,1151.620462962963,159.39875705450422,159.81815253522672,162.16397256735186
$\nu=$0.01,1152.7778703703705,159.42163949879767,159.9133601992868,162.16987166061008
$\nu=$0.01,1153.9352777777779,159.3654989036142,159.90129929842024,162.16345743147494
$\nu=$0.1,0.0,162.03770446777344,162.03758239746094,162.03765869140625
$\nu=$0.1,1.1574818250868055,162.01558873760328,162.03171351811002,162.0376816281422
$\nu=$0.1,2.3149497251157407,161.94339632744777,162.0230759497576,162.0377215483389
$\nu=$0.1,3.472238136574074,161.78852698496576,162.00943727707534,162.03858843519365
$\nu=$0.1,4.6297388599537035,161.67762516991462,161.98939723540303,162.03798872384485
$\nu=$0.1,5.787139033564815,161.65550997218702,161.9899460080104,162.03703880402253
$\nu=$0.1,6.944526186342593,161.61646416942207,161.96474418486352,162.03731950628668
$\nu=$0.1,8.101916956018519,161.6196424003542,161.93930731705169,162.03630752148757
$\nu=$0.1,9.25937355324074,161.61321055480266,161.93177923707978,162.0372921906152
$\nu=$0.1,10.416728153935185,161.5749890589204,161.90657364407184,162.04931679714485
$\nu=$0.1,11.57420066550926,161.57935636286237,161.88806561682264,162.05568547760615
$\nu=$0.1,12.731592881944444,161.53624117009255,161.86666269194882,162.0581473476485
$\nu=$0.1,13.88900462962963,161.5358952888968,161.85739552755783,162.0632004484227
$\nu=$0.1,15.04640480324074,161.58449018112555,161.84215882062378,162.0679147098332
$\nu=$0.1,16.20378616898148,161.5226258917343,161.84938554289116,162.07376477514018
$\nu=$0.1,17.36117042824074,161.4916346723592,161.84159995556317,162.08201014395758
$\nu=$0.1,18.518644386574074,161.45836941899665,161.8344792458107,162.08125550410745
$\nu=$0.1,19.675982349537037,161.47158299080385,161.82530138038393,162.0817906093694
$\nu=$0.1,20.833431712962962,161.4343254837025,161.8393930052996,162.08564939568512
$\nu=$0.1,21.990865162037036,161.42289267941035,161.8504826503336,162.08555630055855
$\nu=$0.1,23.1481640625,161.40444525768612,161.86398898833207,162.09231450521304
$\nu=$0.1,24.30568287037037,161.4299244506756,161.853224939091,162.08514961643976
$\nu=$0.1,25.463055555555556,161.47859919956727,161.8717729915034,162.08865240142586
$\nu=$0.1,26.620436921296296,161.39337121949532,161.88535818479266,162.0904295707948
$\nu=$0.1,27.777809606481483,161.37048442336186,161.8723775457914,162.09943473919674
$\nu=$0.1,28.935202546296296,161.36382621279967,161.8795798048262,162.09986993043995
$\nu=$0.1,30.09265046296296,161.31478682918032,161.8765670283651,162.09929798008778
$\nu=$0.1,31.250081018518518,161.25473235777721,161.88719686897352,162.10290939573
$\nu=$0.1,32.40750578703704,161.25554538855573,161.88007033025852,162.10459116653857
$\nu=$0.1,33.56491319444444,161.25774735577332,161.8881116990037,162.10637654680482
$\nu=$0.1,34.722314814814816,161.18200450137718,161.87419192117653,162.10978192956145
$\nu=$0.1,35.87968460648148,161.16483558758327,161.8923564322249,162.11114362827504
$\nu=$0.1,37.037109375,161.14263155644784,161.89529345406743,162.1120591257233
$\nu=$0.1,38.19447048611111,161.10782768696018,161.88719899486125,162.11241304343577
$\nu=$0.1,39.351953125,161.08234166237287,161.89309239648486,162.11409999061374
$\nu=$0.1,40.509346064814814,161.0757648966271,161.8856768313536,162.11668988638976
$\nu=$0.1,41.66671006944444,161.03420762429442,161.88883194495475,162.117194299583
$\nu=$0.1,42.82419849537037,161.0176072086877,161.88322132267754,162.11891592399803
$\nu=$0.1,43.98153356481482,160.985149917971,161.87749316599087,162.11776564215697
$\nu=$0.1,45.13892361111111,160.9610028187312,161.8808862807845,162.1183874854642
$\nu=$0.1,46.29642939814815,160.93293771938036,161.86811935787222,162.11738714899323
$\nu=$0.1,47.453721064814815,160.90730717403815,161.86101497286785,162.11893175378194
$\nu=$0.1,48.611244212962966,160.8925871633696,161.86296965743648,162.1203004879359
$\nu=$0.1,49.76853587962963,160.85672434367132,161.85141703832792,162.12252138359798
$\nu=$0.1,50.92598958333333,160.86581790754414,161.847322629534,162.12487712758167
$\nu=$0.1,52.08343171296296,160.83850972909926,161.82700886146586,162.1256333351624
$\nu=$0.1,53.240833333333335,160.84270504215624,161.82537574598942,162.12610427929172
$\nu=$0.1,54.39825810185185,160.77342901143078,161.8317220280904,162.12994650912296
$\nu=$0.1,55.555671296296296,160.74392892876028,161.81881357236372,162.13377314015182
$\nu=$0.1,56.712986111111114,160.74202205968535,161.82893487998092,162.13494573854155
$\nu=$0.1,57.870503472222225,160.69828436645608,161.8270223177755,162.13925592970926
$\nu=$0.1,59.02784143518519,160.67174104934,161.82805601285997,162.13982406709604
$\nu=$0.1,60.18523148148148,160.67615055145325,161.81893538646264,162.13872637832642
$\nu=$0.1,61.342644675925925,160.64962677686273,161.82163673353236,162.13841900958803
$\nu=$0.1,62.500028935185185,160.6164200923627,161.8029552029972,162.14076259190867
$\nu=$0.1,63.657546296296296,160.61074586329647,161.78637164734351,162.14289881487912
$\nu=$0.1,64.81491898148148,160.60224564564933,161.73701888097114,162.14688691112934
$\nu=$0.1,65.97230902777778,160.58991825207676,161.75333740131842,162.14441266925778
$\nu=$0.1,67.12973958333333,160.51778590721793,161.71584125278525,162.1466189946324
$\nu=$0.1,68.2870775462963,160.5219144954017,161.6991712886476,162.1452883165038
$\nu=$0.1,69.44451388888889,160.514167946305,161.69323948517592,162.15066931063623
$\nu=$0.1,70.60194444444444,160.48341631484803,161.66540213851488,162.1533676670019
$\nu=$0.1,71.75928240740741,160.4671309399106,161.5854265250186,162.1524211626706
$\nu=$0.1,72.9167013888889,160.45193000092647,161.54622008478805,162.15430951665786
$\nu=$0.1,74.0741087962963,160.42740485066145,161.5271883471026,162.1575105731062
$\nu=$0.1,75.23153356481481,160.4276817416678,161.4906739542438,162.1577899388013
$\nu=$0.1,76.38889467592593,160.37426418091917,161.48315948024003,162.1602562471148
$\nu=$0.1,77.54641782407407,160.3772169154632,161.48922606706435,162.16178889770563
$\nu=$0.1,78.70380787037037,160.35092325012124,161.4363395374037,162.1644988803594
$\nu=$0.1,79.86111111111111,160.33645237632828,161.37167550321166,162.1607857929644
$\nu=$0.1,81.01862268518518,160.30637865259666,161.37193621764965,162.1645739650647
$\nu=$0.1,82.17601851851852,160.29291860207138,161.36485210531666,162.1637927097736
$\nu=$0.1,83.33346064814815,160.25468076580626,161.37889314549795,162.16435030598302
$\nu=$0.1,84.4908449074074,160.24071897379133,161.32923429949506,162.1710330672911
$\nu=$0.1,85.6482349537037,160.21540496555517,161.352899421253,162.17138844928792
$\nu=$0.1,86.8056712962963,160.2021121434283,161.34834146489638,162.17105315161857
$\nu=$0.1,87.96309027777778,160.1488722053665,161.32813045217299,162.16989037761473
$\nu=$0.1,89.1203761574074,160.17467633435805,161.24000557093905,162.17167157813304
$\nu=$0.1,90.2778761574074,160.19316404250407,161.27793413456192,162.1746089804845
$\nu=$0.1,91.43520833333334,160.1330757106234,161.3124371128726,162.17288072730815
$\nu=$0.1,92.59260416666666,160.13772142768252,161.29348146957972,162.17271257909124
$\nu=$0.1,93.7501099537037,160.07651878566713,161.2885363966837,162.17305181575793
$\nu=$0.1,94.90752314814814,160.06275770431117,161.3033930726507,162.17584670948955
$\nu=$0.1,96.06486111111111,160.02158169581293,161.25753595248318,162.17825580485322
$\nu=$0.1,97.22224537037037,160.02741510136767,161.21914290591576,162.17638669694247
$\nu=$0.1,98.37972222222223,160.01973039826123,161.1754571651747,162.17652320504783
$\nu=$0.1,99.53707175925926,159.99801854588333,161.14262944673527,162.1804404480263
$\nu=$0.1,100.69450231481481,159.97161634910228,161.05543493620408,162.18285388714264
$\nu=$0.1,101.85194444444444,160.02551016887818,161.02089821626666,162.17839740183587
$\nu=$0.1,103.00929398148148,160.0221873877098,160.9276055933879,162.17743662221054
$\nu=$0.1,104.16666666666667,159.9933195721628,160.92446683209292,162.18238309949632
$\nu=$0.1,105.32413194444445,159.97307422004275,160.91651610944228,162.18336311855325
$\nu=$0.1,106.48155092592593,159.92924728463586,160.8627973023336,162.1858762332821
$\nu=$0.1,107.63898148148148,160.0111234532539,160.75600413160808,162.18344106930567
$\nu=$0.1,108.79635416666666,160.10530143183084,160.69472861149794,162.18662188769346
$\nu=$0.1,109.95372685185185,160.10310912873237,160.7278336667229,162.18939474357114
$\nu=$0.1,111.11118055555555,159.97643001730228,160.69812796579916,162.18773327527222
$\nu=$0.1,112.26862268518518,159.90134953285505,160.69097440986522,162.18708219698982
$\nu=$0.1,113.42596064814815,159.89075581395423,160.63451208741745,162.18546662213578
$\nu=$0.1,114.58335648148149,159.8432560463238,160.65988312584855,162.18620591981173
$\nu=$0.1,115.74081018518518,159.83799838614516,160.6765406137846,162.18740990307222
$\nu=$0.1,116.89814814814815,159.82223890538435,160.74766953888616,162.18920642038103
$\nu=$0.1,118.05559027777778,159.85808338346848,160.7084835866989,162.18870757452058
$\nu=$0.1,119.21302083333333,159.83715250975834,160.63948333115914,162.19178902840355
$\nu=$0.1,120.37037037037037,159.79742845590528,160.6534082439855,162.19062957609736
$\nu=$0.1,121.52777777777777,159.79612891488122,160.54974681406534,162.19238922979454
$\nu=$0.1,122.68524305555556,159.93191883756364,160.51445641371205,162.19120813508724
$\nu=$0.1,123.84266203703703,160.03544919262333,160.48475555888817,162.19162171139484
$\nu=$0.1,125.00001157407408,160.18995403977308,160.43809757004811,162.1954610750283
$\nu=$0.1,126.15748842592592,160.3133400884711,160.35913627046804,162.19321547496182
$\nu=$0.1,127.3149074074074,160.3069799613658,160.26196404948925,162.1959030049196
$\nu=$0.1,128.4723263888889,160.23971599801573,160.27794053802225,162.19538846418357
$\nu=$0.1,129.62972222222223,160.1149776049055,160.28866592240843,162.19724386893938
$\nu=$0.1,130.7871064814815,160.04682075154992,160.3034482231496,162.19585662874653
$\nu=$0.1,131.94458333333333,159.9906351473392,160.30869992559676,162.19629408494464
$\nu=$0.1,133.10190972222222,159.9418350364816,160.31406472676323,162.19845191252716
$\nu=$0.1,134.2592824074074,159.91015455343194,160.30716265340743,162.1995250681952
$\nu=$0.1,135.41677083333335,159.8712664969488,160.29743590781078,162.19907219691117
$\nu=$0.1,136.57409722222224,159.83345208487205,160.31481605697437,162.19901600763325
$\nu=$0.1,137.7315162037037,159.8415599613902,160.3112091581073,162.2002198243712
$\nu=$0.1,138.88892361111112,159.79808246001554,160.32133379492208,162.20128007940016
$\nu=$0.1,140.04630787037038,159.79318930558887,160.35101402643332,162.20004348880315
$\nu=$0.1,141.2037037037037,159.75955230509504,160.349483718747,162.1974998474836
$\nu=$0.1,142.36123842592593,159.82983796063618,160.3414339386709,162.19350085608272
$\nu=$0.1,143.51858796296295,159.8789361108886,160.2926681877058,162.19435304427532
$\nu=$0.1,144.67604166666666,159.9019377235187,160.27534774324675,162.19833629517416
$\nu=$0.1,145.83344907407408,159.91957786997006,160.20655208982564,162.19562449153474
$\nu=$0.1,146.99082175925926,159.94799806495962,160.19367727245782,162.1981894104201
$\nu=$0.1,148.14817129629628,159.9035185695248,160.17292085319866,162.1995533767442
$\nu=$0.1,149.30563657407407,159.8947885906307,160.22799637217165,162.1961792468373
$\nu=$0.1,150.4630324074074,159.81606953840605,160.25752998080864,162.1976821273511
$\nu=$0.1,151.62041666666667,159.7719368789329,160.23003446432259,162.1946299787018
$\nu=$0.1,152.7778935185185,159.74308863269403,160.2708463020849,162.1879951050473
$\nu=$0.1,153.9353125,159.72205927031038,160.23951293809864,162.1957335491139
$\nu=$0.1,155.09270833333332,159.73881900489897,160.2520705870878,162.20101924620317
$\nu=$0.1,156.25009259259258,159.6878333273891,160.28515736641498,162.19902009115714
$\nu=$0.1,157.4075,159.67761906728208,160.31208553858997,162.19685263244304
$\nu=$0.1,158.5648148148148,159.6702090800755,160.29853607596615,162.19864705939077
$\nu=$0.1,159.7223611111111,159.71777669684226,160.2074502268606,162.19794649548155
$\nu=$0.1,160.8796875,159.6852496192332,160.18494449242905,162.19817175341723
