level,-nu-0.01_pressure_bar,-nu-0.01_NH3_mean,-nu-0.01_NH3_std,-nu-0.01_NH3_s__mean,-nu-0.01_NH3_s__std,-nu-0.01_NH3_s_p__mean,-nu-0.01_NH3_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_NH3_mean,-nu-0.1_NH3_std,-nu-0.1_NH3_s__mean,-nu-0.1_NH3_s__std,-nu-0.1_NH3_s_p__mean,-nu-0.1_NH3_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_NH3_mean,-nu-1.0_NH3_std,-nu-1.0_NH3_s__mean,-nu-1.0_NH3_s__std,-nu-1.0_NH3_s_p__mean,-nu-1.0_NH3_s_p__std,-nu-10.0_pressure_bar,-nu-10.0_NH3_mean,-nu-10.0_NH3_std,-nu-10.0_NH3_s__mean,-nu-10.0_NH3_s__std,-nu-10.0_NH3_s_p__mean,-nu-10.0_NH3_s_p__std,-nu-100.0_pressure_bar,-nu-100.0_NH3_mean,-nu-100.0_NH3_std,-nu-100.0_NH3_s__mean,-nu-100.0_NH3_s__std,-nu-100.0_NH3_s_p__mean,-nu-100.0_NH3_s_p__std
80,2.4289517125,0.0016838434758537915,0.00019152829646342732,0.0,0.0,3.5908283936173737e-07,9.408913580425025e-07,2.4357711632031247,0.0017472468052292243,0.00016861461525526994,0.0,0.0,2.639571292321637e-07,6.785771930759853e-07,2.5335998209375,0.00207143881887896,0.0001518692022799397,0.0,0.0,1.5505349124683738e-07,4.443613909587537e-07,3.701014734375,0.0025815793469082565,2.077920885053436e-07,0.0,0.0,0.0,0.0,9.242151187500001,0.002579107446828857,1.72637669342378e-08,0.0,0.0,0.0,0.0
81,2.2387025828125,0.0015384446973330341,0.0001984564466251891,0.0,0.0,3.810652632945579e-07,9.983079186702288e-07,2.245502898359375,0.0015963619905523957,0.00016877187298403983,0.0,0.0,2.79703330347897e-07,7.210848219770858e-07,2.340508503671875,0.0018863078588619829,0.0001491025800338966,0.0,0.0,1.639500377155647e-07,4.7064837219572895e-07,3.4837779190625,0.0025817028182791545,1.3030477203582994e-07,0.0,0.0,0.0,0.0,8.95763303125,0.002579413040424697,5.113244266361377e-09,0.0,0.0,0.0,0.0
82,2.059362532890625,0.0013966555666411295,0.00020671553489870928,0.0,0.0,4.0498742040107035e-07,1.0607867648498147e-06,2.066115498359375,0.0014563319899025373,0.00016732747490468236,0.0,0.0,2.968629202770213e-07,7.674432110367827e-07,2.1581887084374998,0.0016969400488887913,0.00016201150401747307,0.0,0.0,1.7359159151337122e-07,4.992354781405351e-07,3.27692144640625,0.002581806270289235,3.473550422715175e-08,0.0,0.0,0.0,0.0,8.68168240625,0.0025802171210525557,6.5664291020169204e-09,0.0,0.0,0.0,0.0
83,1.89054259640625,0.001256868332711747,0.00021759919149981762,0.0,0.0,4.311125903286273e-07,1.1289650353012513e-06,1.8972232942187501,0.0013233669681067112,0.00017117150528079536,0.0,0.0,3.1560327812438697e-07,8.18048056117448e-07,1.986264971328125,0.0015283383346104528,0.000185327710552221,0.0,0.0,1.840531477605286e-07,5.303346300123065e-07,3.0800885100000004,0.0025818022256717085,1.7056616808397473e-08,0.0,0.0,0.0,0.0,8.41403115625,0.0025809076795121656,5.190831106582852e-09,0.0,0.0,0.0,0.0
84,1.73186201515625,0.001112437744770432,0.00023378075986810128,0.0,0.0,4.5971873675697663e-07,1.2035191133518456e-06,1.738447412265625,0.001198705087939743,0.0001766777828655677,0.0,0.0,3.360966489529112e-07,8.733823056527138e-07,1.8243689083593748,0.0013829911511274986,0.00019456841798419326,0.0,0.0,1.9541678715483686e-07,5.641828267518482e-07,2.89292633671875,0.0025818946571089327,2.2353652865456974e-08,0.0,0.0,0.0,0.0,8.15442725,0.002581308355438523,3.8357281142815485e-09,0.0,0.0,0.0,0.0
85,1.5829447121875,0.0009708557169651612,0.0002492431287441565,0.0,0.0,4.911282030900306e-07,1.2852686273802765e-06,1.5894139703125,0.001085496563318884,0.0001855358371227018,0.0,0.0,3.585272279392705e-07,9.340081546255238e-07,1.67213882796875,0.0012520616032124963,0.00019137967246621003,0.0,0.0,2.0778880175191382e-07,6.010366417934162e-07,2.7150922973437503,0.0025820149584906177,1.0722402822948194e-07,0.0,0.0,0.0,0.0,7.902631480625001,0.0025815394261153417,3.1498520776078574e-09,0.0,0.0,0.0,0.0
86,1.44341957203125,0.0008421275039363536,0.00025376593990601606,0.0,0.0,5.256832219863968e-07,1.3750144570778535e-06,1.4497524332031249,0.0009830849371501244,0.00019652359689879403,0.0,0.0,3.8309864684408124e-07,1.000604876522989e-06,1.529217287890625,0.0011347658163722372,0.00018663940678253157,0.0,0.0,2.212960007576405e-07,6.411661681989567e-07,2.546250368203125,0.002582100582192652,2.1789635206141049e-07,0.0,0.0,0.0,0.0,7.6584156875,0.0025816724431933836,3.453498097274714e-09,0.0,0.0,0.0,0.0
87,1.3129211649218748,0.0007290465213591233,0.00024425258939168057,7.707141553786493e-48,2.8878225166919664e-46,5.638234788538618e-07,1.473804466223745e-06,1.319096408671875,0.0008922502275308943,0.0002088138094428933,0.0,0.0,4.1008808974802707e-07,1.073819668423129e-06,1.3952521718750002,0.0010309524633048568,0.0001889107304645888,0.0,0.0,2.3612260923613117e-07,6.851421470911962e-07,2.3860701042187498,0.0025823150135111063,1.7286612673503837e-07,0.0,0.0,0.0,0.0,7.42156115625,0.002581770151620731,6.21916019899865e-09,0.0,0.0,0.0,0.0
88,1.1910869308984375,0.0006344582889287267,0.00023537880240907382,5.815388626947991e-47,1.1638184471871494e-45,6.060869536336928e-07,1.5830210456346692e-06,1.197085736328125,0.0008107125567767071,0.00021799682167787643,4.554220009055656e-46,9.789288435908079e-45,4.3984342522651364e-07,1.1544232769973435e-06,1.26989656828125,0.0009398731935507385,0.00019996636332985626,0.0,0.0,2.524872257528373e-07,7.337113782477268e-07,2.234226997109375,0.0025826303589856253,1.3111065992010237e-07,0.0,0.0,0.0,0.0,7.191857468749999,0.0025818266437854617,1.0575128360612617e-08,0.0,0.0,0.0,0.0
89,1.0775574319531251,0.000560325886712235,0.00023384642448074692,3.0605396011071404e-31,9.770736786218214e-30,6.530535965031948e-07,1.7044098373665204e-06,1.0833648786328125,0.0007289914653410961,0.00022441834067658746,5.037667979247717e-46,7.882009241103872e-45,4.7276863290811687e-07,1.2434144535176013e-06,1.152808788203125,0.0008581001493439544,0.00020726639900305586,2.5783891743576634e-46,4.8716326023643165e-45,2.705850630584383e-07,7.875123065574945e-07,2.090402072109375,0.0025830785960424692,2.1027308974399396e-07,0.0,0.0,0.0,0.0,6.969100281249999,0.0025818568398244678,1.152770569390175e-08,0.0,0.0,0.0,0.0
90,0.9719779505859375,0.0005014937680862204,0.00022936509831743656,2.5954013573343017e-28,1.155531346312102e-26,7.05343013262719e-07,1.8397798341938355e-06,0.9775840836328126,0.0006388334397379367,0.00022442954411009238,9.095367658586927e-30,2.3471212349947882e-28,5.093574927785347e-07,1.342057956855858e-06,1.0436519984375,0.0007765481986789382,0.000209099787088196,7.917336323435217e-47,9.911725392004779e-46,2.906100822800288e-07,8.471279669855575e-07,1.95428206453125,0.00258367987384554,2.448227472854575e-07,0.0,0.0,0.0,0.0,6.7530925625,0.0025819240249693393,4.389992272873586e-08,0.0,0.0,0.0,0.0
91,0.874001283671875,0.0004439225362330035,0.00021897382878446488,9.88560845218184e-19,4.419873020421059e-17,7.635776921138296e-07,1.9906700612713533e-06,0.879399599453125,0.0005399310034445079,0.00021688499143677185,2.8715610116438454e-27,5.339627430469413e-26,5.501795906707019e-07,1.451853095624706e-06,0.9420939424609376,0.000691862603664049,0.00021287134771133748,2.071230827690095e-30,3.676930589135711e-29,3.1282853611772674e-07,9.133674999701023e-07,1.8255595964062499,0.0025826300472253936,2.4644294607856725e-07,0.0,0.0,0.0,0.0,6.5436425,0.0025818287464790045,7.38523714134296e-08,0.0,0.0,0.0,0.0
92,0.7832886691796875,0.00038092394657360273,0.00020272751320572072,2.4151713915973056e-12,1.077436785504317e-10,8.286128641444006e-07,2.1594240013628932e-06,0.78847308609375,0.0004445019275626692,0.00019687853727794855,6.494048624608979e-15,1.1406222036752295e-13,5.959663165665889e-07,1.5752419968663362e-06,0.84780583765625,0.000602216859915643,0.00021291322423573796,9.112543234858102e-28,2.0305751442016646e-26,3.375616647706288e-07,9.871654022956074e-07,1.70393368953125,0.0025685501685366032,2.4007497606702233e-07,0.0,0.0,0.0,0.0,6.3405636875,0.0025821861742297185,6.434821228129038e-08,0.0,0.0,0.0,0.0
93,0.6995076755859375,0.0003129793824209628,0.00017635375927116192,8.857177589309877e-07,1.045483221091478e-05,9.013198540751689e-07,2.3480343143010897e-06,0.704471292578125,0.00035319889125821647,0.00017101507946324247,7.782823825274543e-11,1.2905968973795438e-09,6.472459136613114e-07,1.7133759023765826e-06,0.7604632719140625,0.0005115788327602786,0.0002046833613803298,8.769447451406304e-15,1.8839209898393478e-13,3.652037242592619e-07,1.0698598930302744e-06,1.5891130872656252,0.002470462539000437,6.61389223341953e-07,0.0,0.0,0.0,0.0,6.1436743125,0.002582405937369913,6.259857245564417e-08,0.0,0.0,0.0,0.0
94,0.6223322668945312,0.0002299492377351271,0.00011228471226683637,1.0580246086697315e-05,4.6576325597439434e-05,9.68910084512042e-07,2.498093669239926e-06,0.6270678764453125,0.00025703196667200244,0.0001205306384397365,6.193754322563425e-06,3.1034586051526354e-05,7.051066132826288e-07,1.8704646943629297e-06,0.679747192421875,0.0004180818131098931,0.00018551888126829802,7.583813719207188e-11,8.26456570124437e-10,3.9607896227456814e-07,1.1622354777765862e-06,1.4808284365625002,0.001988514075987041,2.6689844420471635e-06,0.0,0.0,0.0,0.0,5.95279799625,0.0025789960116380825,6.751773546328331e-08,0.0,0.0,0.0,0.0
95,0.5514398650976562,0.00013809591925928544,4.4924118473692864e-05,2.2377942511957e-05,5.8902711068605594e-05,8.864390246831759e-07,2.115565938443248e-06,0.5559407323828125,0.00015382450119977875,5.074394849106522e-05,1.729196727354981e-05,4.9947338654933626e-05,6.691693815914377e-07,1.6133464174261529e-06,0.6053436575,0.0003109580010859645,0.00012749069779656734,5.4705065974339355e-06,2.8858225921082966e-05,4.3085747781973206e-07,1.2673680861905085e-06,1.37882842171875,0.0010261917352909222,2.7886435595977757e-06,0.0,0.0,0.0,0.0,5.767765221875,0.002543947009020485,1.3548050995991143e-07,0.0,0.0,0.0,0.0
96,0.48651125083984376,6.837611238370301e-05,1.2287379749244909e-05,2.085593154087741e-05,4.760593646063714e-05,5.99918674475351e-07,1.4089802271978668e-06,0.49077218238281256,7.700035082507384e-05,1.4706994982609871e-05,1.6647188352754375e-05,3.8428038553597264e-05,4.462979357668041e-07,9.791521381609544e-07,0.5369478298242187,0.0001896460706520884,5.0882145145465496e-05,1.1823437791966546e-05,3.660377681766323e-05,3.8061569058368994e-07,9.72256952202482e-07,1.282915650703125,0.00034221118394634685,1.1290830623393765e-06,0.0,0.0,0.0,0.0,5.5884301875,0.002299222098197788,4.994923423917182e-07,0.0,0.0,0.0,0.0
97,0.427231345859375,2.7922712550207506e-05,2.0932597485102755e-06,1.4108996543086103e-05,3.308002272188467e-05,3.0884761740861896e-07,7.844870567775236e-07,0.43124777839843753,3.2075293691377736e-05,2.5785096603599033e-06,1.0558139844216249e-05,2.232241190618738e-05,2.118206322024618e-07,4.498366099371726e-07,0.47425821173828125,9.361942039140558e-05,1.3391041024873444e-05,1.0241219038306035e-05,2.3831223459987835e-05,2.2105151414250622e-07,4.967838368901304e-07,1.1929329460546876,0.0001003468506205536,2.8774677949092725e-07,0.0,0.0,0.0,0.0,5.41470775,0.0012850511618889868,1.0996749644225016e-06,0.0,0.0,0.0,0.0
98,0.3733054843945312,1.0055993388505157e-05,1.7843340630256828e-07,6.0067845799006255e-06,1.7785811208235005e-05,1.028474079647301e-07,3.196932872856325e-07,0.3770716752929687,1.1689645637488865e-05,1.9715208640723847e-07,3.4466692241030574e-06,7.721698998089027e-06,5.657084902782318e-08,1.2624663964192796e-07,0.4169902796679687,3.907237780640571e-05,1.7687142232728455e-06,4.249956764968322e-06,9.668082065858859e-06,7.245010943995077e-08,1.6021817044453848e-07,1.1087231539062499,2.729965457092476e-05,8.502149884951941e-08,0.0,0.0,0.0,0.0,5.246492791562499,0.0002652229907544097,4.126972655934215e-07,0.0,0.0,0.0,0.0
99,0.3245820644042969,3.924723346017344e-06,1.619938658907031e-07,8.260567673376118e-07,3.7514216941140567e-06,1.2535252493537958e-08,5.7025989807241964e-08,0.32809817328124996,4.640829063873752e-06,1.904155832458751e-07,3.134891745434054e-07,7.333329285709994e-07,4.741990170064425e-09,1.1111628134618034e-08,0.36503567232421874,1.793180581807974e-05,7.25528602801674e-07,5.960506438480525e-07,1.1683158315506083e-06,8.996107366942863e-09,1.7645016807301995e-08,1.030135690703125,9.688986964647483e-06,2.992454844537393e-08,0.0,0.0,0.0,0.0,5.0835685507812505,2.6723157578089742e-05,5.71665052477203e-07,0.0,0.0,0.0,0.0
