level,-nu-0.01_pressure_bar,-nu-0.01_NH3_mean,-nu-0.01_NH3_std,-nu-0.01_NH3_s__mean,-nu-0.01_NH3_s__std,-nu-0.01_NH3_s_p__mean,-nu-0.01_NH3_s_p__std,-nu-0.1_pressure_bar,-nu-0.1_NH3_mean,-nu-0.1_NH3_std,-nu-0.1_NH3_s__mean,-nu-0.1_NH3_s__std,-nu-0.1_NH3_s_p__mean,-nu-0.1_NH3_s_p__std,-nu-1.0_pressure_bar,-nu-1.0_NH3_mean,-nu-1.0_NH3_std,-nu-1.0_NH3_s__mean,-nu-1.0_NH3_s__std,-nu-1.0_NH3_s_p__mean,-nu-1.0_NH3_s_p__std,-nu-10.0_pressure_bar,-nu-10.0_NH3_mean,-nu-10.0_NH3_std,-nu-10.0_NH3_s__mean,-nu-10.0_NH3_s__std,-nu-10.0_NH3_s_p__mean,-nu-10.0_NH3_s_p__std,-nu-100.0_pressure_bar,-nu-100.0_NH3_mean,-nu-100.0_NH3_std,-nu-100.0_NH3_s__mean,-nu-100.0_NH3_s__std,-nu-100.0_NH3_s_p__mean,-nu-100.0_NH3_s_p__std
10,73.1049888275,0.0026237611450487747,3.5549651608524426e-06,0.0,0.0,0.0,0.0,73.109818875,0.002721677088411525,6.0982485956789525e-06,0.0,0.0,0.0,0.0,73.168915745,0.0025182719026925044,5.126896805459822e-10,0.0,0.0,0.0,0.0,73.79566928,0.0025174350130837413,5.122221244056426e-11,0.0,0.0,0.0,0.0,77.3083775,0.0025174394249916077,0.0,0.0,0.0,0.0,0.0
11,70.8449109875,0.00262401521357242,3.440422472079832e-06,0.0,0.0,0.0,0.0,70.84997355,0.002721426799427718,5.7612385774612125e-06,0.0,0.0,0.0,0.0,70.9134727,0.002518272738205269,4.876226928238865e-10,0.0,0.0,0.0,0.0,71.565991075,0.0025174350012093782,0.0,0.0,0.0,0.0,0.0,75.0970555,0.0025174394128844144,5.169469522825596e-11,0.0,0.0,0.0,0.0
12,68.63516961,0.0026241986121749504,3.394157031508216e-06,0.0,0.0,0.0,0.0,68.6404547625,0.002721288621542044,5.41066168136776e-06,0.0,0.0,0.0,0.0,68.7082485475,0.002518288591876626,1.0691532452928081e-09,0.0,0.0,0.0,0.0,69.388756805,0.0025174350012093782,0.0,0.0,0.0,0.0,0.0,72.9468705,0.002517439192160964,0.0,0.0,0.0,0.0,0.0
13,66.47508961,0.002624340408248827,3.385100666750841e-06,0.0,0.0,0.0,0.0,66.4805857475,0.0027212426147889346,5.159022788643138e-06,0.0,0.0,0.0,0.0,66.55256451999999,0.0025183150947559623,1.5580053673876124e-09,0.0,0.0,0.0,0.0,67.26291825,0.0025174350012093782,0.0,0.0,0.0,0.0,0.0,70.85614525,0.0025174389593303204,0.0,0.0,0.0,0.0,0.0
14,64.3639996925,0.002624435578705743,3.38969506596335e-06,0.0,0.0,0.0,0.0,64.3696925375,0.0027212545502698048,4.9972561165572274e-06,0.0,0.0,0.0,0.0,64.4457478275,0.002518347422708757,1.8126920530859841e-09,0.0,0.0,0.0,0.0,65.187459,0.0025174349199514837,1.1097964889711405e-10,0.0,0.0,0.0,0.0,68.82325075,0.002517438944079913,5.7603708182414194e-11,0.0,0.0,0.0,0.0
15,62.3012298725,0.00262449794751592,3.3701606265444097e-06,0.0,0.0,0.0,0.0,62.307104322499995,0.002721301275421865,4.903142660962968e-06,0.0,0.0,0.0,0.0,62.387131804999996,0.0025183804772095754,1.7797274641107411e-09,0.0,0.0,0.0,0.0,63.161396705,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,66.8466025,0.0025174387264996767,0.0,0.0,0.0,0.0,0.0
16,60.286111854999994,0.0026245533991605045,3.299025257066561e-06,0.0,0.0,0.0,0.0,60.292153645,0.0027213694899110123,4.8229841935096665e-06,0.0,0.0,0.0,0.0,60.376055735,0.0025184093858115373,1.493504681783335e-09,0.0,0.0,0.0,0.0,61.1837783625,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,64.92466125,0.002517438493669033,0.0,0.0,0.0,0.0,0.0
17,58.31798158750001,0.002624547323677689,3.2641077407197937e-06,0.0,0.0,0.0,0.0,58.324174557499994,0.0027214367846027016,4.7272996374822894e-06,0.0,0.0,0.0,0.0,58.4118619675,0.002518431487493217,1.1515970277763948e-09,0.0,0.0,0.0,0.0,59.25368025,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,63.05593150000001,0.002517438493669033,0.0,0.0,0.0,0.0,0.0
18,56.396176062500004,0.0026244421760784464,3.2754568408496523e-06,0.0,0.0,0.0,0.0,56.40250539,0.0027214973492082207,4.6476053485117e-06,0.0,0.0,0.0,0.0,56.4938934,0.002518450656789355,1.3826385378189572e-09,0.0,0.0,0.0,0.0,57.370203499999995,0.0025174347683787346,0.0,0.0,0.0,0.0,0.0,61.238959657500004,0.0025174382608383894,0.0,0.0,0.0,0.0,0.0
19,54.5200353725,0.0026243074517697095,3.3236992855265655e-06,0.0,0.0,0.0,0.0,54.526487180000004,0.0027215488825459034,4.604977983352205e-06,0.0,0.0,0.0,0.0,54.621491137499994,0.0025184855699772017,3.546732799888613e-09,0.0,0.0,0.0,0.0,55.532478250000004,0.002517434682114981,1.1244291921642979e-10,0.0,0.0,0.0,0.0,59.47233375,0.002517438221373595,8.735641612676235e-11,0.0,0.0,0.0,0.0
20,52.688902535,0.002624222169746645,3.4098038416359636e-06,0.0,0.0,0.0,0.0,52.69546403,0.00272159003932029,4.581060460035981e-06,0.0,0.0,0.0,0.0,52.793994115000004,0.0025185818900354206,9.669287318472302e-09,0.0,0.0,0.0,0.0,53.73965475,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,57.75468025000001,0.0025174380280077457,0.0,0.0,0.0,0.0,0.0
21,50.902123815,0.002624216544791125,3.5652559678484437e-06,0.0,0.0,0.0,0.0,50.908783105,0.0027216220336267723,4.553630903814046e-06,0.0,0.0,0.0,0.0,51.010744065,0.002518821730744094,2.228556142921992e-08,0.0,0.0,0.0,0.0,51.990908,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,56.084664749999995,0.002517437812872231,6.169968126361029e-11,0.0,0.0,0.0,0.0
22,49.1590490225,0.002624272887594998,3.723485307903985e-06,0.0,0.0,0.0,0.0,49.165794565000006,0.0027216491458239033,4.562830981825043e-06,0.0,0.0,0.0,0.0,49.2710899675,0.0025193175673484803,4.21211885904409e-08,0.0,0.0,0.0,0.0,50.28543175,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,54.460989749999996,0.002517437795177102,0.0,0.0,0.0,0.0,0.0
23,47.4590306775,0.002624298319336958,3.944245966123504e-06,0.0,0.0,0.0,0.0,47.4658516075,0.0027216660871636125,4.613415916406068e-06,0.0,0.0,0.0,0.0,47.57439020499999,0.0025201822471572085,6.742658766924921e-08,0.0,0.0,0.0,0.0,48.622440499999996,0.002517434535548091,0.0,0.0,0.0,0.0,0.0,52.882394749999996,0.0025174375623464584,0.0,0.0,0.0,0.0,0.0
24,45.8014242575,0.002624326033750549,4.2107809707196474e-06,0.0,0.0,0.0,0.0,45.80831009,0.0027216536664636808,4.644080007609792e-06,0.0,0.0,0.0,0.0,45.92000747,0.002521487118327059,9.46631696428141e-08,0.0,0.0,0.0,0.0,47.001166749999996,0.0025174345321720467,2.7832515152492714e-11,0.0,0.0,0.0,0.0,51.34765546249999,0.0025174375623464584,0.0,0.0,0.0,0.0,0.0
25,44.1855885875,0.0026243848397862167,4.5588663786654565e-06,0.0,0.0,0.0,0.0,44.192529365,0.0027215936947613956,4.6242076078775235e-06,0.0,0.0,0.0,0.0,44.30730071999999,0.002523245510761626,1.213566566747777e-07,0.0,0.0,0.0,0.0,45.420861519999995,0.002517434314941056,5.1928933080497534e-11,0.0,0.0,0.0,0.0,49.855577249999996,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0
26,42.6108861725,0.002624529085471295,4.882570863769642e-06,0.0,0.0,0.0,0.0,42.61787187,0.002721499668667093,4.543915749524312e-06,0.0,0.0,0.0,0.0,42.7356221925,0.0025254558618180455,1.480443070646537e-07,0.0,0.0,0.0,0.0,43.8807889275,0.0025174343027174473,0.0,0.0,0.0,0.0,0.0,48.40500425,0.0025174373295158148,0.0,0.0,0.0,0.0,0.0
27,41.0766815175,0.0026248061842052265,5.259053775013598e-06,0.0,0.0,0.0,0.0,41.0837035475,0.002721441060770303,4.483029743761194e-06,0.0,0.0,0.0,0.0,41.2043228675,0.0025282040649326517,1.8104910140112213e-07,0.0,0.0,0.0,0.0,42.3802304775,0.0025174343027174473,0.0,0.0,0.0,0.0,0.0,46.994809749999995,0.002517437096685171,0.0,0.0,0.0,0.0,0.0
28,39.582343512499996,0.00262523299746681,5.609479915848821e-06,0.0,0.0,0.0,0.0,39.58939329375,0.002721454220241867,4.4900554177773585e-06,0.0,0.0,0.0,0.0,39.71276020875,0.0025317927037831396,2.3093945623765525e-07,0.0,0.0,0.0,0.0,40.918478375,0.0025174343027174473,0.0,0.0,0.0,0.0,0.0,45.623899,0.002517437096685171,0.0,0.0,0.0,0.0,0.0
29,38.1272438725,0.0026257340987212957,5.971291312908847e-06,0.0,0.0,0.0,0.0,38.13431345125,0.00272153403586708,4.538582836956703e-06,0.0,0.0,0.0,0.0,38.2603016175,0.0025368157423799856,3.078686643648311e-07,0.0,0.0,0.0,0.0,39.49484277375,0.0025174343027174473,0.0,0.0,0.0,0.0,0.0,44.29120575,0.0025174369026208297,8.673613377441097e-11,0.0,0.0,0.0,0.0
30,36.7107588125,0.0026262186008971186,6.368061816490104e-06,0.0,0.0,0.0,0.0,36.7178394125,0.0027216913209995256,4.603363272629938e-06,0.0,0.0,0.0,0.0,36.846324495,0.0025440592529485002,4.3433835666997254e-07,0.0,0.0,0.0,0.0,38.10864172125,0.0025174343020189552,1.273351620312344e-11,0.0,0.0,0.0,0.0,42.9956965,0.0025174368638545275,0.0,0.0,0.0,0.0,0.0
31,35.3322668175,0.002626705388072878,6.681017009177216e-06,0.0,0.0,0.0,0.0,35.339350165,0.0027219278342090546,4.7052341734699056e-06,0.0,0.0,0.0,0.0,35.47021447375,0.0025541326930979265,6.246363880128262e-07,0.0,0.0,0.0,0.0,36.759206,0.0025174340843223037,5.6148402267146926e-11,0.0,0.0,0.0,0.0,41.7363645,0.002517436863621697,7.359069133773036e-12,0.0,0.0,0.0,0.0
32,33.991150435,0.0026271603577770293,6.810984108245879e-06,0.0,0.0,1.6114932339735396e-47,1.4940595334877152e-46,33.9982275475,0.0027222148935543374,4.881892008936425e-06,0.0,0.0,0.0,0.0,34.131363165,0.0025671002557501195,8.06120565267515e-07,0.0,0.0,0.0,0.0,35.44587775875,0.0025174340698868036,0.0,0.0,0.0,0.0,0.0,40.51223,0.002517436631023884,0.0,0.0,0.0,0.0,0.0
33,32.68679468875,0.002627578599145636,6.834181999009153e-06,0.0,0.0,6.5020248744671515e-46,1.993444464448094e-45,32.69385723125,0.0027225518063642086,5.120009550701816e-06,0.0,0.0,2.3401684354224446e-46,7.625317239571809e-46,32.82916592125,0.0025824980101315305,8.849945348644867e-07,0.0,0.0,1.891752926838503e-47,1.7343156163520443e-46,34.1680082375,0.0025174340698868036,0.0,0.0,0.0,0.0,0.0,39.3223415,0.002517436631023884,0.0,0.0,0.0,0.0,0.0
34,31.41858877875,0.0026280134211992844,7.08966012464503e-06,0.0,0.0,1.0383621620646895e-44,2.867499409480594e-44,31.425627969999997,0.0027229558185208587,5.32439872953316e-06,0.0,0.0,4.358038224050181e-45,1.0591156184209277e-44,31.563020095000002,0.0025996374243404717,8.42591055011991e-07,0.0,0.0,7.447901337886402e-46,2.4894286109028297e-45,32.924957766249996,0.0025174340698868036,0.0,0.0,0.0,0.0,0.0,38.16577325,0.00251743639819324,0.0,0.0,0.0,0.0,0.0
35,30.185924545,0.0026284628883004187,7.470148332484941e-06,0.0,0.0,1.5128908675313238e-43,4.166486833539309e-43,30.192932287499996,0.0027233821375994014,5.443881799088245e-06,0.0,0.0,6.362875936959696e-44,1.5314421163085705e-43,30.332324865,0.002617963230004534,8.072169865124337e-07,0.0,0.0,1.185148176202714e-44,3.580316736530524e-44,31.71609625,0.0025174340698868036,0.0,0.0,0.0,0.0,0.0,37.041624500000005,0.00251743639819324,0.0,0.0,0.0,0.0,0.0
36,28.988197491250002,0.0026288991308538244,7.715222526459709e-06,0.0,0.0,2.1970398102763076e-42,6.055742750444777e-42,28.99516631625,0.0027237927723908796,5.638480946983255e-06,0.0,0.0,9.228201991364832e-43,2.220562526938161e-42,29.136481878749997,0.002637275074725039,8.598549809003658e-07,0.0,0.0,1.7285226752216267e-43,5.200700762645796e-43,30.540801375,0.0025174340698868036,0.0,0.0,0.0,0.0,0.0,35.9490196275,0.0025174363363767043,1.028177987037884e-10,0.0,0.0,0.0,0.0
37,27.82480638625,0.0026294055888429284,7.824297804591783e-06,0.0,0.0,3.190564695442919e-41,8.803282264914313e-41,27.83172909375,0.0027242079047719017,5.965076544997456e-06,0.0,0.0,1.3379325184822043e-41,3.2208840195375915e-41,27.9748932225,0.002657656490104273,1.1369177540660077e-06,0.0,0.0,2.5125127322512895e-42,7.558650133931004e-42,29.398459,0.0025174340491648764,6.629706929531359e-11,0.0,0.0,0.0,0.0,34.88710675,0.0025174361653625965,0.0,0.0,0.0,0.0,0.0
38,26.6951538025,0.002630093474057503,7.944978949629951e-06,0.0,0.0,4.63403716383698e-40,1.2798953383360431e-39,26.70202405,0.0027247105130227284,6.557091931137427e-06,0.0,0.0,1.9400814968214924e-40,4.672897659207902e-40,26.84696032125,0.0026790433498099448,1.4426130856535735e-06,0.0,0.0,3.6522299714615145e-41,1.0987645358401664e-40,28.288461875,0.00251743383705616,0.0,0.0,0.0,0.0,0.0,33.855056749999996,0.0025174361653625965,0.0,0.0,0.0,0.0,0.0
39,25.59864628625,0.0026309117063647138,8.215306552704621e-06,0.0,0.0,6.731439533655854e-39,1.8610067500633289e-38,25.605457370000003,0.0027253275639377533,7.669793116467789e-06,0.0,0.0,2.813657685714212e-39,6.780887805083942e-39,25.752082672500002,0.002700973542407155,2.5889148413310123e-06,0.0,0.0,5.30960507326687e-40,1.5974175062684234e-39,27.210209511250003,0.00251743383705616,0.0,0.0,0.0,0.0,0.0,32.85206375,0.002517435932531953,0.0,0.0,0.0,0.0,0.0
