level,2D-F10-kappa-0.01_pressure_bar,2D-F10-kappa-0.01_rms_vel1,2D-F10-kappa-0.01_rms_vel1_temporal_std,2D-F100-kappa-0.01_pressure_bar,2D-F100-kappa-0.01_rms_vel1,2D-F100-kappa-0.01_rms_vel1_temporal_std,3D-F10-kappa-0.01_pressure_bar,3D-F10-kappa-0.01_rms_vel1,3D-F10-kappa-0.01_rms_vel1_temporal_std,3D-F100-kappa-0.01_pressure_bar,3D-F100-kappa-0.01_rms_vel1,3D-F100-kappa-0.01_rms_vel1_temporal_std
14,64.3639996925,0.29429486729562315,0.0567049511246772,64.30023,0.8658655186024582,0.40629751228467015,64.34913326542501,0.3938261425197227,0.07126256642891221,64.32872112507499,0.7354023733481169,0.08377616117647566
15,62.3012298725,0.3055018002624063,0.058776181245024976,62.23666041,0.9034171103287963,0.4204590698824295,62.284931706925,0.41155882680186057,0.07529924689148591,62.26444838065,0.7691587582627245,0.08804005290442433
16,60.286111854999994,0.3161805566275305,0.06082496658931524,60.22082845,0.9400698243161433,0.4339614220730648,60.268462486699995,0.42858884684524967,0.07926578586155435,60.247927947475,0.8017276050843253,0.09213554637224279
17,58.31798158750001,0.32652194349382235,0.06296556359391929,58.2520652775,0.9754163622824014,0.4461900046798046,58.2990580079,0.44496886858870555,0.08315639523276011,58.27849138225,0.8332027216986092,0.09606400784773711
18,56.396176062500004,0.3365891038806929,0.06515128688280156,56.329705492500004,1.0092994073158994,0.45645985083627666,56.376053721925004,0.4607559087476856,0.08697451196167674,56.355473398525,0.8636872015500272,0.09984131000934901
19,54.5200353725,0.3464239602389359,0.06732287696290201,54.45308853,1.0426114991144202,0.4657692696451734,54.498788078124996,0.47601174128740453,0.09074474005836597,54.478211698225,0.8932882358510389,0.1035057244637452
20,52.688902535,0.35618228054513695,0.06950606387930257,52.62155534,1.075790003964221,0.4749929875934404,52.66660257665,0.4907830176421027,0.09448993198035677,52.646047114725,0.9220710313911781,0.10705479301966514
21,50.902123815,0.3659376400695531,0.07173211464018701,50.834449545,1.1087478260672081,0.48423852800760936,50.878841872175,0.5050880636777894,0.09820854276097761,50.858323625450005,0.9500752230285348,0.11046807743233807
22,49.1590490225,0.3756135459933585,0.07399300089724353,49.0911158875,1.141576756979194,0.49375004987674437,49.13485372755,0.5189399501637357,0.10189225465439523,49.114388316275004,0.9773330682003879,0.11375257369114736
23,47.4590306775,0.38512831511684464,0.07633588136475201,47.3909070125,1.174311109851398,0.5036580493011973,47.433989001,0.5323517885452416,0.1055401731194162,47.413591504450004,1.0038702061881453,0.11691741727252666
