level,-nu-0.01_pressure_bar,-nu-0.01_H2O_mean,-nu-0.01_H2O_std,-nu-0.01_H2O_l__mean,-nu-0.01_H2O_l__std,-nu-0.01_H2O_l_p__mean,-nu-0.01_H2O_l_p__std,-nu-0.1_pressure_bar,-nu-0.1_H2O_mean,-nu-0.1_H2O_std,-nu-0.1_H2O_l__mean,-nu-0.1_H2O_l__std,-nu-0.1_H2O_l_p__mean,-nu-0.1_H2O_l_p__std,-nu-1.0_pressure_bar,-nu-1.0_H2O_mean,-nu-1.0_H2O_std,-nu-1.0_H2O_l__mean,-nu-1.0_H2O_l__std,-nu-1.0_H2O_l_p__mean,-nu-1.0_H2O_l_p__std,-nu-10.0_pressure_bar,-nu-10.0_H2O_mean,-nu-10.0_H2O_std,-nu-10.0_H2O_l__mean,-nu-10.0_H2O_l__std,-nu-10.0_H2O_l_p__mean,-nu-10.0_H2O_l_p__std,-nu-100.0_pressure_bar,-nu-100.0_H2O_mean,-nu-100.0_H2O_std,-nu-100.0_H2O_l__mean,-nu-100.0_H2O_l__std,-nu-100.0_H2O_l_p__mean,-nu-100.0_H2O_l_p__std
66,6.4727658209375,0.009235905289649963,0.00043992707806197415,3.946911007111878e-06,3.786983288488694e-05,9.411746139841993e-08,7.511708224806196e-07,6.4767671390625,0.008587070903275162,0.001214538308837366,7.58136711464474e-06,5.7548345264079505e-05,2.1512157683342183e-07,1.7374469549733374e-06,6.60049413375,0.015418179400265217,0.0005306462288795838,7.629334938689518e-06,4.72585732088214e-05,2.2450058206523564e-07,1.1194622414692827e-06,8.0603938471875,0.018992267346009613,0.00013231493546449305,0.0,0.0,0.0,0.0,14.32908245875,0.024977365565486253,5.098129883678371e-06,0.0,0.0,0.0,0.0
67,6.0836607559375,0.006692600615555421,0.0002575652662910235,2.495397618001355e-06,2.1990595153484303e-05,5.930964767258035e-08,3.5436009478420685e-07,6.08847152125,0.006184506031451747,0.0008331135177179696,4.0042461654162585e-06,4.902994067671599e-05,1.422985753390022e-07,1.3815013074399733e-06,6.210656986875,0.011347329432610423,0.0005411961491119067,7.0691565408044775e-06,4.2883410219649525e-05,1.7413271985643983e-07,8.462865281688096e-07,7.6517919296875005,0.014361409744247794,0.00021201196090436992,0.0,0.0,0.0,0.0,13.886340481875001,0.024927343698218463,6.169048777313697e-06,0.0,0.0,0.0,0.0
68,5.7123342646875,0.004747633569408208,0.00019391584828100684,7.524791571305392e-07,8.22919422498617e-06,5.094379674453837e-08,3.013318897624043e-07,5.717775748125001,0.0044530543013243,0.0004941656172158077,4.1100763477307714e-06,4.385817558271154e-05,1.2585020082289533e-07,8.819202665740173e-07,5.838552066875,0.00811954683647491,0.0004999305510786688,3.491153196657669e-06,2.5275890861579517e-05,1.1912856309141338e-07,6.397941851851761e-07,7.2609879596875,0.01026631849911064,0.00023083600978170696,0.0,0.0,0.0,0.0,13.456731609375,0.02471919005922973,5.254873569815236e-06,0.0,0.0,0.0,0.0
69,5.358242123437501,0.003214882363448851,0.00018268700642625526,1.1302708255497866e-06,1.1512091744588483e-05,6.58849526182824e-08,3.704114554842757e-07,5.3640677637500005,0.0030483205096097665,0.0003592940786606413,1.802035948364116e-06,1.8902970172035176e-05,1.1761507769188401e-07,7.73474900415893e-07,5.483515189999999,0.00554125950857997,0.0004102311913436079,3.5617838425083866e-06,2.796877485752064e-05,1.223639148757088e-07,5.260848095292487e-07,6.887177054375,0.006582541554700583,0.00033852983266826676,0.0,0.0,0.0,0.0,13.040007811875,0.0240334310028702,6.30100447243205e-06,0.0,0.0,0.0,0.0
70,5.0206328271875,0.0020936064874986188,0.00016689662002087677,6.238577188148415e-07,6.561338562527147e-06,7.206410206126177e-08,4.008045423625056e-07,5.0266581790625,0.001997336294967681,0.00030443306718664774,2.517001684457664e-06,2.228032866186326e-05,1.3013714364482473e-07,6.781957347318988e-07,5.14481092953125,0.0036419021338224412,0.000377013353157582,1.3998154539576738e-06,1.0994256241025597e-05,1.3638223630989473e-07,5.454658464194966e-07,6.529444807187501,0.004439085343154147,0.00011858097495896022,0.0,0.0,0.0,0.0,12.636124554375,0.022026784529909492,9.890878432255443e-06,0.0,0.0,0.0,0.0
71,4.69875761765625,0.0013425078118452802,0.00014275401123573867,5.694965197480094e-07,6.445819409691532e-06,8.518536003209437e-08,4.222994148344367e-07,4.70491148890625,0.0013005291145818773,0.0002206695695916331,2.2602264876005925e-06,1.7308423279213726e-05,1.285621974307106e-07,5.27897657626107e-07,4.82171375671875,0.002334975808800664,0.00032181985470787635,2.458618932250885e-06,1.4202404430428209e-05,1.8394857181302342e-07,7.197100194219935e-07,6.1867492140625,0.004180295025929808,8.486523102920398e-05,0.0,0.0,0.0,0.0,12.24517925125,0.018545671412721277,1.2526915213572774e-05,0.0,0.0,0.0,0.0
72,4.39200974,0.0008522240276215598,0.000125500383923388,9.071573711831756e-07,8.026407864845245e-06,9.661865262432798e-08,4.243582628952747e-07,4.3982816565625,0.0008427564182202331,0.00014938004103169208,2.528134410503856e-06,1.3714286505367036e-05,1.2250928813612393e-07,4.569197344418151e-07,4.513605814687501,0.001471553736977512,0.000265936452507601,3.1128095410951776e-06,1.9269742789540834e-05,2.0386457987865752e-07,7.490919998620621e-07,5.858416661562501,0.0036501364404102786,0.00010078148887807387,0.0,0.0,0.0,0.0,11.867041375,0.014808332393411547,1.1794287082302942e-05,0.0,0.0,0.0,0.0
73,4.0998968421874995,0.000535824423066515,0.00010170501392614839,9.707328939123587e-07,7.116659984650157e-06,9.807298177780597e-08,3.9393466014007516e-07,4.10628442484375,0.0005382204353663837,0.00010436355263493596,2.012104349104598e-06,1.2471887585726603e-05,1.0791502821481761e-07,3.6920017840274385e-07,4.2199717460937505,0.0009214651601942023,0.0002079253003381662,4.3553973244974894e-06,2.1139089846175315e-05,2.0027016464299612e-07,6.463989404239416e-07,5.544084531875,0.003001219242578372,9.932979899143523e-05,0.0,0.0,0.0,0.0,11.501231875,0.0115961650502868,9.927108991948657e-06,0.0,0.0,0.0,0.0
74,3.8219794657812503,0.0003318928298267565,7.390329917363832e-05,9.43994577065651e-07,6.883288613583773e-06,9.538398531860738e-08,3.4564085051853444e-07,3.82847040875,0.0003346090337217902,7.253885945493891e-05,1.2177230799041714e-06,7.98886309274541e-06,9.739303998129304e-08,2.8298909418988246e-07,3.9403553453125,0.0005764248597843107,0.00014759747181936148,3.7515149832465893e-06,1.621356870192449e-05,1.6587599658687973e-07,5.178097112079372e-07,5.2433660096875,0.0021996722217299974,0.00012895784828221215,0.0,0.0,0.0,0.0,11.147149561874999,0.009047040207311511,8.12239706498329e-06,0.0,0.0,0.0,0.0
75,3.5578298040625,0.0002030087705279584,5.103089289049407e-05,1.2160062699489552e-06,6.883552413790119e-06,9.115822946297779e-08,2.841354018039635e-07,3.5644081995312504,0.0002040649309183209,4.828440635193666e-05,7.958294373878825e-07,5.422055910007939e-06,9.424805854667813e-08,2.408450683233156e-07,3.6743267481250004,0.0003582989458373049,9.54807148666846e-05,2.613762977242899e-06,1.26031705197746e-05,1.349207901527035e-07,4.061517740741504e-07,4.9558319778125,0.001621321353595704,0.00015026900561590582,0.0,0.0,0.0,0.0,10.804240125,0.00696788184880279,7.118687204292947e-06,0.0,0.0,0.0,0.0
76,3.3070228212500004,0.00012521233323150227,3.300105598071602e-05,1.1336356690453082e-06,5.824869207839969e-06,8.064677185532848e-08,2.158366471736778e-07,3.3136767634375,0.00012568557547092495,3.1292062333887785e-05,8.982731837771398e-07,4.933683354451943e-06,9.383547647789781e-08,2.008326698026786e-07,3.4214719321875,0.00022222086490910443,6.0063947994537794e-05,1.9115840937286133e-06,9.951309710646386e-06,1.1450365428367637e-07,3.0676505479551936e-07,4.68106807109375,0.000839583331195172,0.0001357197688138595,0.0,0.0,0.0,0.0,10.472033406249999,0.005224521563854069,6.070412478159362e-06,0.0,0.0,0.0,0.0
77,3.0691392253125,7.837958835898462e-05,1.905543473795288e-05,8.397057263583105e-07,4.070115717209768e-06,6.932219855985619e-08,1.574870431098379e-07,3.0758594834374997,7.889656915176601e-05,1.9112559177474438e-05,9.767753363035878e-07,4.26821489552892e-06,8.89330673795166e-08,1.5815862411986463e-07,3.18137878,0.00014031311126746005,3.623940932133682e-05,1.2339098002863e-06,6.5248495700041935e-06,9.882063669484728e-08,2.268565513325147e-07,4.41864749671875,0.0004537476045661606,0.00010307114461705142,0.0,0.0,0.0,0.0,10.150107125,0.0038078010100871325,5.146899812868993e-06,0.0,0.0,0.0,0.0
78,2.8437682359375,4.9151281621561795e-05,1.0016914144976256e-05,6.907047111896629e-07,2.6588308066633924e-06,6.094314797956236e-08,1.2069589498838114e-07,2.85054262703125,4.990039422773407e-05,1.0766860755151862e-05,9.84256357262653e-07,3.487823281280252e-06,8.06174288603743e-08,1.1931138572102247e-07,2.9536391590625,8.98183611825516e-05,2.016931289813433e-05,1.0103297639979178e-06,4.883391474381785e-06,8.915060554043668e-08,1.736996911261086e-07,4.16808520421875,0.0005013589672453236,0.0001550605301822695,0.0,0.0,0.0,0.0,9.83806193625,0.002719877771101892,4.154876330361595e-06,0.0,0.0,0.0,0.0
79,2.63050616234375,3.0328174895657867e-05,4.611989931547943e-06,8.450895707781382e-07,2.2244982753917437e-06,5.388249559280975e-08,9.534369368401796e-08,2.63731619109375,3.146867037185075e-05,5.580968892470559e-06,1.001455484699799e-06,2.5216265899555166e-06,7.061650811165992e-08,8.927236830867457e-08,2.7378459334375,5.6989086615431007e-05,1.0818589311354461e-05,9.688424754915336e-07,3.519583464051438e-06,8.009350525905363e-08,1.3456037643572079e-07,3.92899118640625,0.0002663254717772361,0.0001560849391263723,0.0,0.0,0.0,0.0,9.535523843750001,0.0019145261176745406,3.473874761635579e-06,0.0,0.0,0.0,0.0
80,2.4289517125,1.7907078997723148e-05,1.815334851469182e-06,9.422749133414849e-07,1.9041560931530108e-06,4.3737925927346656e-08,7.113671423779316e-08,2.4357711632031247,1.8959567850288295e-05,2.4440025683954066e-06,1.102708960240012e-06,1.849128696366099e-06,5.926346825758685e-08,6.84395729245372e-08,2.5335998209375,3.5347281190297506e-05,5.649720899558987e-06,9.349600710546854e-07,2.6363424768681444e-06,7.006462140761644e-08,1.0646866448978583e-07,3.701014734375,0.00016881897555140314,8.862029634229402e-05,0.0,0.0,0.0,0.0,9.242151187500001,0.0013244355162023566,2.8647971289085418e-06,0.0,0.0,0.0,0.0
81,2.2387025828125,1.0033127044607682e-05,6.037799787912989e-07,8.381584624536985e-07,1.4435254930858528e-06,3.1392655384209454e-08,4.816831773995801e-08,2.245502898359375,1.0743636198640161e-05,8.65505582452766e-07,1.0847436215734696e-06,1.406957610574857e-06,4.54630707125515e-08,5.000859057991892e-08,2.340508503671875,2.1278325905768723e-05,2.6542402129738157e-06,1.0040301639436827e-06,2.0486352460916904e-06,5.96345687881189e-08,8.197696953408261e-08,3.4837779190625,0.000104828237568654,6.565393006057303e-05,0.0,0.0,0.0,0.0,8.95763303125,0.0008954507038870361,2.4248829594952144e-06,0.0,0.0,0.0,0.0
82,2.059362532890625,5.33983083619205e-06,1.6184498496667794e-07,6.035617701653525e-07,9.689096716440724e-07,1.995928053625568e-08,2.9961092475291954e-08,2.066115498359375,5.7905343666107e-06,2.578139315249152e-07,8.6867261639992e-07,1.0036467726815755e-06,3.103580146458063e-08,3.390747895039922e-08,2.1581887084374998,1.217037362357587e-05,9.917708334424442e-07,1.049974109243165e-06,1.594673687050656e-06,4.742683794540576e-08,6.027965194693761e-08,3.27692144640625,4.035272402325063e-05,1.855063237391621e-05,0.0,0.0,0.0,0.0,8.68168240625,0.0005898826077172998,2.0007228769466645e-06,0.0,0.0,0.0,0.0
83,1.89054259640625,2.7153320930892734e-06,4.234527497932601e-08,3.7235694376517887e-07,5.930404211765182e-07,1.1565759343974442e-08,1.7423954114301534e-08,1.8972232942187501,2.9748951263854906e-06,6.10006496427145e-08,5.882893724898213e-07,6.718049256064044e-07,1.9127041432870467e-08,2.167168626191803e-08,1.986264971328125,6.609746660615201e-06,2.839682147452974e-07,8.950415103610794e-07,1.1753423970617944e-06,3.370122570752829e-08,4.158808670593764e-08,3.0800885100000004,1.9315010616082873e-05,4.217675990984813e-06,0.0,0.0,0.0,0.0,8.41403115625,0.00037816856539575383,1.641024912494819e-06,0.0,0.0,0.0,0.0
84,1.73186201515625,1.3223684240983857e-06,2.0567812070034983e-08,2.1179341919022413e-07,3.381096926116345e-07,6.3448620153991985e-09,9.636020801026805e-09,1.738447412265625,1.4597934889479803e-06,2.4022208117214668e-08,3.5777950988130457e-07,4.249784245705199e-07,1.0938487476847168e-08,1.3076683042913283e-08,1.8243689083593748,3.4082043304124454e-06,7.835608662788015e-08,6.407082880104901e-07,8.145309181612881e-07,2.1541869080818606e-08,2.6924956222938175e-08,2.89292633671875,9.5794182238933e-06,5.799596311376751e-07,0.0,0.0,0.0,0.0,8.15442725,0.00023538652943534544,1.296353188830667e-06,0.0,0.0,0.0,0.0
85,1.5829447121875,6.176745840491549e-07,9.9550334516018e-09,1.1509625461508352e-07,1.8219546341008193e-07,3.363354003392938e-09,5.160579942957573e-09,1.5894139703125,6.86914702669128e-07,1.0719897960458975e-08,2.0301029723388372e-07,2.5388073159020366e-07,5.914786062117535e-09,7.434249370902282e-09,1.67213882796875,1.680760884880783e-06,2.9806037285897e-08,4.0559806510227626e-07,5.247933901772389e-07,1.266175422288135e-08,1.6323973824211066e-08,2.7150922973437503,4.906179947283818e-06,7.512558041064601e-08,0.0,0.0,0.0,0.0,7.902631480625001,0.00014165123458951713,9.727987733667158e-07,0.0,0.0,0.0,0.0
86,1.44341957203125,2.7631417338369604e-07,4.263502580222679e-09,6.095304747293799e-08,9.624130090564551e-08,1.7390166103641858e-09,2.7357302850879706e-09,1.4497524332031249,3.091496990350606e-07,5.592965236609386e-09,1.0904138871906608e-07,1.4234210937769725e-07,3.045716261830948e-09,3.980356807692767e-09,1.529217287890625,7.940703106328328e-07,1.424866704125807e-08,2.3547030572454232e-07,3.1330397616616087e-07,6.974934322825189e-09,9.306256809780924e-09,2.546250368203125,2.432991738828605e-06,1.3095086684894595e-08,0.0,0.0,0.0,0.0,7.6584156875,8.199937921017408e-05,6.686390190325543e-07,0.0,0.0,0.0,0.0
87,1.3129211649218748,1.1797608417296602e-07,2.247777543532389e-09,3.154760586204196e-08,5.099419989620848e-08,8.765722147729083e-10,1.445691412830535e-09,1.319096408671875,1.3283875428626857e-07,2.6814719873791666e-09,5.583335876949454e-08,7.487507595102312e-08,1.4960366244395067e-09,2.0154464499118215e-09,1.3952521718750002,3.5921492827384324e-07,6.588027787469898e-09,1.2918939830119334e-07,1.773702721850909e-07,3.647278395176698e-09,5.0253020248959666e-09,2.3860701042187498,1.1546026384507968e-06,5.468152654364836e-09,0.0,0.0,0.0,0.0,7.42156115625,4.54067658756685e-05,3.959053534305001e-07,0.0,0.0,0.0,0.0
88,1.1910869308984375,4.783214870585084e-08,1.0514041235457927e-09,1.585795812083025e-08,2.6959604188992672e-08,4.2868802856486496e-10,7.543258134007952e-10,1.197085736328125,5.425270068926125e-08,1.0875991793028862e-09,2.718763865970459e-08,3.7419804131409986e-08,6.984474494370022e-10,9.714446815504556e-10,1.26989656828125,1.5519915456962962e-07,3.1426961966227328e-09,6.741992998480717e-08,9.485633490479675e-08,1.8092405091395041e-09,2.561402104018346e-09,2.234226997109375,5.199446640915539e-07,2.528632537223932e-09,0.0,0.0,0.0,0.0,7.191857468749999,2.3886041974947147e-05,1.8518713881444825e-07,0.0,0.0,0.0,0.0
89,1.0775574319531251,1.8339303009984322e-08,4.090678114376893e-10,7.7271497070847e-09,1.4035343378034389e-08,2.027095421905709e-10,3.833856527390141e-10,1.0833648786328125,2.095106533550606e-08,5.150247351073763e-10,1.2515564051753755e-08,1.78908878161325e-08,3.0808506910765795e-10,4.443409945246639e-10,1.152808788203125,6.380483296908324e-08,1.305428903471422e-09,3.2975242916544045e-08,4.724033950295498e-08,8.434671899897405e-10,1.2319063025099187e-09,2.090402072109375,2.2080511806876756e-07,1.19952960380573e-09,0.0,0.0,0.0,0.0,6.969100281249999,1.183219124959578e-05,6.485810820627378e-08,0.0,0.0,0.0,0.0
90,0.9719779505859375,6.607408556513761e-09,1.6403612303196926e-10,3.623666620483913e-09,7.060761820040776e-09,9.213078144345467e-11,1.8826400465830635e-10,0.9775840836328126,7.612668998735473e-09,1.9564889923878973e-10,5.401444066164383e-09,7.997629977233082e-09,1.2746752663364913e-10,1.901602039657403e-10,1.0436519984375,2.4838501094137655e-08,5.458202928108779e-10,1.5021070947599593e-08,2.229265066976421e-08,3.683745340113584e-10,5.663423482002079e-10,1.95428206453125,8.783015764635139e-08,4.417910965373512e-10,0.0,0.0,0.0,0.0,6.7530925625,5.4578142585341995e-06,1.7735033791081524e-08,0.0,0.0,0.0,0.0
91,0.874001283671875,2.2242247024184534e-09,5.741890224415146e-11,1.6209343008704953e-09,3.421140850634949e-09,4.005801058934462e-11,9.001012657116431e-11,0.879399599453125,2.5928452315748806e-09,6.416123111110432e-11,2.16129224240502e-09,3.3032791761110135e-09,4.913684441910891e-11,7.604657772787993e-11,0.9420939424609376,9.12005463327148e-09,1.7258399953802397e-10,6.401751109159956e-09,1.0169553014955875e-08,1.5088266476512866e-10,2.5009042195982555e-10,1.8255595964062499,3.241348658278298e-08,1.8970294802818886e-10,0.0,0.0,0.0,0.0,6.5436425,2.3110676462465564e-06,1.1094628368534847e-08,0.0,0.0,0.0,0.0
92,0.7832886691796875,6.958289509723103e-10,2.129921774194881e-11,6.872965015560717e-10,1.6173196883654388e-09,1.6677123599709376e-11,4.297014581371734e-11,0.78847308609375,8.210596761371036e-10,2.0428827300455398e-11,8.028179550595474e-10,1.2845791352580958e-09,1.766121157486145e-11,2.8788533428541132e-11,0.84780583765625,3.1309040254834387e-09,7.745817770712139e-11,2.5445415334048975e-09,4.439003971917433e-09,5.776176435038214e-11,1.0498256903939903e-10,1.70393368953125,1.100197114078938e-08,5.984859312373737e-11,0.0,0.0,0.0,0.0,6.3405636875,8.827166949743059e-07,3.432750504988277e-09,0.0,0.0,0.0,0.0
93,0.6995076755859375,2.010217581734086e-10,6.047796431266807e-12,2.769545912277769e-10,7.707512810831822e-10,6.738521317808643e-12,2.1161111618735043e-11,0.704471292578125,2.3981338412651377e-10,6.9802783021874045e-12,2.7656122091678074e-10,4.7264568973724e-10,5.926479490990353e-12,1.0412342931014137e-11,0.7604632719140625,1.0009169622848813e-09,2.2588536673154856e-11,9.44374518459287e-10,1.8342368367344577e-09,2.0593579424507234e-11,4.132267989200849e-11,1.5891130872656252,3.403336103269261e-09,1.7269271439308878e-11,0.0,0.0,0.0,0.0,6.1436743125,2.979713370621084e-07,1.2467765224147252e-09,0.0,0.0,0.0,0.0
94,0.6223322668945312,5.315804291411777e-11,1.8931912556123904e-12,1.0754692041213934e-10,3.8697034426457413e-10,2.735596751571766e-12,1.0918968814922759e-11,0.6270678764453125,6.424962645332905e-11,1.9445341679342167e-12,8.872151689666035e-11,1.6686883336699034e-10,1.8730049210295737e-12,3.7092186229848425e-12,0.679747192421875,2.953907398545175e-10,6.1701915655253865e-12,3.2322444905322755e-10,7.01687169227245e-10,6.73825532153154e-12,1.4885335215682267e-11,1.4808284365625002,9.45790180839623e-10,4.9352038323038465e-12,0.0,0.0,0.0,0.0,5.95279799625,8.703185874736619e-08,5.111973872887826e-10,0.0,0.0,0.0,0.0
95,0.5514398650976562,1.2730702778963355e-11,5.051546551826979e-13,4.265163081549284e-11,2.036623515507245e-10,1.1901216299602923e-12,5.883863582785979e-12,0.5559407323828125,1.5612935081940614e-11,3.941811188673645e-13,2.7358087837800268e-11,6.162275380817728e-11,5.706134347970258e-13,1.3813662510788486e-12,0.6053436575,7.969317294617695e-11,2.099672308511734e-12,9.911158095190106e-11,2.372972607078926e-10,1.9742004258435486e-12,4.7288133993076356e-12,1.37882842171875,2.3049980302919382e-10,1.1452644226995663e-12,0.0,0.0,0.0,0.0,5.767765221875,2.1437815896696577e-08,8.619031649912571e-11,0.0,0.0,0.0,0.0
96,0.48651125083984376,2.73319803568246e-12,8.735719037201679e-14,1.9773764216017165e-11,1.16572893772907e-10,5.850671409525177e-13,3.3762189430106507e-12,0.49077218238281256,3.402855335617877e-12,9.294865709217553e-14,8.2891376200248e-12,2.4658400020357877e-11,1.683125628594067e-13,5.232573999159483e-13,0.5369478298242187,1.9603225240565764e-11,6.304218486987633e-13,2.6545831088176437e-11,6.730642321817143e-11,5.066248811287474e-13,1.2942343826481476e-12,1.282915650703125,4.7977635683760235e-11,2.678660022321063e-13,0.0,0.0,0.0,0.0,5.5884301875,4.278833278803518e-09,1.4047809532207104e-11,0.0,0.0,0.0,0.0
97,0.427231345859375,5.173591112402108e-13,1.3997066785628638e-14,1.234073430053354e-11,7.848679412778544e-11,3.06800233965225e-13,1.992164535039615e-12,0.43124777839843753,6.542449068668108e-13,1.6955411787525566e-14,2.4300020889815353e-12,9.129510291208823e-12,4.58919501957508e-14,1.8042685228775344e-13,0.47425821173828125,4.321695082310992e-12,1.190378155816425e-13,6.20937103996106e-12,1.7960242497877603e-11,1.1180413302112763e-13,3.4780328315140077e-13,1.1929329460546876,8.223617415509255e-12,4.0651167812875e-14,0.0,0.0,0.0,0.0,5.41470775,6.458111111440346e-10,1.5240906146147316e-12,0.0,0.0,0.0,0.0
98,0.3733054843945312,8.759276632944418e-14,2.175913495183433e-15,7.070928837373645e-12,5.072643070923012e-11,1.2798845787701808e-13,9.457717772617395e-13,0.3770716752929687,1.1244420211226916e-13,2.222129056671303e-15,5.884280947496098e-13,3.1674548174989386e-12,9.677793428724111e-15,5.392435289165085e-14,0.4169902796679687,8.68255871388536e-13,2.1442390433921925e-14,1.1757127847256482e-12,5.54924932779045e-12,1.8829762890493237e-14,8.977681842136617e-14,1.1087231539062499,1.1246806961759913e-12,7.98870217337503e-15,0.0,0.0,0.0,0.0,5.246492791562499,6.471054404127985e-11,2.0069474838914938e-13,0.0,0.0,0.0,0.0
99,0.3245820644042969,1.728860374076428e-14,1.5262200401974594e-15,1.4450017641600901e-12,1.4274973151745381e-11,2.197728405210454e-14,2.1708836327072218e-13,0.32809817328124996,2.2955266219432958e-14,1.8331023981654903e-15,5.170355549796587e-14,4.469932367371144e-13,7.860707303478267e-16,6.790474054544414e-15,0.36503567232421874,2.174687565849277e-13,1.6044029331773857e-14,6.757199924083698e-14,3.9312289499319157e-13,1.0245811117316354e-15,5.953932493952707e-15,1.030135690703125,1.1420185333356025e-13,5.734633780398623e-16,0.0,0.0,0.0,0.0,5.0835685507812505,3.0913592688301683e-12,1.1610958460145307e-13,0.0,0.0,0.0,0.0
